rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,ll,Liberty League (LL),2025-26,Union,"Plesser,Jack",0,F,25,31.52,22.64,7.6,1.48,1.0,1.48,1.6,9.156801033129044,3.0993812374981613,2.305344318421717,-0.014007612425864494,0.3697261801954837,2.9618924175651173,0.38963304368084306
2,ll,Liberty League (LL),2025-26,St. Lawrence,"Dudzinski,Adam",0,F,27,35.81481481481482,17.0,8.19,1.3,1.7,0.89,1.6666666666666667,6.738305045463933,1.9164035578022065,2.6517201410446023,-0.19050352899175768,1.7859353009683208,1.351196540941283,0.4823995244153413
3,ll,Liberty League (LL),2025-26,Hobart,"Nedd,Monty",0,G,24,28.041666666666668,14.46,6.04,3.58,2.33,0.29,2.5,5.244796109806618,1.3836441063079292,1.3895031603001886,2.0451114141762234,3.060523509663874,-0.28679926579481957,1.6419805335965691
4,ll,Liberty League (LL),2025-26,Skidmore,"Roy,Aidan",0,G,25,33.68,14.16,4.56,3.96,1.32,0.72,1.72,5.2051057366731035,1.3207197616432507,0.5206282154156615,2.4177139047042204,1.0171360639773521,0.8870977290327204,0.5566127090029397
5,ll,Liberty League (LL),2025-26,RPI,"Deppe,Andrew",0,F,27,30.25925925925926,13.15,5.74,3.3,1.41,0.67,1.4814814814814814,5.101645587345634,1.1088744679388334,1.2133798606614332,1.7705622106292782,1.1992200937910025,0.7505980784713788,0.22471485570840152
6,ll,Liberty League (LL),2025-26,Ithaca,"Cabral,Evan",0,G,23,28.73913043478261,17.74,4.26,2.52,2.39,0.17,2.608695652173913,4.937582957693043,2.0716169413084127,0.3445049157769061,1.0057465721770744,3.1819128628729745,-0.61439842714204,1.7932302304462946
7,ll,Liberty League (LL),2025-26,Vassar,"Fitzgerald,Shea",0,G,28,33.357142857142854,16.64,5.07,2.86,1.54,0.0,1.7857142857142858,4.866627985883815,1.8408943442045924,0.8200378248015462,1.3391277479126504,1.4622303590773866,-1.0784972390506022,0.6480539542983739
8,ll,Liberty League (LL),2025-26,Clarkson,"Burns,Braeden",0,F,25,33.56,17.04,5.84,2.4,1.4,0.16,2.2,4.650726111954769,1.9247934704241634,1.2720876272076849,0.8880826277998121,1.178988534922819,-0.6416983572543083,1.2245313702913272
9,ll,Liberty League (LL),2025-26,RIT,"Turner,Josiah",0,F,25,29.0,14.6,7.28,2.4,0.68,1.12,2.84,4.088545012955552,1.413008800484779,2.1174794654737115,0.8880826277998121,-0.27768370358638456,1.9790949335234558,2.11508958534251
10,ll,Liberty League (LL),2025-26,St. Lawrence,"Anderson,Dan",0,G,27,31.96296296296296,13.44,3.22,2.74,2.19,0.07,1.2962962962962965,3.9795060609790593,1.1697013344480223,-0.2660558563041126,1.2214638035353886,2.7772816855093065,-0.8873977282647237,-0.0329698129985376
11,ll,Liberty League (LL),2025-26,Ithaca,"Zenker,Matthew",0,F,25,28.4,16.12,5.2,2.0,0.88,0.68,2.36,3.7328961430065624,1.73182548011915,0.8963579213116735,0.4958694798756049,0.1269474737772831,0.7778980085836472,1.4471709240541226
12,ll,Liberty League (LL),2025-26,Hobart,"Moesch,Alex",0,G,25,30.8,14.92,5.16,2.08,1.2,0.4,1.96,3.6547580796103403,1.4801281014604362,0.8728748146931727,0.5743121094604464,0.7743573575591514,0.013499965440132664,0.8905720396471334
13,ll,Liberty League (LL),2025-26,Skidmore,"Gooden,Jacob",0,G,18,32.44444444444444,19.06,2.28,2.5,1.28,0.56,3.0555555555555554,3.5759537588219974,2.348484057832998,-0.8179088618388799,0.9861359147808639,0.9362098285046185,0.4502988472364267,2.4150345397173876
14,ll,Liberty League (LL),2025-26,Skidmore,"Skoric,Joey",0,F,26,24.26923076923077,9.96,7.5,0.35,0.65,1.88,1.3076923076923077,3.538242087141977,0.4397789363377527,2.2466365518754654,-1.1220097553117498,-0.33837838019093475,4.053889622055852,-0.01711229492426466
15,ll,Liberty League (LL),2025-26,RIT,"Muhammad,Muhsin",0,G,20,27.0,13.2,4.95,1.5,1.5,0.7,1.65,3.5068924751950767,1.1193618587162795,0.7495885049460439,0.005603044970345885,1.381304123604653,0.8324978688081837,0.4592079042317165
16,ll,Liberty League (LL),2025-26,Vassar,"Neuenhaus,Parker",0,F,28,27.0,14.39,6.18,1.61,0.21,0.82,1.6071428571428572,3.4936396866222594,1.3689617592195042,1.471694033464941,0.11346166064950297,-1.2285669703910038,1.160097030155404,0.399572309473825
17,ll,Liberty League (LL),2025-26,Clarkson,"Abernethy,Nate",0,F,25,28.0,14.24,5.64,0.76,0.48,0.92,1.44,3.2210716778019313,1.337499586887165,1.1546720941151811,-0.7199912786894375,-0.6823148809500524,1.4330963312780882,0.1669934899180471
18,ll,Liberty League (LL),2025-26,RPI,"Scalisi,PJ",0,G,27,30.48148148148148,12.63,4.52,2.15,1.63,0.44,1.7777777777777777,3.171576147986339,0.9998056038533908,0.49714510879716073,0.6429494103471826,1.6443143888910368,0.1226996858892061,0.6370103256395048
19,ll,Liberty League (LL),2025-26,Vassar,"Denham,Nathan",0,F,26,22.96153846153846,9.19,6.96,0.92,1.58,0.92,1.2307692307692308,3.1005491482889127,0.2782731183650778,1.9296146125257054,-0.5631060195197546,1.5431565945501202,1.4330963312780882,-0.1241505419256087
20,ll,Liberty League (LL),2025-26,Hobart,"Paki,Dorian",0,F,25,24.88,13.56,6.36,1.04,0.72,0.96,2.08,3.008818229133151,1.194871072313894,1.5773680132481946,-0.4454420751424924,-0.19675746811365113,1.5422960517271613,1.0575517049692302
21,ll,Liberty League (LL),2025-26,Union,"Tedesco,Tanner",0,G,26,35.30769230769231,14.54,2.38,5.77,0.5,0.04,2.8076923076923075,2.742460517552564,1.4004239315518432,-0.759201095292628,4.192478399061257,-0.6418517632136855,-0.9692975186015289,2.0701335216019454
22,ll,Liberty League (LL),2025-26,Union,"Dufort,Christian",0,F,26,31.0,10.73,7.19,2.12,0.54,0.46,1.7692307692307692,2.3853858980246767,0.6012847543104273,2.064642475582085,0.6135334242528672,-0.560925527740952,0.1772995461137429,0.6251171870837999
23,ll,Liberty League (LL),2025-26,Union,"Garside,Matthew",0,G,26,30.076923076923077,11.54,2.58,2.69,1.69,0.38,1.7692307692307692,2.276025262292261,0.7711804849050589,-0.6417855622001243,1.1724371600448624,1.7657037421001374,-0.04109989478440413,0.6251171870837999
24,ll,Liberty League (LL),2025-26,Clarkson,"DeRegis,Steve",0,G,25,28.72,13.0,4.28,2.72,0.88,0.04,1.84,2.24544539999857,1.077412295606494,0.35624646908615676,1.2018531461391782,0.1269474737772831,-0.9692975186015289,0.7235923743250366
25,ll,Liberty League (LL),2025-26,St. Lawrence,"Downs,Chris",0,F,15,28.133333333333333,9.47,4.87,1.0,0.8,1.27,1.6,1.6917142537544207,0.3370025067187779,0.7026222917090424,-0.48466338993491315,-0.034904997168183904,2.3885938852074813,0.38963304368084306
26,ll,Liberty League (LL),2025-26,Hobart,"Mordi,Allen",0,F,25,24.64,10.68,6.52,1.04,0.6,0.36,1.48,1.5939549148143617,0.5907973635329807,1.671300439722197,-0.4454420751424924,-0.4395361745318518,-0.09569975500894093,0.2226533783587461
27,ll,Liberty League (LL),2025-26,RPI,"Stewart,Yechiel",0,G,22,26.363636363636363,12.18,3.05,0.95,1.18,0.23,1.1363636363636365,1.5272140359855495,0.905419086856373,-0.3658590594327409,-0.5336900334254391,0.7338942398227846,-0.45059884646842974,-0.25551566324544006
28,ll,Liberty League (LL),2025-26,RPI,"Matchett,Dylan",0,G,21,24.285714285714285,7.33,5.14,2.67,1.33,0.33,1.4761904761904765,1.4420582871788479,-0.11185781855592843,0.8611332613839221,1.152826502648652,1.0373676228455355,-0.17759954534574596,0.2173524366024895
29,ll,Liberty League (LL),2025-26,RIT,"Ditzel,Zac",0,G,25,27.48,10.68,4.0,1.28,0.64,0.44,1.16,1.22896555927256,0.5907973635329807,0.1918647227566515,-0.21011418638796808,-0.35860993905911814,0.1226996858892061,-0.2226257291668455
30,ll,Liberty League (LL),2025-26,Ithaca,"O'Neal,Jaylon",0,G,26,24.653846153846153,8.96,5.23,2.73,1.54,0.5,2.8076923076923075,1.1662603453951768,0.2300311207888246,0.9139702512755491,1.2116584748372832,1.4622303590773866,0.2864992665628163,2.0701335216019454
31,ll,Liberty League (LL),2025-26,Ithaca,"MCKIERNAN, Thomas",0,0,20,19.8,8.05,2.65,2.85,1.3,0.35,1.25,1.0931132374964645,0.03916060863929996,-0.6006901256177481,1.3293224192145454,0.9766729462409854,-0.12299968512120932,-0.09739098017527277
32,ll,Liberty League (LL),2025-26,RPI,"Driscoll,Kellen",0,G,27,28.555555555555557,7.96,3.81,2.15,0.93,0.3,0.9629629629629628,0.9285999137006093,0.020283305239896274,0.08031996631877307,0.6429494103471826,0.22810526811820012,-0.2594993356825512,-0.49680221667102925
33,ll,Liberty League (LL),2025-26,Skidmore,"Fantom,Charlie",0,G,21,26.285714285714285,7.67,5.0,1.33,1.05,0.14,0.7619047619047619,0.8599634618719665,-0.04054356126929289,0.7789423882191697,-0.16108754289744212,0.47088397453640074,-0.696298217478845,-0.7765741426957063
34,ll,Liberty League (LL),2025-26,Vassar,"Medina,Sebastian",0,F,28,25.857142857142858,5.61,4.32,2.61,0.96,0.93,1.4642857142857142,0.8003272598803101,-0.4726240613000848,0.3797295757046575,1.093994530460021,0.2887999447227501,1.4603962613903565,0.2007869936141857
35,ll,Liberty League (LL),2025-26,Clarkson,"Rappa,Lorenzo",0,G,25,23.68,6.48,3.88,2.24,1.16,0.04,0.84,0.41293268762325464,-0.29014346177251726,0.12141540290114926,0.7311973686301295,0.6934311220864178,-0.9692975186015289,-0.6679048366924369
36,ll,Liberty League (LL),2025-26,RIT,"Brown,Brody",0,G,25,28.6,7.6,3.12,2.52,0.68,0.64,1.48,0.3836208374003587,-0.05522590835771792,-0.3247636228503645,1.0057465721770744,-0.27768370358638456,0.6686982881345735,0.2226533783587461
37,ll,Liberty League (LL),2025-26,Vassar,"Karageuzian,Kreekor",0,G,28,28.0,4.68,4.54,3.39,1.32,0.21,1.6428571428571428,0.2185624900830745,-0.667689529760588,0.5088866621064113,1.8588101689122252,1.0171360639773521,-0.5051987066929665,0.44926863843873455
38,ll,Liberty League (LL),2025-26,Skidmore,"LaGarde,Jack",0,F,26,16.884615384615383,4.92,4.81,0.35,0.38,1.15,0.4615384615384615,-0.00912005786358483,-0.6173500540288452,0.667397631781291,-1.1220097553117498,-0.8846304696318862,2.06099472386026,-1.19453301193905
39,ll,Liberty League (LL),2025-26,Hobart,"Bergeron,Gabriel",0,G,24,25.125,7.71,3.79,0.92,0.63,0.71,1.25,-0.09208568721504042,-0.03215364864733576,0.06857841300952269,-0.5631060195197546,-0.37884149792730154,0.859797798920452,-0.09739098017527277
40,ll,Liberty League (LL),2025-26,Bard,"Frei,Max",0,G,17,24.176470588235293,8.94,4.41,2.12,0.88,0.35,2.4705882352941178,-0.09492709985165115,0.22583616447784574,0.43256656559628404,0.6135334242528672,0.1269474737772831,-0.12299968512120932,1.6010541450372318
41,ll,Liberty League (LL),2025-26,Bard,"Cuffy-Scott,Azikiwe",0,G,23,15.91304347826087,9.83,3.91,0.57,0.74,0.26,1.4782608695652173,-0.1507453229508786,0.4125117203163919,0.13902773286502496,-0.906292523953436,-0.15629435037728434,-0.36869905613162457,0.2202333832091504
42,ll,Liberty League (LL),2025-26,RIT,"Pierman,Nigel",0,F,24,17.291666666666668,7.04,3.58,0.63,0.79,0.71,1.2083333333333333,-0.4502606381324132,-0.17268468506511758,-0.05470789673760611,-0.8474605517648048,-0.05513655603636731,0.859797798920452,-0.15537003063433427
43,ll,Liberty League (LL),2025-26,RPI,"Feeks,Billy",0,G,27,28.37037037037037,9.56,2.0,2.04,1.0,0.0,1.7777777777777777,-0.46527403915305177,0.35587981011818137,-0.9822906081683849,0.5350907946680257,0.3697261801954837,-1.0784972390506022,0.6370103256395048
44,ll,Liberty League (LL),2025-26,St. Lawrence,"Brown,Jlin",0,,25,22.88,5.48,3.96,1.84,1.12,0.28,1.44,-0.629018415433179,-0.4998912773214454,0.16838161613815075,0.3389842207059221,0.6125048866136846,-0.3140991959070878,0.1669934899180471
45,ll,Liberty League (LL),2025-26,Bard,"Tovar,Lucas",0,G,25,29.48,9.12,3.72,4.08,1.44,0.24,4.36,-0.6446402294422144,0.26359077127665276,0.027482976427146515,2.5353778490814824,1.2599147703955527,-0.4232989163561614,4.23016534608907
46,ll,Liberty League (LL),2025-26,St. Lawrence,"Phelan,Aidan",0,,27,21.85185185185185,7.67,2.89,0.74,0.78,0.11,0.7037037037037037,-0.6613969770047646,-0.04054356126929289,-0.4597914859067436,-0.7396019360856478,-0.07536811490455071,-0.7781980078156503,-0.8575607528607444
47,ll,Liberty League (LL),2025-26,St. Lawrence,"McMahon,Tommy",0,,27,26.59259259259259,6.26,3.41,1.96,1.15,0.04,1.4074074074074074,-0.7064417850068461,-0.33628798119328157,-0.15451109986623415,0.4566481650831842,0.6731995632182344,-0.9692975186015289,0.12164098822562587
48,ll,Liberty League (LL),2025-26,RPI,"White,Pat",0,F,13,22.923076923076923,5.92,4.77,1.46,0.46,0.15,1.1538461538461535,-0.8989342101062687,-0.4076022384799171,0.6439145251627902,-0.03361826982207487,-0.7227779986864191,-0.6689982873665767,-0.23118878892695335
49,ll,Liberty League (LL),2025-26,Ithaca,"Penders,Alex",0,F,26,17.846153846153847,5.73,3.08,1.27,0.54,0.31,0.6153846153846154,-0.9048222703634117,-0.4474543234342134,-0.3482467294688652,-0.21991951508607327,-0.560925527740952,-0.23219940557028276,-0.9804565179363617
50,ll,Liberty League (LL),2025-26,Bard,"Bratakos,Angelos",0,G,25,27.36,9.4,4.2,0.76,0.88,0.24,2.4,-0.9932977680127882,0.3223201596303529,0.30928025584915525,-0.7199912786894375,0.1269474737772831,-0.4232989163561614,1.5028308124948215
51,ll,Liberty League (LL),2025-26,Vassar,"Zinn,Gyasi",0,F,28,17.107142857142858,2.5,4.68,0.57,0.36,1.21,0.6071428571428571,-1.0271397475743653,-1.1249397676572512,0.5910775352711637,-0.906292523953436,-0.925093587368253,2.2247943045338707,-0.9919249015436487
52,ll,Liberty League (LL),2025-26,Vassar,"Greenberg,Sacha",0,G,24,14.583333333333334,6.17,4.13,0.58,0.13,0.29,0.4583333333333333,-1.0295572348250506,-0.3551652845926851,0.2681848192667788,-0.8964871952553308,-1.3904194413364708,-0.28679926579481957,-1.1989929388974394
53,ll,Liberty League (LL),2025-26,Bard,"Gibbs,Samuel",0,G,16,25.9375,7.75,1.75,1.06,1.13,0.13,1.25,-1.1034695485613695,-0.023763736025378627,-1.1290600245340146,-0.425831417746282,0.6327364454818676,-0.7235981475911134,-0.09739098017527277
54,ll,Liberty League (LL),2025-26,Ithaca,"Lemmond,Nick",0,G,26,17.346153846153847,7.38,2.35,0.81,0.77,0.04,0.8846153846153846,-1.2639759713175602,-0.10137042777848206,-0.7768134252565035,-0.6709646351989116,-0.09559967377273412,-0.9692975186015289,-0.6058226534316573
