rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,ccc,Conference of New England (CCC),2025-26,Endicott College,"Kinney,Elijah",0,F,24,29.291666666666668,21.96,11.67,1.29,0.96,2.67,1.75,10.638802579373886,2.957816838052896,3.6688159119335837,-0.2535091824975329,0.3420904979759117,5.191028770635,0.5426318020532456
2,ccc,Conference of New England (CCC),2025-26,Endicott College,"Montagnino,Marcus",0,F,27,33.148148148148145,22.26,7.85,4.41,1.7,0.19,2.2962962962962963,8.949190997388847,3.0242163754103752,1.896475411123543,2.709789862654978,1.8596807428231297,-0.33141282572529385,1.3597017545322325
3,ccc,Conference of New England (CCC),2025-26,Nichols College,"Flowers-Smith,Javen",0,G,26,31.923076923076923,20.35,3.15,5.0,2.04,0.42,3.3846153846153846,6.27203889212492,2.601472654234425,-0.28415295374744953,3.2701573102959975,2.5569519364015814,0.18074909651779783,2.987449977984504
4,ccc,Conference of New England (CCC),2025-26,Western New England University,"Vlajkovic,Luka",0,F,24,31.958333333333332,15.33,10.17,3.46,1.25,0.63,2.6666666666666665,5.588716430139931,1.490387062452608,2.972870689102416,1.8075032944194376,0.9368218101457675,0.6483751994354033,1.9136474850264606
5,ccc,Conference of New England (CCC),2025-26,Gordon College,"Brooks,Ryan",0,F,18,31.166666666666668,13.94,7.78,3.61,0.72,0.83,1.3333333333333333,5.571510984588247,1.1827358726962882,1.8639979673914215,1.9499695946671545,-0.15010093278534814,1.0937333926902655,-0.08055714475276159
6,ccc,Conference of New England (CCC),2025-26,University of New England,"Torres,Adrian",0,G,26,33.0,13.92,4.23,3.88,3.08,0.27,2.1153846153846154,5.449913557013594,1.1783092368724564,0.2169276066909915,2.206408935113045,4.689781469700375,-0.15326954842334886,1.089120570790821
7,ccc,Conference of New England (CCC),2025-26,Roger Williams University,"Miller,Finn",0,G,25,28.76,15.28,7.64,3.52,1.24,0.2,2.68,4.279826805739395,1.479320472893028,1.7990430799271793,1.8644898145185245,0.9163138338640483,-0.30914491606255073,1.9335895313242533
8,ccc,Conference of New England (CCC),2025-26,Suffolk University,James Jones,0,*,28,30.464285714285715,12.04,8.04,2.0,1.61,0.36,1.2142857142857142,4.27624698453926,0.7622054694322538,1.9846284726821573,0.4208313053416602,1.6751089562876575,0.04714163854133912,-0.2586111295544779
9,ccc,Conference of New England (CCC),2025-26,Nichols College,"St. Louis,Olivier",0,G,27,25.814814814814813,11.81,8.04,1.78,1.3,0.63,1.4444444444444444,3.7355219439238674,0.7112991574581868,1.9846284726821573,0.2118807316450088,1.0393616915543633,0.6483751994354033,0.08562657439550703
10,ccc,Conference of New England (CCC),2025-26,University of New England,"Lux,Adam",0,F,26,31.884615384615383,16.15,6.15,1.42,0.88,0.15,1.5769230769230769,3.679903785350312,1.6718791312297172,1.1077374919148861,-0.13003838894951175,0.1780266877221585,-0.42048446437626635,0.2837687010722887
