season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goal_stats,penalty_stats,misc_stats,shot_stats,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Nicolina Smith,Nicolina,Smith,,42,Nicolina Smith,"SMITH,NICOLINA",SMITHNICOLINAAURORA,20,20,,,Aurora,AURORA,1248-6201,0,8,0,0,0,3,38,1,19,4,0,0,0,7,3,0,0,0,0,0,0,0,0,47,76,53,20,1200:00,0,0,1.000,,106,136,17,87,11,76,.779,4.35,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Sydney Breitenstein,Sydney,Breitenstein,,42,Sydney Breitenstein,"BREITENSTEIN,SYDNEY",BREITENSTEINSYDNEYAURORA,0,0,,,Aurora,AURORA,1248-6839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Alli Holsey,Alli,Holsey,,42,Alli Holsey,"HOLSEY,ALLI",HOLSEYALLIAURORA,19,4,,,Aurora,AURORA,1248-7250,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,23,5,240:00,0,0,1.000,,11,11,2,12,8,4,1.000,0.63,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Olivia Dahlberg,Olivia,Dahlberg,,42,Olivia Dahlberg,"DAHLBERG,OLIVIA",DAHLBERGOLIVIAAURORA,1,0,,,Aurora,AURORA,1248-6840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Charlotte Bromwell,Charlotte,Bromwell,,42,Charlotte Bromwell,"BROMWELL,CHARLOTTE",BROMWELLCHARLOTTEAURORA,6,0,,,Aurora,AURORA,1248-7251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,00:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Isabella Ross,Isabella,Ross,,42,Isabella Ross,"ROSS,ISABELLA",ROSSISABELLAAURORA,20,20,,,Aurora,AURORA,1248-6841,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,34,1,26,14,1200:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Eva Taute,Eva,Taute,,42,Eva Taute,"TAUTE,EVA",TAUTEEVAAURORA,14,14,,,Aurora,AURORA,1248-6842,0,3,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,29,6,840:00,0,0,1.000,,22,27,3,34,22,12,.815,2.43,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Ava Courtney,Ava,Courtney,,42,Ava Courtney,"COURTNEY,AVA",COURTNEYAVAAURORA,19,19,,,Aurora,AURORA,1248-6872,0,10,0,0,0,6,30,0,18,4,0,0,0,4,7,0,0,0,0,0,0,0,0,29,20,36,11,1140:00,0,0,1.000,,92,130,16,67,8,59,.708,3.53,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Victoria Morales,Victoria,Morales,,42,Victoria Morales,"MORALES,VICTORIA",MORALESVICTORIAAURORA,-7,2,,,Aurora,AURORA,1248-7247,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-2,-2,-6,0,120:00,0,0,1.000,,2,2,1,-1,-2,1,1.000,0.14,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Kara Middleton,Kara,Middleton,,42,Kara Middleton,"MIDDLETON,KARA",MIDDLETONKARAAURORA,19,2,,,Aurora,AURORA,1248-6634,0,1,0,0,0,0,3,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,13,1,35,4,120:00,0,0,1.000,,7,15,3,10,7,3,.467,0.53,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Julie Sass,Julie,Sass,,42,Julie Sass,"SASS,JULIE",SASSJULIEAURORA,20,20,,,Aurora,AURORA,1248-7248,0,0,0,0,0,0,4,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,34,17,31,26,1200:00,0,0,1.000,,13,16,0,13,3,10,.813,0.65,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Sarah Brown,Sarah,Brown,,42,Sarah Brown,"BROWN,SARAH",BROWNSARAHAURORA,20,20,,,Aurora,AURORA,1248-6844,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,79,5,26,66,1200:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Aurora Williams,Aurora,Williams,,42,Aurora Williams,"WILLIAMS,AURORA",WILLIAMSAURORAAURORA,15,6,,,Aurora,AURORA,1248-6277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1,4,7,360:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Mia Pruitt,Mia,Pruitt,,42,Mia Pruitt,"PRUITT,MIA",PRUITTMIAAURORA,3,0,,,Aurora,AURORA,1248-7253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,00:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Lilyah Crews,Lilyah,Crews,,42,Lilyah Crews,"CREWS,LILYAH",CREWSLILYAHAURORA,19,4,,,Aurora,AURORA,1248-7249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,13,7,12,240:00,0,0,1.000,,1,2,1,0,0,0,.500,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Amelia Bell,Amelia,Bell,,42,Amelia Bell,"BELL,AMELIA",BELLAMELIAAURORA,20,19,,,Aurora,AURORA,1248-6845,0,1,0,0,0,3,20,0,3,2,0,0,0,3,1,0,0,0,0,0,0,0,0,17,1,54,3,1140:00,0,0,1.000,,44,56,3,55,29,26,.786,2.75,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Ruby Peck,Ruby,Peck,,42,Ruby Peck,"PECK,RUBY",PECKRUBYAURORA,20,0,,,Aurora,AURORA,1248-6990,0,0,0,0,0,0,4,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,18,1,20,3,00:00,0,0,1.000,,17,20,1,11,1,10,.850,0.55,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Maddy Le,Maddy,Le,,42,Maddy Le,"LE,MADDY",LEMADDYAURORA,20,13,,,Aurora,AURORA,1248-7252,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,26,2,23,19,780:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Alle Pope,Alle,Pope,,42,Alle Pope,"POPE,ALLE",POPEALLEAURORA,20,20,,,Aurora,AURORA,1248-6202,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,85,7,36,72,1200:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Alyssa Temple,Alyssa,Temple,,42,Alyssa Temple,"TEMPLE,ALYSSA",TEMPLEALYSSAAURORA,19,16,,,Aurora,AURORA,1248-6357,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,7,18,960:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,McKenzie Wilson,McKenzie,Wilson,,42,McKenzie Wilson,"WILSON,MCKENZIE",WILSONMCKENZIEAURORA,20,20,,,Aurora,AURORA,1248-6636,0,2,0,0,0,0,12,0,1,1,0,0,0,14,0,0,0,0,0,0,0,0,0,18,21,27,10,1200:00,0,0,1.000,,36,46,9,18,3,15,.783,0.90,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Cailien Gorsuch,Cailien,Gorsuch,,42,Cailien Gorsuch,"GORSUCH,CAILIEN",GORSUCHCAILIENAURORA,7,0,,,Aurora,AURORA,1248-6637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,00:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,7,135:27,7,5,0,,2,0,0,0,0,24,3.10,.417
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Meghan Ginty,Meghan,Ginty,,42,Meghan Ginty,"GINTY,MEGHAN",GINTYMEGHANAURORA,20,20,,,Aurora,AURORA,1248-6203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78,0,36,17,1200:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,20,1064:33,168,126,0,7,3,0,0,0,0,409,9.47,.429
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Tori Morales,Tori,Morales,,42,Tori Morales,"MORALES,TORI",MORALESTORIAURORA,9,1,,,Aurora,AURORA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,6,2,60:00,0,0,1.000,,3,4,1,4,2,2,.750,0.44,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Aileen Garcia,Aileen,Garcia,,53,Aileen Garcia,"GARCIA,AILEEN",GARCIAAILEENBELOIT,14,3,,,Beloit,BELOIT,1093-1204,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,0,12,3,180:00,0,0,1.000,,1,1,0,0,0,0,1.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Kylie Wolff,Kylie,Wolff,,53,Kylie Wolff,"WOLFF,KYLIE",WOLFFKYLIEBELOIT,14,13,,,Beloit,BELOIT,1093-1458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,13,1,23,7,765:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Zoey Soost,Zoey,Soost,,53,Zoey Soost,"SOOST,ZOEY",SOOSTZOEYBELOIT,14,10,,,Beloit,BELOIT,1093-1649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,11,2,600:00,0,0,1.000,,1,1,1,0,0,0,1.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Julia Fussy,Julia,Fussy,,53,Julia Fussy,"FUSSY,JULIA",FUSSYJULIABELOIT,12,12,,,Beloit,BELOIT,1093-1632,0,4,0,0,0,1,8,0,4,0,0,0,0,5,3,0,0,0,0,0,0,0,0,45,29,40,27,720:00,0,0,1.000,,23,40,6,10,1,9,.575,0.83,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Willow Mashkuri,Willow,Mashkuri,,53,Willow Mashkuri,"MASHKURI,WILLOW",MASHKURIWILLOWBELOIT,12,10,,,Beloit,BELOIT,1093-1387,0,0,0,0,0,0,10,0,2,0,0,0,0,7,3,0,0,0,0,0,0,0,0,23,19,49,21,585:00,0,0,1.000,,36,50,8,14,3,11,.720,1.17,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Britni Detsch,Britni,Detsch,,53,Britni Detsch,"DETSCH,BRITNI",DETSCHBRITNIBELOIT,11,11,,,Beloit,BELOIT,1093-1634,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,7,3,645:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Tate Hutchinson,Tate,Hutchinson,,53,Tate Hutchinson,"HUTCHINSON,TATE",HUTCHINSONTATEBELOIT,11,11,,,Beloit,BELOIT,1093-1643,0,0,0,0,0,0,1,0,1,0,0,0,0,7,3,0,0,0,0,0,0,0,0,15,34,20,3,645:00,0,0,1.000,,7,17,2,2,0,2,.412,0.18,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Jane Price,Jane,Price,,53,Jane Price,"PRICE,JANE",PRICEJANEBELOIT,13,12,,,Beloit,BELOIT,1093-1478,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,11,6,705:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Claire Dixon,Claire,Dixon,,53,Claire Dixon,"DIXON,CLAIRE",DIXONCLAIREBELOIT,13,4,,,Beloit,BELOIT,1093-1648,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,12,5,29,7,225:00,0,0,1.000,,1,4,1,0,0,0,.250,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Kiera Fairnington,Kiera,Fairnington,,53,Kiera Fairnington,"FAIRNINGTON,KIERA",FAIRNINGTONKIERABELOIT,14,12,,,Beloit,BELOIT,1093-1636,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,10,0,12,10,705:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Natasha Ludwig,Natasha,Ludwig,,53,Natasha Ludwig,"LUDWIG,NATASHA",LUDWIGNATASHABELOIT,9,6,,,Beloit,BELOIT,1093-1640,0,2,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,15,8,18,7,360:00,0,0,1.000,,6,15,2,2,0,2,.400,0.22,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Cecilia Johnson,Cecilia,Johnson,,53,Cecilia Johnson,"JOHNSON,CECILIA",JOHNSONCECILIABELOIT,14,14,,,Beloit,BELOIT,1093-1372,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,1,18,4,825:00,0,0,1.000,,9,14,1,2,0,2,.643,0.14,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Kim Pilon,Kim,Pilon,,53,Kim Pilon,"PILON,KIM",PILONKIMBELOIT,14,14,,,Beloit,BELOIT,1093-1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,1,825:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,14,825:00,232,131,0,0,14,0,0,0,0,466,16.87,.361
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Janelle Quast,Janelle,Quast,,53,Janelle Quast,"QUAST,JANELLE",QUASTJANELLEBELOIT,14,8,,,Beloit,BELOIT,1093-1651,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,16,1,14,10,465:00,0,0,1.000,,2,4,0,0,0,0,.500,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Menah Garcia,Menah,Garcia,,53,Menah Garcia,"GARCIA,MENAH",GARCIAMENAHBELOIT,14,14,,,Beloit,BELOIT,1093-1479,0,1,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,16,0,825:00,0,0,1.000,,9,12,3,6,2,4,.750,0.43,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Chrissy Niesel,Chrissy,Niesel,,53,Chrissy Niesel,"NIESEL,CHRISSY",NIESELCHRISSYBELOIT,12,3,,,Beloit,BELOIT,1093-1538,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,8,8,180:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Hailey McNamee,Hailey,McNamee,,53,Hailey McNamee,"MCNAMEE,HAILEY",MCNAMEEHAILEYBELOIT,9,7,,,Beloit,BELOIT,1093-1205,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,405:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Beloit,Sophia Dietz,Sophia,Dietz,,53,Sophia Dietz,"DIETZ,SOPHIA",DIETZSOPHIABELOIT,10,2,,,Beloit,BELOIT,1093-1534,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,19,4,120:00,0,0,1.000,,0,1,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Wisconsin,Cassie Sego,Cassie,Sego,,1036,Cassie Sego,"SEGO,CASSIE",SEGOCASSIECUW,16,16,,,Concordia Wisconsin,CUW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,5,963:00,82,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Wisconsin,Makayla Spejcher,Makayla,Spejcher,,1036,Makayla Spejcher,"SPEJCHER,MAKAYLA",SPEJCHERMAKAYLACUW,16,13,,,Concordia Wisconsin,CUW,0,0,3,0,0,0,0,8,2,1,0,0,0,0,8,4,0,0,0,0,0,0,0,0,33,8,37,21,851:00,35,0,1.000,,31,53,4,26,11,15,.585,1.63,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Wisconsin,Delainey McCardle,Delainey,McCardle,,1036,Delainey McCardle,"MCCARDLE,DELAINEY",MCCARDLEDELAINEYCUW,12,8,,,Concordia Wisconsin,CUW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,23,0,10,8,464:00,72,0,1.000,,0,1,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Wisconsin,Anna Slocum,Anna,Slocum,,1036,Anna Slocum,"SLOCUM,ANNA",SLOCUMANNACUW,13,7,,,Concordia Wisconsin,CUW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,424:00,31,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
