conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbball,Redlands,Libby Oxciano,0,0,0,12,0,8,18,3,6,0,0,19,0,2,8,47,1,7,8,2,0,3,0,0,0.44,0.50,0.00,1.58,0.67,0.67,0.17,0.00
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbball,Redlands,Alex Facelo,0,0,2,21,0,20,78,17,68,3,2,59,0,4,12,176,4,9,13,14,0,9,0,0,0.26,0.25,0.67,2.81,0.62,0.57,0.19,0.00
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbball,Redlands,Teagan McIlroy,0,0,3,27,22,98,226,27,85,78,65,288,20,50,100,770,40,123,163,37,0,40,0,0,0.43,0.32,0.83,10.67,6.04,3.70,1.85,0.74
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbball,Redlands,Taylor Whaley,0,0,4,9,0,3,6,0,0,0,0,6,0,0,3,26,0,5,5,2,0,1,0,0,0.50,0.00,0.00,0.67,0.56,0.33,0.00,0.00
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbball,Redlands,Sophie Christopher,0,0,5,6,0,3,6,2,4,0,0,8,0,3,3,17,1,0,1,4,0,0,0,0,0.50,0.50,0.00,1.33,0.17,0.50,0.50,0.00
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbball,Redlands,Audrey Meek,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbball,Redlands,Andrea Perkins,0,*,11,27,26,52,169,37,121,11,10,151,5,18,25,591,7,28,35,39,0,15,0,0,0.31,0.31,0.91,5.59,1.30,0.93,0.67,0.19
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbball,Redlands,Monica Villanueva,0,0,12,9,0,7,16,1,4,12,12,27,0,1,5,54,0,6,6,5,0,2,0,0,0.44,0.25,1.00,3.00,0.67,0.56,0.11,0.00
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbball,Redlands,Kayden Sanders,0,0,13,15,0,13,25,7,11,0,0,33,1,1,3,94,8,10,18,3,0,1,0,0,0.52,0.64,0.00,2.20,1.20,0.20,0.07,0.07
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbball,Redlands,Leila Hosn,0,*,20,27,27,89,235,16,45,119,93,287,10,43,106,775,33,136,169,74,0,67,3,0,0.38,0.36,0.78,10.63,6.26,3.93,1.59,0.37
