conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbball,Smith,"Nakamura,Uta",0,G,01,28,13,97,197,17,52,63,49,260,3,55,69,763,26,58,84,64,0,73,0,0,0.49,0.33,0.78,9.29,3.00,2.46,1.96,0.11
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbball,Smith,"Maher,Selam",0,G,03,27,26,65,148,40,92,21,20,190,0,19,32,566,4,38,42,42,0,34,0,0,0.44,0.43,0.95,7.04,1.56,1.19,0.70,0.00
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbball,Smith,"Fongemie,Felicia",0,G,05,28,16,95,201,15,52,67,57,262,1,28,30,576,15,27,42,48,0,46,0,0,0.47,0.29,0.85,9.36,1.50,1.07,1.00,0.04
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbball,Smith,"Fleming,Maggie",0,G,10,28,0,48,96,10,20,10,10,116,11,19,29,442,8,33,41,27,0,16,0,0,0.50,0.50,1.00,4.14,1.46,1.04,0.68,0.39
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbball,Smith,"Johnson,Virginia",0,G,11,28,27,128,268,72,162,32,23,351,11,46,43,747,18,168,186,34,0,32,0,0,0.48,0.44,0.72,12.54,6.64,1.54,1.64,0.39
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbball,Smith,"Montague,Shea",0,F,12,15,1,18,36,9,19,4,1,46,1,4,6,91,1,3,4,7,0,6,0,0,0.50,0.47,0.25,3.07,0.27,0.40,0.27,0.07
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbball,Smith,"Cannon,Bre'Aria",0,F,13,20,7,28,69,4,13,19,16,76,5,17,12,298,24,78,102,17,0,23,0,0,0.41,0.31,0.84,3.80,5.10,0.60,0.85,0.25
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbball,Smith,"Hackney,Kate",0,G,14,28,7,54,103,0,0,73,48,156,15,18,25,429,59,78,137,43,0,26,0,0,0.52,0.00,0.66,5.57,4.89,0.89,0.64,0.54
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbball,Smith,"Ashooh,Samara",0,F,15,5,0,6,11,0,0,3,1,13,2,0,1,21,3,2,5,1,0,0,0,0,0.55,0.00,0.33,2.60,1.00,0.20,0.00,0.40
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbball,Smith,"Williams,Mya",0,F,20,25,0,53,103,0,0,66,48,154,6,10,20,332,42,54,96,30,0,28,0,0,0.51,0.00,0.73,6.16,3.84,0.80,0.40,0.24
