season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats
2026-27,wsoc,Centennial Conference,centennial_conference,Swarthmore,"Aird, Sofie",Sofie,Aird,,686,"Aird, Sofie","AIRD,SOFIE",Swarthmore,SWT,670-5843,2,1,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,10,0,0,2,0,1.000,0.00,7,0,90:00,1,2,.00,1.000,.000,3.50,,,,,
2026-27,wsoc,Centennial Conference,centennial_conference,Swarthmore,"Simcock, Lili",Lili,Simcock,,686,"Simcock, Lili","SIMCOCK,LILI",Swarthmore,SWT,670-7836,1,0,98,0,98,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,45:00,0,.00,.00,3,0,0,0,0,1.000,0.00,2,0,45:00,0,1,.00,1.000,.000,2.00,,,,,
2026-27,wsoc,Centennial Conference,centennial_conference,Swarthmore,"Scheinberg, Paige",Paige,Scheinberg,,686,"Scheinberg, Paige","SCHEINBERG,PAIGE",Swarthmore,SWT,670-6496,1,1,99,0,99,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,45:00,0,.00,.00,4,0,0,0,0,1.000,0.00,3,0,45:00,1,1,.00,1.000,.000,3.00,,,,,
2026-27,wsoc,Centennial Conference,centennial_conference,Swarthmore,"Gizzie, Ava",Ava,Gizzie,,686,"Gizzie, Ava","GIZZIE,AVA",Swarthmore,SWT,670-5848,2,2,2,0,2,0,0,3,7,4,0,2,0,0,3.50,1.50,2.00,1.000,.000,1,0,0,0,2,0,2,1.000,1,0,0,0,.50,.00,.00,.00,0,,77:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Centennial Conference,centennial_conference,Swarthmore,"Fenkner, Halle",Halle,Fenkner,,686,"Fenkner, Halle","FENKNER,HALLE",Swarthmore,SWT,670-5847,2,0,3,0,3,0,0,0,0,1,1,0,0,0,.00,.00,.50,.000,.500,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,58:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Centennial Conference,centennial_conference,Swarthmore,"Lee, Aimee",Aimee,Lee,,686,"Lee, Aimee","LEE,AIMEE",Swarthmore,SWT,670-6492,2,0,4,0,4,0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,56:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Centennial Conference,centennial_conference,Swarthmore,"Sims, Charlotte",Charlotte,Sims,,686,"Sims, Charlotte","SIMS,CHARLOTTE",Swarthmore,SWT,670-5850,2,1,5,0,5,0,0,1,4,0,0,0,0,0,2.00,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,70:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Centennial Conference,centennial_conference,Swarthmore,"Kral, Sophia",Sophia,Kral,,686,"Kral, Sophia","KRAL,SOPHIA",Swarthmore,SWT,670-6491,0,0,6,0,6,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Centennial Conference,centennial_conference,Swarthmore,"Reed, Anwen",Anwen,Reed,,686,"Reed, Anwen","REED,ANWEN",Swarthmore,SWT,670-6494,2,0,7,0,7,0,0,2,4,2,0,1,0,0,2.00,1.00,1.00,.500,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,52:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Centennial Conference,centennial_conference,Swarthmore,"Blau, Liesel",Liesel,Blau,,686,"Blau, Liesel","BLAU,LIESEL",Swarthmore,SWT,670-5845,2,1,8,0,8,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,41:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
