season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Savannah Olsson,Savannah,Olsson,,329,Savannah Olsson,"OLSSON,SAVANNAH",OLSSONSAVANNAHKEAN,5,5,,,Kean,KEAN,0,0,1,0,0,0,1,6,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,22,10,14,18,300:00,47,0,1.000,,15,17,3,11,3,8,.882,2.20,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Savanna Frantz,Savanna,Frantz,,329,Savanna Frantz,"FRANTZ,SAVANNA",FRANTZSAVANNAKEAN,3,1,,,Kean,KEAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60:00,0,0,1.000,,1,1,0,0,0,0,1.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Brooke Sztenderowicz,Brooke,Sztenderowicz,,329,Brooke Sztenderowicz,"SZTENDEROWICZ,BROOKE",SZTENDEROWICZBROOKEKEAN,13,13,,,Kean,KEAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,13,2,758:00,75,0,1.000,,0,0,0,0,0,0,.000,0.00,13,759:07,173,107,0,4,10,0,20,3,0,355,13.67,.382,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Emily Javick,Emily,Javick,,329,Emily Javick,"JAVICK,EMILY",JAVICKEMILYKEAN,11,9,,,Kean,KEAN,0,0,7,0,0,0,0,12,1,1,0,0,0,0,10,7,0,0,0,0,0,0,0,0,16,0,20,7,517:00,28,0,1.000,,34,39,14,22,4,18,.872,2.00,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Kaylee Carson,Kaylee,Carson,,329,Kaylee Carson,"CARSON,KAYLEE",CARSONKAYLEEKEAN,11,1,,,Kean,KEAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,5,8,60:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Grace Michielli,Grace,Michielli,,329,Grace Michielli,"MICHIELLI,GRACE",MICHIELLIGRACEKEAN,12,12,,,Kean,KEAN,0,0,2,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,24,23,14,15,721:00,47,0,1.000,,15,19,4,8,1,7,.789,0.67,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Lilly Fried,Lilly,Fried,,329,Lilly Fried,"FRIED,LILLY",FRIEDLILLYKEAN,14,13,,,Kean,KEAN,0,0,1,0,0,0,0,2,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,24,2,758:00,107,0,1.000,,8,13,4,5,3,2,.615,0.36,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Kylla Henry,Kylla,Henry,,329,Kylla Henry,"HENRY,KYLLA",HENRYKYLLAKEAN,8,2,,,Kean,KEAN,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,7,1,120:00,0,0,1.000,,4,5,1,2,0,2,.800,0.25,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Maria DiPasquale,Maria,DiPasquale,,329,Maria DiPasquale,"DIPASQUALE,MARIA",DIPASQUALEMARIAKEAN,0,0,,,Kean,KEAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Shirley Chen,Shirley,Chen,,329,Shirley Chen,"CHEN,SHIRLEY",CHENSHIRLEYKEAN,14,14,,,Kean,KEAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,7,5,840:00,55,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Drew Coyle,Drew,Coyle,,329,Drew Coyle,"COYLE,DREW",COYLEDREWKEAN,14,14,,,Kean,KEAN,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5,8,0,0,0,0,0,0,0,0,44,10,27,37,840:00,55,0,1.000,,5,11,3,3,1,2,.455,0.21,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Ella Petrosh,Ella,Petrosh,,329,Ella Petrosh,"PETROSH,ELLA",PETROSHELLAKEAN,13,10,,,Kean,KEAN,0,0,3,0,0,0,1,8,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,31,38,29,23,601:00,55,0,1.000,,19,32,6,10,1,9,.594,0.77,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Ava DeMarco,Ava,DeMarco,,329,Ava DeMarco,"DEMARCO,AVA",DEMARCOAVAKEAN,2,0,,,Kean,KEAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,00:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Shannon Palen,Shannon,Palen,,329,Shannon Palen,"PALEN,SHANNON",PALENSHANNONKEAN,14,14,,,Kean,KEAN,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,33,1,840:00,55,0,1.000,,16,21,2,35,25,10,.762,2.50,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Sophie Jones,Sophie,Jones,,329,Sophie Jones,"JONES,SOPHIE",JONESSOPHIEKEAN,3,0,,,Kean,KEAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66:00,40,0,1.000,,0,0,0,0,0,0,.000,0.00,3,66:40,14,8,0,0,0,0,1,0,0,26,12.60,.364,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Kaylee Szekeres,Kaylee,Szekeres,,329,Kaylee Szekeres,"SZEKERES,KAYLEE",SZEKERESKAYLEEKEAN,1,0,,,Kean,KEAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,00:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Samantha Keir,Samantha,Keir,,329,Samantha Keir,"KEIR,SAMANTHA",KEIRSAMANTHAKEAN,11,2,,,Kean,KEAN,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,12,1,141:00,48,0,1.000,,6,7,2,5,4,1,.857,0.45,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Ridglee Flohr,Ridglee,Flohr,,329,Ridglee Flohr,"FLOHR,RIDGLEE",FLOHRRIDGLEEKEAN,1,1,,,Kean,KEAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,59:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Jenn Koval,Jenn,Koval,,329,Jenn Koval,"KOVAL,JENN",KOVALJENNKEAN,14,14,,,Kean,KEAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,29,1,6,25,828:00,96,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Emilie Schultz,Emilie,Schultz,,329,Emilie Schultz,"SCHULTZ,EMILIE",SCHULTZEMILIEKEAN,14,14,,,Kean,KEAN,0,0,4,0,0,1,1,8,0,3,1,0,0,0,4,2,0,0,0,0,0,0,0,0,15,23,30,11,840:00,55,0,1.000,,58,73,9,38,7,31,.795,2.71,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Skyler Ray,Skyler,Ray,,329,Skyler Ray,"RAY,SKYLER",RAYSKYLERKEAN,14,14,,,Kean,KEAN,0,0,7,0,0,0,0,9,0,5,3,0,0,0,7,6,0,0,0,0,0,0,0,0,22,27,37,8,840:00,55,0,1.000,,59,95,17,38,12,26,.621,2.71,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Nicole Courtney,Nicole,Courtney,,329,Nicole Courtney,"COURTNEY,NICOLE",COURTNEYNICOLEKEAN,2,1,,,Kean,KEAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,15:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,1,15:00,4,1,0,0,1,0,1,0,0,7,16.00,.200,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Julia Siter,Julia,Siter,,329,Julia Siter,"SITER,JULIA",SITERJULIAKEAN,14,14,,,Kean,KEAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,28,16,840:00,55,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Sam Crossan,Sam,Crossan,,329,Sam Crossan,"CROSSAN,SAM",CROSSANSAMKEAN,1,0,,,Kean,KEAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Montclair State,Kaeli Robinson,Kaeli,Robinson,,442,Kaeli Robinson,"ROBINSON,KAELI",ROBINSONKAELIMSU,1,0,,,Montclair State,MSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,1,15:00,3,1,0,0,0,0,0,0,0,4,12.00,.250,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Montclair State,Joey Grotkopf,Joey,Grotkopf,,442,Joey Grotkopf,"GROTKOPF,JOEY",GROTKOPFJOEYMSU,15,15,,,Montclair State,MSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,11,1,824:00,89,0,1.000,,0,0,0,0,0,0,.000,0.00,15,774:49,146,113,0,8,6,0,16,3,0,355,11.31,.436,,,,
2025-26,wlax,New Jersey Athletic Conference (NJAC),njac,Montclair State,Lea Hegewald,Lea,Hegewald,,442,Lea Hegewald,"HEGEWALD,LEA",HEGEWALDLEAMSU,6,0,,,Montclair State,MSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,75:00,3,0,1.000,,0,0,0,0,0,0,.000,0.00,5,110:11,20,9,0,0,0,0,0,0,0,37,10.89,.310,,,,
