conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Berry,Jared",Jared,Berry,0,G,26,381.0,14.653846153846152,262.0,10.08,106.0,4.08,28.0,1.08,12.0,0.46,9.0,0.35,33.0,1.2692307692307692,91.0,194.0,0.47,15.0,60.0,0.25,65.0,84.0,0.77
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Reardon,Weston",Weston,Reardon,0,G,13,22.0,1.6923076923076923,13.0,1.0,3.0,0.23,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0769230769230769,6.0,12.0,0.5,1.0,7.0,0.14,0.0,2.0,0.0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Berete,Bangaly",Bangaly,Berete,0,F,27,342.0,12.666666666666666,87.0,3.22,59.0,2.19,12.0,0.44,14.0,0.52,7.0,0.26,7.0,0.2592592592592592,29.0,64.0,0.45,0.0,8.0,0.0,29.0,40.0,0.73
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Vetter,Henry",Henry,Vetter,0,F,27,713.0,26.40740740740741,376.0,13.93,98.0,3.63,78.0,2.89,45.0,1.67,2.0,0.07,42.0,1.5555555555555556,125.0,269.0,0.46,60.0,150.0,0.4,66.0,73.0,0.9
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Ippolito,Paul",Paul,Ippolito,0,G,27,290.0,10.74074074074074,133.0,4.93,29.0,1.07,36.0,1.33,17.0,0.63,2.0,0.07,22.0,0.8148148148148148,45.0,108.0,0.42,21.0,61.0,0.34,22.0,32.0,0.69
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Closeil,Kobe",Kobe,Closeil,0,G,15,57.0,3.8,36.0,2.4,8.0,0.53,10.0,0.67,8.0,0.53,0.0,0.0,3.0,0.2,13.0,28.0,0.46,0.0,5.0,0.0,10.0,16.0,0.63
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"McDonald,Trevor",Trevor,McDonald,0,C,23,392.0,17.043478260869566,64.0,2.78,77.0,3.35,18.0,0.78,19.0,0.83,4.0,0.17,9.0,0.391304347826087,25.0,55.0,0.45,5.0,19.0,0.26,9.0,18.0,0.5
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Ayles,David",David,Ayles,0,G,27,609.0,22.555555555555557,181.0,6.7,66.0,2.44,74.0,2.74,53.0,1.96,10.0,0.37,22.0,0.8148148148148148,71.0,140.0,0.51,21.0,53.0,0.4,18.0,32.0,0.56
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Mahoney,Patrick",Patrick,Mahoney,0,G,15,39.0,2.6,11.0,0.73,14.0,0.93,2.0,0.13,2.0,0.13,0.0,0.0,2.0,0.1333333333333333,4.0,12.0,0.33,1.0,6.0,0.17,2.0,3.0,0.67
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Lazarre,Drew",Drew,Lazarre,0,G,27,703.0,26.03703703703704,294.0,10.89,122.0,4.52,66.0,2.44,65.0,2.41,21.0,0.78,27.0,1.0,104.0,246.0,0.42,53.0,142.0,0.37,33.0,43.0,0.77
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Holmes,Jadon",Jadon,Holmes,0,F,16,63.0,3.9375,22.0,1.38,24.0,1.5,4.0,0.25,2.0,0.13,2.0,0.13,4.0,0.25,8.0,18.0,0.44,0.0,3.0,0.0,6.0,11.0,0.55
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Stewart,Marley",Marley,Stewart,0,G,11,62.0,5.636363636363637,24.0,2.18,8.0,0.73,2.0,0.18,2.0,0.18,3.0,0.27,3.0,0.2727272727272727,9.0,28.0,0.32,4.0,14.0,0.29,2.0,2.0,1.0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Jordan,Paul",Paul,Jordan,0,F,18,162.0,9.0,63.0,3.5,19.0,1.06,3.0,0.17,6.0,0.33,3.0,0.17,7.0,0.3888888888888889,25.0,56.0,0.45,9.0,27.0,0.33,4.0,4.0,1.0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Freisthler,Nate",Nate,Freisthler,0,F,9,34.0,3.7777777777777777,9.0,1.0,8.0,0.89,1.0,0.11,2.0,0.22,1.0,0.11,2.0,0.2222222222222222,3.0,8.0,0.38,1.0,3.0,0.33,2.0,2.0,1.0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Okorougo,Jarrel",Jarrel,Okorougo,0,F,27,700.0,25.925925925925927,426.0,15.78,179.0,6.63,36.0,1.33,36.0,1.33,22.0,0.81,38.0,1.4074074074074074,180.0,372.0,0.48,10.0,26.0,0.38,56.0,92.0,0.61
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Davis,Tristan",Tristan,Davis,0,F,25,511.0,20.44,179.0,7.16,123.0,4.92,17.0,0.68,32.0,1.28,24.0,0.96,19.0,0.76,66.0,103.0,0.64,0.0,0.0,0.0,47.0,72.0,0.65
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,"Norris,Samuel",Samuel,Norris,0,F,25,324.0,12.96,95.0,3.8,78.0,3.12,7.0,0.28,14.0,0.56,13.0,0.52,14.0,0.56,33.0,70.0,0.47,10.0,24.0,0.42,19.0,27.0,0.7
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Trinity,Nathan Freisthler,Nathan Freisthler,,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Tufts,Theo Liu,Theo Liu,,0,0,5,36.0,7.2,18.0,3.6,9.0,1.8,4.0,0.8,3.0,0.6,1.0,0.2,3.0,0.6,7.0,13.0,0.54,2.0,5.0,0.4,2.0,4.0,0.5
nescac,New England Small College Athletic Conference (NESCAC),2025-26,Tufts,Sidney Wooten,Sidney Wooten,,0,0,25,467.0,18.68,133.0,5.32,41.0,1.64,37.0,1.48,14.0,0.56,4.0,0.16,20.0,0.8,35.0,124.0,0.28,26.0,86.0,0.3,37.0,41.0,0.9
