season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating
2026-27,softball,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,Raina Hampel,Raina,Hampel,,263,Raina Hampel,0,0GREENSBO,17,12,,,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000,2,3,0,.000,1.000,2.000,6,14,0,0,0,7,1,2,0,20,1.000,8,.875,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,2",0,0,0,0,0,0,0,0,1,0,0,,Greensboro,GREENSBO,1177-3977,True,66,1,12,7,3,1,4,2,0,1,67.1,29,21,9,35,6,1,6,2.18,255,282,0,7,0,0,11,0,0,12,.259,112,47,0,"24,66","29,119","11,36","5,8","22,89",16.052563691253027,1,99
2026-27,softball,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,Nevaeh Buchanan,Nevaeh,Buchanan,,263,Nevaeh Buchanan,0,0GREENSBO,8,1,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2,1,0,.000,1.000,2.000,1,4,0,0,0,1,0,0,0,5,1.000,1,1.000,,0,0,0,0,0,0,0,0,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,0,0,0,0,0,,Greensboro,GREENSBO,1177-4667,True,18,1,1,2,1,1,0,0,1,0,17.0,8,6,5,9,2,1,0,2.47,72,79,4,1,0,0,0,0,0,1,.250,22,19,0,"6,16","11,44","3,7",0,"9,25",14.818973015860086,2,99
2026-27,softball,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Stewart, Landry",Landry,Stewart,,542,"Stewart, Landry",0,0PFE,51,48,,,159,64,82,12,4,3,0,20,0,2,10,4,81,4,4,0,0,0,0,0,0,0,0,0.575,92,185,85,.953,.516,.579,90,3,5,0,0,0,0,1,0,98,.949,0,.000,,6,3,36,19,"18,35",0.51,18,35,"30,61",0.49,30,61,"30,47",0.64,30,47,"3,10",0.30,3,10,"24,45",0.53,24,45,"44,63","3,8","43,68",11,0,0,0,0,0,0,0,28,21,0,,Pfeiffer,PFE,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.990817346240684,3,99
2026-27,softball,USA South Athletic Conference,usa_south_athletic_confe,Meredith,Lillie Davis,Lillie,Davis,,409,Lillie Davis,0,0MEREDITH,39,36,,,96,14,34,35,15,0,5,6,0,0,4,3,0,0,0,1,0,0,0,1,0,1,0,0.388,64,103,0,.000,.354,.667,26,64,1,0,0,27,4,2,0,91,.989,31,.871,,4,3,18,37,"11,33",0.33,11,33,"19,57",0.33,19,57,"15,39",0.38,15,39,"5,6",0.83,5,6,"2,4",0.50,2,4,"11,21","7,11","31,61",36,0,0,0,0,0,0,0,9,21,0,,Meredith,MEREDITH,1333-686,True,159,1,32,25,9,0,30,9,0,2,215.1,68,56,65,174,27,1,5,1.82,801,904,6,15,0,2,21,0,0,61,.199,265,193,0,"4,8","5,20","14,96","12,39","4,12",12.977429511091792,4,98
2026-27,softball,USA South Athletic Conference,usa_south_athletic_confe,Southern Virginia,Berkeley Whitten,Berkeley,Whitten,,30164,Berkeley Whitten,0,0SOUTHERN,37,33,,,97,19,33,39,3,0,14,11,0,3,11,3,0,0,2,4,0,0,0,0,0,0,0,0.409,78,117,0,.000,.340,.804,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,3,3,24,33,"14,42",0.33,14,42,"22,54",0.41,22,54,"13,36",0.36,13,36,"3,12",0.25,3,12,"4,15",0.27,4,15,"12,24","8,11","34,65",2,0,0,0,26,0,0,0,15,24,0,,Southern Virginia,SOUTHERN,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.25395831675089,5,98
2026-27,softball,USA South Athletic Conference,usa_south_athletic_confe,Meredith,Ashbee Standridge,Ashbee,Standridge,,409,Ashbee Standridge,0,0MEREDITH,43,43,,,139,26,50,50,8,1,12,6,0,1,18,3,0,0,1,2,0,0,0,0,0,1,0,0.385,96,149,0,.000,.360,.691,262,12,4,0,0,0,0,2,0,278,.986,0,.000,,6,4,30,38,"22,56",0.39,22,56,"34,89",0.38,34,89,"23,66",0.35,23,66,"4,11",0.36,4,11,"1,4",0.25,1,4,"7,22","9,18","52,95",28,0,0,0,0,0,0,0,14,37,0,,Meredith,MEREDITH,1333-855,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.198789097391954,6,98
2026-27,softball,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Bulla, Mollie",Mollie,Bulla,,542,"Bulla, Mollie",0,0PFE,48,44,,,129,17,49,44,14,1,5,16,0,0,13,5,0,0,0,5,0,1,0,4,0,5,0,0.433,80,151,0,.000,.380,.620,31,27,0,0,0,11,4,2,0,58,1.000,15,.733,,3,6,21,37,"16,42",0.38,16,42,"28,74",0.38,28,74,"29,52",0.56,29,52,"6,8",0.75,6,8,"15,38",0.39,15,38,"12,22","12,19","42,83",35,0,0,0,26,0,0,0,32,31,0,,Pfeiffer,PFE,0,True,111,1,17,14,4,2,5,2,2,4,101.2,40,32,18,40,13,2,5,2.20,401,435,1,7,0,1,7,0,0,7,.277,77,160,0,"32,89","48,165","17,49","11,59","33,110",10.62498469458716,7,97
2026-27,softball,USA South Athletic Conference,usa_south_athletic_confe,Salem,Reese Upton,Reese,Upton,,30041,Reese Upton,0,0SALEM,40,39,,,111,27,44,33,11,0,7,13,0,2,16,3,10,3,2,0,0,0,0,0,0,1,0,0.468,76,128,13,.769,.396,.685,111,37,3,11,0,55,12,4,0,151,.980,67,.821,,3,3,20,29,"13,34",0.38,13,34,"27,57",0.47,27,57,"18,42",0.43,18,42,"2,4",0.50,2,4,"0,2",0,0,2,"8,17","7,15","39,63",23,0,0,0,0,0,0,0,11,13,0,,Salem,SALEM,1392-682,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.14897412720095,8,97
2026-27,softball,USA South Athletic Conference,usa_south_athletic_confe,Southern Virginia,Emma Cox,Emma,Cox,,30164,Emma Cox,0,0SOUTHERN,5,0,,,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1,2,0,.000,1.000,1.000,2,0,0,0,0,0,0,0,0,2,1.000,0,.000,,0,0,1,0,"1,1",1.00,1,1,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"2,2",0,0,0,0,0,0,0,0,1,0,0,,Southern Virginia,SOUTHERN,0,True,1,1,0,0,0,0,0,0,0,0,0.1,2,2,3,0,0,0,0,42.00,2,6,0,1,0,0,0,0,0,0,.500,1,0,0,"1,1","1,2",0,0,0,10.005668831104613,9,97
2026-27,softball,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,Anna Frazier,Anna,Frazier,,263,Anna Frazier,0,0GREENSBO,42,41,,,129,36,47,25,10,1,6,14,0,7,14,7,17,0,0,1,0,0,0,2,0,2,0,0.450,77,151,17,1.000,.364,.597,24,71,9,0,0,8,1,4,0,104,.913,9,.889,,3,1,22,44,"18,43",0.42,18,43,"21,59",0.36,21,59,"12,33",0.36,12,33,"2,8",0.25,2,8,"4,14",0.29,4,14,"22,47","6,9","34,65",23,0,0,0,0,0,0,0,7,25,0,,Greensboro,GREENSBO,1177-4144,True,64,1,11,6,5,0,2,1,0,1,61.2,34,26,20,30,2,0,2,2.95,234,274,3,6,0,1,13,0,0,10,.274,53,90,0,"25,60","36,123","16,48","4,12","16,74",9.806852390200559,10,96
