season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,mgolf,Men,United East Conference,united_east_conference,PSU-Berks,Penn State University Berks,Peyton Moyer,,Fourth Year,36957,305,ACTIVE,74.68,2.68,19,75.0061953337529,13,6,4,22.785287765001,-15.8778099535836,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,Lancaster Bible,Lancaster Bible College,Jon Breinich,,,78730,316,ACTIVE,75.1,3.1,20,74.9538044515613,12,4,2,22.30490947196,-14.3276403593015,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,Penn College,Pennsylvania College of Technology,Gunner Redmond,,,10857,317,ACTIVE,75.17,3.17,23,74.7771686188594,12,4,1,22.2948268685449,-12.4074818475733,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,Penn College,Pennsylvania College of Technology,Chase Dillman,,,79110,650,ACTIVE,76.68,4.68,22,76.2788725410526,12,2,0,13.6975744033805,-12.4068635079364,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,PSU-Harrisburg,Penn State University Harrisburg,Gavin Fegley,,,29059,713,ACTIVE,77.45,5.45,20,77.1383400362378,13,1,1,12.4338392286448,-14.4658049013806,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,Wilson,Wilson College,Cole Cooper,,Second Year,39271,755,ACTIVE,78.3,6.3,20,78.6861416761968,13,2,1,11.6957735095122,-14.6065448145502,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,Rutgers-Camden,Rutgers University - Camden,Santino Leone,,,28135,851,ACTIVE,77.54,5.54,13,77.7802564162222,12,4,2,9.99044817199972,-17.3624076705809,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,Rutgers-Camden,Rutgers University - Camden,Pearse Lee,,,28139,882,ACTIVE,10000.0,9928.0,14,77.949170948674,12,3,0,9.45230966089194,-16.1587360127848,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,PSU-Harrisburg,Penn State University Harrisburg,Dillon Yinger,,,80235,947,ACTIVE,78.0,6.0,13,78.1788355474982,7,0,0,8.53442388863107,-14.4018590865955,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,Penn College,Pennsylvania College of Technology,Brady Handy,,,30196,949,ACTIVE,79.0,7.0,23,78.6032555753812,12,0,0,8.49290245351784,-12.4074818475733,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,Lancaster Bible,Lancaster Bible College,Clark Brubacher,,Second Year,78733,961,ACTIVE,78.61,6.61,18,78.4322513918334,12,1,0,8.3731194700989,-14.3279090474235,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,PSU-Brandywine,Penn State University Brandywine,Matt Cavanaugh,,,28991,1112,ACTIVE,79.0,7.0,13,79.510998217911,9,2,1,6.36112962210085,-16.3428235581396,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,PSU-Harrisburg,Penn State University Harrisburg,Jacob Lotz,,,29478,1158,ACTIVE,81.0,9.0,18,80.8803474559424,12,2,0,5.7401473369719,-14.3421510726937,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,Lancaster Bible,Lancaster Bible College,Brady Wiggins,,,28291,1222,ACTIVE,80.67,8.67,18,80.819240842411,11,0,0,4.9517142543453,-14.5984426195669,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,Rutgers-Camden,Rutgers University - Camden,Reid Walker,,,28125,1240,ACTIVE,80.13,8.13,15,80.6445267222336,13,0,0,4.73818638833885,-16.7899530591028,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,Penn College,Pennsylvania College of Technology,Brett Keenan,,,19781,1265,ACTIVE,82.72,10.72,18,82.2316357409984,10,0,0,4.39768376042603,-12.6742576294708,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,Penn College,Pennsylvania College of Technology,Logan Gawlinski,,,23123,1280,ACTIVE,82.05,10.05,22,81.5215275086107,11,0,0,4.2400161230057,-12.2022590656874,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,PSU-Harrisburg,Penn State University Harrisburg,Isaiah Day,,,28522,1281,ACTIVE,82.5,10.5,20,82.1883400362378,13,0,0,4.22859685893045,-14.4658049013806,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,United East Conference,united_east_conference,Rutgers-Camden,Rutgers University - Camden,Andrew Slattery,,,34968,1284,ACTIVE,81.67,9.67,15,82.1280082087204,13,0,0,4.18259308862815,-17.6576816276085,Region III - (M) DIII,clippd_scoreboard
