season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Rutledge,Riley",Riley,Rutledge,,1094,"Rutledge,Riley","RUTLEDGE,RILEY",George Fox ,GFU,1260-3210,1,0,49,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,169,46,0,2,0,0,0,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0852665021815514,64,86
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Freeman,Ocean",Ocean,Freeman,,22235,"Freeman,Ocean","FREEMAN,OCEAN",Lewis & Clark,L&C,1261-2479,1,0,1,1A,0,0,DB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08391924395359285,65,86
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Fallows,Rj",Rj,Fallows,,785,"Fallows,Rj","FALLOWS,RJ",Willamette,WIL,0,1,0,29,29,0,0,S,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0506843849764472,66,86
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Amare,Miky",Miky,Amare,,1094,"Amare,Miky","AMARE,MIKY",George Fox ,GFU,1260-3118,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,67,86
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Astor,Sam",Sam,Astor,,1094,"Astor,Sam","ASTOR,SAM",George Fox ,GFU,1260-2749,1,0,0,0D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,68,86
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Atkins,Alex",Alex,Atkins,,1179,"Atkins,Alex","ATKINS,ALEX",Linfield,LIN,1262-11628,1,0,21,2P,0,0,CB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,69,85
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Baker,Max",Max,Baker,,1094,"Baker,Max","BAKER,MAX",George Fox ,GFU,1260-3689,1,0,48,4B,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,70,85
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Barfield,Ben",Ben,Barfield,,1297,"Barfield,Ben","BARFIELD,BEN",Pacific Lutheran ,PLU,1266-4918,1,0,93,93,0,0,DT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,71,85
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Bauldree,Jesse",Jesse,Bauldree,,1297,"Bauldree,Jesse","BAULDREE,JESSE",Pacific Lutheran ,PLU,1266-3742,1,0,17,17,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,72,85
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Bearn,Isaac",Isaac,Bearn,,1094,"Bearn,Isaac","BEARN,ISAAC",George Fox ,GFU,1260-3692,1,0,58,5B,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,73,85
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Benner,Trace",Trace,Benner,,1179,"Benner,Trace","BENNER,TRACE",Linfield,LIN,1262-11384,1,0,28,2B,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74,85
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Bjornstedt,Noah",Noah,Bjornstedt,,1094,"Bjornstedt,Noah","BJORNSTEDT,NOAH",George Fox ,GFU,1260-3123,1,0,33,33,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,75,84
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Bohanan,Ryan",Ryan,Bohanan,,1297,"Bohanan,Ryan","BOHANAN,RYAN",Pacific Lutheran ,PLU,1266-3501,1,0,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,76,84
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Brewster,Sean",Sean,Brewster,,1094,"Brewster,Sean","BREWSTER,SEAN",George Fox ,GFU,1260-2752,1,1,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,77,84
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Carli,Luke",Luke,Carli,,1094,"Carli,Luke","CARLI,LUKE",George Fox ,GFU,1260-3697,1,0,3,3,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,78,84
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Carmichael,Luca",Luca,Carmichael,,1179,"Carmichael,Luca","CARMICHAEL,LUCA",Linfield,LIN,1262-11420,1,1,67,67,0,OT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,79,84
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Casas-Vargas,Santi",Santi,Casas-Vargas,,1297,"Casas-Vargas,Santi","CASAS-VARGAS,SANTI",Pacific Lutheran ,PLU,1266-3778,1,1,65,65,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,80,84
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Cassidy,Daniel",Daniel,Cassidy,,785,"Cassidy,Daniel","CASSIDY,DANIEL",Willamette,WIL,0,1,0,32,32,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,81,83
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Coble,Trevor",Trevor,Coble,,1297,"Coble,Trevor","COBLE,TREVOR",Pacific Lutheran ,PLU,1266-3445,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,82,83
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Cordero,Mikkah",Mikkah,Cordero,,1297,"Cordero,Mikkah","CORDERO,MIKKAH",Pacific Lutheran ,PLU,1266-5088,1,0,12,2Q,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,83,83
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Cummings,Calvin",Calvin,Cummings,,1297,"Cummings,Calvin","CUMMINGS,CALVIN",Pacific Lutheran ,PLU,1266-3021,1,0,91,91,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,84,83
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Edwards,Brady",Brady,Edwards,,557,"Edwards,Brady","EDWARDS,BRADY",Puget Sound,UPS,0,1,1,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,85,83
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Eiguren,Hayden",Hayden,Eiguren,,1179,"Eiguren,Hayden","EIGUREN,HAYDEN",Linfield,LIN,1262-10925,1,0,24,4L,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,86,83
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Emberlin,Sean",Sean,Emberlin,,1179,"Emberlin,Sean","EMBERLIN,SEAN",Linfield,LIN,1262-11382,1,0,6,6S,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,87,82
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Esqueda,Toby",Toby,Esqueda,,1094,"Esqueda,Toby","ESQUEDA,TOBY",George Fox ,GFU,1260-3412,1,1,56,56,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,88,82
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Feltz,Zak",Zak,Feltz,,557,"Feltz,Zak","FELTZ,ZAK",Puget Sound,UPS,0,1,1,63,63,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,89,82
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Harding,Hunter",Hunter,Harding,,1179,"Harding,Hunter","HARDING,HUNTER",Linfield,LIN,1262-11418,1,0,61,61,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,90,82
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Hillman,Brody",Brody,Hillman,,1179,"Hillman,Brody","HILLMAN,BRODY",Linfield,LIN,1262-11650,1,0,40,5L,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,91,82
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Howell,Dylan",Dylan,Howell,,1179,"Howell,Dylan","HOWELL,DYLAN",Linfield,LIN,1262-11657,1,1,75,75,0,OC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,92,82
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Hundven,Jacob",Jacob,Hundven,,1094,"Hundven,Jacob","HUNDVEN,JACOB",George Fox ,GFU,1260-3185,1,0,48,48,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,255,0,1,63.8,,,,,,,,,,,,,,,,,,,,,,0.0,93,81
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Huot,Ridge",Ridge,Huot,,1179,"Huot,Ridge","HUOT,RIDGE",Linfield,LIN,1262-11415,1,1,54,54,0,OC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,94,81
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Iokia,Kainui",Kainui,Iokia,,1094,"Iokia,Kainui","IOKIA,KAINUI",George Fox ,GFU,1260-3705,1,0,30,3Q,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,95,81
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Johnson,Aiden",Aiden,Johnson,,1094,"Johnson,Aiden","JOHNSON,AIDEN",George Fox ,GFU,1260-3408,1,0,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,96,81
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Johnson,Dawan",Dawan,Johnson,,1297,"Johnson,Dawan","JOHNSON,DAWAN",Pacific Lutheran ,PLU,1266-3767,1,1,61,61,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,97,81
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Johnson,Ethan",Ethan,Johnson,,1179,"Johnson,Ethan","JOHNSON,ETHAN",Linfield,LIN,1262-11861,1,1,65,,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,98,81
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Jones,DaHani",DaHani,Jones,,22235,"Jones,DaHani","JONES,DAHANI",Lewis & Clark,L&C,1261-2657,1,1,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,99,80
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Kanae Jr.,AJ",AJ,Kanae Jr.,,1297,"Kanae Jr.,AJ","KANAE JR.,AJ",Pacific Lutheran ,PLU,1266-4856,1,0,15,5J,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100,80
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Kisan,Sean",Sean,Kisan,,1297,"Kisan,Sean","KISAN,SEAN",Pacific Lutheran ,PLU,1266-5093,1,0,75,7K,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101,80
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Knott,Kole",Kole,Knott,,1179,"Knott,Kole","KNOTT,KOLE",Linfield,LIN,1262-11430,1,0,85,85,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,102,80
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Leprowse,Cameron",Cameron,Leprowse,,785,"Leprowse,Cameron","LEPROWSE,CAMERON",Willamette,WIL,0,1,0,30,30,0,0,CB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,103,80
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Lewis,Colby",Colby,Lewis,,557,"Lewis,Colby","LEWIS,COLBY",Puget Sound,UPS,0,1,1,54,54,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,104,80
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Luhrsen,Jonah",Jonah,Luhrsen,,785,"Luhrsen,Jonah","LUHRSEN,JONAH",Willamette,WIL,0,1,0,19,19,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,105,79
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Malella,Brayden",Brayden,Malella,,1094,"Malella,Brayden","MALELLA,BRAYDEN",George Fox ,GFU,1260-3499,1,0,6,6,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106,79
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Marquez,Iggy",Iggy,Marquez,,22235,"Marquez,Iggy","MARQUEZ,IGGY",Lewis & Clark,L&C,1261-2345,1,1,64,64,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,107,79
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Martin,Kyle",Kyle,Martin,,1094,"Martin,Kyle","MARTIN,KYLE",George Fox ,GFU,1260-3196,1,1,64,64,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,108,79
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Massari,Joey",Joey,Massari,,1179,"Massari,Joey","MASSARI,JOEY",Linfield,LIN,1262-11422,1,0,71,71,0,OT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,109,79
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Maurer,Alex",Alex,Maurer,,1094,"Maurer,Alex","MAURER,ALEX",George Fox ,GFU,1260-3432,1,0,55,5S,0,0,DT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,110,79
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"McAtee,Cooper",Cooper,McAtee,,1297,"McAtee,Cooper","MCATEE,COOPER",Pacific Lutheran ,PLU,1266-4874,1,0,29,,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,111,78
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"McDade,Michael",Michael,McDade,,557,"McDade,Michael","MCDADE,MICHAEL",Puget Sound,UPS,0,1,1,58,58,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,112,78
