season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Ragaza-Bourassa,Micah",Micah,Ragaza-Bourassa,,1297,"Ragaza-Bourassa,Micah","RAGAZA-BOURASSA,MICAH",Pacific Lutheran ,PLU,1266-3024,1,1,4,4D,0,0,LB,0,,,,,,,,0,3,3,6,6,1.0,.0,.0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.205332618333028,21,94
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Yap,Kalaiakea",Kalaiakea,Yap,,1297,"Yap,Kalaiakea","YAP,KALAIAKEA",Pacific Lutheran ,PLU,1266-2849,1,1,1,1D,0,0,DL,0,,,,,,,,0,0,5,5,5,1.0,.0,.0,0,2,4,0.5,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1488803359444972,22,93
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"O'Bagy,Dace",Dace,O'Bagy,,1179,"O'Bagy,Dace","O'BAGY,DACE",Linfield,LIN,1262-11633,1,0,25,26,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,94,95,1,0,21,5.5,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0221442083135015,23,93
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Weaver,Dashiell",Dashiell,Weaver,,22235,"Weaver,Dashiell","WEAVER,DASHIELL",Lewis & Clark,L&C,1261-2620,1,0,9,9S,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3,17,17,0,2,12,5.7,17.0,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,0,0,44,1,210,0,16,12,205.9,13.13,17.50,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9404675966414777,24,93
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Coleman,Avery",Avery,Coleman,,1297,"Coleman,Avery","COLEMAN,AVERY",Pacific Lutheran ,PLU,1266-3402,1,1,7,7,0,0,LB,0,,,,,,,,0,6,4,10,10,.5,.0,.0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.932209826737866,25,93
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Tuifua,AJ",AJ,Tuifua,,1297,"Tuifua,AJ","TUIFUA,AJ",Pacific Lutheran ,PLU,1266-5097,1,1,11,1J,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,26,44,18,0,21,4.3,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,55,5,288,2,35,21,164.8,8.23,13.71,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897835402556996,26,93
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Lafferre,Joseph",Joseph,Lafferre,,785,"Lafferre,Joseph","LAFFERRE,JOSEPH",Willamette,WIL,0,1,0,25,25,0,0,S,0,,,,,,,,0,5,0,5,5,2.0,.0,.0,2,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8778745464607693,27,93
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Gil,Matthew",Matthew,Gil,,785,"Gil,Matthew","GIL,MATTHEW",Willamette,WIL,0,1,0,26,26,0,0,LB,0,,,,,,,,0,5,3,8,8,.0,.0,.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8492585213242752,28,92
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Evars,Tyler",Tyler,Evars,,557,"Evars,Tyler","EVARS,TYLER",Puget Sound,UPS,0,1,1,0,0,0,0,DB,0,,,,,,,,0,7,4,11,11,.0,.0,.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7541727782334893,29,92
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"McNabb,Luke",Luke,McNabb,,1179,"McNabb,Luke","MCNABB,LUKE",Linfield,LIN,1262-10929,1,1,7,7Q,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,12,44,58,14,1,12,3.7,44.0,,,,,,1,0,1,7,1,7,7.0,,0,2,0,0,0,0,0,0,0,12,12,12,14,3,49,2,224,1,20,12,177.1,11.20,18.67,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4220801113929764,30,92
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Nayal,Zach",Zach,Nayal,,557,"Nayal,Zach","NAYAL,ZACH",Puget Sound,UPS,0,1,1,17,17,0,0,LB,0,,,,,,,,0,4,4,8,8,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3437634009476391,31,92
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Leman,JJ",JJ,Leman,,1094,"Leman,JJ","LEMAN,JJ",George Fox ,GFU,1260-3418,1,1,2,2,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,10,21,30,9,1,17,2.1,21.0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,0,0,36,2,253,0,36,22,138.5,7.03,11.50,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2901921027901155,32,92
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Afford,Keion",Keion,Afford,,785,"Afford,Keion","AFFORD,KEION",Willamette,WIL,0,1,0,4,4,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,88,0,33,22.0,,,4,63,0,36,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2753791153471907,33,92
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Ott,Dylan",Dylan,Ott,,557,"Ott,Dylan","OTT,DYLAN",Puget Sound,UPS,0,1,1,12,1Z,0,0,DB,0,,,,,,,,0,2,2,4,4,.5,.0,.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1446259311433105,34,91
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Houfek,Josh",Josh,Houfek,,785,"Houfek,Josh","HOUFEK,JOSH",Willamette,WIL,0,1,0,20,20,0,0,S,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0616746257297196,35,91
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Maehara,Maddox",Maddox,Maehara,,22235,"Maehara,Maddox","MAEHARA,MADDOX",Lewis & Clark,L&C,1261-2621,1,1,36,36,0,0,DB,0,,,,,,,,0,0,2,2,2,1.0,.0,.0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0284397667525738,36,91
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Ross,Demari",Demari,Ross,,557,"Ross,Demari","ROSS,DEMARI",Puget Sound,UPS,0,1,0,11,11,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,46,2,28,23.0,,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9693756356176632,37,91
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Kirsch,Max",Max,Kirsch,,1179,"Kirsch,Max","KIRSCH,MAX",Linfield,LIN,1262-11141,1,1,9,9,0,0,S,0,,,,,,,,0,3,2,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9665888826389339,38,91
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Miles,JJ",JJ,Miles,,1297,"Miles,JJ","MILES,JJ",Pacific Lutheran ,PLU,1266-3771,1,1,13,3J,0,0,DB,0,,,,,,,,0,4,1,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9665888826389339,39,91
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Bankston,Paavan",Paavan,Bankston,,1179,"Bankston,Paavan","BANKSTON,PAAVAN",Linfield,LIN,1262-11145,1,0,23,23,0,0,S,0,,,,,,,,0,4,1,5,5,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.933354023661788,40,90
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Sarmento,Mitchell",Mitchell,Sarmento,,22235,"Sarmento,Mitchell","SARMENTO,MITCHELL",Lewis & Clark,L&C,1261-2165,1,1,46,46,0,0,LB,0,,,,,,,,0,3,2,5,5,1.0,.0,.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.933354023661788,41,90
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Carini,Joseph",Joseph,Carini,,1297,"Carini,Joseph","CARINI,JOSEPH",Pacific Lutheran ,PLU,1266-3072,1,0,49,4U,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,120,40,0,1,1,0,1,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7824967787843884,42,90
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Correa,Keola",Keola,Correa,,1297,"Correa,Keola","CORREA,KEOLA",Pacific Lutheran ,PLU,1266-5090,1,1,3,3,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,71,1,34,17.8,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,3,40,0,16,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7801033633601968,43,90
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Aguilar,Enrike",Enrike,Aguilar,,785,"Aguilar,Enrike","AGUILAR,ENRIKE",Willamette,WIL,0,1,0,95,95,0,0,DE,0,,,,,,,,0,1,5,6,6,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7553169751574114,44,90
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Bright-Lee,Elijah",Elijah,Bright-Lee,,1179,"Bright-Lee,Elijah","BRIGHT-LEE,ELIJAH",Linfield,LIN,1262-11831,1,0,4,4G,0,0,S,0,,,,,,,,0,4,0,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6723656697438201,45,90
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Bell,Hudson",Hudson,Bell,,785,"Bell,Hudson","BELL,HUDSON",Willamette,WIL,0,1,0,45,45,0,0,DE,0,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,3,0.5,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4997272229645524,46,89
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Ehlers,Damien",Damien,Ehlers,,1094,"Ehlers,Damien","EHLERS,DAMIEN",George Fox ,GFU,1260-3136,1,0,20,20,0,WR,0,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,5,75,76,1,0,32,15.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49619935446904595,47,89
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Denault,Karsen",Karsen,Denault,,1094,"Denault,Karsen","DENAULT,KARSEN",George Fox ,GFU,1260-3419,1,1,9,9,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,9,9,0,0,9,9.0,9.0,,,,,,,,10,118,1,33,11.8,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4734135347383277,48,89
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Johannsen,Cade",Cade,Johannsen,,1179,"Johannsen,Cade","JOHANNSEN,CADE",Linfield,LIN,1262-10933,1,0,30,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53,53,0,0,0,1,0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47313274792520865,49,89
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Smith,Palmer",Palmer,Smith,,785,"Smith,Palmer","SMITH,PALMER",Willamette,WIL,0,1,0,10,10,0,0,LB,0,,,,,,,,0,2,3,5,5,.5,.0,.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4610937622622977,50,89
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Wacker,Logan",Logan,Wacker,,22235,"Wacker,Logan","WACKER,LOGAN",Lewis & Clark,L&C,1261-2344,1,1,63,63,0,0,DL,0,,,,,,,,0,1,4,5,5,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4610937622622977,51,89
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Harrison,Austin",Austin,Harrison,,1094,"Harrison,Austin","HARRISON,AUSTIN",George Fox ,GFU,1260-2788,1,1,15,1S,0,0,DB,0,,,,,,,,0,3,0,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3781424568487065,52,88
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Miller,Eli",Eli,Miller,,1094,"Miller,Eli","MILLER,ELI",George Fox ,GFU,1260-2799,1,1,13,1E,0,0,DB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3781424568487065,53,88
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Delgado,Jordan",Jordan,Delgado,,22235,"Delgado,Jordan","DELGADO,JORDAN",Lewis & Clark,L&C,1261-2312,1,1,4,4G,0,0,DB,0,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3449075978715608,54,88
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Beck,Brady",Brady,Beck,,557,"Beck,Brady","BECK,BRADY",Puget Sound,UPS,0,1,1,12,12,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,19,4,0,9,3.8,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,45,2,301,1,42,22,123.5,7.17,13.68,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,1,0,0,0,0,,,,,0.30524461469168584,55,88
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Lopez,Draven",Draven,Lopez,,22235,"Lopez,Draven","LOPEZ,DRAVEN",Lewis & Clark,L&C,1261-2655,1,0,13,13,0,0,DB,0,,,,,,,,0,3,3,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28305671375792096,56,88
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Nuss,Ben",Ben,Nuss,,1094,"Nuss,Ben","NUSS,BEN",George Fox ,GFU,1260-2802,1,1,10,1Q,0,0,DB,0,,,,,,,,0,3,3,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28305671375792096,57,88
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Thompson,J.J.",J.J.,Thompson,,1179,"Thompson,J.J.","THOMPSON,J.J.",Linfield,LIN,1262-11385,1,1,2,2D,0,0,CB,0,,,,,,,,0,4,2,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28305671375792096,58,87
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Alderete-Labuguen,Duke",Duke,Alderete-Labuguen,,1094,"Alderete-Labuguen,Duke","ALDERETE-LABUGUEN,DUKE",George Fox ,GFU,1260-3440,1,1,4,4D,0,0,LB,0,,,,,,,,0,4,1,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23378247514112516,59,87
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Perez,Damon",Damon,Perez,,22235,"Perez,Damon","PEREZ,DAMON",Lewis & Clark,L&C,1261-2510,1,0,92,92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46,46,0,0,0,0,0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21938847500879746,60,87
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Etrata,Reece",Reece,Etrata,,1297,"Etrata,Reece","ETRATA,REECE",Pacific Lutheran ,PLU,1266-3070,1,0,6,6,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,43,0,30,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19609934007837918,61,87
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Gray,Reid",Reid,Gray,,1179,"Gray,Reid","GRAY,REID",Linfield,LIN,1262-11177,1,1,11,11,0,0,CB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,1,19,0,19,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11731129577358068,62,87
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Spurbeck,Matthew",Matthew,Spurbeck,,1179,"Spurbeck,Matthew","SPURBECK,MATTHEW",Linfield,LIN,1262-11390,1,1,22,22,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,61,61,0,0,18,5.1,61.0,,,,,,,,2,16,0,11,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09259253796787725,63,87
