season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,composite_score,global_rank,rating
2026-27,wvball,Conference of New England (CCC),ccc,Suffolk University,"Heaney, Mackenzie",Mackenzie,Heaney,,684,"Heaney, Mackenzie","HEANEY, MACKENZIE",Suffolk University,SUF,0,10,0,10,0,10,0,,,,,,,0.20,0.20,1.30,0.00,0.20,0.40,.167,6,1,2,2,0,10,0,2,2,27,0,0,18,1,13,0,0,0,0,4,0,-0.8955385124385378,90,73
2026-27,wvball,Conference of New England (CCC),ccc,Western New England University,"Porcaro, Hilarie",Hilarie,Porcaro,,775,"Porcaro, Hilarie","PORCARO, HILARIE",Western New England University,WNE,1022-4771,12,0,1,0,1,0,,,,,,,0.00,0.42,2.83,0.00,0.08,0.08,.000,2,0,0,5,0,28,0,1,6,48,0,0,19,0,34,0,0,0,0,1,0,-0.9147313907092955,91,73
2026-27,wvball,Conference of New England (CCC),ccc,Suffolk University,"Michon, Sam",Sam,Michon,,684,"Michon, Sam","MICHON, SAM",Suffolk University,SUF,0,7,3,0,0,0,0,,,,,,,0.86,0.14,0.57,0.14,0.00,0.93,-.071,28,8,6,1,0,2,0,0,0,0,0,0,0,0,4,1,1,1,0,6.5,0,-0.9165740496742405,92,73
2026-27,wvball,Conference of New England (CCC),ccc,Western New England University,"Long, Olivia",Olivia,Long,,775,"Long, Olivia","LONG, OLIVIA",Western New England University,WNE,1022-4114,5,0,2,0,2,0,,,,,,,1.20,0.20,0.60,0.00,0.00,1.20,-.077,26,8,6,1,0,3,0,0,0,1,0,0,3,1,3,0,0,0,0,6,0,-0.9376779823875587,93,72
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Barnhart, Ava",Ava,Barnhart,,8981,"Barnhart, Ava","BARNHART, AVA",Endicott College,EC,0,1,0,33,0,33,0,,,,,,,0.00,1.00,3.00,0.00,0.00,0.00,.000,0,0,0,1,0,1,0,0,1,2,0,0,4,1,3,0,0,0,0,0.0,0,-0.9812529183261937,94,72
2026-27,wvball,Conference of New England (CCC),ccc,University of New England,Delainey Dunkerley,Delainey,Dunkerley,,1255,Delainey Dunkerley,"DUNKERLEY,DELAINEY",University of New England,UNE,990-3146,2,0,5,0,5,0,,,,,,,0.00,0.00,0.00,0.50,0.00,0.50,.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,-1.0215646546786221,95,72
2026-27,wvball,Conference of New England (CCC),ccc,Wentworth Institute of Technology,"Koliopoulos, Kate",Kate,Koliopoulos,,762,"Koliopoulos, Kate","KOLIOPOULOS, KATE",Wentworth Institute of Technology,WIT,0,21,0,15,0,15,0,,,,,,,0.00,0.33,1.67,0.00,0.38,0.38,.000,0,0,0,7,0,35,0,8,8,85,0,0,63,5,35,0,0,0,0,8,0,-1.02985539547854,96,72
2026-27,wvball,Conference of New England (CCC),ccc,University of New England,Olivia Hollander,Olivia,Hollander,,1255,Olivia Hollander,"HOLLANDER,OLIVIA",University of New England,UNE,990-3390,11,0,8,0,8,0,,,,,,,0.00,5.09,1.73,0.00,0.36,0.36,.000,1,0,0,56,1,57,0,4,3,39,0,0,0,0,19,0,0,0,0,4,0,-1.034274972917079,97,71
2026-27,wvball,Conference of New England (CCC),ccc,Gordon College,"Schwinn, Kellan",Kellan,Schwinn,,1099,"Schwinn, Kellan","SCHWINN, KELLAN",Gordon College,GC,693-3305,4,0,7,0,7,0,,,,,,,0.25,0.00,1.50,0.00,0.25,0.50,.000,2,1,1,0,0,1,0,1,1,4,0,0,8,1,6,0,0,0,0,2,0,-1.0447448041286838,98,71
2026-27,wvball,Conference of New England (CCC),ccc,Suffolk University,"Hall-Johnson, Korinne",Korinne,Hall-Johnson,,684,"Hall-Johnson, Korinne","HALL-JOHNSON, KORINNE",Suffolk University,SUF,0,7,0,2,0,2,0,,,,,,,0.00,0.00,1.00,0.00,0.57,0.57,.000,0,0,0,0,0,3,0,4,2,15,0,0,10,0,7,0,0,0,0,4,0,-1.0576454353306235,99,71
2026-27,wvball,Conference of New England (CCC),ccc,Western New England University,"Thomas, Abby",Abby,Thomas,,775,"Thomas, Abby","THOMAS, ABBY",Western New England University,WNE,1022-3912,6,1,13,0,13,0,,,,,,,0.33,1.00,1.17,0.00,0.00,0.33,.200,5,1,2,6,1,26,0,0,0,7,0,0,2,0,7,0,0,0,0,2,0,-1.1428008052183949,100,70
2026-27,wvball,Conference of New England (CCC),ccc,Nichols College,"McKayle, Gabrielle",Gabrielle,McKayle,,484,"McKayle, Gabrielle","MCKAYLE, GABRIELLE",Nichols College,NC,695-4561,10,2,13,0,13,0,,,,,,,0.80,0.00,1.10,0.00,0.00,0.80,-.047,43,10,8,0,1,6,0,0,5,24,0,0,20,4,11,0,1,0,0,8,0,-1.1489361382918357,101,70
2026-27,wvball,Conference of New England (CCC),ccc,Western New England University,"Robayo, Kendra",Kendra,Robayo,,775,"Robayo, Kendra","ROBAYO, KENDRA",Western New England University,WNE,1022-4774,4,1,16,0,16,0,,,,,,,0.50,0.00,0.00,0.25,0.00,0.63,.000,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,2.5,0,-1.2388819940708613,102,70
2026-27,wvball,Conference of New England (CCC),ccc,University of New England,Aubrey Young,Aubrey,Young,,1255,Aubrey Young,"YOUNG,AUBREY",University of New England,UNE,990-3396,10,0,22,0,22,0,,,,,,,0.00,0.20,1.90,0.00,0.20,0.20,.000,2,0,0,2,0,2,0,2,0,38,0,0,14,2,19,0,0,0,0,2,0,-1.2859372715318207,103,70
2026-27,wvball,Conference of New England (CCC),ccc,Nichols College,"Heini, Lena",Lena,Heini,,484,"Heini, Lena","HEINI, LENA",Nichols College,NC,695-5103,11,0,22,0,22,0,,,,,,,0.09,2.36,1.36,0.00,0.27,0.36,.000,10,1,1,26,4,131,0,3,4,34,0,0,1,0,15,0,0,0,0,4,0,-1.3550795431701776,104,69
2026-27,wvball,Conference of New England (CCC),ccc,Wentworth Institute of Technology,"Lobrigo, Vanessa",Vanessa,Lobrigo,,762,"Lobrigo, Vanessa","LOBRIGO, VANESSA",Wentworth Institute of Technology,WIT,0,5,0,4,0,4,0,,,,,,,0.60,0.00,0.00,0.00,0.00,0.60,.250,8,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,3,0,-1.3769042680569203,105,69
2026-27,wvball,Conference of New England (CCC),ccc,Roger Williams University,"Devino, Samantha",Samantha,Devino,,583,"Devino, Samantha","DEVINO, SAMANTHA",Roger Williams University,RWU,697-9652,20,5,12,0,12,0,,,,,,,0.00,0.10,1.60,0.00,0.25,0.25,.000,0,0,0,2,0,11,0,5,9,65,0,0,60,4,32,0,0,0,0,5,0,-1.3795523662127782,106,69
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Bartholomew, Tess",Tess,Bartholomew,,8981,"Bartholomew, Tess","BARTHOLOMEW, TESS",Endicott College,EC,0,5,0,1,0,1,0,,,,,,,0.00,1.60,2.20,0.00,0.00,0.00,.000,0,0,0,8,0,15,0,0,3,14,0,0,20,1,11,0,0,0,0,0,0,-1.5394611224718195,107,68
2026-27,wvball,Conference of New England (CCC),ccc,University of Hartford,"Martir-Perez, Andrea",Andrea,Martir-Perez,,272,"Martir-Perez, Andrea","MARTIR-PEREZ, ANDREA",University of Hartford,Hart,6-2834,11,0,21,0,21,0,,,,,,,0.00,0.18,1.00,0.00,0.36,0.36,.000,0,0,0,2,0,6,0,4,8,36,0,0,26,2,11,0,0,0,0,4,0,-1.5436399591999628,108,68
2026-27,wvball,Conference of New England (CCC),ccc,Wentworth Institute of Technology,"Gehrig, Sarah",Sarah,Gehrig,,762,"Gehrig, Sarah","GEHRIG, SARAH",Wentworth Institute of Technology,WIT,0,17,3,20,0,20,0,,,,,,,0.00,0.41,1.35,0.00,0.24,0.24,.000,2,0,0,7,0,26,0,4,2,27,0,0,50,1,23,0,0,0,0,4,0,-1.5771350263830164,109,68
2026-27,wvball,Conference of New England (CCC),ccc,Western New England University,"Stauss, Madison",Madison,Stauss,,775,"Stauss, Madison","STAUSS, MADISON",Western New England University,WNE,1022-4118,10,0,22,0,22,0,,,,,,,0.20,2.80,0.70,0.00,0.00,0.20,.167,6,1,2,28,0,99,0,0,2,12,0,0,0,0,7,0,0,0,0,2,0,-1.7770465930423662,110,68
2026-27,wvball,Conference of New England (CCC),ccc,Nichols College,"Novak, Sofia",Sofia,Novak,,484,"Novak, Sofia","NOVAK, SOFIA",Nichols College,NC,695-5106,11,1,14,0,14,0,,,,,,,0.00,0.27,1.73,0.00,0.00,0.00,.000,1,0,0,3,2,15,0,0,0,0,0,0,42,4,19,0,0,0,0,0,0,-1.867408442407375,111,67
2026-27,wvball,Conference of New England (CCC),ccc,University of New England,Leo Porter,Leo,Porter,,1255,Leo Porter,"PORTER,LEO",University of New England,UNE,990-3394,2,0,9,0,9,0,,,,,,,0.00,0.00,0.00,0.00,0.50,0.50,.000,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,-1.917403865135769,112,67
2026-27,wvball,Conference of New England (CCC),ccc,University of Hartford,"Mapa, Arianna",Arianna,Mapa,,272,"Mapa, Arianna","MAPA, ARIANNA",University of Hartford,Hart,6-3414,4,0,2,0,2,0,,,,,,,0.00,0.00,0.00,0.00,0.50,0.50,.000,1,0,0,0,0,1,0,2,1,9,0,0,0,0,0,0,0,0,0,2,0,-1.917403865135769,113,67
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Mitchell, Reagan",Reagan,Mitchell,,8981,"Mitchell, Reagan","MITCHELL, REAGAN",Endicott College,EC,0,8,0,10,0,10,0,,,,,,,0.00,0.13,0.38,0.00,0.38,0.38,.000,0,0,0,1,0,4,0,3,3,33,0,0,3,0,3,0,0,0,0,3,0,-1.9299661246633621,114,66
2026-27,wvball,Conference of New England (CCC),ccc,Nichols College,"Joquin, Rayna",Rayna,Joquin,,484,"Joquin, Rayna","JOQUIN, RAYNA",Nichols College,NC,695-5105,9,0,18,0,18,0,,,,,,,0.67,0.00,0.11,0.00,0.00,0.67,-.044,45,8,6,0,0,6,0,0,0,0,0,0,1,0,1,0,1,0,0,6,0,-2.0413827108084046,115,66
2026-27,wvball,Conference of New England (CCC),ccc,Western New England University,"Melvin, Laney",Laney,Melvin,,775,"Melvin, Laney","MELVIN, LANEY",Western New England University,WNE,1022-3917,11,0,19,0,19,0,,,,,,,0.00,0.18,0.55,0.00,0.27,0.27,.000,0,0,0,2,0,3,0,3,2,25,0,0,2,1,6,0,0,0,0,3,0,-2.065915441404451,116,66
2026-27,wvball,Conference of New England (CCC),ccc,Wentworth Institute of Technology,"Lutz, Kinsey",Kinsey,Lutz,,762,"Lutz, Kinsey","LUTZ, KINSEY",Wentworth Institute of Technology,WIT,0,5,0,10,0,10,0,,,,,,,0.00,0.00,0.00,0.00,0.40,0.40,.000,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,2,0,-2.1488298288830734,117,66
2026-27,wvball,Conference of New England (CCC),ccc,Gordon College,"Arico, Quinn",Quinn,Arico,,1099,"Arico, Quinn","ARICO, QUINN",Gordon College,GC,693-3163,1,0,10,0,10,0,,,,,,,1.00,0.00,0.00,0.00,0.00,1.00,-.250,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,-2.182828139032957,118,65
2026-27,wvball,Conference of New England (CCC),ccc,Suffolk University,"Mo, Kathy",Kathy,Mo,,684,"Mo, Kathy","MO, KATHY",Suffolk University,SUF,0,11,0,6,0,6,0,,,,,,,0.00,0.64,3.09,0.00,0.64,0.64,-1.000,1,1,0,7,0,37,0,7,1,35,0,0,54,10,34,0,0,0,0,7,0,-2.343843549656488,119,65
2026-27,wvball,Conference of New England (CCC),ccc,University of New England,Abby Zamora,Abby,Zamora,,1255,Abby Zamora,"ZAMORA,ABBY",University of New England,UNE,990-3147,1,0,2,0,2,0,,,,,,,0.00,0.00,1.00,0.00,0.00,0.00,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,-2.3767734286902584,120,65
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Gulaskey, Emma",Emma,Gulaskey,,8981,"Gulaskey, Emma","GULASKEY, EMMA",Endicott College,EC,0,2,0,11,0,11,0,,,,,,,0.00,0.00,1.00,0.00,0.00,0.00,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,-2.3767734286902584,121,64
2026-27,wvball,Conference of New England (CCC),ccc,Suffolk University,"Tolhurt, Abby",Abby,Tolhurt,,684,"Tolhurt, Abby","TOLHURT, ABBY",Suffolk University,SUF,0,4,1,12,0,12,0,,,,,,,0.50,0.00,0.25,0.25,0.00,0.63,-.471,17,10,2,0,0,2,0,0,0,0,0,0,9,1,1,1,0,1,0,2.5,0,-2.433410599968962,122,64
2026-27,wvball,Conference of New England (CCC),ccc,Roger Williams University,"Wilcox, Sarah",Sarah,Wilcox,,583,"Wilcox, Sarah","WILCOX, SARAH",Roger Williams University,RWU,697-10027,4,0,10,0,10,0,,,,,,,0.00,0.25,0.75,0.00,0.00,0.00,.000,1,0,0,1,0,4,0,0,1,7,0,0,13,1,3,0,0,0,0,0,0,-2.5512134924857666,123,64
2026-27,wvball,Conference of New England (CCC),ccc,Roger Williams University,"Morrisey, Olivia",Olivia,Morrisey,,583,"Morrisey, Olivia","MORRISEY, OLIVIA",Roger Williams University,RWU,697-9967,3,0,20,0,20,0,,,,,,,0.00,0.00,0.67,0.00,0.00,0.00,.000,0,0,0,0,0,0,0,0,0,6,0,0,11,4,2,0,0,0,0,0.0,0,-2.6070343129003293,124,64
2026-27,wvball,Conference of New England (CCC),ccc,University of Hartford,"Butler, Belen",Belen,Butler,,272,"Butler, Belen","BUTLER, BELEN",University of Hartford,Hart,6-3415,7,0,3,0,3,0,,,,,,,0.00,0.14,0.57,0.00,0.00,0.00,.000,0,0,0,1,0,1,0,0,2,22,0,0,7,1,4,0,0,0,0,0,0,-2.6768103384185324,125,63
2026-27,wvball,Conference of New England (CCC),ccc,Suffolk University,"Callery, Taylor",Taylor,Callery,,684,"Callery, Taylor","CALLERY, TAYLOR",Suffolk University,SUF,0,2,0,13,0,13,0,,,,,,,0.00,2.00,0.50,0.00,0.00,0.00,.000,0,0,0,4,1,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-2.7256535562812747,126,63
2026-27,wvball,Conference of New England (CCC),ccc,University of Hartford,"Caucci, Gabriela",Gabriela,Caucci,,272,"Caucci, Gabriela","CAUCCI, GABRIELA",University of Hartford,Hart,6-3176,2,0,7,0,7,0,,,,,,,0.00,0.00,0.50,0.00,0.00,0.00,.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-2.7256535562812747,127,63
2026-27,wvball,Conference of New England (CCC),ccc,Wentworth Institute of Technology,"Bachli, Alyssa",Alyssa,Bachli,,762,"Bachli, Alyssa","BACHLI, ALYSSA",Wentworth Institute of Technology,WIT,0,0,0,11,0,11,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,128,62
2026-27,wvball,Conference of New England (CCC),ccc,Wentworth Institute of Technology,"Bachli, Megan",Megan,Bachli,,762,"Bachli, Megan","BACHLI, MEGAN",Wentworth Institute of Technology,WIT,0,0,0,2,0,2,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,129,62
2026-27,wvball,Conference of New England (CCC),ccc,Western New England University,"Brennan, Avery",Avery,Brennan,,775,"Brennan, Avery","BRENNAN, AVERY",Western New England University,WNE,1022-4772,0,0,10,0,10,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,130,62
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Bundy, Kaylee",Kaylee,Bundy,,8981,"Bundy, Kaylee","BUNDY, KAYLEE",Endicott College,EC,0,0,0,16,0,16,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,131,62
2026-27,wvball,Conference of New England (CCC),ccc,Suffolk University,"Burns, Chloe",Chloe,Burns,,684,"Burns, Chloe","BURNS, CHLOE",Suffolk University,SUF,0,0,0,4,0,4,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,132,61
2026-27,wvball,Conference of New England (CCC),ccc,Nichols College,"Buy, Evelynn",Evelynn,Buy,,484,"Buy, Evelynn","BUY, EVELYNN",Nichols College,NC,695-5100,0,0,16,0,16,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,133,61
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Camacho, Talia",Talia,Camacho,,8981,"Camacho, Talia","CAMACHO, TALIA",Endicott College,EC,0,0,0,14,0,14,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,134,61
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Draper, Annie",Annie,Draper,,8981,"Draper, Annie","DRAPER, ANNIE",Endicott College,EC,0,0,0,17,0,17,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,135,60
2026-27,wvball,Conference of New England (CCC),ccc,Western New England University,"Durocher, Cassie",Cassie,Durocher,,775,"Durocher, Cassie","DUROCHER, CASSIE",Western New England University,WNE,1022-4446,0,0,20,0,20,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,136,60
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Egan, Lauren",Lauren,Egan,,8981,"Egan, Lauren","EGAN, LAUREN",Endicott College,EC,0,0,0,27,0,27,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,137,60
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Goodemote, Ava",Ava,Goodemote,,8981,"Goodemote, Ava","GOODEMOTE, AVA",Endicott College,EC,0,0,0,18,0,18,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,138,60
2026-27,wvball,Conference of New England (CCC),ccc,Western New England University,"Henkel, Julianne",Julianne,Henkel,,775,"Henkel, Julianne","HENKEL, JULIANNE",Western New England University,WNE,1022-4773,0,0,5,0,5,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,139,59
2026-27,wvball,Conference of New England (CCC),ccc,Roger Williams University,"Kim, Evalina",Evalina,Kim,,583,"Kim, Evalina","KIM, EVALINA",Roger Williams University,RWU,697-9964,0,0,5,0,5,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,140,59
2026-27,wvball,Conference of New England (CCC),ccc,Nichols College,"Layman, Caminea",Caminea,Layman,,484,"Layman, Caminea","LAYMAN, CAMINEA",Nichols College,NC,695-4883,0,0,10,0,10,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,141,59
2026-27,wvball,Conference of New England (CCC),ccc,Roger Williams University,"Ledoux, Camille",Camille,Ledoux,,583,"Ledoux, Camille","LEDOUX, CAMILLE",Roger Williams University,RWU,697-9965,0,0,4,0,4,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,142,58
2026-27,wvball,Conference of New England (CCC),ccc,Roger Williams University,"Lisboa, Victoria",Victoria,Lisboa,,583,"Lisboa, Victoria","LISBOA, VICTORIA",Roger Williams University,RWU,697-9654,0,0,7,0,7,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,143,58
2026-27,wvball,Conference of New England (CCC),ccc,Roger Williams University,"McGovern, Michaela",Michaela,McGovern,,583,"McGovern, Michaela","MCGOVERN, MICHAELA",Roger Williams University,RWU,697-9656,0,0,21,0,21,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,144,58
2026-27,wvball,Conference of New England (CCC),ccc,Suffolk University,"Mik, Jordyn",Jordyn,Mik,,684,"Mik, Jordyn","MIK, JORDYN",Suffolk University,SUF,0,0,0,16,0,16,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,145,58
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Sellitto, Sienna",Sienna,Sellitto,,8981,"Sellitto, Sienna","SELLITTO, SIENNA",Endicott College,EC,0,0,0,21,0,21,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,146,57
2026-27,wvball,Conference of New England (CCC),ccc,Suffolk University,"Sobran, Elena",Elena,Sobran,,684,"Sobran, Elena","SOBRAN, ELENA",Suffolk University,SUF,0,0,0,23,0,23,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,147,57
2026-27,wvball,Conference of New England (CCC),ccc,Nichols College,"Sydoriak, Faith",Faith,Sydoriak,,484,"Sydoriak, Faith","SYDORIAK, FAITH",Nichols College,NC,695-4306,0,0,5,0,5,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,148,57
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Thompson, Bridget",Bridget,Thompson,,8981,"Thompson, Bridget","THOMPSON, BRIDGET",Endicott College,EC,0,0,0,24,0,24,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,149,57
2026-27,wvball,Conference of New England (CCC),ccc,Nichols College,"Tinari, Julianna",Julianna,Tinari,,484,"Tinari, Julianna","TINARI, JULIANNA",Nichols College,NC,695-5110,0,0,1,0,1,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,150,56
2026-27,wvball,Conference of New England (CCC),ccc,Suffolk University,"Tomich, Nohelia",Nohelia,Tomich,,684,"Tomich, Nohelia","TOMICH,NOHELIA",Suffolk University,SUF,0,0,0,22,0,22,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,151,56
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Young, Julia",Julia,Young,,8981,"Young, Julia","YOUNG, JULIA",Endicott College,EC,0,0,0,2,0,2,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-2.7513331726825205,152,56
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Mikkelsen, Susanna",Susanna,Mikkelsen,,8981,"Mikkelsen, Susanna","MIKKELSEN, SUSANNA",Endicott College,EC,0,7,0,6,0,6,0,,,,,,,0.00,0.29,0.43,0.00,0.00,0.00,.000,0,0,0,2,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-2.7744967741440174,153,55
2026-27,wvball,Conference of New England (CCC),ccc,Wentworth Institute of Technology,"DeCastro, Kayla",Kayla,DeCastro,,762,"DeCastro, Kayla","DECASTRO, KAYLA",Wentworth Institute of Technology,WIT,0,6,0,3,0,3,0,,,,,,,0.00,0.00,0.33,0.00,0.00,0.00,.000,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,0,0,0,0,0,0,-2.84427279966222,154,55
2026-27,wvball,Conference of New England (CCC),ccc,Gordon College,"Barham, Hannah",Hannah,Barham,,1099,"Barham, Hannah","BARHAM, HANNAH",Gordon College,GC,693-3045,1,0,6,0,6,0,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,.000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0,-3.074533683872291,155,55
2026-27,wvball,Conference of New England (CCC),ccc,University of Hartford,"Cosby, Mattea",Mattea,Cosby,,272,"Cosby, Mattea","COSBY, MATTEA",University of Hartford,Hart,6-3178,3,0,15,0,15,0,,,,,,,0.00,0.67,0.00,0.00,0.00,0.00,.000,2,0,0,2,1,13,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,-3.074533683872291,156,55
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Fitzharris, Angelina",Angelina,Fitzharris,,8981,"Fitzharris, Angelina","FITZHARRIS, ANGELINA",Endicott College,EC,0,1,0,5,0,5,0,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,-3.074533683872291,157,54
2026-27,wvball,Conference of New England (CCC),ccc,Nichols College,"Hendricks, Regan",Regan,Hendricks,,484,"Hendricks, Regan","HENDRICKS, REGAN",Nichols College,NC,695-4307,1,0,3,0,3,0,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,.000,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0.0,0,-3.074533683872291,158,54
2026-27,wvball,Conference of New England (CCC),ccc,Wentworth Institute of Technology,"Homsy, Angelina",Angelina,Homsy,,762,"Homsy, Angelina","HOMSY, ANGELINA",Wentworth Institute of Technology,WIT,0,2,0,22,0,22,0,,,,,,,0.00,1.50,0.00,0.00,0.00,0.00,.000,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,-3.074533683872291,159,54
2026-27,wvball,Conference of New England (CCC),ccc,Wentworth Institute of Technology,"Kofoed, Matilde",Matilde,Kofoed,,762,"Kofoed, Matilde","KOFOED, MATILDE",Wentworth Institute of Technology,WIT,0,2,0,14,0,14,0,,,,,,,0.00,0.50,0.00,0.00,0.00,0.00,.000,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0,-3.074533683872291,160,53
2026-27,wvball,Conference of New England (CCC),ccc,University of New England,Laura Zahornasky,Laura,Zahornasky,,1255,Laura Zahornasky,"ZAHORNASKY,LAURA",University of New England,UNE,990-3152,1,0,15,0,15,0,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,.000,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0.0,0,0,0,0.0,0,-3.074533683872291,161,53
2026-27,wvball,Conference of New England (CCC),ccc,University of New England,Michaela Muldoon,Michaela,Muldoon,,1255,Michaela Muldoon,"MULDOON,MICHAELA",University of New England,UNE,990-3393,1,0,13,0,13,0,,,,,,,0.00,2.00,0.00,0.00,0.00,0.00,.000,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,-3.074533683872291,162,53
2026-27,wvball,Conference of New England (CCC),ccc,Suffolk University,"Nadeau, Audrey",Audrey,Nadeau,,684,"Nadeau, Audrey","NADEAU, AUDREY",Suffolk University,SUF,0,1,0,8,0,8,0,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,-3.074533683872291,163,53
