season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,defense_stats,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fumble_stats_number,fumble_stats_number_lost,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Wheeler IV,James",James,Wheeler IV,,722,"Wheeler IV,James","WHEELER IV,JAMES",Coast Guard,CGA,1135-2842,1,0,26,26,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,5,16,0,8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,127,127,0,1,23,6.0,127.0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,0.4022394499537726,63,89
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,"Kim,Gyeongwu",Gyeongwu,Kim,,398,"Kim,Gyeongwu","KIM,GYEONGWU",MIT,MIT,1136-4290,1,1,18,18,0,0,DB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39228391862362866,64,89
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,USMMA,"McQueen,Benjamin",Benjamin,McQueen,,724,"McQueen,Benjamin","MCQUEEN,BENJAMIN",USMMA,MMA,486-2534,1,1,7,7,0,0,DB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39228391862362866,65,89
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,SUNY Maritime,"Laxa,Baron",Baron,Laxa,,478,"Laxa,Baron","LAXA,BARON",SUNY Maritime,MAR,0,1,0,37,37,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,53,0,16,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3910606091777992,66,89
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Brennan,Jacob",Jacob,Brennan,,722,"Brennan,Jacob","BRENNAN,JACOB",Coast Guard,CGA,1135-3491,1,0,34,34,0,0,LB,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34366769966898547,67,88
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,"Dell,Jacob",Jacob,Dell,,398,"Dell,Jacob","DELL,JACOB",MIT,MIT,1136-4561,1,1,45,45,0,OL,0,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34366769966898547,68,88
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Gibson,Mehkei",Mehkei,Gibson,,673,"Gibson,Mehkei","GIBSON,MEHKEI",Springfield,SPR,1140-4537,1,0,8,8,0,0,LB,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34366769966898547,69,88
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,USMMA,"Rohe,Brooks",Brooks,Rohe,,724,"Rohe,Brooks","ROHE,BROOKS",USMMA,MMA,486-2174,1,1,33,33,0,0,LB,0,,,,,,,,0,1,1,2,2,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34366769966898547,70,88
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,"Shoales,Thomas",Thomas,Shoales,,398,"Shoales,Thomas","SHOALES,THOMAS",MIT,MIT,1136-4304,1,1,41,41,0,0,LB,0,,,,,,,,0,1,1,2,2,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34366769966898547,71,88
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Campbell,James",James,Campbell,,673,"Campbell,James","CAMPBELL,JAMES",Springfield,SPR,1140-4996,1,0,49,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,97,44,0,0,0,0,2,32.3,,,,,,,0.3400694467304294,72,88
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Tullson,Neal",Neal,Tullson,,623,"Tullson,Neal","TULLSON,NEAL",Salve Regina,SRU,989-3860,1,0,20,20,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,72,73,1,0,25,6.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2836535128403826,73,88
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Sordillo,Tyler",Tyler,Sordillo,,673,"Sordillo,Tyler","SORDILLO,TYLER",Springfield,SPR,1140-4095,1,1,99,99,0,0,DL,0,,,,,,,,0,2,4,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20794129145495951,74,88
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Hantho,Caleb",Caleb,Hantho,,673,"Hantho,Caleb","HANTHO,CALEB",Springfield,SPR,1140-5012,1,0,88,88,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,65,1,65,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,0.20115479456390814,75,87
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Cruz,Ramon",Ramon,Cruz,,722,"Cruz,Ramon","CRUZ,RAMON",Coast Guard,CGA,1135-2836,1,1,16,16,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10954074079519494,76,87
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,"Hess,Dominic",Dominic,Hess,,398,"Hess,Dominic","HESS,DOMINIC",MIT,MIT,1136-4291,1,1,3,3,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10954074079519494,77,87
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,"Fishman,Chase",Chase,Fishman,,398,"Fishman,Chase","FISHMAN,CHASE",MIT,MIT,1136-4299,1,1,52,52,0,0,DL,0,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06092452184055172,78,87
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"LaBouliere,Matthew",Matthew,LaBouliere,,722,"LaBouliere,Matthew","LABOULIERE,MATTHEW",Coast Guard,CGA,1135-2846,1,1,88,88,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,52,0,26,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04518393048656422,79,87
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Norwich,"Parker-Cummings,Fionn",Fionn,Parker-Cummings,,511,"Parker-Cummings,Fionn","PARKER-CUMMINGS,FIONN",Norwich,NOR,1016-5115,1,1,3,3,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,51,0,39,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019325678559616977,80,87
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,USMMA,"Agatep,Xavier",Xavier,Agatep,,724,"Agatep,Xavier","AGATEP,XAVIER",USMMA,MMA,486-2185,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,81,87
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,"Ajayi,Langston",Langston,Ajayi,,398,"Ajayi,Langston","AJAYI,LANGSTON",MIT,MIT,1136-5157,1,0,31,31,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,82,87
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,WPI,"Anderson,Aaron",Aaron,Anderson,,808,"Anderson,Aaron","ANDERSON,AARON",WPI,WPI,1146-4302,1,0,23,23,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,83,86
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,"Auldridge,Graham",Graham,Auldridge,,398,"Auldridge,Graham","AULDRIDGE,GRAHAM",MIT,MIT,1136-5158,1,0,13,13,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,84,86
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,"Bailey,Cooper",Cooper,Bailey,,398,"Bailey,Cooper","BAILEY,COOPER",MIT,MIT,1136-4549,1,1,46,46,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,85,86
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,"Bailey,Michael",Michael,Bailey,,398,"Bailey,Michael","BAILEY,MICHAEL",MIT,MIT,1136-4573,1,0,63,63,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,86,86
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Bartholomew,Jordan",Jordan,Bartholomew,,722,"Bartholomew,Jordan","BARTHOLOMEW,JORDAN",Coast Guard,CGA,1135-3053,1,1,65,65,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,87,86
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Bates,Connor",Connor,Bates,,722,"Bates,Connor","BATES,CONNOR",Coast Guard,CGA,1135-3045,1,0,80,80,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,362,0,1,60.3,,,,,,,,,,,,,,,,,,,,,0.0,88,86
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Bermudez,John",John,Bermudez,,673,"Bermudez,John","BERMUDEZ,JOHN",Springfield,SPR,1140-4988,1,0,79,79,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,89,86
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,WPI,"Bernard,Brendan",Brendan,Bernard,,808,"Bernard,Brendan","BERNARD,BRENDAN",WPI,WPI,1146-4115,1,0,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,90,86
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Brandariz,Dylan",Dylan,Brandariz,,623,"Brandariz,Dylan","BRANDARIZ,DYLAN",Salve Regina,SRU,989-3816,1,0,18,1H,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,91,85
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,USMMA,"Braucht,Gavin",Gavin,Braucht,,724,"Braucht,Gavin","BRAUCHT,GAVIN",USMMA,MMA,486-2345,1,0,88,88,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,92,85
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Brennan,Brooks",Brooks,Brennan,,722,"Brennan,Brooks","BRENNAN,BROOKS",Coast Guard,CGA,1135-2834,1,0,15,15,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,93,85
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Bridgeforth,Jaden",Jaden,Bridgeforth,,673,"Bridgeforth,Jaden","BRIDGEFORTH,JADEN",Springfield,SPR,1140-5265,1,0,41,41,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,94,85
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,"Buckmiller,Xzavier",Xzavier,Buckmiller,,398,"Buckmiller,Xzavier","BUCKMILLER,XZAVIER",MIT,MIT,1136-4551,1,1,65,65,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,95,85
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Burke,Donovan",Donovan,Burke,,623,"Burke,Donovan","BURKE,DONOVAN",Salve Regina,SRU,989-4845,1,0,79,79,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,96,85
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Norwich,"Carcich,Greydon",Greydon,Carcich,,511,"Carcich,Greydon","CARCICH,GREYDON",Norwich,NOR,1016-5154,1,1,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,97,85
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,WPI,"Carr,Griffin",Griffin,Carr,,808,"Carr,Griffin","CARR,GRIFFIN",WPI,WPI,1146-4121,1,0,16,16,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,98,85
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Caruso,Logan",Logan,Caruso,,673,"Caruso,Logan","CARUSO,LOGAN",Springfield,SPR,1140-5271,1,0,39,39,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,99,84
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,WPI,"Chapman,Brady",Brady,Chapman,,808,"Chapman,Brady","CHAPMAN,BRADY",WPI,WPI,1146-4123,1,0,85,85,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100,84
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,WPI,"Ciarniello,Chris",Chris,Ciarniello,,808,"Ciarniello,Chris","CIARNIELLO,CHRIS",WPI,WPI,1146-4310,1,1,50,50,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101,84
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Norwich,"Clancy,Aidan",Aidan,Clancy,,511,"Clancy,Aidan","CLANCY,AIDAN",Norwich,NOR,1016-5133,1,0,28,28,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,102,84
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Norwich,"Cohen,Allen",Allen,Cohen,,511,"Cohen,Allen","COHEN,ALLEN",Norwich,NOR,1016-4572,1,0,48,48,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,213,0,0,53.3,,,,,,,,,,,,,,,,,,,,,0.0,103,84
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Norwich,"Collier,Landen",Landen,Collier,,511,"Collier,Landen","COLLIER,LANDEN",Norwich,NOR,1016-4853,1,1,65,65,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,104,84
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,WPI,"Compito,James",James,Compito,,808,"Compito,James","COMPITO,JAMES",WPI,WPI,1146-3637,1,1,24,24,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,105,84
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,WPI,"Connolly,Kevin",Kevin,Connolly,,808,"Connolly,Kevin","CONNOLLY,KEVIN",WPI,WPI,1146-3847,1,0,30,30,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106,84
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,USMMA,"Creamer,Daniel",Daniel,Creamer,,724,"Creamer,Daniel","CREAMER,DANIEL",USMMA,MMA,486-2187,1,0,8,8,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,107,83
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,WPI,"Currier,Brady",Brady,Currier,,808,"Currier,Brady","CURRIER,BRADY",WPI,WPI,1146-3858,1,0,81,81,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,108,83
