season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,defense_stats,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fumble_stats_number,fumble_stats_number_lost,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,USMMA,"Graham,Aiden",Aiden,Graham,,724,"Graham,Aiden","GRAHAM,AIDEN",USMMA,MMA,486-2169,1,1,14,14,0,0,LB,0,,,,,,,,0,6,0,6,6,2.0,.0,.0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7413395305104817,21,94
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Norwich,"Dixon,Jahmir",Jahmir,Dixon,,511,"Dixon,Jahmir","DIXON,JAHMIR",Norwich,NOR,1016-5499,1,0,12,12,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11,139,1,24,12.6,4,64,0,33,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,2.703503825690089,22,94
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Kinsey,JT",JT,Kinsey,,673,"Kinsey,JT","KINSEY,JT",Springfield,SPR,1140-4071,1,1,11,11,0,0,DL,0,,,,,,,,0,1,5,6,6,.5,.0,.0,0,1,3,0.5,0,1,3,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6415106180226626,23,94
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Jones,Trevor",Trevor,Jones,,623,"Jones,Trevor","JONES,TREVOR",Salve Regina,SRU,989-2530,1,0,26,2F,0,0,DB,0,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.555828790591334,24,94
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Holland,Harrison",Harrison,Holland,,722,"Holland,Harrison","HOLLAND,HARRISON",Coast Guard,CGA,1135-2823,1,1,49,49,0,0,DL,0,,,,,,,,0,2,3,5,5,2.0,.0,.0,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.458596352682048,25,94
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Davis,Stanford",Stanford,Davis,,673,"Davis,Stanford","DAVIS,STANFORD",Springfield,SPR,1140-4053,1,1,24,24,0,FB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,187,194,7,1,62,7.8,187.0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,3,1,,,,,2.2202311339465384,26,93
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Norwich,"Torres,Elijah",Elijah,Torres,,511,"Torres,Elijah","TORRES,ELIJAH",Norwich,NOR,1016-4840,1,1,9,9,0,0,LB,0,,,,,,,,0,3,1,4,4,2.0,.0,.0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1758531748536143,27,93
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Wroe,Toby",Toby,Wroe,,722,"Wroe,Toby","WROE,TOBY",Coast Guard,CGA,1135-2841,1,1,8,8,0,TE,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,4,35,3,24,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,2.042069965840839,28,93
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,"Cadotte,Jaiden",Jaiden,Cadotte,,398,"Cadotte,Jaiden","CADOTTE,JAIDEN",MIT,MIT,1136-4882,1,0,99,99,0,0,DL,0,,,,,,,,0,3,0,3,3,2.0,.0,.0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8931099970251803,29,93
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,USMMA,"Cimino,Angelo",Angelo,Cimino,,724,"Cimino,Angelo","CIMINO,ANGELO",USMMA,MMA,486-2349,1,1,84,84,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,3,79,2,39,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,1.8715016860838423,30,93
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Heenan,Drew",Drew,Heenan,,673,"Heenan,Drew","HEENAN,DREW",Springfield,SPR,1140-4067,1,1,12,12,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,65,2,131,0,4,3,515.1,32.75,43.67,131.0,,,,,,,,,,,,,10,45,53,8,1,28,4.5,45.0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,1.7993102968467907,31,93
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Smith,Ian",Ian,Smith,,722,"Smith,Ian","SMITH,IAN",Coast Guard,CGA,1135-3063,1,1,93,93,0,0,DL,0,,,,,,,,0,1,2,3,3,.5,.0,.0,0,1,3,0.5,0,1,3,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.793281084537361,32,93
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,"Alford,Wyatt",Wyatt,Alford,,398,"Alford,Wyatt","ALFORD,WYATT",MIT,MIT,1136-4576,1,1,11,11,0,0,LB,0,,,,,,,,0,4,3,7,7,1.0,.0,.0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.757383588811154,33,93
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Del Giorno,Rocco",Rocco,Del Giorno,,623,"Del Giorno,Rocco","DEL GIORNO,ROCCO",Salve Regina,SRU,989-4387,1,2,32,32,0,0,S,0,,,,,,,,0,7,4,11,11,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.621657180597128,34,92
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,WPI,"Kundred,Logan",Logan,Kundred,,808,"Kundred,Logan","KUNDRED,LOGAN",WPI,WPI,1146-4139,1,0,43,43,0,0,LB,0,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1.5429260164885872,35,92
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Johnson-Hall,Christian",Christian,Johnson-Hall,,673,"Johnson-Hall,Christian","JOHNSON-HALL,CHRISTIAN",Springfield,SPR,1140-4068,1,0,95,95,0,0,DL,0,,,,,,,,0,0,2,2,2,.5,.0,.0,0,1,2,0.5,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5105379067089275,36,92
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Moore,Cornelius",Cornelius,Moore,,673,"Moore,Cornelius","MOORE,CORNELIUS",Springfield,SPR,1140-5303,1,1,14,14,0,0,DB,0,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3762398603229558,37,92
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,USMMA,"Mustain,Bubba",Bubba,Mustain,,724,"Mustain,Bubba","MUSTAIN,BUBBA",USMMA,MMA,486-2376,1,1,3,3,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,39,3,114,1,9,6,260.8,12.67,19.00,114.0,,,,,,,,,,,,,18,85,86,1,1,16,4.7,85.0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,1.3082488303427575,38,92
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,USMMA,"Morganti,Dante",Dante,Morganti,,724,"Morganti,Dante","MORGANTI,DANTE",USMMA,MMA,486-2375,1,1,34,34,0,0,DB,0,,,,,,,,0,3,2,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2405134521089298,39,92
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,USMMA,"Orcesi,Armondo",Armondo,Orcesi,,724,"Orcesi,Armondo","ORCESI,ARMONDO",USMMA,MMA,486-2178,1,1,47,47,0,0,DL,0,,,,,,,,0,0,4,4,4,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1.1923196345531406,40,92
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Hubert,Lucas",Lucas,Hubert,,722,"Hubert,Lucas","HUBERT,LUCAS",Coast Guard,CGA,1135-3066,1,0,99,99,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,185,0,0,61.7,,,,,,5,206,54,0,0,2,2,2,41.2,,,,,,,1.1405243224660824,41,92
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Norwich,"McGrath,Madux",Madux,McGrath,,511,"McGrath,Madux","MCGRATH,MADUX",Norwich,NOR,1016-4557,1,1,29,29,0,0,DB,0,,,,,,,,0,3,6,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0561708249402606,42,91
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Norwich,"Stone,Corey",Corey,Stone,,511,"Stone,Corey","STONE,COREY",Norwich,NOR,1016-4559,1,1,0,0,0,0,DB,0,,,,,,,,0,3,6,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0561708249402606,43,91
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,SUNY Maritime,"Wareham,Simon",Simon,Wareham,,478,"Wareham,Simon","WAREHAM,SIMON",SUNY Maritime,MAR,0,1,1,23,23,0,0,DB,0,,,,,,,,0,6,3,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0561708249402606,44,91
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Barcello,Bradley",Bradley,Barcello,,673,"Barcello,Bradley","BARCELLO,BRADLEY",Springfield,SPR,1140-3994,1,1,6,6,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,33,0,33,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,135,139,4,1,49,12.3,135.0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,1.0185058323830771,45,91
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Burns,Sean",Sean,Burns,,722,"Burns,Sean","BURNS,SEAN",Coast Guard,CGA,1135-3044,1,1,7,7,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,64,3,273,1,42,28,140.1,6.50,9.75,273.0,,,,,,,,,,,,,11,24,28,4,1,12,2.2,24.0,0,2,0,0,0,1,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,0.9940986603552875,46,91
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,WPI,"Andrews,Patrick",Patrick,Andrews,,808,"Andrews,Patrick","ANDREWS,PATRICK",WPI,WPI,1146-3639,1,1,44,44,0,0,LB,0,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9577702742804961,47,91
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,WPI,"Doherty,Michael",Michael,Doherty,,808,"Doherty,Michael","DOHERTY,MICHAEL",WPI,WPI,1146-3643,1,1,8,8D,0,0,LB,0,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9577702742804961,48,91
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Cuellar,Jael",Jael,Cuellar,,722,"Cuellar,Jael","CUELLAR,JAEL",Coast Guard,CGA,1135-2833,1,1,9,9,0,0,DB,0,,,,,,,,0,5,1,6,6,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8412908512188401,49,91
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Delevan,Blake",Blake,Delevan,,722,"Delevan,Blake","DELEVAN,BLAKE",Coast Guard,CGA,1135-2837,1,1,17,17,0,0,DB,0,,,,,,,,0,4,2,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,19,0,19,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7831458522524675,50,90
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Gonzalez,Nick",Nick,Gonzalez,,673,"Gonzalez,Nick","GONZALEZ,NICK",Springfield,SPR,1140-4063,1,1,2,2,0,0,DB,0,,,,,,,,0,5,3,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7734276471118268,51,90
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,SUNY Maritime,"Quartarolo,Sebastian",Sebastian,Quartarolo,,478,"Quartarolo,Sebastian","QUARTAROLO,SEBASTIAN",SUNY Maritime,MAR,0,1,1,88,88,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,80,0,28,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7692149844410856,52,90
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Hayes,Jesse",Jesse,Hayes,,623,"Hayes,Jesse","HAYES,JESSE",Salve Regina,SRU,989-4109,1,0,24,2D,0,0,LB,0,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7428903005590755,53,90
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Aviles,Will",Will,Aviles,,673,"Aviles,Will","AVILES,WILL",Springfield,SPR,1140-4044,1,1,27,27,0,0,DB,0,,,,,,,,0,3,0,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6750270964520624,54,90
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"Lamb,Garrett",Garrett,Lamb,,722,"Lamb,Garrett","LAMB,GARRETT",Coast Guard,CGA,1135-3046,1,0,20,20,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,68,0,28,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6607575810245573,55,90
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Norwich,"Ells,Harry",Harry,Ells,,511,"Ells,Harry","ELLS,HARRY",Norwich,NOR,1016-4873,1,0,98,98,0,0,DL,0,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6264108774974192,56,90
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,"Peterson,Nick",Nick,Peterson,,673,"Peterson,Nick","PETERSON,NICK",Springfield,SPR,1140-4086,1,1,44,44,0,0,LB,0,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6264108774974192,57,90
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,"McClure,Caleb",Caleb,McClure,,722,"McClure,Caleb","MCCLURE,CALEB",Coast Guard,CGA,1135-3298,1,0,98,98,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,0,2,0,0,0,0,0,0,11,11,11,,,,,,2,2,31,0,100.0,,,,,,,,,,,,,,,,0.6052239033207524,58,89
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Chapman,Spencer",Spencer,Chapman,,623,"Chapman,Spencer","CHAPMAN,SPENCER",Salve Regina,SRU,989-4096,1,1,5,5,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,4,79,1,33,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,0.5631703215411691,59,89
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Norwich,"McFarland,Connor",Connor,McFarland,,511,"McFarland,Connor","MCFARLAND,CONNOR",Norwich,NOR,1016-4831,1,1,15,15,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,72,0,37,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5623489690255081,60,89
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"McKenna,Brody",Brody,McKenna,,623,"McKenna,Brody","MCKENNA,BRODY",Salve Regina,SRU,989-4118,1,1,2,2Z,0,0,S,0,,,,,,,,0,1,6,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49068446928339327,61,89
2026-27,football,New England Women's and Men's Athletic Conference (NEWMAC),newmac,SUNY Maritime,"Siebert,Luca",Luca,Siebert,,478,"Siebert,Luca","SIEBERT,LUCA",SUNY Maritime,MAR,0,1,1,27,27,0,0,DB,0,,,,,,,,0,5,2,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49068446928339327,62,89
