season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Freund, Colton",Colton,Freund,,750,"Freund, Colton","FREUND,COLTON",Wartburg,WAR,1048-6152,0,0,52,0,52,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Svoboda, Joseph",Joseph,Svoboda,,750,"Svoboda, Joseph","SVOBODA,JOSEPH",Wartburg,WAR,1048-5763,3,3,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,270:00,0,.00,.00,,24,2,0,1,1,.769,1.00,10,3,270:00,3,3,1.00,0.769,.333,3.33
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Eckert, Henry",Henry,Eckert,,750,"Eckert, Henry","ECKERT,HENRY",Wartburg,WAR,1048-5366,0,0,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Flores, Abraham",Abraham,Flores,,750,"Flores, Abraham","FLORES,ABRAHAM",Wartburg,WAR,1048-5760,0,0,41,0,41,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Whitlow, Blake",Blake,Whitlow,,750,"Whitlow, Blake","WHITLOW,BLAKE",Wartburg,WAR,1048-5378,3,3,2,0,2,0,0,1,2,2,0,1,0,0,.67,.33,.67,.333,.000,0,0,0,0,1,0,1,.333,2,0,1,0,.67,.33,.00,.00,0,,267:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Fry, Kadin",Kadin,Fry,,750,"Fry, Kadin","FRY,KADIN",Wartburg,WAR,1048-5367,3,3,3,0,3,0,0,0,0,1,1,0,0,0,.00,.00,.33,.000,.333,0,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,187:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Benzing, Brady",Brady,Benzing,,750,"Benzing, Brady","BENZING,BRADY",Wartburg,WAR,1048-5361,1,0,4,0,4,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,04:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Kvalheim, Simen",Simen,Kvalheim,,750,"Kvalheim, Simen","KVALHEIM,SIMEN",Wartburg,WAR,1048-6163,3,0,5,0,5,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Chickering, Jacob",Jacob,Chickering,,750,"Chickering, Jacob","CHICKERING,JACOB",Wartburg,WAR,1048-5758,3,3,6,0,6,0,0,1,5,3,1,1,0,0,1.67,.33,1.00,.333,.333,0,1,0,0,0,0,0,.000,1,0,1,0,.33,.33,.00,.00,0,,209:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Mendez, Maximus",Maximus,Mendez,,750,"Mendez, Maximus","MENDEZ,MAXIMUS",Wartburg,WAR,1048-5761,0,0,7,0,7,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Udelhoefen, Sawyer",Sawyer,Udelhoefen,,750,"Udelhoefen, Sawyer","UDELHOEFEN,SAWYER",Wartburg,WAR,1048-6162,3,0,8,0,8,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,87:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Sheets, Joel",Joel,Sheets,,750,"Sheets, Joel","SHEETS,JOEL",Wartburg,WAR,1048-6157,1,0,9,0,9,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,15:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Gembo, Flori",Flori,Gembo,,750,"Gembo, Flori","GEMBO,FLORI",Wartburg,WAR,1048-5368,3,3,10,0,10,0,0,6,8,3,1,1,0,0,2.67,2.00,1.00,.333,.333,5,0,0,0,0,0,0,.000,4,0,0,0,1.33,.00,.00,.00,0,,241:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Sanchez, Diego",Diego,Sanchez,,750,"Sanchez, Diego","SANCHEZ,DIEGO",Wartburg,WAR,1048-5762,3,3,11,0,11,0,0,2,2,2,0,1,0,0,.67,.67,.67,.333,.000,1,0,0,0,0,0,0,.000,4,0,1,0,1.33,.33,.00,.00,0,,135:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Grant, Mason",Mason,Grant,,750,"Grant, Mason","GRANT,MASON",Wartburg,WAR,1048-6166,0,0,12,0,12,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Torres, Garrison",Garrison,Torres,,750,"Torres, Garrison","TORRES,GARRISON",Wartburg,WAR,1048-6154,0,0,13,0,13,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Bormann, Devin",Devin,Bormann,,750,"Bormann, Devin","BORMANN,DEVIN",Wartburg,WAR,1048-5362,3,3,14,0,14,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,201:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Mmunga, Alima",Alima,Mmunga,,750,"Mmunga, Alima","MMUNGA,ALIMA",Wartburg,WAR,1048-4959,3,3,15,0,15,0,0,5,8,3,1,1,0,0,2.67,1.67,1.00,.333,.333,4,0,0,0,1,1,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,239:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Hunn, Brendan",Brendan,Hunn,,750,"Hunn, Brendan","HUNN,BRENDAN",Wartburg,WAR,1048-6150,0,0,16,0,16,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Kabula, Lwings",Lwings,Kabula,,750,"Kabula, Lwings","KABULA,LWINGS",Wartburg,WAR,1048-5369,3,3,17,0,17,0,0,1,7,2,2,0,0,0,2.33,.33,.67,.000,.667,1,0,0,0,0,0,0,.000,4,0,0,0,1.33,.00,.00,.00,0,,198:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,American Rivers Conference (ARC),arc,Wartburg,"Kay, Carson",Carson,Kay,,750,"Kay, Carson","KAY,CARSON",Wartburg,WAR,1048-5370,3,2,18,0,18,0,0,0,2,0,0,0,0,0,.67,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,1,0,.67,.33,.00,.00,0,,241:00,0,.00,.00,,,,,,,,,,,,,,,,,
