season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Ohio Athletic Conference (OAC),oac,Mount Union,"Lehman, Jaired",Jaired,Lehman,,452,"Lehman, Jaired",0,025UMUBB,31,31,,,120,28,47,43,15,1,6,19,0,4,22,4,4,1,1,1,0,0,0,0,0,1,0,0.486,82,145,5,.800,.392,.683,168,22,2,0,0,10,1,18,0,192,.990,11,.909,,2,7,33,18,"20,40",0.50,20,40,"30,70",0.43,30,70,"25,58",0.43,25,58,"4,18",0.22,4,18,0,0,0,0,"11,29","12,17","49,78",3,0,0,0,1,0,0,0,7,23,0,,Mount Union,25UMUBB,0,False,30,1,6,3,1,0,0,0,0,0,28.1,19,9,12,26,4,0,0,2.86,114,131,2,1,0,3,0,0,0,4,.263,25,31,1,"14,30","15,62","4,20",0,"7,34",11.250102227083747,1,99,batting
2025-26,baseball,Ohio Athletic Conference (OAC),oac,Muskingum,Weston Melick,Weston,Melick,,455,Weston Melick,0,0MUS,32,32,,,121,33,45,39,11,2,7,13,1,5,24,4,6,3,6,1,0,0,0,1,0,1,0,0.450,81,146,9,.667,.372,.669,271,18,2,0,0,0,0,25,0,291,.993,0,.000,,2,5,27,29,"13,42",0.31,13,42,"21,67",0.31,21,67,"15,48",0.31,15,48,"7,20",0.35,7,20,0,0,0,0,"17,30","9,14","42,79",22,0,0,0,0,0,0,0,13,33,0,,Muskingum,MUS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.239613077148785,2,99,batting
2025-26,baseball,Ohio Athletic Conference (OAC),oac,Mount Union,"Tsouras, Chris",Chris,Tsouras,,452,"Tsouras, Chris",0,025UMUBB,36,35,,,139,33,47,43,8,3,9,11,0,8,41,12,3,0,1,3,0,0,0,0,0,1,0,0.410,88,162,3,1.000,.338,.633,69,2,1,0,0,0,0,0,0,72,.986,0,.000,,6,7,27,23,"15,48",0.31,15,48,"27,84",0.32,27,84,"17,62",0.27,17,62,"8,21",0.38,8,21,0,0,0,0,"17,28","11,17","48,93",26,0,0,0,0,0,0,0,14,41,0,,Mount Union,25UMUBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.977792754201445,3,99,batting
2025-26,baseball,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Dennis Ritlinger-nir,Dennis,Ritlinger-nir,,46,Dennis Ritlinger-nir,0,0BALDWIN,39,36,,,126,27,43,37,14,1,8,18,2,5,28,6,5,4,1,1,0,0,0,0,1,2,0,0.440,83,151,9,.556,.341,.659,64,0,2,0,0,0,0,0,0,66,.970,0,.000,,4,2,19,33,"18,57",0.32,18,57,"30,73",0.41,30,73,"21,49",0.43,21,49,"4,17",0.24,4,17,0,0,0,0,"8,23","6,9","41,79",2,0,0,0,11,0,0,0,6,33,0,,Baldwin Wallace,BALDWIN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.698937999899787,4,98,batting
2025-26,baseball,Ohio Athletic Conference (OAC),oac,Capital,Robby Harrison,Robby,Harrison,,117,Robby Harrison,0,0CAPITAL,27,25,,,95,24,38,27,6,3,4,12,0,6,28,6,1,1,0,1,0,0,0,1,1,1,0,0.491,62,114,2,.500,.400,.653,131,31,3,5,0,35,10,1,0,165,.982,45,.778,,3,1,11,16,"7,29",0.24,7,29,"23,50",0.46,23,50,"16,36",0.44,16,36,"9,17",0.53,9,17,0,0,0,0,"13,24","6,10","30,56",14,0,0,0,1,0,0,0,1,26,0,,Capital,CAPITAL,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.665223217702543,5,98,batting
2025-26,baseball,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Kilbane Mally,Kilbane,Mally,,46,Kilbane Mally,0,0BALDWIN,32,32,,,117,27,45,36,13,1,3,21,0,6,12,3,4,1,0,4,0,0,0,3,0,4,0,0.486,69,148,5,.800,.385,.590,271,14,4,0,0,0,0,20,0,289,.986,0,.000,,3,5,27,35,"19,41",0.46,19,41,"31,71",0.44,31,71,"22,50",0.44,22,50,"9,17",0.53,9,17,0,0,0,0,"8,20","13,15","54,84",3,0,0,0,0,0,0,0,14,21,0,,Baldwin Wallace,BALDWIN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.166067166935598,6,98,batting
2025-26,baseball,Ohio Athletic Conference (OAC),oac,Muskingum,Tobie Teke,Tobie,Teke,,455,Tobie Teke,0,0MUS,31,31,,,104,32,40,24,7,1,3,33,2,9,15,5,27,3,4,2,0,0,0,2,1,2,0,0.554,58,152,30,.900,.385,.558,38,4,1,0,0,0,0,0,0,43,.977,0,.000,,2,4,27,28,"14,38",0.37,14,38,"20,57",0.35,20,57,"16,40",0.40,16,40,"9,21",0.43,9,21,0,0,0,0,"20,36","11,13","51,78",35,0,0,0,0,0,0,0,15,18,0,,Muskingum,MUS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7945393953009665,7,97,batting
2025-26,baseball,Ohio Athletic Conference (OAC),oac,Ohio Northern,Devon Morris,Devon,Morris,,517,Devon Morris,0,0ONU,37,37,,,119,29,36,30,5,5,7,26,0,6,32,9,12,3,0,2,0,0,0,1,1,1,0,0.444,72,153,15,.800,.303,.605,27,2,3,0,0,0,0,0,0,32,.906,0,.000,,2,4,28,22,"11,47",0.23,11,47,"20,72",0.28,20,72,"13,46",0.28,13,46,"3,12",0.25,3,12,0,0,0,0,"14,31","8,11","46,91",13,0,0,0,0,0,0,0,10,37,0,,Ohio Northern,ONU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.424349820280505,8,97,batting
2025-26,baseball,Ohio Athletic Conference (OAC),oac,Capital,Bryce Kyees,Bryce,Kyees,,117,Bryce Kyees,0,0CAPITAL,32,32,,,104,17,39,31,6,1,2,26,0,2,18,7,2,1,0,1,0,0,0,1,2,1,0,0.504,53,133,3,.667,.375,.510,272,10,6,0,0,0,0,12,0,288,.979,0,.000,,1,6,20,26,"13,39",0.33,13,39,"23,59",0.39,23,59,"16,44",0.36,16,44,"6,19",0.32,6,19,0,0,0,0,"11,25","8,10","42,71",49,0,0,0,0,0,0,0,5,29,0,,Capital,CAPITAL,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.580562316356729,9,97,batting
2025-26,baseball,Ohio Athletic Conference (OAC),oac,Marietta,Nick Bonnizzio,Nick,Bonnizzio,,385,Nick Bonnizzio,0,0MAR,24,24,,,103,16,39,26,9,1,4,8,3,1,10,9,5,0,2,2,0,0,0,0,0,0,0,0.421,62,116,5,1.000,.379,.602,127,22,3,0,0,0,0,13,0,152,.980,0,.000,,2,0,31,25,"13,29",0.45,13,29,"23,57",0.40,23,57,"14,35",0.40,14,35,"6,18",0.33,6,18,0,0,0,0,"5,19","5,7","39,61",33,0,0,0,0,0,0,0,18,12,0,,Marietta,MAR,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.566805065648996,10,96,batting
2025-26,baseball,Ohio Athletic Conference (OAC),oac,Otterbein,Nolan James,Nolan,James,,531,Nolan James,0,0OTTERBEI,26,19,,,81,20,30,18,5,1,4,11,1,4,17,3,5,1,0,0,0,0,0,0,1,0,0,0.469,49,96,6,.833,.370,.605,53,1,4,0,0,0,0,0,0,58,.931,0,.000,,7,4,18,9,"12,29",0.41,12,29,"17,46",0.37,17,46,"10,28",0.36,10,28,"5,8",0.63,5,8,0,0,0,0,"10,22","4,7","33,54",2,0,0,0,16,0,0,0,8,17,0,,Otterbein,OTTERBEI,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.427342287166492,11,96,batting
