conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,z_per_set_stats_points,z_per_set_stats_kills,z_per_set_stats_assists,z_per_set_stats_blocks,z_per_set_stats_aces,z_per_set_stats_digs,z_attack_stats_errors,z_serve_stats_errors,composite_score,rank,rating
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Misericordia,"Schuda, Jenna",0,,18,116,43,0.297,461.0,33.0,170.0,966.0,49.0,2703.0,0.0,73.0,59.0,443.0,0.0,0.0,4.0,0.0,298.0,35.0,5.0,27.0,8.0,265.0,0.0,1.47,8.33,2.57,0.3,0.63,2.28,1.1216093814165626,0.6811541044999883,4.438493777371223,0.3453277907777269,2.608269497447223,1.2880240519503265,-0.044719476994260654,3.149718018117843,5.56157873238169,1,99
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Pringle, Hannah",0,,23,111,62,0.284,1208.0,131.0,474.0,5.0,3.0,45.0,0.0,3.0,9.0,90.0,0.0,0.0,454.0,29.0,158.0,36.0,0.0,33.0,3.0,496.5,0.0,4.27,0.05,1.42,0.32,0.03,4.47,3.283994751258592,3.7655014374519014,-0.43601822764614295,0.42342724050636055,-0.7971359522890021,0.21079680489844022,2.2581058922987864,-0.300635449419536,5.5587857716768125,2,95
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Misericordia,"McCaffrey, Keira",0,,13,114,41,0.408,512.0,52.0,261.0,23.0,9.0,102.0,0.0,38.0,39.0,406.0,0.0,0.0,5.0,0.0,80.0,122.0,7.0,75.0,47.0,384.0,0.0,2.29,0.2,0.7,1.07,0.33,3.37,2.197865113438395,1.5844272520073344,-0.3477118507436544,3.352156605330121,0.9055667725791106,-0.46364112369056687,0.4017466660319423,1.7695766311028915,4.921867539055455,3,94
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Lebanon Valley,Mattea Penner,0,,1,99,28,0.248,835.0,115.0,322.0,21.0,5.0,130.0,0.0,39.0,37.0,407.0,0.0,0.0,566.0,49.0,274.0,22.0,6.0,16.0,6.0,375.0,0.0,3.25,0.21,2.77,0.22,0.39,3.79,2.6125691569697427,2.641917766162276,-0.34182475895015524,0.03292999186319251,1.246107317552733,1.4753679210028285,1.8821344034346155,1.6315624924013963,4.865175287805805,4,93
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,DeSales,"Reimer, Allison",0,,18,115,37,0.195,918.0,126.0,305.0,16.0,0.0,114.0,0.0,56.0,21.0,471.0,0.0,0.0,648.0,58.0,367.0,46.0,2.0,41.0,5.0,386.5,0.0,2.65,0.14,3.19,0.4,0.49,3.36,2.1879912076400294,1.9809861948154375,-0.38303440150464985,0.735825039420895,1.8136748925087705,1.8687900460130826,2.140614802028733,0.527449382789435,4.622671612122126,5,92
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Stevenson,"Viglietta, Giulia",0,,14,107,54,0.22,902.0,95.0,293.0,22.0,0.0,91.0,0.0,30.0,21.0,398.0,0.0,0.0,617.0,45.0,318.0,56.0,3.0,49.0,7.0,354.5,0.0,2.74,0.21,2.97,0.52,0.28,3.31,2.1386216786482026,2.0801259305174638,-0.34182475895015524,1.2044217377926967,0.6217829851010919,1.6627117900553308,1.4121700423544017,0.527449382789435,4.529050631392875,6,91
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Hood,"Ofoegbu, Ann",0,,22,102,30,0.137,984.0,185.0,320.0,9.0,3.0,87.0,0.0,48.0,34.0,354.0,0.0,0.0,401.0,52.0,210.0,28.0,5.0,24.0,4.0,384.0,0.0,3.14,0.09,2.06,0.27,0.47,3.76,2.5829474395746463,2.5207469780820224,-0.412469860472146,0.22817861618477658,1.7001613775175628,0.8102971858664466,3.527009667215363,1.4245412843491536,4.5009351994450135,7,90
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Stevens,Alyssa O'Neal,0,,20,85,36,0.216,705.0,111.0,263.0,14.0,1.0,105.0,0.0,22.0,23.0,308.0,0.0,0.0,371.0,23.0,232.0,24.0,5.0,20.0,4.0,299.0,0.0,3.09,0.16,2.73,0.28,0.26,3.52,2.3459737004138765,2.4656693471364526,-0.37126021791765135,0.26722834104909343,0.5082694701098842,1.4378991471923281,1.7881415312185727,0.6654635214909301,4.3679751343462225,8,89
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Stevenson,"Lenz, Rachel",0,,6,98,48,0.205,761.0,104.0,260.0,7.0,2.0,48.0,0.0,51.0,51.0,348.0,0.0,0.0,564.0,47.0,210.0,35.0,5.0,29.0,6.0,331.5,0.0,2.65,0.07,2.14,0.36,0.52,3.38,2.20773901923676,1.9809861948154375,-0.4242440440591445,0.5796261399636277,1.983945164995582,0.8852347334874475,1.623654004840498,2.597661463311862,4.258184420706246,9,89
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Messiah,"Adams, Makenzie",0,,16,103,29,0.116,1095.0,203.0,330.0,25.0,1.0,117.0,0.0,31.0,54.0,364.0,0.0,0.0,573.0,46.0,306.0,32.0,2.0,28.0,4.0,379.0,0.0,3.2,0.24,2.97,0.31,0.3,3.68,2.5039561931877237,2.5868401352167063,-0.3241634835696575,0.38437751564204375,0.7352965000922992,1.6627117900553308,3.9499775921875555,2.804682671364105,4.210451731017146,10,88
