season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,composite_score,global_rank,rating
2026-27,wvball,Empire 8 (E8),e8,St. John Fisher,"Noble, Kaylene",Kaylene,Noble,,601,"Noble, Kaylene","NOBLE, KAYLENE",St. John Fisher,SJF,1009-5815,17,6,10,0,10,0,,,,,,,2.65,0.12,1.65,0.24,0.35,3.12,.177,141,20,45,2,2,21,0,6,4,41,0,0,116,9,28,4,0,4,0,53,0,5.92552895276431,12,96
2026-27,wvball,Empire 8 (E8),e8,Keuka,"Castañeda, Alessandra",Alessandra,Castañeda,,1159,"Castañeda, Alessandra","CASTAñEDA, ALESSANDRA",Keuka,Keuka,1241-1802,17,6,7,0,7,0,,,,,,,2.00,0.00,2.82,0.06,0.82,2.88,.015,137,32,34,0,0,19,0,14,19,68,0,0,103,10,48,1,0,0,1,49,0,5.800846632734948,13,95
2026-27,wvball,Empire 8 (E8),e8,Geneseo,"Barba, Kathryn",Kathryn,Barba,,247,"Barba, Kathryn","BARBA, KATHRYN",Geneseo,Genes,1171-2421,11,3,13,0,13,0,,,,,,,2.82,0.00,1.82,0.18,0.27,3.23,.134,97,18,31,0,0,6,0,3,2,30,0,0,46,4,20,2,0,1,1,35.5,0,5.591711863133392,14,95
2026-27,wvball,Empire 8 (E8),e8,Hartwick,"Gracias, Isabella",Isabella,Gracias,,273,"Gracias, Isabella","GRACIAS, ISABELLA",Hartwick,Hart,1005-3056,10,4,14,0,14,0,,,,,,,2.50,0.00,0.30,0.60,0.00,2.85,.227,75,8,25,0,0,3,0,0,0,0,0,0,1,0,3,6,0,5,1,28.5,0,5.439492985714492,15,94
2026-27,wvball,Empire 8 (E8),e8,Hartwick,"Keoviengsamay, Thylia",Thylia,Keoviengsamay,,273,"Keoviengsamay, Thylia","KEOVIENGSAMAY, THYLIA",Hartwick,Hart,1005-3418,11,4,17,0,17,0,,,,,,,1.00,9.18,2.64,0.36,0.27,1.45,.500,20,1,11,101,1,290,0,3,6,36,0,0,0,0,29,4,0,4,0,16,0,5.340945887897215,16,94
2026-27,wvball,Empire 8 (E8),e8,Poly,"McCourt, Catherine",Catherine,McCourt,,9500,"McCourt, Catherine","MCCOURT, CATHERINE",Poly,SPI,1192-1479,6,3,13,0,13,0,,,,,,,1.67,0.33,1.83,0.17,0.67,2.42,.182,44,2,10,2,2,24,0,4,0,25,0,0,40,1,11,1,0,1,0,14.5,0,5.1477985619049464,17,94
2026-27,wvball,Empire 8 (E8),e8,Russell Sage,"Trama, Emily",Emily,Trama,,11036,"Trama, Emily","TRAMA, EMILY",Russell Sage,RSCWVB,0,11,3,10,0,10,0,,,,,,,3.09,0.00,0.09,0.36,0.00,3.27,.240,96,11,34,0,0,4,0,0,0,0,0,0,0,0,1,4,0,4,0,36,0,5.132683915115225,18,94
2026-27,wvball,Empire 8 (E8),e8,Poly,"Southwick, Grace",Grace,Southwick,,9500,"Southwick, Grace","SOUTHWICK, GRACE",Poly,SPI,1192-1291,6,3,4,0,4,0,,,,,,,2.17,2.00,2.50,0.00,0.33,2.50,.286,35,3,13,12,0,56,0,2,4,21,0,0,2,0,15,0,0,0,0,15,0,4.8331327943839995,19,93
2026-27,wvball,Empire 8 (E8),e8,Russell Sage,"Curry, Emma",Emma,Curry,,11036,"Curry, Emma","CURRY, EMMA",Russell Sage,RSCWVB,0,11,0,3,0,3,0,,,,,,,0.18,1.27,4.18,0.00,0.64,0.82,.500,4,0,2,14,0,52,0,7,4,42,0,0,91,10,46,0,0,0,0,9,0,4.53217937222991,20,93
2026-27,wvball,Empire 8 (E8),e8,Hartwick,"Palladino, Sophia",Sophia,Palladino,,273,"Palladino, Sophia","PALLADINO, SOPHIA",Hartwick,Hart,1005-3057,9,4,15,0,15,0,,,,,,,2.11,0.11,3.56,0.11,0.11,2.28,.065,77,14,19,1,0,7,0,1,0,27,0,0,65,10,32,1,1,1,0,20.5,0,4.454641349593714,21,93
2026-27,wvball,Empire 8 (E8),e8,St. John Fisher,"Gutman, Ana",Ana,Gutman,,601,"Gutman, Ana","GUTMAN, ANA",St. John Fisher,SJF,1009-5819,13,5,16,0,16,0,,,,,,,1.38,0.00,0.62,0.69,0.00,1.81,.231,52,6,18,0,0,10,0,0,0,0,0,0,1,1,8,9,1,7,2,23.5,0,4.194145628471704,22,93
2026-27,wvball,Empire 8 (E8),e8,Russell Sage,"Weiher, Cassidy",Cassidy,Weiher,,11036,"Weiher, Cassidy","WEIHER, CASSIDY",Russell Sage,RSCWVB,0,11,4,12,0,12,0,,,,,,,1.45,5.27,3.18,0.09,0.36,1.86,.057,53,13,16,58,1,187,0,4,7,29,0,0,0,0,35,1,1,1,0,20.5,1,3.7748388212276245,23,92
2026-27,wvball,Empire 8 (E8),e8,Nazareth,"Ziober, Lake",Lake,Ziober,,461,"Ziober, Lake","ZIOBER, LAKE",Nazareth,Naz,1007-5295,3,0,17,0,17,0,,,,,,,1.00,0.00,0.00,0.67,0.00,1.33,.429,7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,4.0,0,3.718146093681309,24,92
2026-27,wvball,Empire 8 (E8),e8,Geneseo,"Elder, Cory",Cory,Elder,,247,"Elder, Cory","ELDER, CORY",Geneseo,Genes,1171-2197,9,3,6,0,6,0,,,,,,,1.89,0.11,0.44,0.44,0.00,2.17,.243,37,8,17,1,0,3,0,0,2,14,0,0,0,0,4,4,3,3,1,19.5,0,3.714402822721826,25,92
2026-27,wvball,Empire 8 (E8),e8,St. John Fisher,"Croft, Ashlen",Ashlen,Croft,,601,"Croft, Ashlen","CROFT, ASHLEN",St. John Fisher,SJF,1009-6099,6,1,25,0,25,0,,,,,,,1.00,0.00,0.00,0.67,0.00,1.33,.417,12,1,6,0,0,3,0,0,0,9,0,0,0,0,0,4,1,4,0,8,0,3.6722566994788086,26,92
2026-27,wvball,Empire 8 (E8),e8,Keuka,"Chorney, Addisyn",Addisyn,Chorney,,1159,"Chorney, Addisyn","CHORNEY, ADDISYN",Keuka,Keuka,1241-1803,17,4,19,0,19,0,,,,,,,1.59,0.06,1.06,0.29,0.24,2.00,.165,91,12,27,1,2,10,0,4,0,11,0,0,6,0,18,5,1,4,1,34,0,3.4431670700690766,27,91
2026-27,wvball,Empire 8 (E8),e8,Keuka,"Rodriguez, Gabby",Gabby,Rodriguez,,1159,"Rodriguez, Gabby","RODRIGUEZ, GABBY",Keuka,Keuka,1241-1696,17,0,5,0,5,0,,,,,,,0.18,0.76,4.94,0.00,0.41,0.59,.250,12,0,3,13,0,48,0,7,4,86,0,0,119,9,84,0,0,0,0,10,0,3.3221967381644895,28,91
2026-27,wvball,Empire 8 (E8),e8,Geneseo,"Gagnier, Zooey",Zooey,Gagnier,,247,"Gagnier, Zooey","GAGNIER, ZOOEY",Geneseo,Genes,1171-2200,11,0,1,0,1,0,,,,,,,0.27,0.64,3.18,0.00,0.36,0.64,.600,5,0,3,7,0,37,0,4,3,32,0,0,66,3,35,0,0,0,0,7,0,3.32093082559827,29,91
2026-27,wvball,Empire 8 (E8),e8,Hartwick,"Garback, Samantha",Samantha,Garback,,273,"Garback, Samantha","GARBACK, SAMANTHA",Hartwick,Hart,1005-3416,10,4,3,0,3,0,,,,,,,1.30,0.00,0.10,0.50,0.00,1.60,.393,28,2,13,0,1,2,0,0,0,0,0,0,0,0,1,5,1,4,1,16,0,3.307635671361389,30,91
2026-27,wvball,Empire 8 (E8),e8,Hartwick,"Lesinski, Maya",Maya,Lesinski,,273,"Lesinski, Maya","LESINSKI, MAYA",Hartwick,Hart,1005-3652,9,0,7,0,7,0,,,,,,,1.89,0.11,2.00,0.00,0.33,2.22,.091,55,12,17,1,2,10,0,3,6,31,0,0,41,8,18,0,0,0,0,20,0,3.2221665785419242,31,90
2026-27,wvball,Empire 8 (E8),e8,Keuka,"Linderman, Kayla",Kayla,Linderman,,1159,"Linderman, Kayla","LINDERMAN, KAYLA",Keuka,Keuka,1241-1952,4,2,18,0,18,0,,,,,,,0.75,0.00,0.50,0.75,0.00,1.38,.200,10,1,3,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,2,5.5,0,3.1899202568184197,32,90
2026-27,wvball,Empire 8 (E8),e8,Elmira,"McFarlan, Averleigh",Averleigh,McFarlan,,213,"McFarlan, Averleigh","MCFARLAN, AVERLEIGH",Elmira,Elmira,1004-2791,13,3,17,0,17,0,,,,,,,2.23,0.15,0.54,0.08,0.38,2.65,.054,93,24,29,2,2,17,0,5,5,30,0,0,38,4,7,1,0,1,0,34.5,0,3.172844336911714,33,90
2026-27,wvball,Empire 8 (E8),e8,Nazareth,"Wade, Anna",Anna,Wade,,461,"Wade, Anna","WADE, ANNA",Nazareth,Naz,1007-5292,4,1,3,0,3,0,,,,,,,0.75,0.00,0.75,0.75,0.00,1.13,.091,11,2,3,0,0,3,0,0,1,3,0,0,0,0,3,3,0,3,0,4.5,0,2.960372379889437,34,90
2026-27,wvball,Empire 8 (E8),e8,Utica,"Kumpon, Olivia",Olivia,Kumpon,,733,"Kumpon, Olivia","KUMPON, OLIVIA",Utica,Utica,1010-8007,3,0,6,0,6,0,,,,,,,1.67,0.00,0.67,0.00,0.00,1.67,.667,6,1,5,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,2.8617340235549076,35,89
2026-27,wvball,Empire 8 (E8),e8,Russell Sage,"Salvione, Allie",Allie,Salvione,,11036,"Salvione, Allie","SALVIONE, ALLIE",Russell Sage,RSCWVB,0,6,1,5,0,5,0,,,,,,,0.83,0.00,1.17,0.00,0.83,1.67,.150,20,2,5,0,0,5,0,5,2,27,0,0,32,6,7,0,0,0,0,10,0,2.758114443309639,36,89
2026-27,wvball,Empire 8 (E8),e8,Russell Sage,"Alcarcon, Marianna",Marianna,Alcarcon,,11036,"Alcarcon, Marianna","ALCARCON, MARIANNA",Russell Sage,RSCWVB,0,11,4,13,0,13,0,,,,,,,0.91,0.00,0.45,0.55,0.00,1.18,.276,29,2,10,0,1,4,0,0,0,0,0,0,0,0,5,6,0,6,0,13,0,2.6958431438090225,37,89
2026-27,wvball,Empire 8 (E8),e8,Alfred,"Abbott, Julia",Julia,Abbott,,18,"Abbott, Julia","ABBOTT, JULIA",Alfred,Alfred,1003-6050,10,3,11,0,11,0,,,,,,,1.90,0.00,0.80,0.10,0.00,1.95,.333,45,4,19,0,2,11,0,0,0,3,0,0,11,0,8,1,0,1,0,19.5,0,2.598769318975681,38,89
2026-27,wvball,Empire 8 (E8),e8,Utica,"Rice, Layla",Layla,Rice,,733,"Rice, Layla","RICE, LAYLA",Utica,Utica,1010-8009,7,1,12,0,12,0,,,,,,,1.43,0.14,0.71,0.00,0.57,2.00,.160,25,6,10,1,1,4,0,4,2,13,0,0,14,3,5,0,0,0,0,14,0,2.572590747058813,39,88
2026-27,wvball,Empire 8 (E8),e8,Utica,"Wright, Megan",Megan,Wright,,733,"Wright, Megan","WRIGHT, MEGAN",Utica,Utica,1010-6550,16,6,14,0,14,0,,,,,,,0.81,0.38,4.88,0.00,0.19,1.00,-.045,44,15,13,6,4,70,0,3,2,50,0,0,103,5,78,0,0,0,0,16,0,2.4657224573174212,40,88
2026-27,wvball,Empire 8 (E8),e8,Utica,"Ancewicz, Alicia",Alicia,Ancewicz,,733,"Ancewicz, Alicia","ANCEWICZ, ALICIA",Utica,Utica,1010-7055,16,8,23,0,23,0,,,,,,,0.19,3.31,2.00,0.00,1.00,1.19,.045,22,2,3,53,7,203,0,16,3,94,0,0,2,0,32,0,0,0,0,19,1,2.4652665299050285,41,88
2026-27,wvball,Empire 8 (E8),e8,Russell Sage,"Perkins, Kendall",Kendall,Perkins,,11036,"Perkins, Kendall","PERKINS, KENDALL",Russell Sage,RSCWVB,0,11,4,7,0,7,0,,,,,,,0.55,0.18,0.45,0.36,0.45,1.18,.190,21,2,6,2,2,10,0,5,4,35,0,0,0,0,5,4,1,4,0,13,1,2.370573691370364,42,88
2026-27,wvball,Empire 8 (E8),e8,St. John Fisher,"Keogh, Zofia",Zofia,Keogh,,601,"Keogh, Zofia","KEOGH, ZOFIA",St. John Fisher,SJF,1009-6422,17,5,18,0,18,0,,,,,,,0.12,7.24,1.82,0.29,0.59,0.88,.063,16,1,2,123,1,347,0,10,9,55,0,0,1,1,31,5,0,4,1,15,0,2.299083704853243,43,87
2026-27,wvball,Empire 8 (E8),e8,St. John Fisher,"Moore, Teagan",Teagan,Moore,,601,"Moore, Teagan","MOORE, TEAGAN",St. John Fisher,SJF,1009-6426,16,6,8,0,8,0,,,,,,,0.81,0.00,0.13,0.63,0.00,1.22,.125,48,7,13,0,1,8,0,0,0,0,0,0,0,0,2,10,1,7,3,19.5,1,2.114493451523199,44,87
2026-27,wvball,Empire 8 (E8),e8,Houghton,"Perkins, Praylan",Praylan,Perkins,,30160,"Perkins, Praylan","PERKINS, PRAYLAN",Houghton,Hough,702-1958,4,1,8,0,8,0,,,,,,,2.00,0.00,1.50,0.00,0.00,2.00,.136,22,5,8,0,3,7,0,0,1,11,0,0,15,1,6,0,0,0,0,8.0,0,2.031227883711971,45,87
2026-27,wvball,Empire 8 (E8),e8,Alfred,"McGowan, Madalynn",Madalynn,McGowan,,18,"McGowan, Madalynn","MCGOWAN, MADALYNN",Alfred,Alfred,1003-4918,10,0,13,0,13,0,,,,,,,0.00,1.00,3.80,0.00,0.60,0.60,.000,6,0,0,10,4,42,0,6,3,50,0,0,53,7,38,0,0,0,0,6,0,1.8768228281677022,46,87
2026-27,wvball,Empire 8 (E8),e8,St. John Fisher,"Lawler, Emma",Emma,Lawler,,601,"Lawler, Emma","LAWLER, EMMA",St. John Fisher,SJF,1009-5816,4,0,11,0,11,0,,,,,,,1.00,0.00,0.00,0.50,0.00,1.25,.167,12,2,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,5.0,0,1.8427209713030086,47,86
2026-27,wvball,Empire 8 (E8),e8,Nazareth,"Quibell, Macy",Macy,Quibell,,461,"Quibell, Macy","QUIBELL, MACY",Nazareth,Naz,1007-5293,4,1,11,0,11,0,,,,,,,0.25,0.00,0.00,1.00,0.00,0.88,-.182,11,3,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,3,1,3.5,0,1.7628614047331843,48,86
2026-27,wvball,Empire 8 (E8),e8,Geneseo,"Cole, Peyton",Peyton,Cole,,247,"Cole, Peyton","COLE, PEYTON",Geneseo,Genes,1171-2201,11,1,15,0,15,0,,,,,,,1.36,0.00,0.18,0.36,0.00,1.59,.107,56,9,15,0,1,1,0,0,0,0,0,0,0,0,2,4,0,3,1,17.5,0,1.65966027604342,49,86
2026-27,wvball,Empire 8 (E8),e8,Utica,"Hanba, Elizabeth",Elizabeth,Hanba,,733,"Hanba, Elizabeth","HANBA, ELIZABETH",Utica,Utica,1010-6997,15,5,8,0,8,0,,,,,,,1.80,0.07,0.87,0.07,0.07,1.93,.071,98,20,27,1,0,13,0,1,4,18,0,0,32,3,13,1,0,0,1,29,0,1.5704562157194775,50,86
2026-27,wvball,Empire 8 (E8),e8,Geneseo,"Thomas, Dyllan",Dyllan,Thomas,,247,"Thomas, Dyllan","THOMAS, DYLLAN",Geneseo,Genes,1171-2860,7,0,24,0,24,0,,,,,,,1.00,0.00,0.14,0.57,0.00,1.36,-.071,28,9,7,0,0,2,0,0,0,0,0,0,1,0,1,4,0,3,1,9.5,0,1.3971377825028135,51,85
2026-27,wvball,Empire 8 (E8),e8,St. John Fisher,"Hansen, Mari",Mari,Hansen,,601,"Hansen, Mari","HANSEN, MARI",St. John Fisher,SJF,1009-6802,11,1,2,0,2,0,,,,,,,0.36,3.27,1.36,0.18,0.00,0.45,.500,8,0,4,36,3,136,0,0,2,7,0,0,0,0,15,2,0,2,0,5,0,1.3691067303810867,52,85
2026-27,wvball,Empire 8 (E8),e8,Alfred,"Omelan, Abigail",Abigail,Omelan,,18,"Omelan, Abigail","OMELAN, ABIGAIL",Alfred,Alfred,1003-5817,10,1,16,0,16,0,,,,,,,1.80,0.00,0.10,0.00,0.00,1.80,.317,41,5,18,0,2,9,0,0,0,0,0,0,16,2,1,0,0,0,0,18,0,1.324119086803388,53,85
2026-27,wvball,Empire 8 (E8),e8,Houghton,"Brennan, Paige",Paige,Brennan,,30160,"Brennan, Paige","BRENNAN, PAIGE",Houghton,Hough,702-2081,3,0,12,0,12,0,,,,,,,0.33,0.33,0.00,0.00,0.00,0.33,1.000,1,0,1,1,0,2,0,0,1,1,0,0,3,0,0,0,0,0,0,1.0,0,1.2848926993705416,54,85
2026-27,wvball,Empire 8 (E8),e8,Houghton,"Prentice, Jessica",Jessica,Prentice,,30160,"Prentice, Jessica","PRENTICE, JESSICA",Houghton,Hough,702-1696,4,1,11,0,11,0,,,,,,,2.00,0.00,0.25,0.00,0.00,2.00,.182,22,4,8,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,0,1.2707332927695913,55,84
2026-27,wvball,Empire 8 (E8),e8,Hartwick,"O'Neill, Makella",Makella,O'Neill,,273,"O'Neill, Makella","O'NEILL, MAKELLA",Hartwick,Hart,1005-3646,10,4,24,0,24,0,,,,,,,0.80,0.00,1.70,0.00,0.50,1.30,-.028,36,9,8,0,0,12,0,5,10,52,0,0,43,3,17,0,0,0,0,13,0,1.240643689358713,56,84
2026-27,wvball,Empire 8 (E8),e8,Utica,"Cook, Alexandra",Alexandra,Cook,,733,"Cook, Alexandra","COOK, ALEXANDRA",Utica,Utica,1010-7016,1,0,4,0,4,0,,,,,,,0.00,0.00,1.00,0.00,1.00,1.00,.000,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1.0,0,1.2110818057642276,57,84
2026-27,wvball,Empire 8 (E8),e8,Elmira,"Bynoe, Ellora",Ellora,Bynoe,,213,"Bynoe, Ellora","BYNOE, ELLORA",Elmira,Elmira,1004-2639,13,4,15,0,15,0,,,,,,,1.46,0.08,1.85,0.08,0.08,1.58,-.092,87,27,19,1,2,18,0,1,5,29,0,0,75,8,24,1,0,1,0,20.5,0,1.1725913925360705,58,84
2026-27,wvball,Empire 8 (E8),e8,Geneseo,"Lucchi, Gianna",Gianna,Lucchi,,247,"Lucchi, Gianna","LUCCHI, GIANNA",Geneseo,Genes,1171-2422,4,0,17,0,17,0,,,,,,,0.25,3.00,0.00,0.50,0.00,0.63,.333,3,0,1,12,2,39,0,0,1,1,0,0,0,0,0,2,0,1,1,2.5,0,1.1631439384030768,59,83
2026-27,wvball,Empire 8 (E8),e8,Utica,"Williams, Arianna",Arianna,Williams,,733,"Williams, Arianna","WILLIAMS, ARIANNA",Utica,Utica,1010-7297,17,9,9,0,9,0,,,,,,,1.12,0.18,0.12,0.24,0.06,1.35,.203,59,7,19,3,0,7,0,1,1,5,0,0,0,0,2,4,1,2,2,23,0,1.159403955291177,60,83
2026-27,wvball,Empire 8 (E8),e8,Geneseo,"Hunter, Sophie",Sophie,Hunter,,247,"Hunter, Sophie","HUNTER, SOPHIE",Geneseo,Genes,1171-2664,11,3,9,0,9,0,,,,,,,1.45,0.09,0.27,0.27,0.00,1.64,.031,64,14,16,1,0,8,0,0,0,1,0,0,13,3,3,3,0,2,1,18,0,1.131729453612404,61,83
2026-27,wvball,Empire 8 (E8),e8,Alfred,"Kilton, Whitney",Whitney,Kilton,,18,"Kilton, Whitney","KILTON, WHITNEY",Alfred,Alfred,1003-5819,10,4,6,0,6,0,,,,,,,1.00,0.00,0.40,0.30,0.00,1.15,.167,30,5,10,0,1,7,0,0,0,1,0,0,3,0,4,3,1,3,0,11.5,0,1.1147153102846767,62,83
2026-27,wvball,Empire 8 (E8),e8,Geneseo,"Pas'cal, Ayla",Ayla,Pas'cal,,247,"Pas'cal, Ayla","PAS'CAL, AYLA",Geneseo,Genes,1171-2427,9,3,20,0,20,0,,,,,,,0.78,0.00,0.11,0.56,0.00,1.06,-.033,30,8,7,0,0,0,0,0,1,2,0,0,2,0,1,5,1,5,0,9.5,0,1.0830461966631666,63,82
2026-27,wvball,Empire 8 (E8),e8,Poly,"Fusillo, Morgan",Morgan,Fusillo,,9500,"Fusillo, Morgan","FUSILLO, MORGAN",Poly,SPI,1192-1797,2,1,3,0,3,0,,,,,,,1.50,0.00,0.50,0.00,0.00,1.50,.300,10,0,3,0,1,3,0,0,0,0,0,0,6,2,1,0,0,0,0,3.0,0,1.033006243259335,64,82
2026-27,wvball,Empire 8 (E8),e8,Utica,"O'Brien, Mackenzie",Mackenzie,O'Brien,,733,"O'Brien, Mackenzie","O'BRIEN, MACKENZIE",Utica,Utica,1010-6998,16,9,5,0,5,0,,,,,,,0.44,0.13,0.63,0.19,0.44,1.00,.029,35,6,7,2,2,14,0,7,8,46,0,0,0,0,10,3,1,2,1,16,1,0.7876555952298138,65,82
2026-27,wvball,Empire 8 (E8),e8,Russell Sage,"Maloof, Madison",Madison,Maloof,,11036,"Maloof, Madison","MALOOF, MADISON",Russell Sage,RSCWVB,0,3,0,11,0,11,0,,,,,,,0.00,0.00,2.00,0.00,0.67,0.67,.000,0,0,0,0,0,0,0,2,2,16,0,0,17,1,6,0,0,0,0,2.0,0,0.7789668249633042,66,82
2026-27,wvball,Empire 8 (E8),e8,Hartwick,"Dake, Malia",Malia,Dake,,273,"Dake, Malia","DAKE, MALIA",Hartwick,Hart,1005-3257,11,0,1,0,1,0,,,,,,,0.00,0.64,3.27,0.00,0.36,0.36,.000,0,0,0,7,2,38,0,4,3,46,0,0,49,0,36,0,0,0,0,4,0,0.6207052838485834,67,81
2026-27,wvball,Empire 8 (E8),e8,Keuka,"Cousins, Lilah",Lilah,Cousins,,1159,"Cousins, Lilah","COUSINS, LILAH",Keuka,Keuka,1241-1695,17,6,2,0,2,0,,,,,,,1.00,0.00,0.18,0.29,0.06,1.21,.033,60,15,17,0,0,7,0,1,1,6,0,0,1,0,3,5,0,5,0,20.5,0,0.600864471974138,68,81
