season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,mgolf,Men,Wisconsin Intercollegiate Athletics Conference,wisconsin_intercollegiate_athletics_conference,UW-Eau Claire,University of Wisconsin-Eau Claire,Spencer Lynch,,Fourth Year,17576,119,ACTIVE,73.61,1.61,23,72.9276203595039,9,1,1,34.2015592086532,-8.84265169295754,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Wisconsin Intercollegiate Athletics Conference,wisconsin_intercollegiate_athletics_conference,UW-Eau Claire,University of Wisconsin-Eau Claire,Drew Maglio,,,8276,164,ACTIVE,74.09,2.09,23,73.4058812290691,9,2,0,30.0382055318647,-8.84265169295754,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Wisconsin Intercollegiate Athletics Conference,wisconsin_intercollegiate_athletics_conference,UW-Stout,University of Wisconsin-Stout,Cameron Lipinski,,Second Year,3795,232,ACTIVE,74.3,2.3,23,74.1138059715821,11,0,0,25.6991521205968,-10.2620059279914,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Wisconsin Intercollegiate Athletics Conference,wisconsin_intercollegiate_athletics_conference,UW-Stevens Point,University of Wisconsin-Stevens Point,Connor Schaefer,,,10120,246,ACTIVE,74.14,2.14,22,74.180379532875,10,3,1,24.9547525850009,-10.9079086978405,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Wisconsin Intercollegiate Athletics Conference,wisconsin_intercollegiate_athletics_conference,UW-Stout,University of Wisconsin-Stout,Ayrton Longe,,Second Year,3796,372,ACTIVE,75.09,3.09,23,74.8964146672342,11,2,0,20.5528975960379,-10.2620059279914,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Wisconsin Intercollegiate Athletics Conference,wisconsin_intercollegiate_athletics_conference,UW-Stout,University of Wisconsin-Stout,Andrew Bauer,,Fourth Year,19007,373,ACTIVE,75.17,3.17,23,74.9833711889734,11,0,0,20.5496627354721,-10.2620059279914,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Wisconsin Intercollegiate Athletics Conference,wisconsin_intercollegiate_athletics_conference,UW-Eau Claire,University of Wisconsin-Eau Claire,Luke Taebel,,Third Year,35589,378,ACTIVE,75.43,3.43,23,74.7537073160256,9,0,0,20.4217981713654,-8.84265169295754,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Wisconsin Intercollegiate Athletics Conference,wisconsin_intercollegiate_athletics_conference,UW-Stout,University of Wisconsin-Stout,Cole Noreen,,,23681,382,ACTIVE,75.54,3.54,13,75.6760440604442,7,0,0,20.1871654702763,-10.812103998975,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Wisconsin Intercollegiate Athletics Conference,wisconsin_intercollegiate_athletics_conference,UW-Stout,University of Wisconsin-Stout,Casey Peters,,Third Year,35624,384,ACTIVE,74.95,2.95,21,74.9071876611745,10,1,0,20.153261349594,-10.2928739796412,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Wisconsin Intercollegiate Athletics Conference,wisconsin_intercollegiate_athletics_conference,UW-Stout,University of Wisconsin-Stout,Owen Kuepper,,Second Year,3791,404,ACTIVE,75.39,3.39,18,75.471198880779,9,1,1,19.7555692720871,-10.5012931919939,Region VI - (M) DIII,clippd_scoreboard
