conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Elmasri,Sameera",0,F,01,3,0,6,12,0,4,2,2,14,1,1,2,33,1,6,7,2,0,3,0,0,0.50,0.00,1.00,4.67,2.33,0.67,0.33,0.33
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Diallo,Kadidiatou",0,G,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Knudson,Lauren",0,G,03,26,25,93,228,44,133,29,23,253,6,19,28,559,6,41,47,26,0,27,0,0,0.41,0.33,0.79,9.73,1.81,1.08,0.73,0.23
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Feldman,Macie",0,G,04,26,26,78,235,7,40,64,34,197,10,28,110,666,66,169,235,36,0,67,0,0,0.33,0.18,0.53,7.58,9.04,4.23,1.08,0.38
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Theodossakos,Stephanie",0,F,10,26,0,28,80,11,34,32,18,85,19,24,14,363,32,50,82,24,0,16,0,0,0.35,0.32,0.56,3.27,3.15,0.54,0.92,0.73
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Williamson,Faith",0,G,11,26,0,72,190,22,58,75,60,226,2,28,30,436,11,30,41,21,0,42,0,0,0.38,0.38,0.80,8.69,1.58,1.15,1.08,0.08
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Soltes,Grace",0,F,14,26,26,49,136,13,67,15,10,121,21,20,13,524,43,97,140,27,0,32,0,0,0.36,0.19,0.67,4.65,5.38,0.50,0.77,0.81
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Goldstein,Jocelyn",0,C,15,19,19,75,137,1,4,47,29,180,22,10,11,357,53,48,101,33,0,25,0,0,0.55,0.25,0.62,9.47,5.32,0.58,0.53,1.16
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Mazza,Aria",0,G,20,12,0,15,42,6,18,6,4,40,0,3,9,86,4,29,33,3,0,7,0,0,0.36,0.33,0.67,3.33,2.75,0.75,0.25,0.00
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"ODonnell,Quinn",0,G,21,12,0,10,38,7,21,1,1,28,0,5,7,81,6,2,8,8,0,10,0,0,0.26,0.33,1.00,2.33,0.67,0.58,0.42,0.00
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Corelli,Beth",0,G,22,26,1,27,76,10,37,2,1,65,4,13,22,277,10,30,40,22,0,16,0,0,0.36,0.27,0.50,2.50,1.54,0.85,0.50,0.15
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Collins,Emily",0,F,24,26,7,65,138,0,3,66,45,175,11,9,16,501,87,116,203,36,0,22,0,0,0.47,0.00,0.68,6.73,7.81,0.62,0.35,0.42
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Elizondo,Isabella",0,G,25,9,0,6,12,3,6,2,1,16,0,1,4,54,6,7,13,2,0,6,0,0,0.50,0.50,0.50,1.78,1.44,0.44,0.11,0.00
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Henderson,Layla",0,G,30,26,0,73,201,19,71,61,37,202,4,49,21,512,23,72,95,32,1,41,0,0,0.36,0.27,0.61,7.77,3.65,0.81,1.88,0.15
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Parker,Amanda",0,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Mezzetta,Serena",0,F,32,11,0,9,18,0,0,8,5,23,2,6,2,81,8,18,26,3,0,4,0,0,0.50,0.00,0.63,2.09,2.36,0.18,0.55,0.18
centennial_conference,Centennial Conference,2025-26,wbball,Johns Hopkins,"Dunham,Kendall",0,G,33,26,26,88,229,27,84,59,46,249,0,51,48,695,39,47,86,43,0,42,0,0,0.38,0.32,0.78,9.58,3.31,1.85,1.96,0.00
