conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,msoc,UW-Whitewater,"Vieira, Thiago",0,,25,2,2,0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,27,0,1,1,1,.786,1.50,11,3,180:00,2,2,1.50,0.786,.500,5.50
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,msoc,UW-Whitewater,"Comp, Andres",0,,26,6,2,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,317:00,0,.00,.00,29,0,0,2,1,.600,1.32,6,4,272:53,2,6,.67,0.600,.167,1.00
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,msoc,UW-Whitewater,"Waite, Austin",0,,27,17,16,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,1342:00,0,.00,.00,143,3,2,11,5,.855,0.67,59,10,1342:07,16,17,.59,0.855,.294,3.47
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,msoc,UW-Whitewater,"Ebenhoch, Liam",0,,28,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,msoc,UW-Whitewater,"Gotz, Alex",0,,1,13,2,0,0,6,10,2,0,1,0,0,.77,.46,.15,.077,.000,5,0,0,0,0,0,0,.000,2,0,1,0,.15,.08,.00,.00,0,,347:00,0,.00,.00,,,,,,,,,,,,,,,,
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,msoc,UW-Whitewater,"Healy, Zeke",0,,2,20,19,0,0,6,9,3,1,1,0,0,.45,.30,.15,.050,.050,5,0,0,0,1,1,0,.000,15,0,3,0,.75,.15,.00,.00,0,,1640:00,0,.00,.00,,,,,,,,,,,,,,,,
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,msoc,UW-Whitewater,"Re, Cooper",0,,3,20,19,0,0,33,62,37,5,16,0,0,3.10,1.65,1.85,.800,.250,17,3,2,0,4,1,3,.150,12,0,2,0,.60,.10,.00,.00,0,,1374:00,0,.00,.00,,,,,,,,,,,,,,,,
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,msoc,UW-Whitewater,"White, Matt",0,,4,18,17,0,0,9,14,8,2,3,0,0,.78,.50,.44,.167,.111,6,0,0,0,0,1,0,.000,15,0,2,0,.83,.11,.00,.00,0,,1047:00,0,.00,.00,,,,,,,,,,,,,,,,
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,msoc,UW-Whitewater,"Kaup, Adam",0,,5,5,4,0,0,0,0,4,4,0,0,0,.00,.00,.80,.000,.800,0,0,0,0,0,0,0,.000,1,0,4,0,.20,.80,.00,.00,0,,320:00,0,.00,.00,,,,,,,,,,,,,,,,
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,msoc,UW-Whitewater,"Martin, Aidian",0,,6,6,4,0,0,3,11,2,2,0,0,0,1.83,.50,.33,.000,.333,3,0,0,0,0,0,0,.000,4,0,1,0,.67,.17,.00,.00,0,,371:00,0,.00,.00,,,,,,,,,,,,,,,,
