season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,composite_score,global_rank,rating
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Cook, Hazel",Hazel,Cook,,42,"Cook, Hazel","COOK, HAZEL",Aurora,AUR,1248-7329,8,1,8,0,8,0,.224,67,10,25,3,1,9,0,5,5,30,0,0,0,0,19,8,0,8,0,34,0,3.13,0.38,2.38,1.00,0.63,4.25,,,,,,,11.226042754920469,1,99
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Edgewood,"Siebler, Reagan",Reagan,Siebler,,1066,"Siebler, Reagan","SIEBLER, REAGAN",Edgewood,EDGE,1252-4253,6,1,1,0,1,0,.300,40,8,20,1,2,9,0,4,4,21,0,0,15,0,5,5,0,5,0,26.5,0,3.33,0.17,0.83,0.83,0.67,4.42,,,,,,,10.132935806433453,2,99
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"Kovalaske, Maleigha",Maleigha,Kovalaske,,1164,"Kovalaske, Maleigha","KOVALASKE, MALEIGHA",Lakeland,LU,1253-5074,13,4,12,0,12,0,.270,122,15,48,2,1,21,0,4,1,40,0,0,63,6,33,7,1,5,2,56.5,0,3.69,0.15,2.54,0.54,0.31,4.35,,,,,,,9.29566146674747,3,99
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Illinois Tech,"Trautmann Mendez, Karla",Karla,Trautmann Mendez,,30172,"Trautmann Mendez, Karla","TRAUTMANN MENDEZ, KARLA",Illinois Tech,IIT,765-1489,11,3,21,0,21,0,.110,118,21,34,1,2,23,0,3,2,33,0,0,26,2,22,9,0,5,4,43.5,0,3.09,0.09,2.00,0.82,0.27,3.95,,,,,,,8.378435786891448,4,98
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Williams, Lizzy",Lizzy,Williams,,296,"Williams, Lizzy","WILLIAMS, LIZZY",Benedictine,BenU,1249-7071,10,3,19,0,19,0,.145,110,20,36,2,0,7,0,5,1,42,0,0,49,5,23,1,0,1,0,41.5,0,3.60,0.20,2.30,0.10,0.50,4.15,,,,,,,7.444966861099365,5,98
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Rockford,"Dewey, Lilly",Lilly,Dewey,,582,"Dewey, Lilly","DEWEY, LILLY",Rockford,Rock,1256-3065,12,3,20,0,20,0,.090,78,19,26,0,1,10,0,9,9,45,0,0,63,6,36,4,0,3,1,37.5,0,2.17,0.00,3.00,0.33,0.75,3.13,,,,,,,7.256287122925806,6,98
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,MSOE,"Rusch, Alyssa",Alyssa,Rusch,,20220,"Rusch, Alyssa","RUSCH, ALYSSA",MSOE,MSOE,1257-2308,14,3,26,0,26,0,.364,77,9,37,1,0,6,0,0,0,0,0,0,2,0,0,15,1,12,3,46,0,2.64,0.07,0.00,1.07,0.00,3.29,,,,,,,7.005346700986749,7,97
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Marian,"Walling, Khloe",Khloe,Walling,,1196,"Walling, Khloe","WALLING, KHLOE",Marian,Marian,1255-3439,14,6,15,0,15,0,.164,73,16,28,0,1,8,0,5,7,45,0,0,0,0,16,13,1,7,6,42.5,1,2.00,0.00,1.14,0.93,0.36,3.04,,,,,,,6.8795816068428595,8,97
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Kowalczyk, Izabella",Izabella,Kowalczyk,,42,"Kowalczyk, Izabella","KOWALCZYK, IZABELLA",Aurora,AUR,1248-7010,10,4,5,0,5,0,.324,74,8,32,0,0,4,0,1,0,36,0,0,0,0,25,3,0,3,0,34.5,0,3.20,0.00,2.50,0.30,0.10,3.45,,,,,,,6.799755040489472,9,97
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Illinois Tech,"Aspurez, Victoria",Victoria,Aspurez,,30172,"Aspurez, Victoria","ASPUREZ, VICTORIA",Illinois Tech,IIT,765-1487,11,3,13,0,13,0,.389,54,4,25,1,1,17,0,5,7,46,0,0,0,0,12,6,0,5,1,33.5,0,2.27,0.09,1.09,0.55,0.45,3.05,,,,,,,6.792043777742345,10,96
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Edgewood,"Zukauskaite, Nida",Nida,Zukauskaite,,1066,"Zukauskaite, Nida","ZUKAUSKAITE, NIDA",Edgewood,EDGE,1252-3967,8,4,14,0,14,0,.250,56,9,23,1,0,5,0,4,2,26,0,0,27,1,12,2,0,2,0,28,0,2.88,0.13,1.50,0.25,0.50,3.50,,,,,,,6.609590506330671,11,96
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Wisconsin Lutheran,"Zyzo, Ireland",Ireland,Zyzo,,8911,"Zyzo, Ireland","ZYZO, IRELAND",Wisconsin Lutheran,WLC,1092-3851,12,3,19,0,19,0,.212,104,15,37,2,1,21,0,2,4,43,0,0,69,4,38,1,0,1,0,39.5,0,3.08,0.17,3.17,0.08,0.17,3.29,,,,,,,6.061835652536199,12,96
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,MSOE,"Schattschneider, Emma",Emma,Schattschneider,,20220,"Schattschneider, Emma","SCHATTSCHNEIDER, EMMA",MSOE,MSOE,1257-1800,13,3,13,0,13,0,.310,113,8,43,2,1,15,0,0,1,14,0,0,31,0,22,4,0,4,0,45,0,3.31,0.15,1.69,0.31,0.00,3.46,,,,,,,6.013394539862215,13,95
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Day, Indiah",Indiah,Day,,160,"Day, Indiah","DAY, INDIAH",Concordia Chicago,CUC,1250-4967,16,3,1,0,1,0,.135,156,28,49,2,2,16,0,3,10,28,0,0,78,10,29,5,0,3,2,55.5,0,3.06,0.13,1.81,0.31,0.19,3.47,,,,,,,5.82985556951691,14,95
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Marian,"Krueger, Kylie",Kylie,Krueger,,1196,"Krueger, Kylie","KRUEGER, KYLIE",Marian,Marian,1255-2918,14,6,28,0,28,0,.065,108,19,26,1,3,30,0,6,5,55,0,0,108,1,47,5,0,5,0,34.5,0,1.86,0.07,3.36,0.36,0.43,2.46,,,,,,,5.808230458391623,15,95
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Edgewood,"Millin, Payton",Payton,Millin,,1066,"Millin, Payton","MILLIN, PAYTON",Edgewood,EDGE,1252-3850,8,4,7,0,7,0,.154,26,7,11,0,0,2,0,1,2,8,0,0,0,0,3,10,0,7,3,18.5,0,1.38,0.00,0.38,1.25,0.13,2.31,,,,,,,5.699210637686146,16,94
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Edgewood,"Murphy, Natalie",Natalie,Murphy,,1066,"Murphy, Natalie","MURPHY, NATALIE",Edgewood,EDGE,1252-3851,8,4,9,0,9,0,.283,53,7,22,0,0,2,0,0,0,0,0,0,1,0,6,5,0,3,2,25.5,0,2.75,0.00,0.75,0.63,0.00,3.19,,,,,,,5.629537171525513,17,94
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Wisconsin,"Nickolai, Natalie",Natalie,Nickolai,,1036,"Nickolai, Natalie","NICKOLAI, NATALIE",Concordia Wisconsin,CUW,1959-6168,12,4,12,0,12,0,.130,92,13,25,2,1,10,0,3,2,28,0,0,25,2,21,7,1,7,0,31.5,0,2.08,0.17,1.75,0.58,0.25,2.63,,,,,,,5.4605477753702925,18,94
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Wisconsin Lutheran,"Ehlke, Elizabeth",Elizabeth,Ehlke,,8911,"Ehlke, Elizabeth","EHLKE, ELIZABETH",Wisconsin Lutheran,WLC,1092-3854,11,3,25,0,25,0,.000,92,26,26,1,0,11,0,6,7,32,0,0,65,7,20,3,0,2,1,34,0,2.36,0.09,1.82,0.27,0.55,3.09,,,,,,,5.4138596669113515,19,94
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Ruse, Katelyn",Katelyn,Ruse,,42,"Ruse, Katelyn","RUSE, KATELYN",Aurora,AUR,1248-6420,16,5,10,0,10,0,.172,128,21,43,3,0,15,0,0,5,56,0,0,76,3,46,4,1,4,0,45,0,2.69,0.19,2.88,0.25,0.00,2.81,,,,,,,5.117586150901083,20,94
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"Baker, Faith",Faith,Baker,,1164,"Baker, Faith","BAKER, FAITH",Lakeland,LU,1253-4923,13,4,43,0,43,0,.404,52,6,27,2,0,6,0,0,0,1,0,0,4,1,9,9,3,8,1,32,0,2.08,0.15,0.69,0.69,0.00,2.46,,,,,,,5.09120859928441,21,94
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Karl, Rosie",Rosie,Karl,,42,"Karl, Rosie","KARL, ROSIE",Aurora,AUR,1248-6698,17,1,6,0,6,0,.288,163,14,61,2,0,9,0,0,1,11,0,0,54,1,20,1,0,1,0,61.5,0,3.59,0.12,1.18,0.06,0.00,3.62,,,,,,,5.002157783820801,22,93
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Clark, Keira",Keira,Clark,,296,"Clark, Keira","CLARK, KEIRA",Benedictine,BenU,1249-6663,10,3,20,0,20,0,.089,45,11,15,0,0,3,0,0,0,0,0,0,2,0,2,12,0,6,6,24,0,1.50,0.00,0.20,1.20,0.00,2.40,,,,,,,4.853865475651922,23,93
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Cuzas, Emma",Emma,Cuzas,,296,"Cuzas, Emma","CUZAS, EMMA",Benedictine,BenU,1249-6664,10,3,2,0,2,0,.171,82,16,30,2,1,11,0,2,7,33,0,0,29,2,21,0,0,0,0,32,0,3.00,0.20,2.10,0.00,0.20,3.20,,,,,,,4.795863429283578,24,93
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Roethel, Bethany",Bethany,Roethel,,160,"Roethel, Bethany","ROETHEL, BETHANY",Concordia Chicago,CUC,1250-4545,15,0,6,0,6,0,1.000,2,0,2,6,0,23,0,5,3,59,0,0,55,4,59,0,0,0,0,7,0,0.13,0.40,3.93,0.00,0.33,0.47,,,,,,,4.439396254216527,25,93
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"Hughes, Samya",Samya,Hughes,,1164,"Hughes, Samya","HUGHES, SAMYA",Lakeland,LU,1253-5079,13,1,5,0,5,0,.269,93,15,40,2,1,7,0,1,0,5,0,0,36,3,7,2,0,2,0,42,0,3.08,0.15,0.54,0.15,0.08,3.23,,,,,,,4.290324692108478,26,93
