season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Schulz,Jaydon",Jaydon,Schulz,,805,"Schulz,Jaydon","SCHULZ,JAYDON",UW-Whitewater,UWW,1147-7881,1,0,19,19,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,0,23,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Hamp,Naron",Naron,Hamp,,805,"Hamp,Naron","HAMP,NARON",UW-Whitewater,UWW,1147-8092,1,0,20,20,0,0,DB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Matthias,Chase",Chase,Matthias,,805,"Matthias,Chase","MATTHIAS,CHASE",UW-Whitewater,UWW,1147-8074,1,1,22,22,0,0,LB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Twymon Jr.,DJ",DJ,Twymon Jr.,,805,"Twymon Jr.,DJ","TWYMON JR.,DJ",UW-Whitewater,UWW,1147-8142,1,0,23,2T,0,WR,0,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Miebach,Eric",Eric,Miebach,,805,"Miebach,Eric","MIEBACH,ERIC",UW-Whitewater,UWW,1147-7620,1,0,26,26,0,0,DB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Lambert,Josh",Josh,Lambert,,805,"Lambert,Josh","LAMBERT,JOSH",UW-Whitewater,UWW,1147-7332,1,0,28,28,0,0,LB,0,,,,,,,,0,0,4,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Greve,Andrew",Andrew,Greve,,805,"Greve,Andrew","GREVE,ANDREW",UW-Whitewater,UWW,1147-8090,1,0,29,29,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Lutz,Tommy",Tommy,Lutz,,805,"Lutz,Tommy","LUTZ,TOMMY",UW-Whitewater,UWW,1147-8073,1,0,30,30,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,53,53,0,0,13,4.4,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Gold,Jayveon",Jayveon,Gold,,805,"Gold,Jayveon","GOLD,JAYVEON",UW-Whitewater,UWW,1147-8071,1,0,31,31,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,8,62,62,0,1,22,7.8,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Hill,Darrick",Darrick,Hill,,805,"Hill,Darrick","HILL,DARRICK",UW-Whitewater,UWW,1147-7362,1,1,34,34,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,8,129,129,0,1,98,16.1,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Tackett,Dylan",Dylan,Tackett,,805,"Tackett,Dylan","TACKETT,DYLAN",UW-Whitewater,UWW,1147-7853,1,0,35,3P,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,72,44,0,0,0,0,1,36.0
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Klinkner,Derek",Derek,Klinkner,,805,"Klinkner,Derek","KLINKNER,DEREK",UW-Whitewater,UWW,1147-8106,1,0,38,38,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Ware Jr.,Joseph",Joseph,Ware Jr.,,805,"Ware Jr.,Joseph","WARE JR.,JOSEPH",UW-Whitewater,UWW,1147-8123,1,0,42,42,0,TE,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Liszka,Hunter",Hunter,Liszka,,805,"Liszka,Hunter","LISZKA,HUNTER",UW-Whitewater,UWW,1147-7857,1,0,43,43,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8,0,1,0,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,6,359,0,1,59.8,1,1,25,0,100.0,8,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Kranig,Jace",Jace,Kranig,,805,"Kranig,Jace","KRANIG,JACE",UW-Whitewater,UWW,1147-7858,1,0,44,44,0,0,LB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Vogt,Tyler",Tyler,Vogt,,805,"Vogt,Tyler","VOGT,TYLER",UW-Whitewater,UWW,1147-8122,1,0,45,45,0,0,LB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Meinerz,Dane",Dane,Meinerz,,805,"Meinerz,Dane","MEINERZ,DANE",UW-Whitewater,UWW,1147-7862,1,0,50,50,0,0,LB,0,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Ross,Owen",Owen,Ross,,805,"Ross,Owen","ROSS,OWEN",UW-Whitewater,UWW,1147-7863,1,0,51,51,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Rogers,Dylan",Dylan,Rogers,,805,"Rogers,Dylan","ROGERS,DYLAN",UW-Whitewater,UWW,1147-7864,1,0,52,52,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"McNeill,Mason",Mason,McNeill,,805,"McNeill,Mason","MCNEILL,MASON",UW-Whitewater,UWW,1147-7331,1,1,54,54,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Kieffer,Drew",Drew,Kieffer,,805,"Kieffer,Drew","KIEFFER,DREW",UW-Whitewater,UWW,1147-7867,1,0,55,5D,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Sutton,Jayden",Jayden,Sutton,,805,"Sutton,Jayden","SUTTON,JAYDEN",UW-Whitewater,UWW,1147-7340,1,1,56,56,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Dawson,Andrew",Andrew,Dawson,,805,"Dawson,Andrew","DAWSON,ANDREW",UW-Whitewater,UWW,1147-8087,1,0,59,59,0,0,LB,0,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Johnson,Aaron",Aaron,Johnson,,805,"Johnson,Aaron","JOHNSON,AARON",UW-Whitewater,UWW,1147-7339,1,1,68,68,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Kosnick,Cade",Cade,Kosnick,,805,"Kosnick,Cade","KOSNICK,CADE",UW-Whitewater,UWW,1147-8108,1,0,70,70,0,OL,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Krzeczkowski,Colin",Colin,Krzeczkowski,,805,"Krzeczkowski,Colin","KRZECZKOWSKI,COLIN",UW-Whitewater,UWW,1147-7635,1,1,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Dietzler,Troy",Troy,Dietzler,,805,"Dietzler,Troy","DIETZLER,TROY",UW-Whitewater,UWW,1147-7344,1,1,76,76,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Johnson,Conor",Conor,Johnson,,805,"Johnson,Conor","JOHNSON,CONOR",UW-Whitewater,UWW,1147-8102,1,0,80,80,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,8,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Rinaldi,Dominic",Dominic,Rinaldi,,805,"Rinaldi,Dominic","RINALDI,DOMINIC",UW-Whitewater,UWW,1147-8118,1,0,83,83,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Fritts,Collin",Collin,Fritts,,805,"Fritts,Collin","FRITTS,COLLIN",UW-Whitewater,UWW,1147-7618,1,1,86,86,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,0,28,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Daniel,Jayden",Jayden,Daniel,,805,"Daniel,Jayden","DANIEL,JAYDEN",UW-Whitewater,UWW,1147-8086,1,0,90,90,0,0,DL,0,,,,,,,,0,1,1,2,2,.5,.0,.0,0,1,2,0.5,0,1,2,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Williamson,Nick",Nick,Williamson,,805,"Williamson,Nick","WILLIAMSON,NICK",UW-Whitewater,UWW,1147-7627,1,0,94,94,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Gritzner,EJ",EJ,Gritzner,,805,"Gritzner,EJ","GRITZNER,EJ",UW-Whitewater,UWW,1147-7335,1,1,95,95,0,0,DL,0,,,,,,,,0,0,3,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Kokoszka,Saif",Saif,Kokoszka,,805,"Kokoszka,Saif","KOKOSZKA,SAIF",UW-Whitewater,UWW,1147-7891,1,0,96,96,0,0,DL,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Pekar,Jake",Jake,Pekar,,805,"Pekar,Jake","PEKAR,JAKE",UW-Whitewater,UWW,1147-7893,1,0,98,98,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Urban,Grant",Grant,Urban,,805,"Urban,Grant","URBAN,GRANT",UW-Whitewater,UWW,1147-8121,1,0,98,9K,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,6,363,0,2,60.5,1,1,25,0,100.0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Hotchkiss,Wynn",Wynn,Hotchkiss,,805,"Hotchkiss,Wynn","HOTCHKISS,WYNN",UW-Whitewater,UWW,1147-8072,1,0,99,99,0,0,DL,0,,,,,,,,0,0,2,2,2,.5,.0,.0,0,1,2,0.5,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,"Garbisch,Jaxson",Jaxson,Garbisch,,800,"Garbisch,Jaxson","GARBISCH,JAXSON",UW-Platteville,UWP,1132-922,1,1,0,0,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3,40,3,19,13.3,,,,,,,0,3,0,0,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,"Knoll,Brayden",Brayden,Knoll,,800,"Knoll,Brayden","KNOLL,BRAYDEN",UW-Platteville,UWP,1132-2919,1,0,1,1,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3,13,0,13,4.3,,3,-10,0,0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,"Blietz-Bentien,Carver",Carver,Blietz-Bentien,,800,"Blietz-Bentien,Carver","BLIETZ-BENTIEN,CARVER",UW-Platteville,UWP,1132-2711,1,1,2,2,0,0,LB,0,,,,,,,,0,2,2,4,4,1.5,.0,.0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,"Snoreck,Charlie",Charlie,Snoreck,,800,"Snoreck,Charlie","SNORECK,CHARLIE",UW-Platteville,UWP,1132-2711,1,1,2,2W,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,5,112,1,38,22.4,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,"Gavins Jr.,Rodney",Rodney,Gavins Jr.,,800,"Gavins Jr.,Rodney","GAVINS JR.,RODNEY",UW-Platteville,UWP,1132-2723,1,1,4,4,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,"Lage,Carson",Carson,Lage,,800,"Lage,Carson","LAGE,CARSON",UW-Platteville,UWP,1132-2921,1,0,4,4R,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,4,83,0,39,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,"Krantz,Elijah",Elijah,Krantz,,800,"Krantz,Elijah","KRANTZ,ELIJAH",UW-Platteville,UWP,1132-934,1,1,5,5,0,0,LB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
