season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,msoc,Liberty League (LL),ll,Hobart,Griffin Coutts,Griffin,Coutts,,282,Griffin Coutts,"COUTTS,GRIFFIN",Hobart,HOBART,1059-8804,3,3,2,0,2,0,0,3,4,6,4,1,0,0,1.33,1.00,2.00,.333,1.333,2,0,0,0,0,1,1,.333,0,0,0,0,.00,.00,.00,.00,0,,244:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,18.523148402256496,1,99
2026-27,msoc,Liberty League (LL),ll,Union,Kofi Sarfoh,Kofi,Sarfoh,,727,Kofi Sarfoh,"SARFOH,KOFI",Union,UNION (N,1064-11568,3,3,26,0,26,0,0,4,5,6,0,3,0,0,1.67,1.33,2.00,1.000,.000,1,0,0,0,1,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,179:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,15.303877497677924,2,99
2026-27,msoc,Liberty League (LL),ll,Hobart,Tommy Broderick,Tommy,Broderick,,282,Tommy Broderick,"BRODERICK,TOMMY",Hobart,HOBART,1059-9474,2,0,28,0,28,0,0,4,4,6,0,3,0,0,2.00,2.00,3.00,1.500,.000,1,1,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,85:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,15.303877497677924,3,99
2026-27,msoc,Liberty League (LL),ll,Vassar,"Martinez, Alejandro",Alejandro,Martinez,,737,"Martinez, Alejandro","MARTINEZ,ALEJANDRO",Vassar,Vassar,1065-4457,3,3,8,0,8,0,0,3,4,5,1,2,0,0,1.33,1.00,1.67,.667,.333,1,1,0,0,1,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,259:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,13.296443736255435,4,98
2026-27,msoc,Liberty League (LL),ll,Clarkson,"Smith, Bodie",Bodie,Smith,,146,"Smith, Bodie","SMITH,BODIE",Clarkson,CLK,1057-5495,2,0,19,0,19,0,0,3,5,5,1,2,0,0,2.50,1.50,2.50,1.000,.500,1,0,0,0,1,1,2,1.000,0,0,0,0,.00,.00,.00,.00,0,,64:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,13.296443736255435,5,98
2026-27,msoc,Liberty League (LL),ll,Ithaca,"Carney, Jack",Jack,Carney,,313,"Carney, Jack","CARNEY,JACK",Ithaca,ITH,1006-11229,3,3,7,0,7,0,0,6,9,4,0,2,0,0,3.00,2.00,1.33,.667,.000,4,0,0,0,2,1,2,.667,6,0,2,0,2.00,.67,.00,.00,0,,173:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,11.405280751941264,6,98
2026-27,msoc,Liberty League (LL),ll,Hobart,Gabe Smith,Gabe,Smith,,282,Gabe Smith,"SMITH,GABE",Hobart,HOBART,1059-9481,3,0,21,0,21,0,0,3,5,4,0,2,0,0,1.67,1.00,1.33,.667,.000,1,1,0,0,1,1,1,.333,3,0,0,0,1.00,.00,.00,.00,0,,145:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,9.925932555314747,7,97
2026-27,msoc,Liberty League (LL),ll,RPI,"Woodbine, Justin",Justin,Woodbine,,570,"Woodbine, Justin","WOODBINE,JUSTIN",RPI,RPI,1060-7177,2,0,9,0,9,0,0,3,3,4,0,2,0,0,1.50,1.50,2.00,1.000,.000,1,0,0,0,0,0,0,.000,4,0,0,0,2.00,.00,.00,.00,0,,63:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,9.925932555314747,8,97
2026-27,msoc,Liberty League (LL),ll,St. Lawrence,"Petrone, Nicholas",Nicholas,Petrone,,607,"Petrone, Nicholas","PETRONE,NICHOLAS",St. Lawrence,Saints,1062-10839,2,2,10,0,10,0,0,2,6,3,3,0,0,0,3.00,1.00,1.50,.000,1.500,2,0,0,0,0,0,0,.000,3,0,1,0,1.50,.50,.00,.00,0,,153:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,9.774692278952632,9,97
2026-27,msoc,Liberty League (LL),ll,Union,Diogo Charraz,Diogo,Charraz,,727,Diogo Charraz,"CHARRAZ,DIOGO",Union,UNION (N,1064-11557,3,0,14,0,14,0,0,2,3,4,0,2,0,0,1.00,.67,1.33,.667,.000,0,0,0,0,1,1,1,.333,0,0,0,0,.00,.00,.00,.00,0,,36:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,9.432816489772575,10,96
