season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fumble_stats_number,fumble_stats_number_lost,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Guerra,Landon",Landon,Guerra,,137,"Guerra,Landon","GUERRA,LANDON",University of Chicago,UC,1202-3248,1,0,14,14,0,WR,0,0,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Marshall,Maceo",Maceo,Marshall,,137,"Marshall,Maceo","MARSHALL,MACEO",University of Chicago,UC,1202-2203,1,1,15,15,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,4,4,1.5,.0,.0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Lowry,Jake",Jake,Lowry,,137,"Lowry,Jake","LOWRY,JAKE",University of Chicago,UC,1202-2217,1,1,17,17,0,RB,0,0,,,,,,,,,,,,,,,3,14,0,7,4.7,18,39,45,6,0,10,2.2,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Bong,Mac",Mac,Bong,,137,"Bong,Mac","BONG,MAC",University of Chicago,UC,1202-2638,1,1,19,1J,0,WR,0,0,,,,,,,,,,,,,,,0,0,0,0,.0,1,3,3,0,1,3,3.0,3.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Cook,Ricky",Ricky,Cook,,137,"Cook,Ricky","COOK,RICKY",University of Chicago,UC,1202-2216,1,0,19,19,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Fisher,Justin",Justin,Fisher,,137,"Fisher,Justin","FISHER,JUSTIN",University of Chicago,UC,1202-2647,1,0,20,2A,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Giggetts,Morrison",Morrison,Giggetts,,137,"Giggetts,Morrison","GIGGETTS,MORRISON",University of Chicago,UC,1202-2775,1,1,20,20,0,WR,0,0,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,59,0,25,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Newman,Luke",Luke,Newman,,137,"Newman,Luke","NEWMAN,LUKE",University of Chicago,UC,1202-2641,1,0,21,21,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,.0,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Flowers,Desmond",Desmond,Flowers,,137,"Flowers,Desmond","FLOWERS,DESMOND",University of Chicago,UC,1202-2645,1,1,22,22,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,6,6,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Kilgallen,Declan",Declan,Kilgallen,,137,"Kilgallen,Declan","KILGALLEN,DECLAN",University of Chicago,UC,1202-2465,1,1,23,23,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Nittoli,Anthony",Anthony,Nittoli,,137,"Nittoli,Anthony","NITTOLI,ANTHONY",University of Chicago,UC,1202-2653,1,0,27,27,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.5,.0,.0,0,1,1,0.5,0,1,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Sanchez,Noah",Noah,Sanchez,,137,"Sanchez,Noah","SANCHEZ,NOAH",University of Chicago,UC,1202-3258,1,0,28,28,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Huebl,Allen",Allen,Huebl,,137,"Huebl,Allen","HUEBL,ALLEN",University of Chicago,UC,1202-2630,1,0,29,29,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Tchakarov,Simon",Simon,Tchakarov,,137,"Tchakarov,Simon","TCHAKAROV,SIMON",University of Chicago,UC,1202-2636,1,1,33,33,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Schmedlen,Jurgis",Jurgis,Schmedlen,,137,"Schmedlen,Jurgis","SCHMEDLEN,JURGIS",University of Chicago,UC,1202-2209,1,1,34,34,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Ostendorf,Cole",Cole,Ostendorf,,137,"Ostendorf,Cole","OSTENDORF,COLE",University of Chicago,UC,1202-2470,1,1,35,35,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Wigginton,Jack",Jack,Wigginton,,137,"Wigginton,Jack","WIGGINTON,JACK",University of Chicago,UC,1202-2634,1,0,36,36,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Maltese,Harry",Harry,Maltese,,137,"Maltese,Harry","MALTESE,HARRY",University of Chicago,UC,1202-3253,1,0,38,38,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Tan,Tad",Tad,Tan,,137,"Tan,Tad","TAN,TAD",University of Chicago,UC,1202-2201,1,0,39,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,242,69,0,2,0,2,2,48.4,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Tulupov,Ivan",Ivan,Tulupov,,137,"Tulupov,Ivan","TULUPOV,IVAN",University of Chicago,UC,1202-2472,1,0,40,40,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,.5,.0,.0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Tabibian,Zach",Zach,Tabibian,,137,"Tabibian,Zach","TABIBIAN,ZACH",University of Chicago,UC,1202-3260,1,0,43,43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,417,1,1,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Edwards,Brooks",Brooks,Edwards,,137,"Edwards,Brooks","EDWARDS,BROOKS",University of Chicago,UC,1202-2625,1,0,44,44,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Guyer,Oliver",Oliver,Guyer,,137,"Guyer,Oliver","GUYER,OLIVER",University of Chicago,UC,1202-2632,1,0,46,46,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Domadia,Manav",Manav,Domadia,,137,"Domadia,Manav","DOMADIA,MANAV",University of Chicago,UC,1202-2221,1,1,54,54,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,1.0,.0,.0,1,0,5,1,1,0,5,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Schukar,Davis",Davis,Schukar,,137,"Schukar,Davis","SCHUKAR,DAVIS",University of Chicago,UC,1202-2478,1,0,55,5F,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Yusuf,Yahya",Yahya,Yusuf,,137,"Yusuf,Yahya","YUSUF,YAHYA",University of Chicago,UC,1202-2652,1,1,56,56,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Schuster,CJ",CJ,Schuster,,137,"Schuster,CJ","SCHUSTER,CJ",University of Chicago,UC,1202-2202,1,0,57,57,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Walsh,Ben",Ben,Walsh,,137,"Walsh,Ben","WALSH,BEN",University of Chicago,UC,1202-3263,1,0,66,66,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Bardis,Gabriel",Gabriel,Bardis,,137,"Bardis,Gabriel","BARDIS,GABRIEL",University of Chicago,UC,1202-3233,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Lemmon,Henry",Henry,Lemmon,,137,"Lemmon,Henry","LEMMON,HENRY",University of Chicago,UC,1202-3252,1,1,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Carson,Chaz",Chaz,Carson,,137,"Carson,Chaz","CARSON,CHAZ",University of Chicago,UC,1202-2483,1,1,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Schneider,Michael",Michael,Schneider,,137,"Schneider,Michael","SCHNEIDER,MICHAEL",University of Chicago,UC,1202-2484,1,1,75,75,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Jercha,David",David,Jercha,,137,"Jercha,David","JERCHA,DAVID",University of Chicago,UC,1202-2485,1,0,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Wolf,Maddox",Maddox,Wolf,,137,"Wolf,Maddox","WOLF,MADDOX",University of Chicago,UC,1202-3265,1,0,84,84,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Battaglia,Timothy",Timothy,Battaglia,,137,"Battaglia,Timothy","BATTAGLIA,TIMOTHY",University of Chicago,UC,1202-2651,1,0,86,86,0,TE,0,0,,,,,,,,,,,,,,,3,23,0,18,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Welch,Oliver",Oliver,Welch,,137,"Welch,Oliver","WELCH,OLIVER",University of Chicago,UC,1202-2626,1,1,87,87,0,TE,0,0,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Zeppos,Alex",Alex,Zeppos,,137,"Zeppos,Alex","ZEPPOS,ALEX",University of Chicago,UC,1202-2495,1,0,89,89,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Katsogridakis,Yiannis",Yiannis,Katsogridakis,,137,"Katsogridakis,Yiannis","KATSOGRIDAKIS,YIANNIS",University of Chicago,UC,1202-2198,1,0,93,93,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,3,1,1,0,3,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Heiberger,Michael",Michael,Heiberger,,137,"Heiberger,Michael","HEIBERGER,MICHAEL",University of Chicago,UC,1202-2205,1,1,95,95,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Smith,Jacob",Jacob,Smith,,137,"Smith,Jacob","SMITH,JACOB",University of Chicago,UC,1202-2621,1,0,99,99,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Sneddon,Payten",Payten,Sneddon,,372,"Sneddon,Payten","SNEDDON,PAYTEN",Luther,LUT,1046-7538,1,0,0,0,0,WR,0,0,,,,,,,,,,,,,,,1,12,0,12,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Jones,Christopher",Christopher,Jones,,372,"Jones,Christopher","JONES,CHRISTOPHER",Luther,LUT,1046-7641,1,1,1,1,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Williams,Jermarion",Jermarion,Williams,,372,"Williams,Jermarion","WILLIAMS,JERMARION",Luther,LUT,1046-7662,1,1,2,2,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,5,5,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Millner,Danny",Danny,Millner,,372,"Millner,Danny","MILLNER,DANNY",Luther,LUT,1046-7658,1,1,3,3,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Henry,Liam",Liam,Henry,,372,"Henry,Liam","HENRY,LIAM",Luther,LUT,1046-7535,1,1,4,4,0,TE,0,0,,,,,,,,,,,,,,,3,14,1,7,4.7,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Capton,Xavier",Xavier,Capton,,372,"Capton,Xavier","CAPTON,XAVIER",Luther,LUT,1046-7648,1,0,5,5,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"White,Trent",Trent,White,,372,"White,Trent","WHITE,TRENT",Luther,LUT,1046-8056,1,1,6,6,0,RB,0,0,,,,,,,,,,,,,,,0,0,0,0,.0,17,115,125,10,0,28,6.8,115.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Buckley,Bryce",Bryce,Buckley,,372,"Buckley,Bryce","BUCKLEY,BRYCE",Luther,LUT,1046-8058,1,1,7,7,0,WR,0,0,,,,,,,,,,,,,,,2,40,2,27,20.0,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
