season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fumble_stats_number,fumble_stats_number_lost,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Long,Brayden",Brayden,Long,,344,"Long,Brayden","LONG,BRAYDEN",Lake Forest,LFC,1098-2658,1,0,26,26,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Hostallero,Dylan",Dylan,Hostallero,,344,"Hostallero,Dylan","HOSTALLERO,DYLAN",Lake Forest,LFC,1098-2798,1,0,27,27,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Sorensen,Cole",Cole,Sorensen,,344,"Sorensen,Cole","SORENSEN,COLE",Lake Forest,LFC,1098-2668,1,0,28,28,0,RB,0,0,,,,,,,,,,,,,,,,,,,,6,25,28,3,1,13,4.2,25.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Ware,Blake",Blake,Ware,,344,"Ware,Blake","WARE,BLAKE",Lake Forest,LFC,1098-2339,1,1,30,30,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"DeChesaro,Thomas",Thomas,DeChesaro,,344,"DeChesaro,Thomas","DECHESARO,THOMAS",Lake Forest,LFC,1098-2092,1,1,32,32,0,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Sander,Jackson",Jackson,Sander,,344,"Sander,Jackson","SANDER,JACKSON",Lake Forest,LFC,1098-2343,1,1,33,33,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"McKinney,Javion",Javion,McKinney,,344,"McKinney,Javion","MCKINNEY,JAVION",Lake Forest,LFC,1098-2810,1,0,36,36,0,RB,0,0,,,,,,,,,,,,,,,,,,,,5,31,31,0,0,10,6.2,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Taylor,Omari",Omari,Taylor,,344,"Taylor,Omari","TAYLOR,OMARI",Lake Forest,LFC,1098-2819,1,0,37,37,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Lewis,Angelo",Angelo,Lewis,,344,"Lewis,Angelo","LEWIS,ANGELO",Lake Forest,LFC,1098-2501,1,0,39,39,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Abrantes,Kaden",Kaden,Abrantes,,344,"Abrantes,Kaden","ABRANTES,KADEN",Lake Forest,LFC,1098-2783,1,0,40,40,0,RB,0,0,,,,,,,,,,,,,,,,,,,,4,56,56,0,1,47,14.0,56.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Birk,Grant",Grant,Birk,,344,"Birk,Grant","BIRK,GRANT",Lake Forest,LFC,1098-2787,1,0,42,42,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Jordan,James",James,Jordan,,344,"Jordan,James","JORDAN,JAMES",Lake Forest,LFC,1098-2666,1,1,45,45,0,TE,0,0,,,,,,,,,,,,,,,2,52,1,42,26.0,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Eagleson,Caden",Caden,Eagleson,,344,"Eagleson,Caden","EAGLESON,CADEN",Lake Forest,LFC,1098-2793,1,0,47,47,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,1.0,.0,.0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Schambach,Hudson",Hudson,Schambach,,344,"Schambach,Hudson","SCHAMBACH,HUDSON",Lake Forest,LFC,1098-2684,1,0,49,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,10,625,0,5,62.5,0,0,0,0,.0,11,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Allred,Tucker",Tucker,Allred,,344,"Allred,Tucker","ALLRED,TUCKER",Lake Forest,LFC,1098-2346,1,0,50,50,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Freeman,Joe",Joe,Freeman,,344,"Freeman,Joe","FREEMAN,JOE",Lake Forest,LFC,1098-2670,1,0,53,53,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Arndt,Hayden",Hayden,Arndt,,344,"Arndt,Hayden","ARNDT,HAYDEN",Lake Forest,LFC,1098-2784,1,0,57,57,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Hawk III,Charles",Charles,Hawk III,,344,"Hawk III,Charles","HAWK III,CHARLES",Lake Forest,LFC,1098-2671,1,1,62,62,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Haney,Thomas",Thomas,Haney,,344,"Haney,Thomas","HANEY,THOMAS",Lake Forest,LFC,1098-2349,1,1,63,63,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Spalinger,Toby",Toby,Spalinger,,344,"Spalinger,Toby","SPALINGER,TOBY",Lake Forest,LFC,1098-2113,1,1,66,66,0,OT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Washington,Kennedy",Kennedy,Washington,,344,"Washington,Kennedy","WASHINGTON,KENNEDY",Lake Forest,LFC,1098-2674,1,1,70,70,0,OT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Chacon,Anthony",Anthony,Chacon,,344,"Chacon,Anthony","CHACON,ANTHONY",Lake Forest,LFC,1098-2354,1,1,78,78,0,OC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Laudermilk,Davian",Davian,Laudermilk,,344,"Laudermilk,Davian","LAUDERMILK,DAVIAN",Lake Forest,LFC,1098-2807,1,0,82,82,0,TE,0,0,,,,,,,,,,,,,,,2,15,1,9,7.5,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Barth,Jaden",Jaden,Barth,,344,"Barth,Jaden","BARTH,JADEN",Lake Forest,LFC,1098-2489,1,0,86,86,0,WR,0,0,,,,,,,,,,,,,,,1,32,1,32,32.0,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Fragassi,Charlie",Charlie,Fragassi,,344,"Fragassi,Charlie","FRAGASSI,CHARLIE",Lake Forest,LFC,1098-2795,1,0,87,87,0,TE,0,0,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Uribarri,Justin",Justin,Uribarri,,344,"Uribarri,Justin","URIBARRI,JUSTIN",Lake Forest,LFC,1098-2820,1,0,89,8U,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,121,0,0,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Carter,Landin",Landin,Carter,,344,"Carter,Landin","CARTER,LANDIN",Lake Forest,LFC,1098-2789,1,0,90,90,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Randolph,Noah",Noah,Randolph,,344,"Randolph,Noah","RANDOLPH,NOAH",Lake Forest,LFC,1098-2815,1,0,94,94,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Hall,Taurean",Taurean,Hall,,344,"Hall,Taurean","HALL,TAUREAN",Lake Forest,LFC,1098-2686,1,1,95,95,0,0,DT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Merola,Merino",Merino,Merola,,344,"Merola,Merino","MEROLA,MERINO",Lake Forest,LFC,1098-2360,1,1,93,96,0,0,DT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Zook,Nicholas",Nicholas,Zook,,344,"Zook,Nicholas","ZOOK,NICHOLAS",Lake Forest,LFC,1098-2515,1,0,99,99,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,2.0,.0,.0,2,0,9,2,2,0,9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Weathers,Houston",Houston,Weathers,,137,"Weathers,Houston","WEATHERS,HOUSTON",University of Chicago,UC,1202-2208,1,0,0,0,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Hayes,Hayden",Hayden,Hayes,,137,"Hayes,Hayden","HAYES,HAYDEN",University of Chicago,UC,1202-2633,1,1,2,2X,0,QB,0,0,,,,,,,,,,,,,,,,,,,,17,10,59,49,2,17,.6,10.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,39,6,84,1,296,0,23,15,187.7,12.87,19.73,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Phenicie,Hank",Hank,Phenicie,,137,"Phenicie,Hank","PHENICIE,HANK",University of Chicago,UC,1202-3256,1,0,2,2,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Kilgore,Walter",Walter,Kilgore,,137,"Kilgore,Walter","KILGORE,WALTER",University of Chicago,UC,1202-2475,1,0,3,3X,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,40,0,100.0,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Rochester,EJ",EJ,Rochester,,137,"Rochester,EJ","ROCHESTER,EJ",University of Chicago,UC,1202-2627,1,0,4,4,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Kelley,Avondre",Avondre,Kelley,,137,"Kelley,Avondre","KELLEY,AVONDRE",University of Chicago,UC,1202-2648,1,0,5,5X,0,RB,0,0,,,,,,,,,,,,,,,2,5,0,8,2.5,8,50,51,1,0,24,6.3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Rolls,Hugh",Hugh,Rolls,,137,"Rolls,Hugh","ROLLS,HUGH",University of Chicago,UC,1202-2459,1,1,5,5,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Dong,Trevor",Trevor,Dong,,137,"Dong,Trevor","DONG,TREVOR",University of Chicago,UC,1202-2624,1,1,6,6X,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Parlet,Miles",Miles,Parlet,,137,"Parlet,Miles","PARLET,MILES",University of Chicago,UC,1202-2463,1,0,6,6,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Broady,Zain",Zain,Broady,,137,"Broady,Zain","BROADY,ZAIN",University of Chicago,UC,1202-3237,1,0,7,7X,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Frye,Russell",Russell,Frye,,137,"Frye,Russell","FRYE,RUSSELL",University of Chicago,UC,1202-2461,1,1,7,7,0,WR,0,0,,,,,,,,,,,,,,,7,254,1,84,36.3,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Chico,Jayden",Jayden,Chico,,137,"Chico,Jayden","CHICO,JAYDEN",University of Chicago,UC,1202-3239,1,0,8,8X,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Murphy,Ryan",Ryan,Murphy,,137,"Murphy,Ryan","MURPHY,RYAN",University of Chicago,UC,1202-3255,1,0,8,8,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Lindsey,Jake",Jake,Lindsey,,137,"Lindsey,Jake","LINDSEY,JAKE",University of Chicago,UC,1202-2468,1,1,12,1C,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,10,10,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Camarata,Christian",Christian,Camarata,,137,"Camarata,Christian","CAMARATA,CHRISTIAN",University of Chicago,UC,1202-2646,1,0,13,13,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,0,19,19.0,0,0,0,0,0,0,1,0,.0,.00,.00,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
