season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,hitting_summary_stats,global_rank,rating,composite_score,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip
2026-27,baseball,Southern Athletic Association (SAA),saa,Berry,Riley Uhls,Riley,Uhls,,973,Riley Uhls,0,0BCM,19,19,,,72.0,23.0,32.0,35.0,10.0,1.0,4.0,8.0,2.0,4.0,6.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.494,56.0,89.0,0.0,0.0,0.444,0.778,11,29,4,0,0,0,0,2,0,44,0.909,0,0.0,,3.0,1.0,14.0,21.0,"6,19",0.32,6.0,19.0,"24,44",0.55,24.0,44.0,"16,26",0.62,16.0,26.0,"9,12",0.75,9.0,12.0,0,0.0,0.0,0.0,"4,8","9,12","41,53",47,0.0,0.0,0.0,0,0.0,0.0,0.0,11.0,4.0,0.0,,Berry,BCM,838-2979,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99,99.0,batting,,
2026-27,baseball,Southern Athletic Association (SAA),saa,Sewanee,Zach Fortman,Zach,Fortman,,652,Zach Fortman,0,0SEWANEE,14,14,,,41.0,17.0,19.0,25.0,1.0,3.0,3.0,10.0,0.0,10.0,9.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.639,35.0,62.0,9.0,1.0,0.463,0.854,18,36,1,0,0,0,0,7,0,55,0.982,0,0.0,,3.0,2.0,7.0,6.0,"9,15",0.6,9.0,15.0,"14,28",0.5,14.0,28.0,"11,21",0.52,11.0,21.0,"1,3",0.33,1.0,3.0,0,0.0,0.0,0.0,"5,9","2,5","27,38",93,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,13.0,0.0,,Sewanee,SEWANEE,1321-3239,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,99,98.0,batting,,
2026-27,baseball,Southern Athletic Association (SAA),saa,Centre,Ayden Lohr,Ayden,Lohr,,132,Ayden Lohr,0,0CENTRE,19,19,,,76.0,21.0,35.0,25.0,2.0,3.0,5.0,10.0,0.0,4.0,6.0,2.0,24.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.533,58.0,92.0,26.0,0.923,0.461,0.763,41,0,0,0,0,0,0,0,0,41,1.0,0,0.0,,0.0,3.0,14.0,23.0,"8,17",0.47,8.0,17.0,"21,37",0.57,21.0,37.0,"12,27",0.44,12.0,27.0,"2,4",0.5,2.0,4.0,0,0.0,0.0,0.0,"6,13","3,5","31,44",10,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,13.0,0.0,,Centre,CENTRE,1268-3034,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,99,97.0,batting,,
2026-27,baseball,Southern Athletic Association (SAA),saa,Southwestern,Connor Duffey,Connor,Duffey,,8746,Connor Duffey,0,0SOUTHWES,20,16,,,72.0,18.0,31.0,15.0,9.0,0.0,3.0,10.0,0.0,3.0,15.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.512,49.0,86.0,3.0,0.667,0.431,0.681,3,0,0,0,0,0,0,0,0,3,1.0,0,0.0,,2.0,0.0,10.0,15.0,"5,13",0.38,5.0,13.0,"15,39",0.38,15.0,39.0,"8,26",0.31,8.0,26.0,"4,10",0.4,4.0,10.0,0,0.0,0.0,0.0,"11,20","7,11","20,41",82,0.0,0.0,0.0,"1,1",1.0,1.0,1.0,6.0,12.0,0.0,,Southwestern,SOUTHWES,1322-247,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,98,96.0,batting,,
2026-27,baseball,Southern Athletic Association (SAA),saa,Sewanee,Aidan Petrocco,Aidan,Petrocco,,652,Aidan Petrocco,0,0SEWANEE,19,19,,,77.0,30.0,32.0,15.0,9.0,0.0,1.0,7.0,0.0,6.0,7.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,44.0,92.0,5.0,1.0,0.416,0.571,30,48,3,0,0,0,0,12,0,81,0.963,0,0.0,,1.0,3.0,19.0,20.0,"10,20",0.5,10.0,20.0,"13,36",0.36,13.0,36.0,"9,23",0.39,9.0,23.0,"6,14",0.43,6.0,14.0,0,0.0,0.0,0.0,"18,33","3,5","26,42",25,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,9.0,0.0,,Sewanee,SEWANEE,1321-3444,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,98,95.0,batting,,
2026-27,baseball,Southern Athletic Association (SAA),saa,Oglethorpe,Cade Eidam,Cade,Eidam,,2713,Cade Eidam,0,0OGL,16,15,,,57.0,21.0,23.0,14.0,5.0,1.0,0.0,9.0,0.0,3.0,6.0,3.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.493,30.0,72.0,10.0,0.9,0.404,0.526,21,0,0,0,0,0,0,0,0,21,1.0,0,0.0,,7.0,2.0,8.0,16.0,"7,19",0.37,7.0,19.0,"13,30",0.43,13.0,30.0,"6,17",0.35,6.0,17.0,"1,2",0.5,1.0,2.0,0,0.0,0.0,0.0,"14,19","7,9","23,37",12,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0,12.0,0.0,,Oglethorpe,OGL,1284-2688,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,98,94.0,batting,,
2026-27,baseball,Southern Athletic Association (SAA),saa,Trinity,"Ramsey, John",John,Ramsey,,715,"Ramsey, John",0,0TU,15,12,,,40.0,16.0,18.0,11.0,1.0,0.0,3.0,7.0,0.0,2.0,8.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.54,28.0,50.0,5.0,0.6,0.45,0.7,17,29,5,0,0,0,0,7,0,51,0.902,0,0.0,,0.0,2.0,2.0,11.0,"6,14",0.43,6.0,14.0,"12,28",0.43,12.0,28.0,"5,17",0.29,5.0,17.0,"2,5",0.4,2.0,5.0,"10,22",0.45,10.0,22.0,"5,6","0,3","13,29",12,0.0,0.0,0.0,0,0.0,0.0,0.0,16.0,10.0,0.0,,Trinity,TU,1323-3048,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,97,93.0,batting,,
2026-27,baseball,Southern Athletic Association (SAA),saa,Sewanee,Spencer Yu,Spencer,Yu,,652,Spencer Yu,0,0SEWANEE,18,18,,,64.0,20.0,28.0,10.0,4.0,1.0,1.0,12.0,0.0,0.0,8.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.526,37.0,79.0,4.0,0.75,0.438,0.578,7,10,1,0,0,0,0,1,0,18,0.944,0,0.0,,2.0,0.0,19.0,10.0,"8,18",0.44,8.0,18.0,"18,39",0.46,18.0,39.0,"15,27",0.56,15.0,27.0,"3,8",0.38,3.0,8.0,0,0.0,0.0,0.0,"7,10","0,3","31,47",0,0.0,0.0,0.0,0,0.0,0.0,0.0,10.0,9.0,0.0,,Sewanee,SEWANEE,1321-3671,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,97,92.0,batting,,
2026-27,baseball,Southern Athletic Association (SAA),saa,Rhodes,Austin Smith,Austin,Smith,,573,Austin Smith,0,0RHODES,14,10,,,29.0,13.0,12.0,10.0,3.0,0.0,0.0,8.0,0.0,0.0,5.0,1.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541,15.0,41.0,9.0,0.889,0.414,0.517,25,0,1,0,0,0,0,0,0,26,0.962,0,0.0,,1.0,0.0,7.0,8.0,"3,11",0.27,3.0,11.0,"8,18",0.44,8.0,18.0,"8,13",0.62,8.0,13.0,"1,3",0.33,1.0,3.0,0,0.0,0.0,0.0,"4,4","5,7","15,24",44,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,4.0,0.0,,Rhodes,RHODES,1390-4723,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,97,91.0,batting,,
2026-27,baseball,Southern Athletic Association (SAA),saa,Trinity,"Woodward, Kaleb",Kaleb,Woodward,,715,"Woodward, Kaleb",0,0TU,9,9,,,41.0,11.0,22.0,9.0,4.0,0.0,1.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.568,29.0,45.0,1.0,0.0,0.537,0.707,10,0,0,0,0,0,0,0,0,10,1.0,0,0.0,,0.0,0.0,7.0,6.0,"5,9",0.56,5.0,9.0,"15,21",0.71,15.0,21.0,"8,14",0.57,8.0,14.0,"7,8",0.88,7.0,8.0,"15,32",0.47,15.0,32.0,"5,14","3,4","14,21",89,0.0,0.0,0.0,0,0.0,0.0,0.0,22.0,6.0,0.0,,Trinity,TU,1323-2770,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,96,90.0,batting,,
