season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,shot_stats,goal_stats,caution_stats,misc_stats
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Ella Renaud,Ella,Renaud,,30065,Ella Renaud,"RENAUD,ELLA",VTSU Lyndon,VERMONT,804-1533,2,2,00,0,00,0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Aracely Delgado-juarez,Aracely,Delgado-juarez,,30065,Aracely Delgado-juarez,"DELGADO-JUAREZ,A",VTSU Lyndon,VERMONT,804-1484,2,2,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,142:00,0,.00,.00,,17,0,0,0,0,.824,1.91,14,3,141:47,2,2,1.50,0.824,.000,7.00,,,,
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Makayla Longway,Makayla,Longway,,30065,Makayla Longway,"LONGWAY,MAKAYLA",VTSU Lyndon,VERMONT,804-1482,0,0,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Sarah Collier,Sarah,Collier,,30065,Sarah Collier,"COLLIER,SARAH",VTSU Lyndon,VERMONT,804-1463,2,2,7,0,7,0,0,5,5,0,0,0,0,0,2.50,2.50,.00,.000,.000,5,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,169:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Victoria Fitih,Victoria,Fitih,,30065,Victoria Fitih,"FITIH,VICTORIA",VTSU Lyndon,VERMONT,804-1382,1,1,9,0,9,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,75:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Ashley Clark,Ashley,Clark,,30065,Ashley Clark,"CLARK,ASHLEY",VTSU Lyndon,VERMONT,804-1534,2,2,11,0,11,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,175:00,1,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Phoebe Crocker,Phoebe,Crocker,,30065,Phoebe Crocker,"CROCKER,PHOEBE",VTSU Lyndon,VERMONT,804-1535,2,2,14,0,14,0,0,0,0,2,2,0,0,0,.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,179:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Kailee Dohrman,Kailee,Dohrman,,30065,Kailee Dohrman,"DOHRMAN,KAILEE",VTSU Lyndon,VERMONT,804-1536,2,2,17,0,17,0,0,6,8,3,3,0,0,0,4.00,3.00,1.50,.000,1.500,6,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,163:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Verna Stoddard,Verna,Stoddard,,30065,Verna Stoddard,"STODDARD,VERNA",VTSU Lyndon,VERMONT,804-1491,1,0,20,0,20,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,64:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Alyssa Gerrish,Alyssa,Gerrish,,30065,Alyssa Gerrish,"GERRISH,ALYSSA",VTSU Lyndon,VERMONT,804-1404,2,2,22,0,22,0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,176:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Emily Clark,Emily,Clark,,30065,Emily Clark,"CLARK,EMILY",VTSU Lyndon,VERMONT,804-1537,2,2,23,0,23,0,0,3,5,2,0,1,1,1,2.50,1.50,1.00,.500,.000,2,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,164:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Wahaila Granillo,Wahaila,Granillo,,30065,Wahaila Granillo,"GRANILLO,WAHAILA",VTSU Lyndon,VERMONT,804-1538,2,2,26,0,26,0,0,4,4,0,0,0,0,0,2.00,2.00,.00,.000,.000,4,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Alexandria Bingham,Alexandria,Bingham,,30065,Alexandria Bingham,"BINGHAM,ALEXANDRIA",VTSU Lyndon,VERMONT,804-1539,2,1,28,0,28,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,93:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,North Atlantic Conference (NAC),nac,VTSU Lyndon,Kaitlyn Frydenlund,Kaitlyn,Frydenlund,,30065,Kaitlyn Frydenlund,"FRYDENLUND,KAITLYN",VTSU Lyndon,VERMONT,804-1502,1,1,24,0,24,0,0,5,6,6,0,3,0,0,6.00,5.00,6.00,3.000,.000,2,0,0,0,1,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,67:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
