season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip,pitching_stats_strike_percentage
2026-27,baseball,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,Brandon Mahler,Brandon,Mahler,,160,Brandon Mahler,0,0CONCORDI,17,17,,,61,19,28,30,5,1,7,14,1,6,2,1,1,1,0,0,0,0,0,3,0,3,0,0.593,56,81,2,.500,.459,.918,67,9,0,4,0,9,5,1,0,76,1.000,14,.643,,4,1,14,14,"9,18",0.50,9,18,"18,40",0.45,18,40,"14,30",0.47,14,30,"2,3",0.67,2,3,0,0,0,0,"12,18","6,9","37,49",69,0,0,0,0,0,0,0,9,8,0,,Concordia Chicago,CONCORDI,1250-4280,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.849214226719923,1,99,batting,,,
2026-27,baseball,Northern Athletics Collegiate Conference (NACC),nacc,MSOE,Camden Hoier,Camden,Hoier,,20220,Camden Hoier,0,0MSOE,13,11,,,37,9,18,17,4,0,3,6,0,4,9,1,3,2,0,0,0,0,0,0,0,0,0,0.596,31,47,5,.600,.486,.838,63,1,1,0,0,0,0,8,0,65,.985,0,.000,,1,0,4,5,"2,8",0.25,2,8,"12,26",0.46,12,26,"7,15",0.47,7,15,"3,7",0.43,3,7,0,0,0,0,"7,10","6,8","19,29","1,1",1.00,1,1,0,0,0,0,3,5,0,,MSOE,MSOE,1257-1979,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.943839365924147,2,99,batting,,,
2026-27,baseball,Northern Athletics Collegiate Conference (NACC),nacc,St. Norbert,Will Debruin,Will,Debruin,,614,Will Debruin,0,0ST. NORB,15,15,,,55,22,27,17,6,2,3,4,1,6,7,1,2,1,0,0,0,0,0,1,0,1,0,0.569,46,65,3,.667,.491,.836,10,23,5,0,0,0,0,3,0,38,.868,0,.000,,0,0,8,13,"9,20",0.45,9,20,"12,28",0.43,12,28,"10,24",0.42,10,24,"6,14",0.43,6,14,0,0,0,0,"10,16","3,4","15,29","1,1",1.00,1,1,0,0,0,0,3,13,0,,St. Norbert,ST. NORB,1102-3323,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.597359221281243,3,99,batting,,,
2026-27,baseball,Northern Athletics Collegiate Conference (NACC),nacc,Rockford,Marcus Taylor,Marcus,Taylor,,582,Marcus Taylor,0,0ROCKFORD,12,11,,,38,12,18,14,4,1,3,4,0,0,2,2,7,1,0,0,0,0,0,1,0,1,0,0.524,33,42,8,.875,.474,.868,20,0,1,0,0,0,0,0,0,21,.952,0,.000,,2,2,3,12,"7,16",0.44,7,16,"10,26",0.38,10,26,"9,22",0.41,9,22,"1,2",0.50,1,2,0,0,0,0,"3,5","2,4","15,28",23,0,0,0,"1,1",1.00,1,1,1,12,0,,Rockford,ROCKFORD,1256-2969,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.31882097016082,4,98,batting,,,
2026-27,baseball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,Joe Lukancic,Joe,Lukancic,,42,Joe Lukancic,0,0AU,18,18,,,80,30,40,20,5,2,2,7,1,2,13,7,5,2,0,0,0,0,0,0,0,0,0,0.551,55,89,7,.714,.500,.688,26,17,6,1,0,0,0,1,0,49,.878,0,.000,,3,3,19,6,"16,32",0.50,16,32,"20,42",0.48,20,42,"15,32",0.47,15,32,"6,13",0.46,6,13,0,0,0,0,"20,30","4,8","26,43",44,0,0,0,0,0,0,0,6,15,0,,Aurora,AU,1248-6673,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.300067259997137,5,98,batting,,,
2026-27,baseball,Northern Athletics Collegiate Conference (NACC),nacc,Edgewood,Mac Vesperman,Mac,Vesperman,,1066,Mac Vesperman,0,0EDGEWOOD,13,13,,,46,14,17,18,1,0,6,8,0,1,13,1,0,0,1,0,0,0,0,0,0,0,0,0.473,36,56,0,.000,.370,.783,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,1,1,8,8,"3,13",0.23,3,13,"12,28",0.43,12,28,"7,21",0.33,7,21,"1,7",0.14,1,7,0,0,0,0,"7,12","5,10","16,30",24,0,0,0,0,0,0,0,3,8,0,,Edgewood,EDGEWOOD,1252-3937,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.63959356788005,6,98,batting,,,
2026-27,baseball,Northern Athletics Collegiate Conference (NACC),nacc,Rockford,Kadin Bergstrom,Kadin,Bergstrom,,582,Kadin Bergstrom,0,0ROCKFORD,17,16,,,56,17,21,17,5,0,5,4,0,5,8,3,2,0,0,2,0,0,0,1,1,1,0,0.448,41,67,2,1.000,.375,.732,118,8,2,0,0,0,0,12,0,128,.984,0,.000,,2,2,9,19,"4,16",0.25,4,16,"9,25",0.36,9,25,"7,14",0.50,7,14,"1,2",0.50,1,2,0,0,0,0,"7,11","7,9","14,30","0,1",0,0,1,0,0,0,0,3,13,0,,Rockford,ROCKFORD,1256-2498,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.179035736186595,7,97,batting,,,
2026-27,baseball,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,Cam Buckley,Cam,Buckley,,160,Cam Buckley,0,0CONCORDI,17,17,,,65,24,26,11,3,0,4,14,1,6,10,5,10,3,1,1,0,0,0,0,0,0,0,0.535,41,87,13,.769,.400,.631,51,0,1,0,0,0,0,0,0,52,.981,0,.000,,2,0,11,18,"5,19",0.26,5,19,"11,25",0.44,11,25,"7,18",0.39,7,18,"0,3",0,0,3,0,0,0,0,"15,27","2,2","20,33",11,0,0,0,0,0,0,0,5,10,0,,Concordia Chicago,CONCORDI,1250-4639,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.374316666253518,8,97,batting,,,
2026-27,baseball,Northern Athletics Collegiate Conference (NACC),nacc,Wisconsin Lutheran,"Ratliff, Colt",Colt,Ratliff,,8911,"Ratliff, Colt",0,0WLCBB26,14,14,,,52,11,18,15,4,0,5,5,2,4,5,1,3,0,0,0,0,0,0,0,0,0,0,0.443,37,61,3,1.000,.346,.712,81,1,3,0,0,0,0,8,0,85,.965,0,.000,,0,3,12,17,"6,17",0.35,6,17,"10,27",0.37,10,27,"6,18",0.33,6,18,"1,2",0.50,1,2,0,0,0,0,"8,17","0,2","15,27",1,0,0,0,0,0,0,0,3,10,0,,Wisconsin Lutheran,WLCBB26,1092-3429,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.091593233959282,9,97,batting,,,
2026-27,baseball,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Wisconsin,Jack Anzelmo,Jack,Anzelmo,,1036,Jack Anzelmo,0,0CONCORDI,14,12,,,49,16,20,7,3,0,4,6,0,3,15,6,2,1,0,0,0,0,0,0,1,0,0,0.500,35,58,3,.667,.408,.714,21,10,5,0,0,0,0,3,0,36,.861,0,.000,,2,1,4,8,"4,11",0.36,4,11,"9,24",0.38,9,24,"5,19",0.26,5,19,"3,5",0.60,3,5,0,0,0,0,"6,15","1,7","10,26",50,0,0,0,0,0,0,0,0,12,0,,Concordia Wisconsin,CONCORDI,1959-6080,False,3,1,0,,0,0,0,0,0,0,2.2,5,4,3,2,0,0,1,13.50,11,15,0,1,0,0,0,0,0,1,.273,5,1,0,"2,3","2,8","2,7",0,"1,4",,,,5.865045570459861,10,96,batting,,,
