season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goal_stats,penalty_stats,misc_stats,shot_stats,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
2026-27,wlax,Empire 8 (E8),e8,Alfred,Mia Frazer,Mia,Frazer,,18,Mia Frazer,"FRAZER,MIA",FRAZERMIAAUWLAX,1,0,,,Alfred,AUWLAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Empire 8 (E8),e8,Alfred,Valerie Borg du Prie,Valerie Borg du,Prie,,18,Valerie Borg du Prie,"PRIE,VALERIE BORG DU",PRIEVALERIEBORGDUAUWLAX,0,0,,,Alfred,AUWLAX,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2026-27,wlax,Empire 8 (E8),e8,Alfred,Lauren Sfeir,Lauren,Sfeir,,18,Lauren Sfeir,"SFEIR,LAUREN",SFEIRLAURENAUWLAX,14,14,,,Alfred,AUWLAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,28,33,15,18,829:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Empire 8 (E8),e8,Alfred,Jordan Genant,Jordan,Genant,,18,Jordan Genant,"GENANT,JORDAN",GENANTJORDANAUWLAX,8,6,,,Alfred,AUWLAX,0,0,0,0,0,0,1,9,1,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,8,0,18,4,349:00,0,0,1.000,,15,22,1,28,17,11,.682,3.50,,,,,,,,,,,,,,,,,,
2026-27,wlax,Empire 8 (E8),e8,Alfred,Paige Stansfield,Paige,Stansfield,,18,Paige Stansfield,"STANSFIELD,PAIGE",STANSFIELDPAIGEAUWLAX,14,14,,,Alfred,AUWLAX,0,0,1,0,0,0,2,11,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,21,6,25,11,829:00,0,0,1.000,,32,44,6,22,7,15,.727,1.57,,,,,,,,,,,,,,,,,,
2026-27,wlax,Empire 8 (E8),e8,Alfred,Megan Rinker,Megan,Rinker,,18,Megan Rinker,"RINKER,MEGAN",RINKERMEGANAUWLAX,14,13,,,Alfred,AUWLAX,0,0,5,0,0,0,0,11,0,6,0,0,0,0,8,2,0,0,0,0,0,0,0,0,30,20,35,24,750:00,18,0,1.000,,41,64,12,23,2,21,.641,1.64,,,,,,,,,,,,,,,,,,
2026-27,wlax,Empire 8 (E8),e8,Alfred,Sydney Angelo,Sydney,Angelo,,18,Sydney Angelo,"ANGELO,SYDNEY",ANGELOSYDNEYAUWLAX,14,14,,,Alfred,AUWLAX,0,0,3,0,0,0,0,9,0,6,0,0,0,0,3,1,0,0,0,0,0,0,0,0,49,4,29,29,829:00,0,0,1.000,,32,40,9,29,5,24,.800,2.07,,,,,,,,,,,,,,,,,,
2026-27,wlax,Empire 8 (E8),e8,Alfred,Reagan Reidy,Reagan,Reidy,,18,Reagan Reidy,"REIDY,REAGAN",REIDYREAGANAUWLAX,13,8,,,Alfred,AUWLAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,8,1,485:00,16,0,1.000,,0,0,0,1,1,0,.000,0.08,,,,,,,,,,,,,,,,,,
2026-27,wlax,Empire 8 (E8),e8,Alfred,Kylee Bedette,Kylee,Bedette,,18,Kylee Bedette,"BEDETTE,KYLEE",BEDETTEKYLEEAUWLAX,13,13,,,Alfred,AUWLAX,0,0,2,0,0,0,1,10,1,3,2,0,0,0,6,1,0,0,0,0,0,0,0,0,14,2,45,6,769:00,0,0,1.000,,24,31,8,30,17,13,.774,2.31,,,,,,,,,,,,,,,,,,
2026-27,wlax,Empire 8 (E8),e8,Alfred,Meya Caruso,Meya,Caruso,,18,Meya Caruso,"CARUSO,MEYA",CARUSOMEYAAUWLAX,11,7,,,Alfred,AUWLAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,8,0,5,7,403:00,44,0,1.000,,0,2,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Empire 8 (E8),e8,Alfred,Kailynn Hamilton,Kailynn,Hamilton,,18,Kailynn Hamilton,"HAMILTON,KAILYNN",HAMILTONKAILYNNAUWLAX,8,2,,,Alfred,AUWLAX,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,1,138:00,42,0,1.000,,2,2,1,2,0,2,1.000,0.25,,,,,,,,,,,,,,,,,,
