rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Transylvania,"Barr,Hunter",0,F,28,29.964285714285715,19.29,8.43,0.89,1.0,1.86,1.3928571428571428,8.906527889607645,2.580133713720522,2.5258950935457385,-0.7203335730629954,0.45127969733613293,4.8006157361319,0.17947539863167014
2,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Hanover,"McNair,Malachi",0,F,24,28.0,16.58,11.04,1.21,0.33,1.0,1.8333333333333333,6.241700497710687,1.9476895289036984,3.8896589878015915,-0.4193236063738738,-1.0015855322083846,2.209849748287742,0.8588067939197398
3,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Manchester,"Lynas,Ty",0,G,23,35.34782608695652,20.83,6.22,3.09,1.22,0.09,2.8260869565217392,6.069714472619479,2.9395300401477935,1.3711371600953801,1.3491099479247162,0.9283399219626909,-0.531542169082238,2.389896824663004
4,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Mattingly,Elijah",0,F,26,30.076923076923077,11.27,9.85,2.65,1.04,1.23,2.230769230769231,4.902072480270209,0.7084723254434292,3.267866254405245,0.9352212437271739,0.5380179199955072,2.9027290241065287,1.4717586142004515
5,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Bluffton,"Robson,Nevin",0,G,24,34.583333333333336,16.63,8.54,2.5,1.54,0.21,3.0416666666666665,4.831163109162921,1.959358240800688,2.5833717327672496,0.7941228218416482,1.6222457032376845,-0.1700399382202625,2.7223780539667417
6,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Berea,"Riley,Bryce",0,F,26,33.84615384615385,16.08,7.08,1.81,1.23,0.12,1.8461538461538465,4.589469246267894,1.831002409933805,1.820499975827194,0.14507008116822953,0.9500244776275344,-0.44116661136674407,0.8785794332836343
7,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Rose-Hulman,"Pride,Cole",0,F,22,27.545454545454547,12.86,5.09,1.64,0.86,1.18,1.181818181818182,4.261874164509007,1.0795373637676906,0.7806953208198577,-0.014841463635366524,0.14769591802832327,2.7521030945807055,-0.14600278829995975
8,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Franklin,"Matthews,Cooper",0,G,27,28.48148148148148,15.96,4.15,3.11,1.89,0.11,2.5555555555555554,4.143037366049914,1.802997501381031,0.28953131292694534,1.3679230708427863,2.381205151507208,-0.47129179727190873,1.9726654780857638
9,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Williams,Bryce",0,G,27,29.333333333333332,13.04,4.33,4.81,1.59,0.22,2.3333333333333335,4.079950294445538,1.1215447265968523,0.3835839952894178,2.967038518878745,1.7306684815619022,-0.13991475231509784,1.629939729111603
10,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Manchester,"McCorkle,Clay",0,G,19,38.0,15.79,3.58,3.84,0.95,0.05,1.894736842105263,4.041658814452669,1.7633238809312668,-0.008302181220884788,2.054602057352345,0.3428569190119151,-0.6520429127028964,0.9535073298204948
11,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Bluffton,"Snelling,Ian",0,G,22,31.09090909090909,12.18,6.05,3.45,1.41,0.23,1.8636363636363635,3.8115695729115338,0.9208428819686355,1.282309626753045,1.6877461604499784,1.3403464795947182,-0.1097895664099332,0.9055421233253071
12,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Transylvania,"Marshall,Drew",0,G,28,31.642857142857142,13.0,8.25,4.25,1.54,0.29,3.5,3.7381026531563664,1.112209757079261,2.431842411183266,2.4402710771727825,1.6222457032376845,0.07096154902105442,3.4292499112259494
13,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Rose-Hulman,"Schmitz,Joey",0,G,27,30.666666666666668,15.19,3.04,1.7,1.7,0.07,1.8148148148148149,3.0969010247226274,1.6232993381673948,-0.29046022830830265,0.04159790511884385,1.969198593875181,-0.5917925408925672,0.8302463148385599
14,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Swan,Nolan",0,G,28,28.464285714285715,12.93,3.57,2.93,1.11,0.11,1.3928571428571428,2.9869801521677606,1.095873560423476,-0.013527330241022277,1.1986049645801555,0.6898098096494122,-0.47129179727190873,0.17947539863167014
15,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Franklin,"Harrington,Justin",0,G,26,24.73076923076923,14.46,3.31,1.42,1.27,0.12,1.5,2.6680788826868733,1.4529361444713504,-0.14938120476459374,-0.22178581573413766,1.0367627002869086,-0.44116661136674407,0.344718170458498
16,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Hanover,"Walls,CJ",0,G,26,32.03846153846154,13.0,5.35,3.27,0.69,0.08,2.0384615384615383,2.597463928205722,1.112209757079261,0.9165491953434292,1.5184280541873474,-0.22094152827401706,-0.5616673549874025,1.1751690237420425
17,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Franklin,"Beverly,Dylan",0,F,25,26.36,8.52,3.2,1.76,1.08,1.52,1.04,2.549549026078899,0.0666931711090147,-0.2068578439861047,0.09803727387305422,0.6247561426548814,3.7763594153563025,-0.3647241299180158
18,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Troutman,Kenney",0,G,27,26.925925925925927,15.78,1.52,1.44,1.26,0.0,1.4444444444444444,2.5195966411987705,1.7609901385518691,-1.0846828793691825,-0.20297269281606756,1.0150781446220651,-0.8026688422287195,0.2590367332149576
19,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Bluffton,"Irvin,Andre",0,G,26,29.0,13.77,3.08,2.85,0.73,0.0,1.6923076923076923,2.199988546406672,1.291907920292897,-0.2695596322277532,1.1233524729078752,-0.1342033056146428,-0.8026688422287195,0.6413077609169068
20,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Earlham,"Davis,Bud",0,G,21,26.238095238095237,14.33,2.76,3.05,1.19,0.1,2.5238095238095237,2.0994694083824053,1.4225974935391779,-0.43676440087214913,1.311483702088576,0.8632862549681601,-0.5014169831770733,1.9237046568037408
21,hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Manchester,"Robertson,Max",0,G,23,30.08695652173913,10.7,4.17,2.0,0.96,0.3,1.3478260869565215,1.7323351459299305,0.5754490098177505,0.29998161096721987,0.3237947488898955,0.3645414746767587,0.10108673492621907,0.11002553800880024
