conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,z_shot_stats_points,z_shot_stats_goals,z_shot_stats_assists,z_misc_stats_plusminus,z_penalty_stats_minutes,composite_score,global_rank,rating
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Raquel Walecka,,0,12,16,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,1.0,2.0,-1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.179973558789177,,,142,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Ziya Damas,,0,13,17,1,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,1.0,2.0,3.0,0.333,2.0,3.0,9.0,-6.0,22.0,0.0,21.0,2.0,0.0,2.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,-0.5532435886923941,-0.14458547115178896,-0.8185451531622039,-0.6624895253210643,,,143,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Jenna Lynch,,lw,14,24,22,0.0,,0.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,6,12:00,0,0,0,0,0,0,6,4.0,1.0,5.0,0.8,0.25,20.0,16.0,4.0,62.0,0.0,109.0,31.0,19.0,12.0,0.11,0.0,0.0,,,,,,,,,,,,,,,,,,3.2047461857332316,2.535790629361115,3.351101243408512,0.30254240774271024,,,144,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Maddie Pope,,0,16,26,16,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,2,04:00,0,0,0,0,0,0,2,37.0,19.0,56.0,0.661,0.51,25.0,13.0,12.0,16.0,0.0,55.0,28.0,17.0,11.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,2.815988622861615,2.2677530193098248,2.9121910964010684,1.0745679541937299,,,145,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Valerie DuVal,,0,17,26,7,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,04:00,0,0,0,0,0,0,2,234.0,185.0,419.0,0.558,0.79,12.0,9.0,3.0,30.0,0.0,72.0,6.0,5.0,1.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,-0.0349001715302388,-0.4126230812030794,0.27873021435640555,0.2060392144363328,,,146,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Gabbi Oakes,,0,18,21,1,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,34.0,38.0,72.0,0.472,1.12,2.0,5.0,-3.0,3.0,0.0,7.0,1.0,0.0,1.0,0.14,0.0,0.0,,,,,,,,,,,,,,,,,,-0.6828294429829329,-0.4126230812030794,-0.8185451531622039,-0.3729799454019319,,,147,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Kelsey Joiner,,0,19,26,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,02:00,0,0,0,0,0,0,1,0.0,0.0,0.0,,0.0,14.0,11.0,3.0,38.0,0.0,7.0,2.0,1.0,1.0,0.14,0.0,0.0,,,,,,,,,,,,,,,,,,-0.5532435886923941,-0.4126230812030794,-0.599090079658482,0.2060392144363328,,,148,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Elyssa Sharma,,0,20,14,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,5.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,149,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Lilly Ainley,,d,21,26,26,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3,06:00,0,0,0,0,0,0,3,0.0,0.0,0.0,,0.0,23.0,17.0,6.0,26.0,0.0,49.0,19.0,16.0,3.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,1.6497159342467658,0.12345213889950146,2.6927360228973463,0.49554879435546517,,,150,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Hannah Baxter,,0,22,14,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,10.0,6.0,16.0,0.625,0.6,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.179973558789177,,,151,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Ava Camelio,,0,23,24,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16,32:00,0,0,0,0,0,0,16,0.0,1.0,1.0,0.0,0.0,8.0,5.0,3.0,17.0,0.0,35.0,3.0,1.0,2.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,-0.4236577344018552,-0.14458547115178896,-0.599090079658482,0.2060392144363328,,,152,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Mikayla Mrzywka,,0,24,24,1,0.0,,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1,02:00,0,0,0,0,0,0,1,8.0,7.0,15.0,0.533,0.88,12.0,12.0,0.0,7.0,0.0,68.0,12.0,4.0,8.0,0.12,0.0,0.0,,,,,,,,,,,,,,,,,,0.7426149542129941,1.4636401891559536,0.059275140852683636,-0.08347036548279954,,,153,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Caroline Bliss,,0,25,22,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,1.0,1.0,0.0,0.0,7.0,4.0,3.0,13.0,0.0,20.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.2940718801113164,-0.6806606912543698,0.059275140852683636,0.2060392144363328,,,154,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Katie Collins,,0,26,26,3,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,2.0,2.0,0.0,0.0,7.0,8.0,-1.0,7.0,0.0,32.0,8.0,2.0,6.0,0.19,0.0,0.0,,,,,,,,,,,,,,,,,,0.22427153705083883,0.9275649690533728,-0.37963500615476015,-0.179973558789177,,,155,79
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Mabel Gerard,,c,27,26,17,0.0,,0.0,0.0,0.0,4.0,2.0,0.0,9.0,4.0,1.0,3,06:00,0,0,0,0,0,0,3,309.0,271.0,580.0,0.533,0.88,29.0,15.0,14.0,17.0,0.0,83.0,30.0,13.0,17.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,3.0751603314426927,3.8759786796175675,2.0343708023861806,1.2675743408064848,,,156,78
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Brooklyn Godisak,,g,30,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60:00,0.0,33.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,157,78
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Avery Sharma,,0,31,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58:14,4.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.897,1.0,0.0,0.0,4.12,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,158,78
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Western New England University,Rachael Irving,,0,32,24,24,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,24.0,1445:50,43.0,700.0,101281012810128.0,1.0,1.0,1.0,1.0,9.0,2.0,0.0,0.942,18.0,0.0,0.0,1.78,-0.5532435886923941,-0.6806606912543698,-0.37963500615476015,-0.08347036548279954,,,159,78
e8,Empire 8 (E8),2025-26,whky,Elmira,"Toole, Alayna",,0,2,24,3,0.0,,0.0,0.0,0.0,3.0,2.0,5.0,2.0,3.0,1.0,1,02:00,0,0,0,0,0,0,1,213.0,151.0,364.0,0.585,0.71,15.0,7.0,8.0,5.0,0.0,60.0,15.0,5.0,10.0,0.17,0.0,0.0,,,,,,,,,,,,,,,,,,1.1313725170846105,1.9997154092585345,0.27873021435640555,0.6885551809682201,,,160,78
e8,Empire 8 (E8),2025-26,whky,Elmira,"Waszkielewicz, Sarah",,0,3,24,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,06:00,0,0,0,0,0,0,3,77.0,80.0,157.0,0.49,1.04,9.0,3.0,6.0,6.0,0.0,52.0,7.0,5.0,2.0,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,0.09468568276030001,-0.14458547115178896,0.27873021435640555,0.49554879435546517,,,161,78
e8,Empire 8 (E8),2025-26,whky,Elmira,"McBride, Mo",,0,5,25,6,0.0,,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,4,08:00,0,0,0,0,0,0,4,2.0,4.0,6.0,0.333,2.0,29.0,12.0,17.0,8.0,0.0,70.0,16.0,7.0,9.0,0.13,0.0,0.0,,,,,,,,,,,,,,,,,,1.2609583713751493,1.731677799207244,0.7176403613638493,1.557083920725617,,,162,78
e8,Empire 8 (E8),2025-26,whky,Elmira,"Smith, Iliana",,0,6,25,11,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11,22:00,0,0,0,0,0,0,11,156.0,118.0,274.0,0.569,0.76,18.0,9.0,9.0,7.0,0.0,69.0,13.0,8.0,5.0,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,0.8722008085035329,0.6595273590020824,0.9370954348675712,0.7850583742745976,,,163,78
e8,Empire 8 (E8),2025-26,whky,Elmira,"Meluzio, Amber",,0,9,25,7,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,5,10:00,0,0,0,0,0,0,5,3.0,2.0,5.0,0.6,0.67,18.0,5.0,13.0,3.0,0.0,75.0,13.0,5.0,8.0,0.11,0.0,0.0,,,,,,,,,,,,,,,,,,0.8722008085035329,1.4636401891559536,0.27873021435640555,1.1710711475001074,,,164,78
e8,Empire 8 (E8),2025-26,whky,Elmira,"Thompson, Piper",,0,10,25,10,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,02:00,0,0,0,0,0,0,1,17.0,13.0,30.0,0.567,0.76,7.0,6.0,1.0,4.0,0.0,38.0,5.0,2.0,3.0,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,-0.16448602582077762,0.12345213889950146,-0.37963500615476015,0.013032827823577911,,,165,78
e8,Empire 8 (E8),2025-26,whky,Elmira,"Andrews, Piper",,0,13,21,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,1.0,1.0,2.0,0.5,1.0,8.0,4.0,4.0,1.0,0.0,30.0,9.0,6.0,3.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,0.35385739134137767,0.12345213889950146,0.4981852878601274,0.30254240774271024,,,166,78
e8,Empire 8 (E8),2025-26,whky,Elmira,"Dougherty, Gabby",,0,14,25,17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,20.0,13.0,7.0,42.0,0.0,57.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.0349001715302388,-0.6806606912543698,0.4981852878601274,0.5920519876618426,,,167,78
e8,Empire 8 (E8),2025-26,whky,Elmira,"McCarrick, Mandy",,0,16,25,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,0.0,0.0,,0.0,20.0,7.0,13.0,15.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.5532435886923941,-0.6806606912543698,-0.37963500615476015,1.1710711475001074,,,168,78
e8,Empire 8 (E8),2025-26,whky,Elmira,"Morel, Emma",,0,17,15,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,0.0,0.0,,0.0,12.0,5.0,7.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,0.5920519876618426,,,169,78
e8,Empire 8 (E8),2025-26,whky,Elmira,"Tomasso, Bella",,0,18,23,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,29.0,5.0,24.0,26.0,0.0,24.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.0349001715302388,-0.6806606912543698,0.4981852878601274,2.2326062738702595,,,170,78
e8,Empire 8 (E8),2025-26,whky,Elmira,"O'Keeffe, Maura",,0,19,24,1,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3,06:00,0,0,0,0,0,0,3,20.0,19.0,39.0,0.513,0.95,6.0,3.0,3.0,1.0,0.0,34.0,4.0,1.0,3.0,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,-0.2940718801113164,0.12345213889950146,-0.599090079658482,0.2060392144363328,,,171,78
e8,Empire 8 (E8),2025-26,whky,Elmira,"Barber, Savannah",,0,20,24,4,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,12:00,0,0,0,0,0,0,6,30.0,25.0,55.0,0.545,0.83,7.0,2.0,5.0,5.0,0.0,32.0,5.0,4.0,1.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,-0.16448602582077762,-0.4126230812030794,0.059275140852683636,0.3990456010490877,,,172,77
e8,Empire 8 (E8),2025-26,whky,Elmira,"Lugge, Anna",,0,21,25,10,0.0,,1.0,0.0,0.0,2.0,5.0,0.0,5.0,3.0,1.0,6,12:00,0,0,0,0,0,0,6,232.0,135.0,367.0,0.632,0.58,34.0,12.0,22.0,14.0,0.0,118.0,37.0,17.0,20.0,0.17,0.0,0.0,,,,,,,,,,,,,,,,,,3.9822613114764644,4.680091509771438,2.9121910964010684,2.0395998872575043,,,173,77
e8,Empire 8 (E8),2025-26,whky,Elmira,"Hemingway, Alexandra",,0,22,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,9.0,4.0,13.0,0.692,0.44,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,174,77
e8,Empire 8 (E8),2025-26,whky,Elmira,"Conger, Bri",,0,23,22,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10:00,0,0,0,0,0,0,5,1.0,1.0,2.0,0.5,1.0,19.0,4.0,15.0,15.0,0.0,19.0,11.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.6130290999224552,-0.6806606912543698,1.595460655378737,1.3640775341128621,,,175,77
e8,Empire 8 (E8),2025-26,whky,Elmira,"Gregory, Sophie",,0,24,10,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,06:00,0,0,0,0,0,0,3,0.0,0.0,0.0,,0.0,7.0,4.0,3.0,8.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.5532435886923941,-0.6806606912543698,-0.37963500615476015,0.2060392144363328,,,176,77
e8,Empire 8 (E8),2025-26,whky,Elmira,"Boyle, MK",,0,25,24,12,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,9,18:00,0,0,0,0,0,0,9,27.0,17.0,44.0,0.614,0.63,31.0,12.0,19.0,5.0,0.0,56.0,25.0,12.0,13.0,0.23,0.0,0.0,,,,,,,,,,,,,,,,,,2.4272310599899987,2.8038282394124057,1.8149157288824587,1.750090307338372,,,177,77
e8,Empire 8 (E8),2025-26,whky,Elmira,"Audet, Annie",,0,26,25,15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10:00,0,0,0,0,0,0,5,1.0,0.0,1.0,1.0,100.0,18.0,12.0,6.0,5.0,0.0,51.0,9.0,8.0,1.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,0.35385739134137767,-0.4126230812030794,0.9370954348675712,0.49554879435546517,,,178,77
e8,Empire 8 (E8),2025-26,whky,Elmira,"Eselunas, Abby",,0,27,23,5,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3,06:00,0,0,0,0,0,0,3,6.0,5.0,11.0,0.545,0.83,20.0,3.0,17.0,0.0,0.0,46.0,18.0,8.0,10.0,0.22,0.0,0.0,,,,,,,,,,,,,,,,,,1.520130079956227,1.9997154092585345,0.9370954348675712,1.557083920725617,,,179,77
e8,Empire 8 (E8),2025-26,whky,Elmira,"Comeau, Rian",,0,28,20,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,14:00,0,0,0,0,0,0,7,0.0,0.0,0.0,,0.0,22.0,2.0,20.0,14.0,0.0,21.0,4.0,3.0,1.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,-0.2940718801113164,-0.4126230812030794,-0.16017993265103825,1.8465935006447496,,,180,77
e8,Empire 8 (E8),2025-26,whky,Elmira,"Lynch, Reagan",,0,29,18,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,1.0,1.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,30.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.2940718801113164,-0.6806606912543698,0.059275140852683636,0.3990456010490877,,,181,77
e8,Empire 8 (E8),2025-26,whky,Elmira,"Last, Olivia",,0,30,12,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,573:27,9.0,178.0,281.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.952,9.0,0.0,0.0,0.94,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,182,77
e8,Empire 8 (E8),2025-26,whky,Elmira,"Rubin, Liv",,0,31,7,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,179:04,3.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.897,3.0,0.0,0.0,1.01,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,183,77
e8,Empire 8 (E8),2025-26,whky,Elmira,"Sevcikova, Sara",,0,33,17,13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,753:15,22.0,201.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.901,13.0,0.0,0.0,1.75,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,184,77
e8,Empire 8 (E8),2025-26,whky,Nazareth,"Jones, Alexis",,0,5,15,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,5.0,4.0,9.0,0.556,0.8,4.0,0.0,4.0,2.0,0.0,5.0,1.0,0.0,1.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,-0.6828294429829329,-0.4126230812030794,-0.8185451531622039,0.30254240774271024,,,185,77
e8,Empire 8 (E8),2025-26,whky,Nazareth,"Konrad, Ella",,0,7,26,17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9,18:00,0,0,0,0,0,0,9,0.0,1.0,1.0,0.0,0.0,35.0,8.0,27.0,12.0,0.0,63.0,20.0,17.0,3.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,1.7793017885373046,0.12345213889950146,2.9121910964010684,2.5221158537893915,,,186,77
e8,Empire 8 (E8),2025-26,whky,Nazareth,"Gurlea, Sydney",,0,8,26,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10:00,0,0,0,0,0,0,5,3.0,2.0,5.0,0.6,0.67,8.0,7.0,1.0,15.0,0.0,39.0,4.0,2.0,2.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,-0.2940718801113164,-0.14458547115178896,-0.37963500615476015,0.013032827823577911,,,187,77
e8,Empire 8 (E8),2025-26,whky,Nazareth,"Haratani, Emili",,0,9,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,188,76
e8,Empire 8 (E8),2025-26,whky,Nazareth,"Flanagan, Abby",,0,10,25,0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,133.0,97.0,230.0,0.578,0.73,11.0,6.0,5.0,6.0,0.0,30.0,7.0,3.0,4.0,0.13,0.0,0.0,,,,,,,,,,,,,,,,,,0.09468568276030001,0.3914897489507919,-0.16017993265103825,0.3990456010490877,,,189,76
e8,Empire 8 (E8),2025-26,whky,Nazareth,"Sharp, Nikki",,0,11,26,7,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1,02:00,0,0,0,0,0,0,1,3.0,1.0,4.0,0.75,0.33,29.0,3.0,26.0,2.0,0.0,59.0,26.0,18.0,8.0,0.14,0.0,0.0,,,,,,,,,,,,,,,,,,2.5568169142805375,1.4636401891559536,3.13164616990479,2.425612660483014,,,190,76
e8,Empire 8 (E8),2025-26,whky,Nazareth,"Skibinski, Corsica",,0,12,26,1,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,10:00,0,0,0,0,0,0,5,179.0,142.0,321.0,0.558,0.79,13.0,7.0,6.0,14.0,0.0,53.0,7.0,5.0,2.0,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,0.09468568276030001,-0.14458547115178896,0.27873021435640555,0.49554879435546517,,,191,76
e8,Empire 8 (E8),2025-26,whky,Nazareth,"Laskowski, Amy",,0,13,26,7,0.0,,0.0,1.0,0.0,2.0,1.0,0.0,8.0,6.0,1.0,2,04:00,0,0,0,0,0,0,2,59.0,50.0,109.0,0.541,0.85,38.0,5.0,33.0,6.0,0.0,136.0,49.0,24.0,25.0,0.18,1.0,2.0,,,,,,,,,,,,,,,,,,5.53729156296293,6.020279560027891,4.448376610927122,3.1011350136276565,,,192,76
e8,Empire 8 (E8),2025-26,whky,Nazareth,"Cedrone, Ella",,0,16,24,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,9,18:00,0,0,0,0,0,0,9,17.0,8.0,25.0,0.68,0.47,12.0,4.0,8.0,3.0,0.0,62.0,12.0,4.0,8.0,0.13,0.0,0.0,,,,,,,,,,,,,,,,,,0.7426149542129941,1.4636401891559536,0.059275140852683636,0.6885551809682201,,,193,76
e8,Empire 8 (E8),2025-26,whky,Nazareth,"Mannila, Ella",,0,17,24,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1,02:00,0,0,0,0,0,0,1,0.0,0.0,0.0,,0.0,10.0,6.0,4.0,4.0,0.0,35.0,7.0,2.0,5.0,0.14,0.0,0.0,,,,,,,,,,,,,,,,,,0.09468568276030001,0.6595273590020824,-0.37963500615476015,0.30254240774271024,,,194,76
e8,Empire 8 (E8),2025-26,whky,Nazareth,"Jacoby, Maggie",,0,18,26,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,28:00,0,1,0,0,0,0,9,0.0,0.0,0.0,,0.0,22.0,5.0,17.0,11.0,0.0,32.0,2.0,1.0,1.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,-0.5532435886923941,-0.4126230812030794,-0.599090079658482,1.557083920725617,,,195,76
