season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats
2026-27,msoc,Ohio Athletic Conference (OAC),oac,Wilmington,"Hanks, Judah",Judah,Hanks,,1461,"Hanks, Judah","HANKS,JUDAH",Wilmington,WILM,1286-3687,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,9,0,0,1,0,.600,2.00,3,2,90:00,1,1,2.00,0.600,.000,3.00,,,,,
2026-27,msoc,Ohio Athletic Conference (OAC),oac,Wilmington,"Metz, Oliver",Oliver,Metz,,1461,"Metz, Oliver","METZ,OLIVER",Wilmington,WILM,1286-3418,0,0,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Ohio Athletic Conference (OAC),oac,Wilmington,"Meilstrup, Joe",Joe,Meilstrup,,1461,"Meilstrup, Joe","MEILSTRUP,JOE",Wilmington,WILM,1286-3327,0,0,98,0,98,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Ohio Athletic Conference (OAC),oac,Wilmington,"Axelsson, Erik",Erik,Axelsson,,1461,"Axelsson, Erik","AXELSSON,ERIK",Wilmington,WILM,1286-3697,2,2,99,0,99,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,20,1,0,1,2,1.000,0.00,7,0,180:00,2,2,.00,1.000,1.000,3.50,,,,,
2026-27,msoc,Ohio Athletic Conference (OAC),oac,Wilmington,"Spencer, Brayden",Brayden,Spencer,,1461,"Spencer, Brayden","SPENCER,BRAYDEN",Wilmington,WILM,1286-3688,3,3,2,0,2,0,0,1,3,0,0,0,0,0,1.00,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,219:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Ohio Athletic Conference (OAC),oac,Wilmington,"Edmonson, Jase",Jase,Edmonson,,1461,"Edmonson, Jase","EDMONSON,JASE",Wilmington,WILM,1286-3319,3,3,3,0,3,0,0,0,1,0,0,0,0,0,.33,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,208:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Ohio Athletic Conference (OAC),oac,Wilmington,"Salihbegovic, Alen",Alen,Salihbegovic,,1461,"Salihbegovic, Alen","SALIHBEGOVIC,ALEN",Wilmington,WILM,1286-3331,3,3,5,0,5,0,0,1,1,0,0,0,0,0,.33,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,2,0,1,0,.67,.33,.00,.00,0,,194:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Ohio Athletic Conference (OAC),oac,Wilmington,"Adolfsson, Robin Petrovic",Robin Petrovic,Adolfsson,,1461,"Adolfsson, Robin Petrovic","ADOLFSSON,ROBIN PETROVIC",Wilmington,WILM,1286-3421,3,0,6,0,6,0,0,0,1,0,0,0,0,0,.33,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,65:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Ohio Athletic Conference (OAC),oac,Wilmington,"Barnishin, Max",Max,Barnishin,,1461,"Barnishin, Max","BARNISHIN,MAX",Wilmington,WILM,1286-3690,3,0,7,0,7,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,69:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Ohio Athletic Conference (OAC),oac,Wilmington,"Jansson, William",William,Jansson,,1461,"Jansson, William","JANSSON,WILLIAM",Wilmington,WILM,1286-3323,3,3,8,0,8,0,0,6,12,5,1,2,1,1,4.00,2.00,1.67,.667,.333,4,0,0,0,0,1,1,.333,4,0,0,0,1.33,.00,.00,.00,0,,173:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
