conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points
arc,American Rivers Conference (ARC),2025-26,wvball,Central,"Kenney, Colleen",0,,43,110,0,.000,57,5,5,125,5,481,0,43,31,406,0,0,498,35,520,0,0,0,0,48,0,0.05,1.14,4.73,0.00,0.39,0.44
arc,American Rivers Conference (ARC),2025-26,wvball,Central,"Ribble, Makayla",0,,14,111,40,.237,207,28,77,557,15,1613,0,19,14,398,0,0,4,0,220,2,7,2,0,97,1,0.69,5.02,1.98,0.02,0.17,0.87
arc,American Rivers Conference (ARC),2025-26,wvball,Central,"Snow, Leslie",0,,17,109,51,.165,1119,177,362,26,7,127,0,31,59,372,0,0,756,51,355,22,8,13,9,408.5,0,3.32,0.24,3.26,0.20,0.28,3.75
arc,American Rivers Conference (ARC),2025-26,wvball,Central,"Folkerts, Sophia",0,,15,102,24,.202,495,67,167,5,1,31,0,0,0,0,0,0,1,0,55,15,9,11,4,176.5,0,1.64,0.05,0.54,0.15,0.00,1.73
arc,American Rivers Conference (ARC),2025-26,wvball,Central,"Pacha, Landry",0,,12,99,25,.143,231,40,73,439,17,1279,0,31,32,389,0,0,5,1,226,16,6,8,8,116,1,0.74,4.43,2.28,0.16,0.31,1.17
arc,American Rivers Conference (ARC),2025-26,wvball,Central,"Sexton, Paige",0,,10,111,18,.184,681,126,251,5,2,36,0,0,0,3,0,0,315,31,70,21,12,11,10,266.5,0,2.26,0.05,0.63,0.19,0.00,2.40
arc,American Rivers Conference (ARC),2025-26,wvball,Central,"Mumm, Kaitlyn",0,,11,91,39,.310,436,57,192,5,1,48,0,21,31,252,0,0,6,1,57,60,19,24,36,261,1,2.11,0.05,0.63,0.66,0.23,2.87
arc,American Rivers Conference (ARC),2025-26,wvball,Central,"Bowers, Rachel",0,,6,85,14,.214,420,69,159,7,2,32,0,3,1,24,0,0,26,1,40,26,11,15,11,180.5,0,1.87,0.08,0.47,0.31,0.04,2.12
arc,American Rivers Conference (ARC),2025-26,wvball,Central,"Wainwright, Maelyn",0,,13,113,52,.228,372,58,143,8,3,40,0,15,13,111,0,0,8,0,32,51,28,24,27,197,2,1.27,0.07,0.28,0.45,0.13,1.74
arc,American Rivers Conference (ARC),2025-26,wvball,Central,"Allenstein, Avery",0,,20,14,2,.097,31,7,10,0,0,0,0,3,2,16,0,0,1,0,3,7,1,7,0,16.5,0,0.71,0.00,0.21,0.50,0.21,1.18
