rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,saa,Southern Athletic Association (SAA),2025-26,Sewanee,"Bigham,Fletcher",0,F,25,32.4,19.36,11.04,2.36,1.08,2.72,2.12,9.174176118593401,2.263120093401711,3.371339791923023,0.7258565077474409,0.3795977622395745,5.114974482830462,1.2092345006429541
2,saa,Southern Athletic Association (SAA),2025-26,Rhodes,"Dotson,Phil",0,G,22,28.727272727272727,21.41,3.14,2.41,1.41,0.0,1.181818181818182,6.041717067891714,2.713851904626211,-0.41094437700363506,0.7762314073387462,0.9726852272021231,-0.6816306504169626,-0.26598131126516855
3,saa,Southern Athletic Association (SAA),2025-26,Trinity,"Bronson,Will",0,F,27,26.22222222222222,13.22,9.7,1.26,0.44,2.19,1.962962962962963,4.30700742172028,0.9131233514902833,2.729787793649387,-0.38239128326127,-0.7706324728393086,3.9854889237785738,0.962306330002002
4,saa,Southern Athletic Association (SAA),2025-26,Rhodes,"Huxtable,Jackson",0,F,27,25.88888888888889,16.59,5.67,1.56,1.37,1.0,2.1481481481481484,3.98464533812741,1.6540824753081191,0.8003440973488264,-0.08014188571343966,0.9007958375096933,1.4494741779828257,1.253495210474823
5,saa,Southern Athletic Association (SAA),2025-26,Oglethorpe,"Dooley,Malachi",0,G,25,34.8,18.04,5.2,3.12,1.04,0.24,2.56,3.9404915541109715,1.9728927808083747,0.5753221278050885,1.4915549815352778,0.3077083725471442,-0.17016549160101338,1.901099280646376
6,saa,Southern Athletic Association (SAA),2025-26,Rhodes,"Jones Jr.,Shawn",0,F,26,29.03846153846154,11.19,6.19,3.38,1.08,0.96,1.3846153846153846,3.7251371990010975,0.46678892378992487,1.0493045742908345,1.7535044594100637,0.3795977622395745,1.3642299848468342,0.052901057140731116
7,saa,Southern Athletic Association (SAA),2025-26,Sewanee,"Avaliani,Nikolas",0,G,26,31.884615384615383,18.04,4.46,1.77,1.15,0.15,2.3846153846153846,2.9639738239002584,1.9728927808083747,0.22103221831069259,0.1314326925700415,0.505404194201327,-0.3619649261569943,1.625321011693963
8,saa,Southern Athletic Association (SAA),2025-26,Sewanee,"Bakken,Jack",0,F,26,28.26923076923077,10.15,7.85,3.46,1.5,0.31,1.9615384615384617,2.8396380519068933,0.23812498053456915,1.8440630199133978,1.834104298756152,1.1344363540100912,-0.020988153613028176,0.9600664155368267
9,saa,Southern Athletic Association (SAA),2025-26,Southwestern,"Enakpene,Shobby",0,G,27,27.22222222222222,17.56,3.07,2.41,0.96,0.19,2.2962962962962963,2.721399714630409,1.8673555762289797,-0.4444582873612132,0.7762314073387462,0.16392959316228373,-0.27672073302100275,1.4864463148530793
10,saa,Southern Athletic Association (SAA),2025-26,Millsaps,"Toney,Jaxon",0,F,26,21.923076923076923,12.42,6.85,1.08,0.77,1.62,1.8846153846153848,2.66086064048296,0.7372280105246247,1.365292871947998,-0.563740921789968,-0.17754500787675953,2.770759171590695,0.8391110344173474
11,saa,Southern Athletic Association (SAA),2025-26,Centre,"Thomas,Kalib",0,G,23,29.73913043478261,14.48,3.61,2.7,0.74,0.17,1.434782608695652,2.617224978331473,1.1901585135111952,-0.1859224074598973,1.0684058249683155,-0.2314620501460822,-0.3193428295889985,0.13178500134908716
12,saa,Southern Athletic Association (SAA),2025-26,Berry,"King,Nile",0,F,13,25.923076923076923,13.15,6.92,1.85,1.0,0.38,1.7692307692307692,2.578914251691103,0.8977325091557882,1.398806782305576,0.21203253191612964,0.23581898285471398,0.12818918437495702,0.657677962738128
13,saa,Southern Athletic Association (SAA),2025-26,Centre,"Shene,Ryan",0,F,26,26.03846153846154,9.27,5.96,2.23,1.46,0.88,1.1538461538461535,2.5392450077132995,0.04464010547234475,0.9391874402587923,0.5948817688100478,1.062546964317661,1.1937415985748512,-0.30996508621770746
14,saa,Southern Athletic Association (SAA),2025-26,Southwestern,"Lewis,Aedan",0,G,27,26.22222222222222,13.07,5.93,1.19,1.41,0.22,1.3703703703703705,2.446168974835334,0.8801429750592222,0.9248243358198301,-0.4529161426890971,0.9726852272021231,-0.2127875881690091,0.030501912488975873
15,saa,Southern Athletic Association (SAA),2025-26,Rhodes,"Lombard,Trevor",0,G,26,28.46153846153846,10.88,4.54,2.54,1.42,0.15,1.1538461538461535,2.1761553350365936,0.39862947916573255,0.2593338301479246,0.9072061462761392,0.9906575746252307,-0.3619649261569943,-0.30996508621770746
16,saa,Southern Athletic Association (SAA),2025-26,Centre,"Ingram,Drake",0,G,26,22.846153846153847,15.42,2.73,1.31,0.46,0.27,1.0384615384615383,2.108849977300582,1.3968355391458438,-0.6072401376694491,-0.3320163836699649,-0.7346877779930934,-0.10623234674901967,-0.4913981578969262
17,saa,Southern Athletic Association (SAA),2025-26,Trinity,"Fenn,Zach",0,G,27,24.37037037037037,6.59,3.44,2.85,3.56,0.37,1.3703703703703705,2.0247409599039505,-0.5446092867626108,-0.26731333261401524,1.2195305237422305,4.836739923170246,0.10687813609095911,0.030501912488975873
18,saa,Southern Athletic Association (SAA),2025-26,Oglethorpe,"Kemp,Jackson",0,G,25,32.8,12.4,7.48,1.28,0.76,0.48,1.76,1.937295475574485,0.7328306270004834,1.6669180651662003,-0.36224132342474796,-0.19551735529986708,0.3412996672149358,0.6431633170037905
19,saa,Southern Athletic Association (SAA),2025-26,Millsaps,"James,Davion",0,G,26,27.923076923076923,11.81,4.38,2.65,2.27,0.19,2.6153846153846154,1.5769921606142137,0.6031078130383104,0.18273060647346057,1.0180309253770101,2.518307105589372,-0.27672073302100275,1.988187155052401
20,saa,Southern Athletic Association (SAA),2025-26,Sewanee,"Carrier,Reid",0,G,24,30.375,12.79,3.25,4.96,0.96,0.04,3.0416666666666665,1.3850956704156965,0.8185796057212416,-0.35827966072744116,3.345351286495303,0.16392959316228373,-0.5963864572809711,2.6584815587561823
21,saa,Southern Athletic Association (SAA),2025-26,Centre,"Wahl,Nolan",0,F,25,23.72,10.84,7.64,0.84,0.6,0.32,1.32,1.233841179243997,0.3898347121174494,1.743521288840664,-0.8055404398282324,-0.48307491406958786,0.0003228946709697261,-0.048701462999631406
22,saa,Southern Athletic Association (SAA),2025-26,Trinity,"Balo,Dean",0,G,27,28.77777777777778,11.96,4.33,2.93,1.0,0.04,2.074074074074074,1.2035226386115154,0.6360881894693714,0.15879209907519068,1.3001303630883188,0.23581898285471398,-0.5963864572809711,1.1370196582856942
23,saa,Southern Athletic Association (SAA),2025-26,Oglethorpe,"Watkins,Carter",0,G,25,29.68,12.44,4.68,1.8,0.68,0.24,1.68,1.1562376966745695,0.7416253940487662,0.32636165086308044,0.16165763232482455,-0.33929613468472736,-0.17016549160101338,0.5173697206395319
24,saa,Southern Athletic Association (SAA),2025-26,Berry,"Pope,Cameron",0,G,25,26.64,13.12,4.2,3.12,0.96,0.08,2.64,1.0988271036017723,0.8911364338695756,0.09655197983968875,1.4915549815352778,0.16392959316228373,-0.5111422641449794,2.0268928770106345
25,saa,Southern Athletic Association (SAA),2025-26,Millsaps,"Combest Jr.,David",0,G,25,25.6,7.2,6.04,2.96,1.88,0.16,1.72,1.0686654939550575,-0.4104890892762962,0.9774890520960243,1.3303553028431014,1.8173855560881778,-0.3406538778729964,0.5802665188216611
26,saa,Southern Athletic Association (SAA),2025-26,Millsaps,"Kent,Caleb",0,G,26,20.346153846153847,11.23,5.04,1.08,1.04,0.15,1.3846153846153846,0.8362028467973655,0.475583690838208,0.49871890413062453,-0.563740921789968,0.3077083725471442,-0.3619649261569943,0.052901057140731116
27,saa,Southern Athletic Association (SAA),2025-26,Centre,"Hamilton,Landen",0,G,26,25.615384615384617,10.35,2.88,3.77,1.42,0.08,2.230769230769231,0.8249299297514123,0.2820988157759836,-0.5354246154746392,2.1464286762222433,0.9906575746252307,-0.5111422641449794,1.3834102494550042
