season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code
2025-26,wbball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Johnson,Taylor",Taylor,Johnson,,1226,"Johnson,Taylor","JOHNSON,TAYLOR",Minnesota Morris,UMM,1399-2637,16,0,01,0,4,19,1,7,8,3,12,0,4,12,106,9,5,14,6,0,13,0,0,16,0.21,0.14,0.38,0.75,0.88,0.75,0.25,0.00,01
2025-26,wbball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Pelzer,Savanna",Savanna,Pelzer,,1226,"Pelzer,Savanna","PELZER,SAVANNA",Minnesota Morris,UMM,1399-2638,10,0,03,0,4,22,1,9,8,7,16,0,11,11,66,0,10,10,5,0,8,0,0,10,0.18,0.11,0.88,1.60,1.00,1.10,1.10,0.00,03
2025-26,wbball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Wassink,Reece",Reece,Wassink,F,1226,"Wassink,Reece","WASSINK,REECE",Minnesota Morris,UMM,1399-2310,18,0,05,0,12,28,0,2,9,4,28,3,4,4,95,4,9,13,10,0,5,0,0,18,0.43,0.00,0.44,1.56,0.72,0.22,0.22,0.17,05
2025-26,wbball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Grove,Maddy",Maddy,Grove,G,1226,"Grove,Maddy","GROVE,MADDY",Minnesota Morris,UMM,1399-2495,26,26,10,0,195,436,11,42,99,84,485,13,65,35,789,33,59,92,67,0,70,2,0,26,0.45,0.26,0.85,18.65,3.54,1.35,2.50,0.50,10
2025-26,wbball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"McIlonie,Mckenna",Mckenna,McIlonie,,1226,"McIlonie,Mckenna","MCILONIE,MCKENNA",Minnesota Morris,UMM,1399-2639,11,0,11,0,2,10,2,8,2,2,8,0,3,2,36,1,4,5,1,0,4,0,0,11,0.20,0.25,1.00,0.73,0.45,0.18,0.27,0.00,11
2025-26,wbball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Ver Steeg,Brooke",Brooke,Ver Steeg,,1226,"Ver Steeg,Brooke","VER STEEG,BROOKE",Minnesota Morris,UMM,1399-2807,26,0,12,0,45,147,10,51,39,25,125,5,43,26,469,22,61,83,55,0,61,1,0,26,0.31,0.20,0.64,4.81,3.19,1.00,1.65,0.19,12
2025-26,wbball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Stockinger,Evie",Evie,Stockinger,,1226,"Stockinger,Evie","STOCKINGER,EVIE",Minnesota Morris,UMM,1399-2817,3,0,15,0,0,0,0,0,4,4,4,0,0,0,4,0,1,1,1,0,0,0,0,3,0.00,0.00,1.00,1.33,0.33,0.00,0.00,0.00,15
2025-26,wbball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Salazar,Itzel",Itzel,Salazar,,1226,"Salazar,Itzel","SALAZAR,ITZEL",Minnesota Morris,UMM,1399-2643,23,13,21,0,14,47,6,19,21,15,49,2,10,40,351,6,19,25,33,0,26,0,0,23,0.30,0.32,0.71,2.13,1.09,1.74,0.43,0.09,21
2025-26,wbball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Klarenbeek,Gianna",Gianna,Klarenbeek,G,1226,"Klarenbeek,Gianna","KLARENBEEK,GIANNA",Minnesota Morris,UMM,1399-2806,25,25,22,0,81,211,39,110,55,40,241,4,43,85,715,14,112,126,49,0,85,1,0,25,0.38,0.35,0.73,9.64,5.04,3.40,1.72,0.16,22
2025-26,wbball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Mortenson,Shelby",Shelby,Mortenson,F,1226,"Mortenson,Shelby","MORTENSON,SHELBY",Minnesota Morris,UMM,1399-2309,26,15,23,0,103,187,0,1,55,35,241,41,8,19,564,65,101,166,45,0,23,0,0,26,0.55,0.00,0.64,9.27,6.38,0.73,0.31,1.58,23
