conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Yaun, Cassidy",,0,3,24,8,0,,1,0,0,0,0,0,1,0,0,5,10:00,0,0,0,0,0,0,5,1,0,1,1.000,100,11,15,-4,17,,,,,,,,,,,,,,,,,,0,19,5,4,1,0.05,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Merkel, Annabelle",,0,4,20,9,0,,0,0,0,0,0,0,0,0,0,9,18:00,0,0,0,0,0,0,9,0,0,0,NaN,0,4,17,-13,18,,,,,,,,,,,,,,,,,,0,13,1,1,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Berman, Taylor",,0,5,25,3,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,1,1,.000,0,5,8,-3,23,,,,,,,,,,,,,,,,,,0,12,1,1,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Countryman, Sally",,0,6,12,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,3,3,6,.500,1.00,0,1,-1,1,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Keyes, Nani",,0,7,25,9,0,,0,1,0,0,1,0,1,1,0,3,06:00,0,0,0,0,0,0,3,3,2,5,.600,0.67,11,20,-9,7,,,,,,,,,,,,,,,,,,0,44,10,5,5,0.11,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Rousell, Sophie",,0,8,25,0,0,,0,0,0,1,0,0,0,1,0,4,08:00,0,0,0,0,0,0,4,3,4,7,.429,1.33,12,16,-4,3,,,,,,,,,,,,,,,,,,0,22,4,1,3,0.14,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Holm, Caroline",,0,9,25,8,0,,1,0,0,0,1,0,2,1,0,8,16:00,0,0,0,0,0,0,8,221,196,417,.530,0.89,9,19,-10,8,,,,,,,,,,,,,,,,,,0,38,7,3,4,0.11,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Bussey, Georgia",,0,10,23,5,0,,0,0,0,0,0,0,0,0,0,9,18:00,0,0,0,0,0,0,9,0,0,0,NaN,0,10,16,-6,16,,,,,,,,,,,,,,,,,,0,24,4,2,2,0.08,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Brook, Lily",,0,11,25,6,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,1,1,2,.500,1.00,11,19,-8,14,,,,,,,,,,,,,,,,,,0,49,5,4,1,0.02,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"French, Kate",,0,13,25,17,0,,0,0,0,2,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,291,233,524,.555,0.80,16,21,-5,14,,,,,,,,,,,,,,,,,,0,31,6,2,4,0.13,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Calo, Ellie",,0,15,22,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,5,5,0,2,,,,,,,,,,,,,,,,,,0,2,1,1,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Murray, Mikayla",,0,16,25,6,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,10,15,-5,9,,,,,,,,,,,,,,,,,,0,40,4,4,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Al-Kadiri, Meena",,0,17,25,3,0,,0,0,0,1,0,0,3,1,0,18,39:00,0,0,0,0,0,1,17,2,2,4,.500,1.00,8,16,-8,11,,,,,,,,,,,,,,,,,,0,64,12,5,7,0.11,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Berglin, Marlie",,0,18,24,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,3,1,4,.750,0.33,1,4,-3,2,,,,,,,,,,,,,,,,,,0,3,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Cassidy, Lillian",,0,21,25,17,0,,0,1,0,1,1,1,0,1,0,2,04:00,0,0,0,0,0,0,2,5,6,11,.455,1.20,15,22,-7,19,,,,,,,,,,,,,,,,,,0,45,11,7,4,0.09,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Angioletti, Livia",,0,22,25,14,0,,0,0,0,1,0,0,2,1,0,11,22:00,0,0,0,0,0,0,11,0,0,0,NaN,0,11,24,-13,30,,,,,,,,,,,,,,,,,,0,67,8,6,2,0.03,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Settles, Taylor",,0,23,22,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,4,6,-2,1,,,,,,,,,,,,,,,,,,0,4,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"McKenna, Nina",,0,24,25,0,0,,0,0,0,0,1,0,0,0,0,1,02:00,0,0,0,0,0,0,1,150,167,317,.473,1.11,10,21,-11,18,,,,,,,,,,,,,,,,,,0,31,7,4,3,0.10,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Gross, Gabriela",,0,25,25,15,0,,0,1,0,0,1,0,0,1,0,5,13:00,0,0,0,0,0,1,4,6,5,11,.545,0.83,8,15,-7,13,,,,,,,,,,,,,,,,,,0,78,7,1,6,0.08,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Bizup, Charlotte",,0,30,1,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,1,20:00,0,2,0000,0,0,0,0,0,0,0,1.000,0,0,0,0.00,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Lemke, Kathrine",,0,31,10,9,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,10,577:12,38,275,0000,0,1,1,0,8,1,0,.879,9,0,0,3.95,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Eschweiler, Emma",,0,33,1,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,1,19:49,0,4,0000,0,0,0,0,0,0,0,1.000,0,0,0,0.00,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Carter, Madeline",,0,39,16,16,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,16,888:51,34,367,01494,2,1,1,1,7,1,0,.915,16,0,0,2.30,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Morey, Kate",,0,2,25,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,1,2,3,.333,2.00,1,9,-8,2,,,,,,,,,,,,,,,,,,0,11,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Campbell, Mairead",,0,3,25,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,3,2,5,.600,0.67,1,2,-1,1,,,,,,,,,,,,,,,,,,0,2,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Rubinstein, Olivia",,0,4,21,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,1,1,0,0,,,,,,,,,,,,,,,,,,0,6,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Tura, Beats",,0,5,25,5,0,,0,0,0,0,0,1,0,1,0,7,14:00,0,0,0,0,0,0,7,0,0,0,NaN,0,11,18,-7,37,,,,,,,,,,,,,,,,,,0,20,5,2,3,0.15,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Jung, Kimberly",,0,7,23,5,0,,0,0,0,0,0,0,0,1,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,12,18,-6,22,,,,,,,,,,,,,,,,,,0,25,5,3,2,0.08,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Molin, Amelia",,0,8,25,3,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,48,32,80,.600,0.67,12,25,-13,9,,,,,,,,,,,,,,,,,,0,52,7,4,3,0.06,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Humber, Caroline",,0,10,25,18,0,,0,0,0,0,1,0,3,0,0,3,06:00,0,0,0,0,0,0,3,5,22,27,.185,4.40,16,14,2,15,,,,,,,,,,,,,,,,,,0,40,17,11,6,0.15,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Green, Dylan",,0,11,25,19,0,,0,1,0,2,1,2,3,1,0,31,62:00,0,0,0,0,0,0,31,8,13,21,.381,1.63,23,18,5,22,,,,,,,,,,,,,,,,,,0,101,22,11,11,0.11,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Seppenwolde, Aimee",,0,12,24,21,0,,0,0,1,1,0,0,2,1,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,15,19,-4,32,,,,,,,,,,,,,,,,,,0,59,12,7,5,0.08,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Omura, Eve",,0,13,24,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,8,12,-4,6,,,,,,,,,,,,,,,,,,0,29,4,3,1,0.03,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Ward, Carly",,0,14,25,19,0,,0,0,0,1,0,0,0,0,0,11,22:00,0,0,0,0,0,0,11,0,0,0,NaN,0,18,19,-1,43,,,,,,,,,,,,,,,,,,0,48,4,3,1,0.02,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Caldara, Parker",,0,16,21,3,0,,1,0,0,2,5,0,1,3,0,3,06:00,0,0,0,0,0,0,3,8,2,10,.800,0.25,15,19,-4,9,,,,,,,,,,,,,,,,,,0,58,13,4,9,0.16,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"McMennamin, Laura",,0,17,25,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,3,11,-8,11,,,,,,,,,,,,,,,,,,0,10,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Galanek, Sam",,0,18,25,1,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,131,177,308,.425,1.35,6,20,-14,14,,,,,,,,,,,,,,,,,,0,34,3,2,1,0.03,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Place, Lilly",,0,19,25,18,0,,0,0,0,0,0,0,2,0,0,6,12:00,0,0,0,0,0,0,6,237,251,488,.486,1.06,17,12,5,10,,,,,,,,,,,,,,,,,,0,18,12,9,3,0.17,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Anderson, Bree",,0,20,25,2,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,0,0,NaN,0,10,23,-13,19,,,,,,,,,,,,,,,,,,0,37,9,8,1,0.03,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Kee, Caroline",,0,21,23,7,0,,0,1,0,0,1,0,1,0,0,8,16:00,0,0,0,0,0,0,8,190,265,455,.418,1.39,11,18,-7,23,,,,,,,,,,,,,,,,,,0,61,5,1,4,0.07,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Lucchese, Emma",,0,23,25,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,7,6,1,11,,,,,,,,,,,,,,,,,,0,12,4,4,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Sims, Aiko",,0,24,25,4,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,2,5,7,.286,2.50,5,14,-9,28,,,,,,,,,,,,,,,,,,0,41,3,2,1,0.02,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Guglielmi, Jenna",,0,1,14,14,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,14,807:10,38,432,0101615,1,1,1,1,5,2,0,.919,14,0,0,2.82,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Ward, Brooke",,0,29,0,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,00:00,0,0,0000,0,0,0,0,0,0,0,.000,0,0,0,0.00,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Smith, Sami",,0,30,12,11,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,12,696:38,36,397,0000,0,1,1,1,5,2,0,.917,11,0,0,3.10,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Erin Pye,,g,01,21,21,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,21,1275:52,25,690,091010,3,1,1,1,3,0,0,.965,21,0,0,1.18,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Savana Littlewood,,0,02,23,5,0,,0,1,0,1,0,1,0,1,0,5,10:00,0,0,0,0,0,0,5,1,2,3,.333,2.00,14,10,4,10,,,,,,,,,,,,,,,,,,0,70,18,13,5,0.07,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Annie Gallagher,,0,03,25,7,0,,0,0,0,1,0,0,5,3,0,6,12:00,0,0,0,0,0,0,6,125,132,257,.486,1.06,15,9,6,21,,,,,,,,,,,,,,,,,,0,55,13,5,8,0.15,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Lucie Bond,,rw,04,25,10,0,,0,1,0,0,0,0,3,0,0,3,06:00,0,0,0,0,0,0,3,1,2,3,.333,2.00,17,10,7,5,,,,,,,,,,,,,,,,,,0,83,18,10,8,0.10,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Reese Luber,,0,05,23,8,0,,0,0,0,0,0,0,1,0,0,7,14:00,0,0,0,0,0,0,7,0,0,0,NaN,0,18,16,2,19,,,,,,,,,,,,,,,,,,0,36,9,6,3,0.08,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Claire Murphy,,d,06,19,15,0,,0,0,0,0,0,0,1,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,23,9,14,28,,,,,,,,,,,,,,,,,,0,95,13,9,4,0.04,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Becca White,,0,07,25,0,0,,0,0,0,1,1,0,1,1,0,1,02:00,0,0,0,0,0,0,1,0,2,2,.000,0,9,3,6,4,,,,,,,,,,,,,,,,,,0,24,6,3,3,0.13,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Chloe Noxon,,c,08,25,10,0,,0,1,0,0,0,1,0,0,0,2,04:00,0,0,0,0,0,0,2,83,121,204,.407,1.46,16,10,6,18,,,,,,,,,,,,,,,,,,0,60,11,7,4,0.07,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Maddie Samaan,,0,10,25,2,0,,0,0,0,1,0,0,0,1,0,0,00:00,0,0,0,0,0,0,0,6,3,9,.667,0.50,9,1,8,5,,,,,,,,,,,,,,,,,,0,16,6,3,3,0.19,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Noa Diop,,0,12,25,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,16,2,14,5,,,,,,,,,,,,,,,,,,0,17,5,4,1,0.06,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Jaelyn Keiver,,lw,13,23,8,0,,1,0,0,1,1,0,2,2,0,0,00:00,0,0,0,0,0,0,0,147,116,263,.559,0.79,12,5,7,12,,,,,,,,,,,,,,,,,,0,51,15,8,7,0.14,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Grace Johnson,,0,14,25,4,0,,0,0,0,0,0,0,0,0,0,9,18:00,0,0,0,0,0,0,9,0,0,0,NaN,0,12,7,5,30,,,,,,,,,,,,,,,,,,0,29,2,2,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Keira Harder,,0,15,23,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,17,24,41,.415,1.41,4,1,3,5,,,,,,,,,,,,,,,,,,0,11,2,1,1,0.09,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Celine Mayer,,0,17,25,7,0,,0,0,0,0,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,0,0,0,NaN,0,19,8,11,32,,,,,,,,,,,,,,,,,,0,35,10,10,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Isa Healey,,0,18,25,0,0,,0,0,0,0,0,0,0,2,0,6,12:00,0,0,0,0,0,0,6,50,42,92,.543,0.84,5,0,5,3,,,,,,,,,,,,,,,,,,0,15,3,1,2,0.13,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Charlotte Fetherston,,0,19,25,10,0,,0,0,0,0,0,0,1,2,0,8,16:00,0,0,0,0,0,0,8,110,126,236,.466,1.15,21,10,11,20,,,,,,,,,,,,,,,,,,0,102,18,10,8,0.08,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Skyler Moore,,0,20,25,7,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,40,44,84,.476,1.10,9,5,4,23,,,,,,,,,,,,,,,,,,0,21,4,3,1,0.05,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Laney Mead,,d,22,25,16,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,16,4,12,38,,,,,,,,,,,,,,,,,,0,38,7,5,2,0.05,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Zoe Rosenberg,,0,23,25,8,0,,0,1,1,1,0,0,2,2,0,10,20:00,0,0,0,0,0,0,10,38,33,71,.535,0.87,20,7,13,5,,,,,,,,,,,,,,,,,,0,79,16,9,7,0.09,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Leah Rubinshteyn,,0,24,25,8,0,,0,0,0,1,0,0,1,1,0,1,02:00,0,0,0,0,0,0,1,76,56,132,.576,0.74,13,6,7,16,,,,,,,,,,,,,,,,,,0,53,12,8,4,0.08,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Eva Bentley,,0,33,4,4,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,5,244:31,5,72,000000,0,1,0,1,2,0,0,.935,4,0,0,1.23,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Axelle Beaudoin,,0,35,0,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,1,00:00,0,0,000000,0,0,0,0,0,0,0,.000,0,0,0,0.00,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,"Kang, Katherine",,0,11,0,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00,0,0
