season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,is_goalie,game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg
2025-26,mhockey,Conference of New England (CCC),ccc,Curry College,"Prewitt, Ryan",Ryan,Prewitt,0,170,"Prewitt, Ryan","Prewitt,Ryan",PrewittRyanCUR,26,10,2,,Curry College,CUR,0,0,,0,0,0,0,0,0,0,1,0,9,21:00,0,0,0,0,0,1,8,0,0,0,NaN,0,24,19,5,19,,0,35,12,10,2,0.06,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,mhockey,Conference of New England (CCC),ccc,Curry College,"Friedman, Grady",Grady,Friedman,0,170,"Friedman, Grady","Friedman,Grady",FriedmanGradyCUR,20,4,3,,Curry College,CUR,0,0,,0,0,0,1,0,0,1,0,0,16,32:00,0,0,0,0,0,0,16,2,2,4,.500,1.00,12,8,4,8,,0,64,8,2,6,0.09,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,mhockey,Conference of New England (CCC),ccc,Curry College,"Kesselring, Mason",Mason,Kesselring,0,170,"Kesselring, Mason","Kesselring,Mason",KesselringMasonCUR,20,4,4,,Curry College,CUR,0,0,,0,0,0,1,0,0,2,1,0,7,14:00,0,0,0,0,0,0,7,141,106,247,.571,0.75,13,11,2,5,,0,47,15,10,5,0.11,0,0,True,,0,00:00,0,0,000000000,0,0,0,0,0,0,0,.000,0,0,0,0.00
2025-26,mhockey,Conference of New England (CCC),ccc,Curry College,"Lariviere, Nicolas",Nicolas,Lariviere,0,170,"Lariviere, Nicolas","Lariviere,Nicolas",LariviereNicolasCUR,26,12,6,,Curry College,CUR,0,0,,0,0,0,0,0,0,0,0,0,11,22:00,0,0,0,0,0,0,11,0,0,0,NaN,0,32,7,25,20,,0,28,10,9,1,0.04,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,mhockey,Conference of New England (CCC),ccc,Curry College,"DellaDonna, Andrew",Andrew,DellaDonna,0,170,"DellaDonna, Andrew","DellaDonna,Andrew",DellaDonnaAndrewCUR,10,0,8,,Curry College,CUR,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,2,0,2,1.000,100,4,3,1,2,,0,18,2,2,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,mhockey,Conference of New England (CCC),ccc,Curry College,"Haddon-Harris, Taurin",Taurin,Haddon-Harris,0,170,"Haddon-Harris, Taurin","Haddon-Harris,Taurin",Haddon-HarrisTaurinCUR,26,9,9,,Curry College,CUR,0,0,,0,0,0,0,0,0,1,2,0,7,14:00,0,0,0,0,0,0,7,183,147,330,.555,0.80,28,9,19,8,,0,54,18,14,4,0.07,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,mhockey,Conference of New England (CCC),ccc,Curry College,"Gayfullin, Karim",Karim,Gayfullin,0,170,"Gayfullin, Karim","Gayfullin,Karim",GayfullinKarimCUR,26,12,10,,Curry College,CUR,0,0,,0,0,0,1,0,0,1,0,0,5,10:00,0,0,0,0,0,0,5,248,193,441,.562,0.78,18,13,5,11,,0,50,13,11,2,0.04,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,mhockey,Conference of New England (CCC),ccc,Curry College,"Connor, Matt",Matt,Connor,0,170,"Connor, Matt","Connor,Matt",ConnorMattCUR,16,2,11,,Curry College,CUR,0,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,0,0,NaN,0,13,11,2,1,,0,39,5,5,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,mhockey,Conference of New England (CCC),ccc,Curry College,"McDonough, Nolan",Nolan,McDonough,0,170,"McDonough, Nolan","McDonough,Nolan",McDonoughNolanCUR,18,8,12,,Curry College,CUR,0,0,,0,0,0,0,0,0,0,0,0,2,12:00,0,0,1,0,0,0,1,1,2,3,.333,2.00,12,9,3,5,,0,26,7,4,3,0.12,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,mhockey,Conference of New England (CCC),ccc,Curry College,"Uzzell, Chance",Chance,Uzzell,0,170,"Uzzell, Chance","Uzzell,Chance",UzzellChanceCUR,11,1,13,,Curry College,CUR,0,0,,0,0,0,0,0,0,0,1,0,3,06:00,0,0,0,0,0,0,3,1,0,1,1.000,100,6,2,4,2,,0,16,4,2,2,0.13,0,0,False,,,,,,,,,,,,,,,,,,
