season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Luke Bumpus,Luke,Bumpus,,1062,Luke Bumpus,0,0ETBU,40,35,,,150,47,65,44,12,1,10,18,0,2,15,7,11,2,0,2,0,0,0,0,1,3,0,0.494,109,172,13,.846,.433,.727,97,2,0,0,0,0,0,1,0,99,1.000,0,.000,,2,6,22,48,"22,51",0.43,22,51,"35,81",0.43,35,81,"25,63",0.40,25,63,"8,20",0.40,8,20,0,0,0,0,"15,33","7,13","50,87",102,0,0,0,37,0,0,0,10,29,0,,East Texas Baptist,ETBU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.575083704861564,1,99,batting
2025-26,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Ben Lea,Ben,Lea,,1062,Ben Lea,0,0ETBU,47,46,,,171,49,62,45,12,2,14,25,0,9,37,17,11,1,0,1,0,0,0,0,0,4,0,0.466,120,206,12,.917,.363,.702,6,0,0,0,0,0,0,0,0,6,1.000,0,.000,,2,5,32,38,"16,60",0.27,16,60,"31,93",0.33,31,93,"22,61",0.36,22,61,"8,21",0.38,8,21,0,0,0,0,"17,37","9,20","56,108",12,0,0,0,"0,1",0,0,1,8,40,0,,East Texas Baptist,ETBU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.506342064979709,2,99,batting
2025-26,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Hunter Rumachik,Hunter,Rumachik,,1062,Hunter Rumachik,0,0ETBU,48,45,,,166,46,59,46,10,2,10,17,0,23,26,3,17,1,2,0,0,0,0,0,3,3,0,0.481,103,208,18,.944,.355,.620,393,11,2,0,0,0,0,40,0,406,.995,0,.000,,6,5,51,25,"23,58",0.40,23,58,"35,101",0.35,35,101,"23,69",0.33,23,69,"5,16",0.31,5,16,0,0,0,0,"15,29","8,18","71,115",45,0,0,0,1,0,0,0,22,39,0,,East Texas Baptist,ETBU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.957550687886006,3,99,batting
2025-26,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Riley Bender,Riley,Bender,,1203,Riley Bender,0,0UMHB,43,43,,,149,36,53,46,19,2,8,18,0,5,26,3,5,0,0,6,0,0,0,0,0,3,0,0.427,100,178,5,1.000,.356,.671,33,84,7,0,0,0,0,15,0,124,.944,0,.000,,5,1,26,44,"18,55",0.33,18,55,"27,82",0.33,27,82,"22,60",0.37,22,60,"5,19",0.26,5,19,0,0,0,0,"17,35","16,27","51,96",278,0,0,0,0,0,0,0,18,38,0,,Mary Hardin-Baylor,UMHB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.901640481793012,4,98,batting
2025-26,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Shane Melick,Shane,Melick,,1203,Shane Melick,0,0UMHB,42,38,,,145,28,50,50,10,1,10,8,0,0,26,4,8,1,0,5,0,0,0,0,0,1,0,0.367,92,158,9,.889,.345,.634,255,15,3,0,0,0,0,33,0,273,.989,0,.000,,4,4,32,39,"14,48",0.29,14,48,"31,84",0.37,31,84,"23,54",0.43,23,54,"8,18",0.44,8,18,0,0,0,0,"16,34","18,21","47,92",148,0,0,0,9,0,0,0,13,31,0,,Mary Hardin-Baylor,UMHB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.965503357190773,5,98,batting
2025-26,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Brock Calvillo,Brock,Calvillo,,271,Brock Calvillo,0,0HSU,39,39,,,154,27,67,33,12,1,2,11,0,4,6,2,4,0,0,4,0,0,0,2,1,4,0,0.474,87,173,4,1.000,.435,.565,288,12,2,0,0,0,0,27,0,302,.993,0,.000,,3,7,44,36,"20,48",0.42,20,48,"38,89",0.43,38,89,"22,60",0.37,22,60,"4,12",0.33,4,12,0,0,0,0,"11,19","12,17","61,97",43,0,0,0,0,0,0,0,20,21,0,,Hardin-Simmons,HSU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.858033947622116,6,98,batting
2025-26,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Luke Finn,Luke,Finn,,1062,Luke Finn,0,0ETBU,45,38,,,134,48,47,29,6,1,5,43,0,4,14,4,14,6,2,0,0,0,0,0,0,2,0,0.519,70,183,20,.700,.351,.522,64,3,1,0,0,0,0,1,0,68,.985,0,.000,,3,3,24,46,"6,32",0.19,6,32,"21,60",0.35,21,60,"18,43",0.42,18,43,"4,16",0.25,4,16,0,0,0,0,"33,64","10,15","37,70",10,0,0,0,13,0,0,0,12,29,0,,East Texas Baptist,ETBU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.149495119413635,7,97,batting
2025-26,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Connor Massimini,Connor,Massimini,,1062,Connor Massimini,0,0ETBU,39,34,,,120,34,35,32,5,2,10,30,0,5,25,11,11,2,2,1,0,0,0,0,0,4,0,0.449,74,158,13,.846,.292,.617,67,3,1,0,0,0,0,0,0,71,.986,0,.000,,4,4,29,30,"12,33",0.36,12,33,"17,60",0.28,17,60,"11,37",0.30,11,37,"2,11",0.18,2,11,0,0,0,0,"16,33","7,12","38,75",12,0,0,0,52,0,0,0,9,32,0,,East Texas Baptist,ETBU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.003594584609281,8,97,batting
2025-26,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Carson Hagan,Carson,Hagan,,1203,Carson Hagan,0,0UMHB,44,44,,,154,50,56,29,13,2,3,28,1,14,38,14,35,5,2,3,0,0,0,0,1,1,0,0.492,82,201,40,.875,.364,.532,54,2,6,0,0,0,0,0,0,62,.903,0,.000,,5,1,27,34,"13,39",0.33,13,39,"28,67",0.42,28,67,"16,41",0.39,16,41,"8,27",0.30,8,27,0,0,0,0,"38,75","9,11","43,76",170,0,0,0,0,0,0,0,10,24,0,,Mary Hardin-Baylor,UMHB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4685200005799635,9,97,batting
2025-26,baseball,American Southwest Conference (ASC),asc,Howard Payne,Landon Prestage,Landon,Prestage,,2741,Landon Prestage,0,0HPU,41,41,,,147,28,44,34,7,0,12,11,2,7,29,5,0,0,0,1,0,0,0,1,0,3,0,0.373,87,166,0,.000,.299,.592,25,18,3,0,0,0,0,5,0,46,.935,0,.000,,4,4,25,45,"14,57",0.25,14,57,"23,85",0.27,23,85,"15,57",0.26,15,57,"10,24",0.42,10,24,0,0,0,0,"12,28","7,14","37,92",31,0,0,0,0,0,0,0,3,53,0,,Howard Payne,HPU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.059547460017383,10,96,batting
