season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip,pitching_stats_strike_percentage
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Xander Meissner,Xander,Meissner,,30038,Xander Meissner,0,0BETHANY,13,13,,,39,17,15,17,5,0,4,16,2,0,6,1,2,0,0,1,0,0,0,0,0,0,0,0.554,32,56,2,1.000,.385,.821,97,1,1,0,0,0,0,4,0,99,.990,0,.000,,1,1,11,7,"4,15",0.27,4,15,"8,21",0.38,8,21,"6,17",0.35,6,17,"3,10",0.30,3,10,0,0,0,0,"4,5","8,13","17,24",4,0,0,0,0,0,0,0,8,7,0,,Bethany Lutheran,BETHANY,1396-2972,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.371412697179203,1,99,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,Ben Meuser,Ben,Meuser,,1226,Ben Meuser,0,0MARTIN L,15,15,,,47,7,19,17,4,2,1,11,0,0,12,5,6,0,0,2,0,0,0,1,0,1,0,0.500,30,60,6,1.000,.404,.638,55,0,0,0,0,0,0,2,0,55,1.000,0,.000,,1,1,9,8,"10,21",0.48,10,21,"14,32",0.44,14,32,"14,29",0.48,14,29,"1,5",0.20,1,5,0,0,0,0,"4,6","3,5","22,35",35,0,0,0,0,0,0,0,5,12,0,,Minnesota Morris,MARTIN L,1399-2119,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.782770899682319,2,99,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,UW-Superior,Tanner Voight,Tanner,Voight,,804,Tanner Voight,0,0UWS,16,16,,,55,16,19,12,5,1,4,7,1,2,8,1,2,0,0,0,0,0,0,0,0,1,0,0.438,38,64,2,1.000,.345,.691,77,6,1,0,0,0,0,4,0,84,.988,0,.000,,0,0,11,17,"11,20",0.55,11,20,"10,26",0.38,10,26,"8,17",0.47,8,17,"3,8",0.38,3,8,0,0,0,0,"5,18","1,4","15,30",2,0,0,0,0,0,0,0,1,5,0,,UW-Superior,UWS,1145-2494,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.222302991146318,3,99,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Davis Winter,Davis,Winter,,30031,Davis Winter,0,0NORTHWES,14,14,,,51,15,21,9,2,0,1,7,0,12,7,2,2,1,1,0,0,0,0,1,1,1,0,0.571,26,71,3,.667,.412,.510,18,29,10,0,0,0,0,6,0,57,.825,0,.000,,0,0,11,13,"7,13",0.54,7,13,"8,21",0.38,8,21,"4,9",0.44,4,9,"2,12",0.17,2,12,0,0,0,0,"13,28","3,4","21,33",68,0,0,0,0,0,0,0,2,9,0,,Northwestern,NORTHWES,1400-5858,False,11,1,0,0,0,0,0,0,0,0,5.2,8,6,2,1,2,3,0,9.53,30,32,0,0,0,0,0,0,0,0,.367,8,8,0,"2,6","8,18","6,12",0,"3,7",6.679639520336726,4,98,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Gary Swann,Gary,Swann,,30038,Gary Swann,0,0BETHANY,13,13,,,46,14,14,15,3,0,4,2,0,1,6,2,1,1,0,3,0,0,0,1,0,2,0,0.327,29,52,2,.500,.304,.630,38,2,0,1,0,5,1,0,0,40,1.000,6,.833,,3,2,15,12,"2,12",0.17,2,12,"9,27",0.33,9,27,"6,16",0.38,6,16,"4,9",0.44,4,9,0,0,0,0,"2,9","4,7","18,32",3,0,0,0,0,0,0,0,8,8,0,,Bethany Lutheran,BETHANY,1396-2966,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.026183366018838,5,98,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Vincent Curzie,Vincent,Curzie,,30038,Vincent Curzie,0,0BETHANY,12,12,,,39,14,15,9,0,1,2,4,0,2,8,3,7,0,0,0,0,0,0,0,0,1,0,0.467,23,45,7,1.000,.385,.590,17,2,1,0,0,0,0,0,0,20,.950,0,.000,,3,1,5,8,"3,9",0.33,3,9,"8,19",0.42,8,19,"5,12",0.42,5,12,"4,9",0.44,4,9,0,0,0,0,"4,10","0,2","10,20",28,0,0,0,0,0,0,0,2,8,0,,Bethany Lutheran,BETHANY,1396-2968,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.023024978556684,6,98,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Crown,Tj Reilly,Tj,Reilly,,30035,Tj Reilly,0,0CROWN,16,15,,,49,9,16,15,3,0,2,3,0,4,13,2,2,0,0,1,0,0,0,0,0,0,0,0.404,25,57,2,1.000,.327,.510,16,20,3,0,0,0,0,3,0,39,.923,0,.000,,0,2,5,16,"11,24",0.46,11,24,"9,23",0.39,9,23,"8,19",0.42,8,19,"2,4",0.50,2,4,0,0,0,0,"3,9","2,3","13,26",33,0,0,0,0,0,0,0,2,13,0,,Crown,CROWN,1397-1938,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.010196764892802,7,97,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Jayden Knutson,Jayden,Knutson,,30038,Jayden Knutson,0,0BETHANY,13,13,,,41,19,17,8,1,0,0,11,0,3,7,3,12,1,0,0,0,0,0,0,1,1,0,0.564,18,55,13,.923,.415,.439,26,0,0,0,0,0,0,0,0,26,1.000,0,.000,,1,0,11,6,"3,9",0.33,3,9,"7,13",0.54,7,13,"5,10",0.50,5,10,"5,11",0.45,5,11,0,0,0,0,"13,29","2,4","14,19",25,0,0,0,0,0,0,0,2,9,0,,Bethany Lutheran,BETHANY,1396-3116,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.899211926407252,8,97,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,UW-Superior,Brian O'Dwyer,Brian,O'Dwyer,,804,Brian O'Dwyer,0,0UWS,15,15,,,44,7,13,12,1,1,3,2,0,4,18,3,4,1,1,1,0,0,0,0,0,0,0,0.373,25,52,5,.800,.295,.568,9,16,7,0,0,0,0,2,0,32,.781,0,.000,,0,0,4,11,"3,13",0.23,3,13,"10,22",0.45,10,22,"8,13",0.62,8,13,"1,8",0.13,1,8,0,0,0,0,"3,12","2,3","14,26","1,1",1.00,1,1,0,0,0,0,3,5,0,,UW-Superior,UWS,1145-2490,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.410832026685128,9,97,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Crown,Caden Esquerra,Caden,Esquerra,,30035,Caden Esquerra,0,0CROWN,14,14,,,44,7,17,8,4,0,1,3,0,0,9,4,0,0,0,0,0,0,0,2,0,2,0,0.426,24,47,0,.000,.386,.545,12,23,6,0,0,0,0,5,0,41,.854,0,.000,,4,1,7,7,"5,9",0.56,5,9,"9,20",0.45,9,20,"4,11",0.36,4,11,"2,6",0.33,2,6,0,0,0,0,"9,18","1,2","12,20",0,0,0,0,0,0,0,0,0,1,0,,Crown,CROWN,1397-2212,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8785305706912925,10,96,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Crown,Carrick Burke,Carrick,Burke,,30035,Carrick Burke,0,0CROWN,9,8,,,36,8,15,9,5,0,0,0,0,0,8,3,2,0,1,0,0,0,0,0,0,0,0,0.417,20,37,2,1.000,.417,.556,31,1,0,0,0,0,0,0,0,32,1.000,0,.000,,1,2,11,2,"1,5",0.20,1,5,"11,16",0.69,11,16,"6,10",0.60,6,10,"2,2",1.00,2,2,0,0,0,0,"0,8","3,4","16,17",0,0,0,0,0,0,0,0,4,1,0,,Crown,CROWN,1397-1932,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8352170706164816,11,96,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,Landen Meyerdirk,Landen,Meyerdirk,,1226,Landen Meyerdirk,0,0MARTIN L,16,16,,,50,17,17,8,1,1,1,3,0,7,16,8,18,1,1,0,0,0,0,0,1,0,0,0.450,23,61,19,.947,.340,.460,39,5,0,0,0,0,0,0,0,44,1.000,0,.000,,3,3,8,8,"3,9",0.33,3,9,"8,20",0.40,8,20,"6,13",0.46,6,13,"2,5",0.40,2,5,0,0,0,0,"8,16","3,3","12,23",4,0,0,0,0,0,0,0,1,7,0,,Minnesota Morris,MARTIN L,1398-2261,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7356606527792016,12,96,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,Parker Winghart,Parker,Winghart,,8597,Parker Winghart,0,0MARTIN L,19,18,,,60,12,17,13,2,2,2,6,0,1,9,1,1,0,0,1,0,0,0,0,0,1,0,0.353,29,68,1,1.000,.283,.483,20,31,4,0,0,1,0,3,0,55,.927,1,1.000,,2,4,20,13,"4,14",0.29,4,14,"12,36",0.33,12,36,"6,21",0.29,6,21,"0,2",0,0,2,0,0,0,0,"7,14","7,9","21,37",18,0,0,0,0,0,0,0,5,10,0,,Martin Luther,MARTIN L,1398-2028,False,1,1,0,0,1,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0.00,1,3,0,0,0,0,0,0,2,0,1.000,0,0,0,0,"1,1",0,0,0,2.608720072444535,13,95,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,North Central,Darrion Wesley,Darrion,Wesley,,30039,Darrion Wesley,0,0NCU,13,13,,,30,6,10,9,3,1,0,5,0,1,10,4,1,0,0,0,0,0,0,1,1,1,0,0.444,15,36,1,1.000,.333,.500,50,7,1,0,0,4,2,4,0,58,.983,6,.667,,0,2,4,6,"4,13",0.31,4,13,"7,22",0.32,7,22,"6,15",0.40,6,15,"1,5",0.20,1,5,0,0,0,0,"3,3","2,4","8,23",35,0,0,0,0,0,0,0,0,13,0,,North Central,NCU,2211-1754,False,19,1,4,0,4,0,0,0,0,0,16.1,20,14,12,9,4,2,0,7.71,63,85,4,8,0,1,1,0,0,3,.302,18,16,0,"1,6","0,5","1,4",0,"2,6",2.3366185091359783,14,94,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Ben Hixon,Ben,Hixon,,30031,Ben Hixon,0,0NORTHWES,14,13,,,48,13,16,10,4,0,0,6,0,6,7,4,0,0,0,2,0,0,0,0,0,0,0,0.452,20,62,0,.000,.333,.417,12,19,3,0,0,0,0,1,0,34,.912,0,.000,,2,2,6,18,"7,17",0.41,7,17,"10,27",0.37,10,27,"8,22",0.36,8,22,"2,10",0.20,2,10,0,0,0,0,"8,14","3,6","16,32",49,0,0,0,0,0,0,0,3,13,0,,Northwestern,NORTHWES,1400-3284,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.031112746032953,15,93,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,North Central,Juan Rodriguez,Juan,Rodriguez,,30039,Juan Rodriguez,0,0NCU,15,15,,,52,9,16,8,2,0,2,6,0,0,8,5,0,1,0,0,0,0,0,2,0,3,0,0.379,24,58,1,.000,.308,.462,28,0,0,0,0,0,0,3,0,28,1.000,0,.000,,1,1,15,12,"4,13",0.31,4,13,"8,30",0.27,8,30,"5,17",0.29,5,17,"2,9",0.22,2,9,0,0,0,0,"3,10","2,4","16,34",0,0,0,0,0,0,0,0,3,5,0,,North Central,NCU,2211-1758,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.853204549883462,16,91,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,Carlos Walta,Carlos,Walta,,8597,Carlos Walta,0,0MARTIN L,18,18,,,51,9,15,6,3,2,1,13,0,0,10,5,1,1,1,0,0,0,0,0,0,1,0,0.438,25,65,2,.500,.294,.490,20,3,3,0,0,2,0,0,0,26,.885,2,1.000,,0,3,12,15,"4,19",0.21,4,19,"8,29",0.28,8,29,"5,16",0.31,5,16,"0,4",0,0,4,0,0,0,0,"3,7","2,4","19,38",0,0,0,0,0,0,0,0,5,12,0,,Martin Luther,MARTIN L,1398-2142,False,23,1,1,0,2,0,1,0,0,0,13.1,18,16,12,8,2,0,0,10.80,63,78,4,2,0,1,0,0,0,3,.365,19,12,1,"2,2","4,7","3,7",0,"0,1",1.433086504679398,17,90,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,Michel Krebs,Michel,Krebs,,8597,Michel Krebs,0,0MARTIN L,17,16,,,51,6,14,11,6,1,1,3,0,4,17,1,2,0,0,0,0,0,0,0,1,0,0,0.362,25,58,2,1.000,.275,.490,5,8,4,0,0,2,0,1,0,17,.765,2,1.000,,2,2,9,9,"8,21",0.38,8,21,"10,31",0.32,10,31,"7,22",0.32,7,22,"0,3",0,0,3,0,0,0,0,"1,8","3,5","16,34",33,0,0,0,0,0,0,0,2,11,0,,Martin Luther,MARTIN L,1398-2263,False,1,1,0,0,0,0,0,0,0,0,2.0,2,2,2,0,0,0,0,9.00,6,12,1,3,0,1,0,0,0,0,.167,4,2,0,"0,1","0,1","0,3",0,"1,2",1.2923517351188458,18,89,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Crown,Tyler Olson,Tyler,Olson,,30035,Tyler Olson,0,0CROWN,11,11,,,37,6,13,7,2,0,0,4,0,2,5,1,1,1,0,1,0,0,0,0,2,0,0,0.432,15,44,2,.500,.351,.405,15,1,2,0,0,0,0,0,0,18,.889,0,.000,,1,3,17,2,"6,18",0.33,6,18,"8,16",0.50,8,16,"4,12",0.33,4,12,0,0,0,0,0,0,0,0,"3,7","4,6","14,18","0,1",0,0,1,0,0,0,0,6,6,0,,Crown,CROWN,1397-1772,False,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,3,3,0,0,0,0,0,0,0,0,.000,2,1,0,"0,1",0,0,0,"0,1",1.0530130406505076,19,88,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Joshua Miller,Joshua,Miller,,30038,Joshua Miller,0,0BETHANY,13,12,,,49,9,14,12,2,0,1,4,0,1,7,5,4,0,1,1,0,0,0,0,2,0,0,0.345,19,56,4,1.000,.286,.388,14,36,6,0,0,0,0,2,0,56,.893,0,.000,,2,4,14,14,"2,19",0.11,2,19,"7,29",0.24,7,29,"6,24",0.25,6,24,"4,11",0.36,4,11,0,0,0,0,"7,10","4,5","17,34",72,0,0,0,22,0,0,0,7,24,0,,Bethany Lutheran,BETHANY,1396-3103,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6030949399879393,20,87,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,Peyton Neadeau,Peyton,Neadeau,,1226,Peyton Neadeau,0,0MARTIN L,15,13,,,34,12,9,11,3,0,0,10,0,2,3,2,1,1,3,2,0,0,0,1,0,1,0,0.438,12,51,2,.500,.265,.353,22,36,0,0,0,1,0,5,0,58,1.000,1,1.000,,2,1,15,9,"5,13",0.38,5,13,"5,15",0.33,5,15,"5,13",0.38,5,13,"0,1",0,0,1,0,0,0,0,"4,11","6,10","17,25",1,0,0,0,0,0,0,0,4,8,0,,Minnesota Morris,MARTIN L,1399-2678,False,10,1,0,0,0,0,0,0,0,0,5.0,2,2,1,3,1,0,0,3.60,24,27,1,1,0,0,1,0,0,3,.417,3,9,0,"1,1","1,4","0,1",0,"0,1",0.355440893249319,21,86,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,Bradie Black,Bradie,Black,,1226,Bradie Black,0,0MARTIN L,16,16,,,53,7,16,9,2,0,0,5,0,5,11,3,8,2,0,0,0,0,0,1,0,1,0,0.413,18,63,10,.800,.302,.340,18,41,5,0,0,0,0,4,0,64,.922,0,.000,,0,3,16,10,"4,16",0.25,4,16,"11,29",0.38,11,29,"8,23",0.35,8,23,"1,3",0.33,1,3,0,0,0,0,"3,10","3,5","16,32","0,1",0,0,1,0,0,0,0,3,14,0,,Minnesota Morris,MARTIN L,1398-2026,False,3,1,0,0,0,0,0,0,0,0,1.0,3,1,1,2,1,0,0,9.00,6,7,0,0,0,0,0,0,0,1,.500,0,1,0,"0,1","2,4","0,1",0,"0,1",-0.09851007525420663,22,84,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Y. Torres,Y.,Torres,,30038,Y. Torres,0,0BETHANY,12,12,,,38,7,9,10,1,1,1,8,0,1,6,4,2,2,0,0,0,0,0,0,0,1,0,0.383,15,47,4,.500,.237,.395,5,23,4,0,0,0,0,1,0,32,.875,0,.000,,2,0,9,12,"5,11",0.45,5,11,"7,25",0.28,7,25,"5,18",0.28,5,18,"0,8",0,0,8,0,0,0,0,"3,9","0,1","18,30",26,0,0,0,0,0,0,0,4,7,0,,Bethany Lutheran,BETHANY,1396-3123,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13424632489442218,23,83,batting,,,
2026-27,baseball,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Jack Burns,Jack,Burns,,30031,Jack Burns,0,0NORTHWES,14,14,,,59,9,16,12,2,3,0,6,0,1,8,2,1,0,0,1,0,0,0,0,1,0,0,0.343,24,67,1,1.000,.271,.407,22,32,6,0,0,3,0,4,0,60,.900,3,1.000,,2,4,15,19,"7,21",0.33,7,21,"9,34",0.26,9,34,"5,20",0.25,5,20,"4,12",0.33,4,12,0,0,0,0,"2,6","3,5","19,40",30,0,0,0,0,0,0,0,5,17,0,,Northwestern,NORTHWES,1400-5857,False,3,1,0,1,0,0,0,0,0,0,4.0,1,1,2,5,1,0,0,2.25,13,17,0,0,0,1,1,0,0,1,.231,6,1,0,"1,3","1,8","1,3",0,"0,4",-0.3376679900838515,24,82,batting,,,
