season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Cairn University,"Larbi, David",David,Larbi,,1305,"Larbi, David","LARBI, DAVID",Cairn University,Cairn,1236-2169,0,0,14,0,14,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Cairn University,"Griesser, Elijah",Elijah,Griesser,,1305,"Griesser, Elijah","GRIESSER, ELIJAH",Cairn University,Cairn,1236-2322,0,0,16,0,16,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Immaculata University,"McGurl, Josh",Josh,McGurl,,303,"McGurl, Josh","MCGURL, JOSH",Immaculata University,IU,0,32,33,9,0,9,0,,,,,,,3.75,0.03,1.91,0.47,0.22,4.31,.305,246,45,120,1,6,28,0,7,22,92,0,0,105,11,61,15,10,8,7,138,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Immaculata University,"Prall, Michael",Michael,Prall,,303,"Prall, Michael","PRALL, MICHAEL",Immaculata University,IU,0,51,19,2,0,2,0,,,,,,,0.49,0.00,1.33,0.18,0.12,0.74,.000,98,25,25,0,2,37,0,6,10,146,0,0,6,1,68,9,4,5,4,37.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Immaculata University,"Lieberman, Brandon",Brandon,Lieberman,,303,"Lieberman, Brandon","LIEBERMAN, BRANDON",Immaculata University,IU,0,25,22,1,0,1,0,,,,,,,1.00,0.64,1.44,0.16,0.20,1.34,-.099,111,36,25,16,5,70,0,5,20,70,0,0,115,11,36,4,3,1,3,33.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Immaculata University,"Brown, Jordan",Jordan,Brown,,303,"Brown, Jordan","BROWN, JORDAN",Immaculata University,IU,0,57,51,6,0,6,0,,,,,,,0.98,0.00,0.35,0.44,0.00,1.30,.117,171,36,56,0,4,22,0,0,4,13,0,0,3,0,20,25,11,14,11,74,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Immaculata University,"Zunski, Noah",Noah,Zunski,,303,"Zunski, Noah","ZUNSKI, NOAH",Immaculata University,IU,0,51,43,11,0,11,0,,,,,,,2.29,0.14,2.00,0.02,0.33,2.64,.114,359,76,117,7,3,62,0,17,22,212,0,0,274,22,102,1,6,1,0,134.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Immaculata University,"Bailey, Nate",Nate,Bailey,,303,"Bailey, Nate","BAILEY, NATE",Immaculata University,IU,0,57,49,12,0,12,0,,,,,,,1.40,0.04,0.61,0.40,0.07,1.73,.194,196,42,80,2,1,25,0,4,35,145,0,0,6,0,35,23,12,17,6,98.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Immaculata University,"Dortenzo, Luke",Luke,Dortenzo,,303,"Dortenzo, Luke","DORTENZO, LUKE",Immaculata University,IU,0,55,41,3,0,3,0,,,,,,,0.49,7.45,1.18,0.20,0.47,1.07,.164,110,9,27,410,18,1175,0,26,38,226,0,0,3,0,65,11,6,10,1,59,1
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Immaculata University,"Fitch, Anthony",Anthony,Fitch,,303,"Fitch, Anthony","FITCH, ANTHONY",Immaculata University,IU,0,40,0,5,0,5,0,,,,,,,0.00,0.05,0.58,0.00,0.30,0.30,-.333,3,1,0,2,2,17,0,12,16,107,0,0,29,2,23,0,0,0,0,12,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Immaculata University,"Farrely, J.P.",J.P.,Farrely,,303,"Farrely, J.P.","FARRELY, J.P.",Immaculata University,IU,0,10,0,10,0,10,0,,,,,,,0.00,0.30,2.60,0.00,0.00,0.00,-.250,4,1,0,3,0,22,0,0,0,0,0,0,38,1,26,0,0,0,0,0,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Immaculata University,"Corsones, Alex",Alex,Corsones,,303,"Corsones, Alex","CORSONES, ALEX",Immaculata University,IU,0,29,8,13,0,13,0,,,,,,,0.48,0.03,0.48,0.00,0.28,0.76,-.121,66,22,14,1,2,13,0,8,11,101,0,0,24,1,14,0,0,0,0,22,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Immaculata University,"Lee, Christian",Christian,Lee,,303,"Lee, Christian","LEE, CHRISTIAN",Immaculata University,IU,1306-3334,46,40,7,0,7,0,,,,,,,1.15,0.02,0.80,0.24,0.02,1.33,.075,187,39,53,1,5,23,0,1,14,43,0,0,96,11,37,11,10,8,3,61,1
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Immaculata University,"Farrelly, J.P.",J.P.,Farrelly,,303,"Farrelly, J.P.","FARRELLY, J.P.",Immaculata University,IU,0,47,0,10,0,10,0,,,,,,,0.04,0.34,2.09,0.00,0.02,0.06,.000,18,2,2,16,3,87,0,1,3,15,0,0,283,17,98,0,0,0,0,3,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Fox, Jude",Jude,Fox,,2715,"Fox, Jude","FOX, JUDE",Pratt Institute,Pratt,2097-828,10,2,4,0,4,0,,,,,,,0.00,0.00,0.20,0.00,0.10,0.10,.000,0,0,0,0,0,4,0,1,1,15,0,0,22,2,2,0,0,0,0,1,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Wang, Max",Max,Wang,,2715,"Wang, Max","WANG, MAX",Pratt Institute,Pratt,2097-892,58,24,13,0,13,0,,,,,,,2.69,0.45,2.36,0.05,0.71,3.43,.102,489,106,156,26,6,117,0,41,45,237,0,0,339,24,137,3,2,2,1,199,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Upshaw, Micah-Jude",Micah-Jude,Upshaw,,2715,"Upshaw, Micah-Jude","UPSHAW, MICAH-JUDE",Pratt Institute,Pratt,2097-1026,24,7,15,0,15,0,,,,,,,1.50,0.00,0.38,0.17,0.33,1.98,.168,95,20,36,0,1,7,0,8,22,57,0,0,2,0,9,4,0,1,3,47.5,2
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Prada, Nicco",Nicco,Prada,,2715,"Prada, Nicco","PRADA, NICCO",Pratt Institute,Pratt,2097-992,53,0,16,0,16,0,,,,,,,0.02,0.06,0.72,0.00,0.11,0.13,.250,4,0,1,3,0,22,0,6,16,86,0,0,101,21,38,0,0,0,0,7,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Benkovszky, Griffin",Griffin,Benkovszky,,2715,"Benkovszky, Griffin","BENKOVSZKY, GRIFFIN",Pratt Institute,Pratt,2097-921,61,25,12,0,12,0,,,,,,,1.75,0.15,2.11,0.08,0.20,1.99,.102,364,70,107,9,3,57,0,12,43,152,0,0,376,26,129,5,4,5,0,121.5,1
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Kim, Nathan",Nathan,Kim,,2715,"Kim, Nathan","KIM, NATHAN",Pratt Institute,Pratt,2097-1028,49,22,3,0,3,0,,,,,,,0.55,6.63,1.90,0.06,0.45,1.03,-.046,109,32,27,325,10,1025,0,22,56,177,0,0,14,3,93,3,2,3,0,50.5,1
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Hang, Matthew",Matthew,Hang,,2715,"Hang, Matthew","HANG, MATTHEW",Pratt Institute,Pratt,2097-1112,9,6,11,0,11,0,,,,,,,0.22,8.56,1.33,0.44,0.67,1.11,-.444,18,10,2,77,7,272,0,6,14,48,0,0,-2,0,12,4,0,4,0,10,3
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Lee, Lucas",Lucas,Lee,,2715,"Lee, Lucas","LEE, LUCAS",Pratt Institute,Pratt,2097-1108,4,0,2,0,2,0,,,,,,,0.00,0.00,0.00,0.00,0.25,0.25,-1.000,1,1,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,1,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Liang, Raymond",Raymond,Liang,,2715,"Liang, Raymond","LIANG, RAYMOND",Pratt Institute,Pratt,2097-1109,54,4,5,0,5,0,,,,,,,0.07,0.31,1.67,0.06,0.00,0.10,-.167,24,8,4,17,5,81,0,0,6,37,0,0,225,15,90,3,0,3,0,5.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Cohen, Barry",Barry,Cohen,,2715,"Cohen, Barry","COHEN, BARRY",Pratt Institute,Pratt,2097-1111,0,0,10,0,10,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Regis, Morvens",Morvens,Regis,,2715,"Regis, Morvens","REGIS, MORVENS",Pratt Institute,Pratt,2097-843,56,22,30,0,30,0,,,,,,,1.45,0.04,0.21,0.46,0.02,1.81,.138,224,50,81,2,2,19,0,1,8,51,0,0,2,0,12,26,2,13,13,101.5,2
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Mata, Arturo",Arturo,Mata,,2715,"Mata, Arturo","MATA, ARTURO",Pratt Institute,Pratt,2097-1113,61,23,34,0,34,0,,,,,,,1.03,0.10,1.02,0.21,0.31,1.49,.090,234,42,63,6,0,25,0,19,15,201,0,0,12,6,62,13,4,8,5,91,1
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Kariea, Mohit",Mohit,Kariea,,2715,"Kariea, Mohit","KARIEA, MOHIT",Pratt Institute,Pratt,2097-1110,3,0,7,0,7,0,,,,,,,0.67,0.00,0.67,0.00,0.00,0.67,.000,5,2,2,0,0,1,0,0,2,2,0,0,0,0,2,0,0,0,0,2,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Zhang, Matthew",Matthew,Zhang,,2715,"Zhang, Matthew","ZHANG, MATTHEW",Pratt Institute,Pratt,0,26,1,11,0,11,0,,,,,,,0.08,0.50,0.35,0.04,0.27,0.37,.333,3,1,2,13,1,28,0,7,16,69,0,0,9,1,9,1,1,1,0,9.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Pratt Institute,"Reid, Brooks",Brooks,Reid,,2715,"Reid, Brooks","REID, BROOKS",Pratt Institute,Pratt,0,27,14,10,0,10,0,,,,,,,2.07,0.15,1.33,0.15,0.11,2.26,.180,150,29,56,4,1,41,0,3,3,76,0,0,12,5,36,4,0,4,0,61,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Neumann,"DeMarco, Christian",Christian,DeMarco,,1254,"DeMarco, Christian","DEMARCO, CHRISTIAN",Neumann,NU,1309-5670,32,0,2,0,2,0,,,,,,,0.03,0.63,2.13,0.00,0.00,0.03,-.273,11,4,1,20,6,82,0,0,0,0,0,0,255,14,68,0,0,0,0,1,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Neumann,"Edmonds, Trey",Trey,Edmonds,,1254,"Edmonds, Trey","EDMONDS, TREY",Neumann,NU,1309-5671,64,35,3,0,3,0,,,,,,,3.48,0.08,2.03,0.20,0.33,3.95,.193,623,103,223,5,4,65,0,21,44,224,0,0,249,14,130,13,2,9,4,252.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Neumann,"Banaag, Noah",Noah,Banaag,,1254,"Banaag, Noah","BANAAG, NOAH",Neumann,NU,1309-5850,57,32,13,0,13,0,,,,,,,0.28,6.67,1.51,0.33,0.19,0.68,.072,69,11,16,380,22,1240,0,11,25,186,0,0,4,0,86,19,9,15,4,38.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Neumann,"Thomas, Isaiah",Isaiah,Thomas,,1254,"Thomas, Isaiah","THOMAS, ISAIAH",Neumann,NU,1309-5498,53,30,24,0,24,0,,,,,,,2.23,0.21,1.62,0.17,0.28,2.61,.110,362,78,118,11,5,49,0,15,37,164,0,0,182,16,86,9,5,7,2,138.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Neumann,"Santos, Javi",Javi,Santos,,1254,"Santos, Javi","SANTOS, JAVI",Neumann,NU,1309-5673,50,14,23,0,23,0,,,,,,,0.24,0.08,0.56,0.02,0.18,0.43,-.072,83,18,12,4,2,21,0,9,8,125,0,0,119,18,28,1,1,1,0,21.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Neumann,"Sanos, Arian",Arian,Sanos,,1254,"Sanos, Arian","SANOS, ARIAN",Neumann,NU,1309-6026,10,8,4,0,4,0,,,,,,,1.20,3.90,1.30,0.20,0.40,1.70,-.016,64,13,12,39,4,157,0,4,17,83,0,0,-32,-7,13,2,0,1,1,17,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Neumann,"Galloway, Kareem",Kareem,Galloway,,1254,"Galloway, Kareem","GALLOWAY, KAREEM",Neumann,NU,1309-6028,60,27,10,0,10,0,,,,,,,0.43,0.08,0.55,0.23,0.13,0.73,.000,133,26,26,5,3,33,0,8,26,177,0,0,6,2,33,14,9,9,5,43.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Neumann,"Soeffing, John",John,Soeffing,,1254,"Soeffing, John","SOEFFING, JOHN",Neumann,NU,1309-6027,64,33,25,0,25,0,,,,,,,1.44,0.02,0.42,0.70,0.06,2.00,.248,242,32,92,1,3,33,0,4,30,149,0,0,1,0,27,45,12,26,19,128,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Neumann,"Kesall, Tyler",Tyler,Kesall,,1254,"Kesall, Tyler","KESALL, TYLER",Neumann,NU,1309-5962,-6,1,14,0,14,0,,,,,,,0.00,0.17,-0.50,0.00,0.17,0.17,.000,0,-1,0,-1,0,1,0,-1,-1,3,0,0,0,0,3,0,0,0,0,-1,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Neumann,"Sanots, Arian",Arian,Sanots,,1254,"Sanots, Arian","SANOTS, ARIAN",Neumann,NU,0,32,5,4,0,4,0,,,,,,,0.09,0.19,1.72,0.09,0.03,0.17,-.083,24,5,3,6,0,36,0,1,5,38,0,0,246,21,55,3,0,3,0,5.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Neumann,"Kelsall, Tyler",Tyler,Kelsall,,1254,"Kelsall, Tyler","KELSALL, TYLER",Neumann,NU,0,19,2,14,0,14,0,,,,,,,0.00,0.16,0.42,0.00,0.05,0.05,-.333,9,3,0,3,0,5,0,1,3,7,0,0,0,0,8,0,1,0,0,1,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Neumann,"Williams, Aaron",Aaron,Williams,,1254,"Williams, Aaron","WILLIAMS, AARON",Neumann,NU,1309-5974,29,15,17,0,17,0,,,,,,,0.59,0.03,0.28,0.52,0.17,1.16,.140,50,10,17,1,0,10,0,5,18,97,0,0,1,0,8,15,10,7,8,33.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Saint Elizabeth University,"Ibezim, Kennedy",Kennedy,Ibezim,,9684,"Ibezim, Kennedy","IBEZIM, KENNEDY",Saint Elizabeth University,SEU,2002-1650,64,29,5,0,5,0,,,,,,,2.53,0.14,1.11,0.52,0.34,3.28,.305,344,57,162,9,3,60,0,22,57,168,0,0,19,2,71,33,10,14,19,210,3
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Saint Elizabeth University,"Wright, Jameel",Jameel,Wright,,9684,"Wright, Jameel","WRIGHT, JAMEEL",Saint Elizabeth University,SEU,2002-2687,59,0,1,0,1,0,,,,,,,0.02,0.08,1.88,0.00,0.02,0.03,-.148,27,5,1,5,6,76,0,1,2,8,0,0,381,70,111,0,0,0,0,2,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Saint Elizabeth University,"Joachim, Enock",Enock,Joachim,,9684,"Joachim, Enock","JOACHIM, ENOCK",Saint Elizabeth University,SEU,2002-2688,64,29,8,0,8,0,,,,,,,1.34,0.19,2.16,0.08,0.53,1.94,.060,332,66,86,12,6,96,0,34,40,204,0,0,376,43,138,5,5,2,3,124,3
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Saint Elizabeth University,"Saldana, Carlos",Carlos,Saldana,,9684,"Saldana, Carlos","SALDANA, CARLOS",Saint Elizabeth University,SEU,2002-2865,63,29,2,0,2,0,,,,,,,1.13,0.21,1.81,0.21,0.24,1.52,.045,335,56,71,13,6,89,0,15,36,198,0,0,186,25,114,13,4,7,6,95.5,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Saint Elizabeth University,"Romero, Randel",Randel,Romero,,9684,"Romero, Randel","ROMERO, RANDEL",Saint Elizabeth University,SEU,2002-2868,64,29,12,0,12,0,,,,,,,0.25,5.53,1.05,0.19,0.31,0.68,-.074,108,24,16,354,37,1206,0,20,44,211,0,0,7,1,67,12,7,9,3,43.5,2
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Saint Elizabeth University,"Jenkins, Akash",Akash,Jenkins,,9684,"Jenkins, Akash","JENKINS, AKASH",Saint Elizabeth University,SEU,2002-2949,64,29,14,0,14,0,,,,,,,0.89,0.09,0.30,0.53,0.14,1.41,.115,157,39,57,6,6,44,0,9,42,195,0,0,14,4,19,34,10,20,14,90,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Saint Elizabeth University,"Bouzi, Raoul-Michel",Raoul-Michel,Bouzi,,9684,"Bouzi, Raoul-Michel","BOUZI, RAOUL-MICHEL",Saint Elizabeth University,SEU,2002-2915,14,0,10,0,10,0,,,,,,,0.07,0.00,0.93,0.07,0.14,0.25,-.500,6,4,1,0,0,2,0,2,1,21,0,0,1,1,13,1,0,1,0,3.5,1
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Saint Elizabeth University,"Williams, Ih'Jamir",Ih'Jamir,Williams,,9684,"Williams, Ih'Jamir","WILLIAMS, IH'JAMIR",Saint Elizabeth University,SEU,2002-2928,43,21,3,0,3,0,,,,,,,0.86,0.07,0.70,0.67,0.05,1.36,-.022,134,40,37,3,4,39,0,2,27,96,0,0,5,2,30,29,12,19,10,58.5,3
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Saint Elizabeth University,"Kelly, Kyzier",Kyzier,Kelly,,9684,"Kelly, Kyzier","KELLY, KYZIER",Saint Elizabeth University,SEU,2002-2689,34,8,16,0,16,0,,,,,,,0.74,0.09,1.79,0.12,0.26,1.12,.043,116,20,25,3,2,43,0,9,16,93,0,0,166,18,61,4,0,0,4,38,0
2026-27,mvball,North Eastern Athletic Conference,north_eastern_athletic_c,Saint Elizabeth University,"Lewis, Nyjier",Nyjier,Lewis,,9684,"Lewis, Nyjier","LEWIS, NYJIER",Saint Elizabeth University,SEU,2002-2916,9,0,11,0,11,0,,,,,,,0.22,0.00,0.11,0.00,0.11,0.33,1.000,2,0,2,0,0,0,0,1,5,17,0,0,0,0,1,0,0,0,0,3,0
