rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Ramey,Armonie",0,G,22,25.59090909090909,20.09,6.32,3.14,3.14,0.27,2.272727272727273,7.571002376974263,2.3472598904780115,1.0767669879246824,1.6430304358209582,3.8650174674380375,-0.3057030761328832,1.0087909953203569
2,asc,American Southwest Conference (ASC),2025-26,Hardin-Simmons,"Bryant,Chris",0,F,27,28.444444444444443,15.07,6.7,2.0,0.74,1.78,2.037037037037037,4.474303653894737,1.231422328906078,1.2663486789413394,0.37279376871659403,-0.4232069053633776,3.183801799379616,0.645297705357614
3,asc,American Southwest Conference (ASC),2025-26,East Texas Baptist,"Roberts,Michael",0,F,22,33.36363636363637,17.59,8.82,1.45,1.27,0.64,2.9545454545454546,3.9302089047068263,1.7915638936792397,2.324014955139531,-0.2400397110267396,0.5237759769636016,0.5493411648867358,2.06032515556972
4,asc,American Southwest Conference (ASC),2025-26,Mary Hardin-Baylor,"Engels,Zachary",0,G,27,27.62962962962963,15.78,7.85,2.74,1.52,0.44,2.888888888888889,3.8662287602683305,1.389239991996929,1.8400827438601695,1.1973333596439886,0.9704660157970824,0.08715508865991467,1.95906631050867
5,asc,American Southwest Conference (ASC),2025-26,Mary Hardin-Baylor,"Johnson,Hudson",0,G,26,31.5,19.81,3.58,3.0,1.08,0.04,3.076923076923077,3.2821052471108314,2.285021938836549,-0.29021678414279184,1.4870364591590186,0.18429154745015636,-0.8372170637937276,2.2490620561272983
6,asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Phillip,Ben",0,G,26,27.423076923076923,14.85,5.73,1.92,0.77,0.96,1.9615384615384617,3.1478211145555006,1.182521081187786,0.7824164676619781,0.2836543534812,-0.36960410070335986,1.2888388868496494,0.5288600196168012
7,asc,American Southwest Conference (ASC),2025-26,Hardin-Simmons,"Alexander,Matthew",0,G,20,25.6,12.2,5.05,2.5,1.9,0.4,1.95,2.5613472565350524,0.5934833245810878,0.44316502057953905,0.9299151139378063,1.6494348748239729,-0.005282126585449499,0.5110648261356578
8,asc,American Southwest Conference (ASC),2025-26,East Texas Baptist,"Pease,Jack",0,G,26,36.53846153846154,12.92,3.69,4.35,1.46,0.04,2.423076923076923,2.4566833599395763,0.7535237716591342,-0.23533787358533856,2.9912640912562916,0.8632604064770468,-0.8372170637937276,1.2406677588625237
9,asc,American Southwest Conference (ASC),2025-26,Mary Hardin-Baylor,"Lawrence,Elijah",0,G,27,27.03703703703704,12.44,3.96,3.0,1.22,0.0,1.7777777777777777,1.8201690127305878,0.64683014027377,-0.10063509312613489,1.4870364591590186,0.43443796919690536,-0.9296542790390917,0.24545508639859634
10,asc,American Southwest Conference (ASC),2025-26,Hardin-Simmons,"Williams,Tyler",0,F,27,23.074074074074073,11.85,5.0,2.26,1.41,0.48,2.0,1.794089107016652,0.5156858850292598,0.4182200612352422,0.6624968682316242,0.7739223987103506,0.17959230390527886,0.5881773312206112
11,asc,American Southwest Conference (ASC),2025-26,East Texas Baptist,"Fleming,Nathan",0,F,26,21.423076923076923,9.54,8.31,1.04,1.0,0.88,1.4230769230769231,1.7792570469385027,0.0022227839871946445,2.069576369827702,-0.6968792141081336,0.04135073502344239,1.103964456358921,-0.30158234283654234
12,asc,American Southwest Conference (ASC),2025-26,Howard Payne,"McClendon,Jordan",0,G,26,21.076923076923077,11.81,3.73,1.73,1.42,0.27,1.5384615384615383,1.255133721977519,0.5067947490804797,-0.21538190610990096,0.07194824229713934,0.7917900002636898,-0.3057030761328832,-0.12363040802511192
13,asc,American Southwest Conference (ASC),2025-26,Mary Hardin-Baylor,"Coady,Donta",0,F,26,23.653846153846153,10.19,5.58,1.54,0.69,0.69,1.3461538461538465,1.1032290490712802,0.14670374315487536,0.7075815896290871,-0.1397578688869213,-0.5125449131300738,0.6648876839434409,-0.4202169660441624
14,asc,American Southwest Conference (ASC),2025-26,Hardin-Simmons,"Fleming,Asher",0,F,23,28.47826086956522,12.13,5.3,2.57,0.74,0.26,2.260869565217391,1.0904966186206446,0.5779238366707226,0.567889817301024,1.0079121022687758,-0.4232069053633776,-0.3288123799442243,0.990503444707324
15,asc,American Southwest Conference (ASC),2025-26,Hardin-Simmons,"Amason,Myles",0,C,27,16.444444444444443,7.19,4.59,0.85,0.56,1.74,0.7777777777777778,0.684003780162328,-0.5201314530036505,0.2136713946120069,-0.9085853252921944,-0.7448237333234836,3.0913645841342516,-1.29679501530047
16,asc,American Southwest Conference (ASC),2025-26,Mary Hardin-Baylor,"Jessen,Grant",0,F,26,16.96153846153846,6.65,5.69,1.65,1.0,0.77,1.3846153846153846,-0.024358899269482204,-0.6401617883121852,0.7624605001865405,-0.017191172938254708,0.04135073502344239,0.8497621144341695,-0.36089965444035277
17,asc,American Southwest Conference (ASC),2025-26,Hardin-Simmons,"Davis,Silas",0,G,16,30.8125,10.13,4.19,2.63,1.19,0.0,2.25,-0.024452495616927084,0.13336703923170515,0.014111719857631395,1.0747666636953215,0.38083516453688765,-0.9296542790390917,0.9737398566453779
18,asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Jackson,Trey",0,G,21,22.952380952380953,10.86,2.71,1.19,1.43,0.38,1.8571428571428572,-0.20174705719098518,0.29563027029694616,-0.7242590767335593,-0.52974281054177,0.8096576018170291,-0.05150073420813165,0.3678558881207447
19,asc,American Southwest Conference (ASC),2025-26,Mary Hardin-Baylor,"Zamiara,Connor",0,C,27,22.14814814814815,6.93,6.48,1.22,0.48,0.59,1.1851851851851851,-0.3858631738682202,-0.5779238366707229,1.1565908578264328,-0.49631552982849725,-0.8877645457501975,0.4337946458300304,-0.668470899793443
20,asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Coleman,Avant",0,G,24,17.583333333333332,9.25,2.46,1.54,1.46,0.13,1.5416666666666667,-0.6046317454497715,-0.06223795164146269,-0.8489838734550441,-0.1397578688869213,0.8632604064770468,-0.629233329491658,-0.11868729872479407
21,asc,American Southwest Conference (ASC),2025-26,Hardin-Simmons,"Howell,Trevion",0,G,19,23.63157894736842,7.47,2.47,0.89,1.58,0.32,0.8421052631578947,-0.7095680626416323,-0.4578935013621882,-0.8439948815861846,-0.8640156176744973,1.0776716251171177,-0.19015655707617798,-1.1975859444309394
22,asc,American Southwest Conference (ASC),2025-26,East Texas Baptist,"Levy,Shad",0,G,26,28.384615384615383,9.81,3.38,1.0,0.65,0.35,1.7692307692307692,-1.205776728760135,0.06223795164146229,-0.3899966215199798,-0.7414489217258307,-0.5840153193434305,-0.12082864564215488,0.23227346159774967
23,asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Crosby,Braylon",0,G,23,22.47826086956522,7.04,4.04,2.26,1.09,0.09,1.9565217391304348,-1.362358909628723,-0.5534732128115769,-0.0607231581752597,0.6624968682316242,0.2021591490034956,-0.7216705447370223,0.5211229789728258
24,asc,American Southwest Conference (ASC),2025-26,East Texas Baptist,"Dews,Christian",0,F,26,23.384615384615383,6.04,5.04,0.35,0.5,0.73,0.8846153846153846,-1.412507129819528,-0.7757516115310856,0.4381760287106798,-1.4657066705134065,-0.852029342643519,0.7573248991888052,-1.132024705289886
25,asc,American Southwest Conference (ASC),2025-26,East Texas Baptist,"Gooden III,Orlando",0,G,25,22.36,8.2,2.04,1.36,0.84,0.12,1.28,-1.6010932681378005,-0.295630270296947,-1.0585215319471386,-0.34032155316655766,-0.24453088982998533,-0.6523426333029991,-0.5222427420027165
