conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Gerald Haak,,,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,22,0,25,14,748:00,152,0,1.000,1,2:35,1,0,0,0,,0,0,0,0,2,23.23,.000,0,0,0,0,0,0,.000
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Christian Cheney,,,,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,17,0,47,8,60:00,0,0,1.000,,,,,,,,,,,,,,,9,20,0,3,1,2,.450
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Omari Johnson,,,,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,16,1,229:00,56,0,1.000,,,,,,,,,,,,,,,1,7,0,0,0,0,.143
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Jarod Gajda,,,,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,6,242:00,31,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Mark Gilles,,,,13,13,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,100,195,54,0,23,5,748:00,152,295,1.000,,,,,,,,,,,,,,,28,46,0,14,6,8,.609
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Bohdan Olefirenko,,,,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,192:00,55,0,1.000,9,216:07,67,43,0,0,2,0,0,0,0,172,18.60,.391,0,0,0,0,0,0,.000
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Austin Domenic,,,,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,8,4,337:00,65,0,1.000,,,,,,,,,,,,,,,2,4,0,1,0,1,.500
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Matt Paspalas,,,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,13,3,748:00,152,1,1.000,,,,,,,,,,,,,,,0,2,0,1,1,0,.000
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Hayden McMullen,,,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,17,13,748:00,152,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Travis Austin,,,,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,23,5,555:00,157,0,1.000,13,531:50,192,138,0,0,10,0,0,0,0,584,21.66,.418,0,0,0,2,2,0,.000
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Brian Rosko,,,,12,12,0,0,0,0,0,1,8,0,3,0,0,0,0,0,0,0,0,9,6,0,0,5,8,63,0,35,13,688:00,152,13,1.000,,,,,,,,,,,,,,,34,60,0,31,10,21,.567
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Marty Zoet,,,,13,7,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,23,3,411:00,87,0,1.000,,,,,,,,,,,,,,,24,44,0,16,4,12,.545
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Antonio DeGiovanni,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Nick Wickkiser,,,,13,13,0,0,0,0,0,1,6,0,2,0,0,0,0,0,0,0,0,10,3,0,0,13,47,32,0,31,8,748:00,152,60,1.000,,,,,,,,,,,,,,,30,71,0,25,10,15,.423
aec,Atlantic East Conference (AEC),2025-26,mlax,Centenary (NJ),Elliot Tillinghast,,,,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,6,5,397:00,65,1,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
