season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Matthew Furtado,Matthew,Furtado,,585,Matthew Furtado,0,0ROSE-HUL,14,8,,,31,5,9,9,3,0,2,4,0,0,12,4,0,0,0,0,0,0,0,1,0,2,0,0.371,18,35,0,.000,.290,.581,5,10,0,0,0,0,0,1,0,15,1.000,0,.000,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,1,0,0,0,0.00,3,5,0,1,0,0,0,0,0,0,.000,0,1,8,2,"4,10",0.40,4,10,"6,22",0.27,6,22,"4,15",0.27,4,15,"1,3",0.33,1,3,0,0,0,0,"2,4","1,3","11,24",7,0,0,0,31,0,0,0,2,8,0,1,1,0,"0,1","0,2",0,0,"0,1",Rose-Hulman,ROSE-HUL,1038-5298,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Gavin Drooger,Gavin,Drooger,,585,Gavin Drooger,0,0ROSE-HUL,6,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,5,0,0,0,0,0,0,0,6,1.000,0,.000,25,1,4,5,0,0,0,0,0,0,24.2,7,7,5,19,6,0,1,2.55,94,100,2,1,0,0,0,0,0,5,.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,3,"2,5","1,7","0,2",0,"1,6",Rose-Hulman,ROSE-HUL,1038-5134,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Danny Jaso,Danny,Jaso,,585,Danny Jaso,0,0ROSE-HUL,6,4,,,12,4,3,0,0,0,0,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0.357,3,14,0,.000,.250,.250,23,1,0,0,0,7,1,0,0,24,1.000,8,.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,"0,1",0,0,1,"0,3",0,0,3,"0,1",0,0,1,"1,1",1.00,1,1,0,0,0,0,"5,9","0,1","1,3",0,0,0,0,11,0,0,0,1,0,0,,,,,,,,,Rose-Hulman,ROSE-HUL,1038-5301,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Nathan Gorecki,Nathan,Gorecki,,585,Nathan Gorecki,0,0ROSE-HUL,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,3,0,0,0,0,0.000,3,1.000,2,1,0,0,0,0,0,0,0,0,1.0,2,0,1,0,0,0,0,0.00,4,6,0,1,0,0,0,0,0,0,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"1,1","2,4",0,0,"0,1",Rose-Hulman,ROSE-HUL,1038-5299,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Vinny Desalvo,Vinny,Desalvo,,28749,Vinny Desalvo,0,0TRANSYLV,10,0,,,6,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.143,0,7,0,.000,.000,.000,21,2,0,1,0,5,0,0,0,23,1.000,5,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,"0,4",0,0,4,"0,4",0,0,4,"0,2",0,0,2,0,0,0,0,0,0,0,0,0,0,"2,5",0,0,0,0,"0,1",0,0,1,1,2,0,,,,,,,,,Transylvania,TRANSYLV,1039-3016,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Seita Shiratori,Seita,Shiratori,,28749,Seita Shiratori,0,0TRANSYLV,24,23,,,84,25,32,12,0,0,0,14,1,7,9,2,13,5,3,1,0,0,0,0,0,0,0,0.500,32,109,18,.722,.381,.381,39,54,2,0,0,0,0,8,0,95,.979,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,30,16,"4,18",0.22,4,18,"20,46",0.43,20,46,"13,31",0.42,13,31,"0,6",0,0,6,0,0,0,0,"5,11","7,12","38,56",11,0,0,0,0,0,0,0,13,12,0,,,,,,,,,Transylvania,TRANSYLV,1039-3006,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Calvin Schubert,Calvin,Schubert,,28749,Calvin Schubert,0,0TRANSYLV,24,24,,,77,21,27,21,9,0,1,12,0,16,9,1,12,6,3,3,0,0,0,1,1,3,0,0.509,39,111,18,.667,.351,.506,50,0,3,0,0,0,0,0,0,53,.943,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,12,34,"11,31",0.35,11,31,"18,41",0.44,18,41,"13,28",0.46,13,28,"0,5",0,0,5,0,0,0,0,"9,20","10,19","38,58",30,0,0,0,0,0,0,0,13,20,0,,,,,,,,,Transylvania,TRANSYLV,1039-2412,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Ethan Dillon,Ethan,Dillon,,28749,Ethan Dillon,0,0TRANSYLV,18,17,,,67,15,26,19,2,1,4,7,1,2,17,5,14,3,0,0,0,0,0,0,0,0,0,0.461,42,76,17,.824,.388,.627,46,4,0,0,0,0,0,0,0,50,1.000,0,.000,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,0,6,14,9,"7,26",0.27,7,26,"15,38",0.39,15,38,"10,22",0.45,10,22,"0,4",0,0,4,0,0,0,0,"9,17","5,10","22,41",25,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,Transylvania,TRANSYLV,1039-3003,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Nick Pietromonaco,Nick,Pietromonaco,,28749,Nick Pietromonaco,0,0TRANSYLV,23,23,,,81,28,26,13,5,1,0,13,0,8,14,4,15,2,2,3,0,0,0,0,1,0,0,0.448,33,107,17,.882,.321,.407,48,6,0,0,0,24,3,1,0,54,1.000,27,.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,26,19,"5,15",0.33,5,15,"6,25",0.24,6,25,"5,18",0.28,5,18,"2,3",0.67,2,3,0,0,0,0,"22,45","9,14","20,35",22,0,0,0,0,0,0,0,11,6,0,,,,,,,,,Transylvania,TRANSYLV,1039-3199,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Chris Hedinger,Chris,Hedinger,,28749,Chris Hedinger,0,0TRANSYLV,24,24,,,85,16,24,27,3,0,6,7,0,3,20,4,4,0,2,4,0,0,0,1,0,1,0,0.343,45,101,4,1.000,.282,.529,48,0,0,0,0,0,0,3,0,48,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,16,27,"7,29",0.24,7,29,"12,42",0.29,12,42,"8,28",0.29,8,28,"6,11",0.55,6,11,0,0,0,0,"8,17","9,11","28,52",35,0,0,0,0,0,0,0,10,21,0,,,,,,,,,Transylvania,TRANSYLV,1039-3004,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Baxter Tedesco,Baxter,Tedesco,,28749,Baxter Tedesco,0,0TRANSYLV,24,20,,,71,11,24,8,4,0,0,13,0,0,19,7,6,2,1,0,0,0,0,0,1,0,0,0.440,28,85,8,.750,.338,.394,19,40,2,0,0,0,0,2,0,61,.967,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,10,19,"11,27",0.41,11,27,"14,34",0.41,14,34,"10,26",0.38,10,26,"2,7",0.29,2,7,0,0,0,0,"3,12","4,7","22,38",3,0,0,0,0,0,0,0,3,19,0,,,,,,,,,Transylvania,TRANSYLV,1039-3001,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Houston Manning,Houston,Manning,,28749,Houston Manning,0,0TRANSYLV,13,6,,,20,0,2,0,0,0,0,5,0,2,6,3,0,0,0,0,0,0,0,0,1,0,0,0.333,2,27,0,.000,.100,.100,7,2,2,0,0,0,0,1,0,11,.818,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,9,"0,6",0,0,6,"1,9",0.11,1,9,"0,3",0,0,3,"0,7",0,0,7,0,0,0,0,"3,9",0,"4,11",0,0,0,0,5,0,0,0,1,5,0,,,,,,,,,Transylvania,TRANSYLV,1039-2637,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Max Finn,Max,Finn,,28749,Max Finn,0,0TRANSYLV,24,23,,,69,18,16,5,2,0,0,13,0,10,17,9,6,2,1,0,0,0,0,3,0,3,0,0.424,18,93,8,.750,.232,.261,124,14,2,0,0,0,0,7,0,140,.986,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,21,13,"9,31",0.29,9,31,"8,37",0.22,8,37,"3,22",0.14,3,22,"2,9",0.22,2,9,0,0,0,0,"8,19","2,8","18,43",5,0,0,0,0,0,0,0,6,21,0,,,,,,,,,Transylvania,TRANSYLV,1039-3009,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Brenton Alcorn,Brenton,Alcorn,,28749,Brenton Alcorn,0,0TRANSYLV,22,21,,,61,9,15,17,3,2,0,7,0,2,17,5,7,3,1,2,0,0,0,0,0,0,0,0.333,22,73,10,.700,.246,.361,30,48,4,0,0,0,0,6,0,82,.951,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,14,18,"5,26",0.19,5,26,"11,34",0.32,11,34,"10,24",0.42,10,24,"0,7",0,0,7,0,0,0,0,"1,9","10,13","19,41",34,0,0,0,"0,1",0,0,1,5,18,0,,,,,,,,,Transylvania,TRANSYLV,1039-3186,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Giancarlo Gonzalez,Giancarlo,Gonzalez,,28749,Giancarlo Gonzalez,0,0TRANSYLV,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,4,1,0,0,15,1,0,0,6,.833,16,.938,43,1,7,5,0,0,0,0,0,0,37.1,19,19,16,28,6,1,2,4.58,150,176,0,6,1,2,2,0,0,9,.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,34,0,"0,3","1,5","1,4",0,"0,3",Transylvania,TRANSYLV,1039-3008,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Kemper Dotson,Kemper,Dotson,,28749,Kemper Dotson,0,0TRANSYLV,9,0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2,1,0,.000,1.000,2.000,0,3,4,0,0,11,0,0,0,7,.429,11,1.000,20,1,0,0,2,0,0,0,0,0,13.2,15,10,2,6,2,0,0,6.59,59,73,2,6,0,0,6,0,0,2,.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,16,17,0,"3,5","8,21","7,10",0,"0,5",Transylvania,TRANSYLV,1039-2641,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Tristan Cooper,Tristan,Cooper,,28749,Tristan Cooper,0,0TRANSYLV,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,0,0,0,0,2,0,0,0,1,1.000,2,1.000,9,1,0,0,1,0,0,0,0,0,5.0,3,3,2,5,2,0,0,5.40,21,25,1,0,0,1,1,0,0,0,.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,"1,1","1,4","1,1",0,"1,3",Transylvania,TRANSYLV,1039-3005,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Luke Patton,Luke,Patton,,28749,Luke Patton,0,0TRANSYLV,11,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,1,0,0,4,1,0,0,3,.667,5,.800,11,1,0,1,1,3,0,0,0,0,16.0,2,2,3,13,0,0,0,1.13,56,62,1,2,0,1,0,0,0,6,.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0,"0,3","1,3","1,3",0,"0,4",Transylvania,TRANSYLV,1039-2480,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Logan Mcnair,Logan,Mcnair,,28749,Logan Mcnair,0,0TRANSYLV,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,3,5,0,2,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,"0,1","0,2","0,1",0,"0,1",Transylvania,TRANSYLV,1039-2639,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Tyler Minton,Tyler,Minton,,28749,Tyler Minton,0,0TRANSYLV,2,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0.00,3,4,0,0,0,0,0,0,0,0,.000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,1,0,0,0,0,"0,1",0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,"0,1","0,1","0,1",0,"0,1",Transylvania,TRANSYLV,1039-2640,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Cole Mischel,Cole,Mischel,,28749,Cole Mischel,0,0TRANSYLV,7,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,1,0,0,0,1,1.000,1,1.000,15,1,0,0,0,0,0,0,0,0,11.2,6,6,2,10,5,2,1,4.63,50,52,0,0,0,0,0,0,0,3,.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,"0,6","5,13","5,8",0,"6,12",Transylvania,TRANSYLV,1039-3013,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Jayson Ingles,Jayson,Ingles,,28749,Jayson Ingles,0,0TRANSYLV,7,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,1,0,0,1,0,0,0,2,.500,1,1.000,9,1,2,0,0,1,0,0,0,0,8.1,13,11,4,2,1,0,2,11.88,32,43,0,5,0,0,2,0,1,0,.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,"2,4","6,11","0,5",0,"0,4",Transylvania,TRANSYLV,1039-3192,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Cal. McAtee,Cal.,McAtee,,28749,Cal. McAtee,0,0TRANSYLV,1,0,,,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,2,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,"0,2",0,0,2,"0,2",0,0,2,"0,2",0,0,2,0,0,0,0,0,0,0,0,0,0,"0,2",0,0,0,0,1,0,0,0,0,2,0,,,,,,,,,Transylvania,TRANSYLV,1039-3002,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Joe Murphy,Joe,Murphy,,28749,Joe Murphy,0,0TRANSYLV,6,3,,,9,1,2,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0.300,2,10,0,.000,.222,.222,16,0,2,0,0,3,0,0,0,18,.889,3,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,"0,2",0,0,2,"0,3",0,0,3,"0,1",0,0,1,0,0,0,0,0,0,0,0,"2,4",0,"1,4",0,0,0,0,5,0,0,0,0,2,0,,,,,,,,,Transylvania,TRANSYLV,1039-3197,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Cam. McAtee,Cam.,McAtee,,28749,Cam. McAtee,0,0TRANSYLV,8,0,,,5,3,1,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.200,4,5,0,.000,.200,.800,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,"0,2",0,0,2,"1,3",0.33,1,3,"1,2",0.50,1,2,0,0,0,0,0,0,0,0,0,"1,1","1,3",11,0,0,0,27,0,0,0,0,0,0,,,,,,,,,Transylvania,TRANSYLV,1039-2642,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Eli Fletcher,Eli,Fletcher,,28749,Eli Fletcher,0,0TRANSYLV,12,2,,,11,2,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.231,1,13,0,.000,.091,.091,27,0,0,0,0,0,0,0,0,27,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,0,"0,3",0,0,3,"0,4",0,0,4,"0,4",0,0,4,0,0,0,0,0,0,0,0,"0,2","0,1","4,6",1,0,0,0,27,0,0,0,1,4,0,,,,,,,,,Transylvania,TRANSYLV,1039-3190,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Clark Tackett,Clark,Tackett,,28749,Clark Tackett,0,0TRANSYLV,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,7,1,0,0,0,0,0,0,0,0,2.2,10,9,3,1,0,0,2,30.37,14,18,2,0,0,1,0,0,0,1,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,"1,2","0,3","2,2",0,"0,1",Transylvania,TRANSYLV,1039-3200,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Henry Craig,Henry,Craig,,28749,Henry Craig,0,0TRANSYLV,7,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,4,0,0,0,6,0,0,0,4,1.000,6,1.000,10,1,0,0,0,3,0,0,0,0,13.2,9,9,14,24,2,0,0,5.93,50,68,0,3,0,0,1,0,1,8,.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,"1,1","0,3","0,1",0,"0,1",Transylvania,TRANSYLV,1039-2815,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Logan Cobb,Logan,Cobb,,28749,Logan Cobb,0,0TRANSYLV,6,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,0,0,0,6,2,0,0,2,1.000,8,.750,22,1,3,2,1,0,0,0,0,0,18.2,11,8,10,16,3,0,2,3.86,70,86,3,2,0,0,4,0,0,3,.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,2,"1,2","2,4","0,2",0,"1,3",Transylvania,TRANSYLV,1039-3188,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Brady Mcfarland,Brady,Mcfarland,,28749,Brady Mcfarland,0,0TRANSYLV,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,1,0,0,0,0,0.000,1,1.000,0,1,0,0,0,0,0,0,0,0,1.2,1,1,3,2,0,0,0,5.40,5,9,1,1,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"0,1","0,2","0,1",0,"0,1",Transylvania,TRANSYLV,1039-3010,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Ashton Miller,Ashton,Miller,,28749,Ashton Miller,0,0TRANSYLV,1,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,"0,1",0,0,1,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,"0,1","0,1",0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,Transylvania,TRANSYLV,1039-2820,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Parker Mathis,Parker,Mathis,,28749,Parker Mathis,0,0TRANSYLV,2,0,,,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,3,0,.000,.000,.000,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,"0,1",0,0,1,"0,2",0,0,2,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,"2,3",0,0,0,0,0,0,0,0,1,2,0,,,,,,,,,Transylvania,TRANSYLV,1039-3195,False,,,,,
