conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mlax,Babson,Andrew Almquist,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,00:00,0,0,1.000,19,125:39,25,40,0,2,1,0,0,0,0,109,11.94,.615,0,0,0,0,0,0,.000
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mlax,Babson,Max Mallett,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,00:00,0,0,1.000,,,,,,,,,,,,,,,3,7,0,1,0,1,.429
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mlax,Babson,Luke D'Orsi,,,,11,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,00:00,0,0,1.000,,,,,,,,,,,,,,,8,18,0,4,0,4,.444
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mlax,Babson,Grayson Ambrosh,,,,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,18,0,3,11,00:00,0,0,1.000,,,,,,,,,,,,,,,3,7,0,2,0,2,.429
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mlax,Babson,Tyee Ambrosh,,,,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,9,0,1,5,00:00,0,1,1.000,,,,,,,,,,,,,,,2,4,0,1,0,1,.500
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mlax,Babson,Ben Anastos,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,00:00,0,0,1.000,2,08:26,0,1,0,0,0,0,0,0,0,3,.00,1.000,1,1,0,0,0,0,1.000
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mlax,Babson,Chase Wightman,,,,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,00:00,0,0,1.000,,,,,,,,,,,,,,,5,7,0,7,4,3,.714
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mlax,Babson,Jack Feeks,,,,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,00:00,0,0,1.000,,,,,,,,,,,,,,,5,11,0,5,2,3,.455
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mlax,Babson,David Santa Maria,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,00:00,0,0,1.000,,,,,,,,,,,,,,,1,1,0,0,0,0,1.000
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mlax,Babson,Jake Murray,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
