conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,z_points_per_game,z_rebounds_per_game,z_assists_per_game,z_turnovers_per_game,z_field_goals_pct,z_steals_per_game,z_blocked_shots_per_game,composite_score,rank,rating
mac,Middle Atlantic Conferences (MAC),2025-26,wbball,Messiah,"Monturo,Liv",0,F,23,26,26,214,414,0,0,142,108,536,36,37,50,833,85,140,225,59,0,56,0,0,0.52,0.0,0.76,20.62,8.65,1.92,1.42,1.38,2.1538461538461537,3.8779324053826074,2.675516231633379,1.1479280032275367,0.8455964888126322,1.2432709376618891,1.205855230891138,3.201768810121512,13.593218286422047,1,99
mac,Middle Atlantic Conferences (MAC),2025-26,wbball,Arcadia,"Bell,Delaney",0,G,13,25,25,133,269,22,67,99,73,361,37,30,72,865,39,207,246,43,0,87,0,0,0.49,0.33,0.74,14.44,9.84,2.88,1.2,1.48,3.48,2.426613247137187,3.1912230194520785,2.194818514699242,2.1528855384747163,1.062198745196237,0.8657256994931618,3.476884994821447,10.028873633320224,2,95
mac,Middle Atlantic Conferences (MAC),2025-26,wbball,Delaware Valley,"Evans,Whitney",0,G,4,25,25,155,422,45,158,88,74,429,0,50,85,927,16,91,107,43,0,68,0,0,0.37,0.28,0.84,17.16,4.28,3.4,2.0,0.0,2.72,3.065381549795365,0.7817022293075656,2.7618842084130826,1.403696686348186,0.3379099753336285,2.102560359122166,-0.5948345387375861,9.781700426917821,3,94
mac,Middle Atlantic Conferences (MAC),2025-26,wbball,King's,"Casey,Lauren",0,F,42,25,25,137,280,3,13,121,93,370,22,28,51,808,87,186,273,72,0,78,3,0,0.49,0.23,0.77,14.8,10.92,2.04,1.12,0.88,3.12,2.511156110724299,3.6592594319261926,1.2787893171615001,1.7980066085200441,1.062198745196237,0.7420422335302616,1.8261878866218393,9.775202630333125,4,93
mac,Middle Atlantic Conferences (MAC),2025-26,wbball,Widener,Lindsay Kutz,0,*,3,27,27,146,329,25,74,76,46,363,16,57,83,878,73,150,223,73,0,68,2,0,0.44,0.34,0.61,13.44,8.26,3.07,2.11,0.59,2.5185185185185186,2.1917719593952096,2.506503082684393,2.4020155950946838,1.2050813181431015,0.7604117577534835,2.2726251248211544,1.0283509509920286,9.384855032850199,5,92
mac,Middle Atlantic Conferences (MAC),2025-26,wbball,Stevens,"Castro,Leyla",0,G,3,27,27,116,356,61,174,100,61,354,9,63,120,853,20,117,137,63,0,79,0,0,0.33,0.35,0.61,13.11,5.07,4.44,2.33,0.33,2.925925925925926,2.1142743344403567,1.1240621976914082,3.8960155958407636,1.606693275910735,0.09648038537942578,2.612754656219131,0.31304887077219845,8.487089306502353,6,91
mac,Middle Atlantic Conferences (MAC),2025-26,wbball,DeSales,"Bednarek,Lindsay",0,G,13,27,27,154,355,1,7,106,76,385,9,48,63,714,28,66,94,38,0,46,1,0,0.43,0.14,0.72,14.26,3.48,2.33,1.78,0.33,1.7037037037037037,2.384341815343631,0.43500859043785134,1.595037492501911,0.4018574026078345,0.7000543602649327,1.7624308277241905,0.31304887077219845,8.026408793131003,7,90
mac,Middle Atlantic Conferences (MAC),2025-26,wbball,Lebanon Valley,"Hevelow,Riley",0,G,14,25,25,155,354,28,94,52,39,377,7,26,60,875,17,98,115,38,1,66,0,0,0.44,0.3,0.75,15.08,4.6,2.4,1.04,0.28,2.64,2.5769116712920526,0.920379684855451,1.6713732589633894,1.324834701913814,0.7604117577534835,0.618358767567361,0.17549077842223113,7.934972233989567,8,89
mac,Middle Atlantic Conferences (MAC),2025-26,wbball,King's,"Lewis,Cadie",0,G,2,25,25,108,300,59,167,60,49,324,4,38,125,881,19,123,142,37,0,100,0,0,0.36,0.35,0.82,12.96,5.68,5.0,1.52,0.16,4.0,2.0790481412790607,1.388416097329565,4.506701727532591,2.6654884372981322,0.2775525778450777,1.3604595633447638,-0.15464864321769056,7.850514570757806,9,89
mac,Middle Atlantic Conferences (MAC),2025-26,wbball,Eastern,"Johnson,Jeriyah",0,G,5,25,23,126,363,41,132,109,80,373,2,44,81,795,19,59,78,50,0,75,0,0,0.35,0.31,0.73,14.92,3.12,3.24,1.76,0.08,3.0,2.539337065253336,0.27899645294648007,2.587402456501132,1.6797136318684864,0.21719518035652696,1.7315099612334652,-0.3747415909776384,7.709194153841029,10,88
