season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,msoc,Northwest Conference (NWC),nwc,Pacific Lutheran,"O'Brien, Connor",Connor,O'Brien,,1297,"O'Brien, Connor","O'BRIEN,CONNOR",Pacific Lutheran ,PLU,1266-3079,2,2,10,0,10,0,0,6,6,5,1,2,0,0,3.00,3.00,2.50,1.000,.500,4,0,0,0,1,2,0,.000,4,0,0,0,2.00,.00,.00,.00,0,,160:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,26.990694539143274,1,99
2026-27,msoc,Northwest Conference (NWC),nwc,Pacific Lutheran,"Brunner, Ty",Ty,Brunner,,1297,"Brunner, Ty","BRUNNER,TY",Pacific Lutheran ,PLU,1266-4904,2,2,7,0,7,0,0,4,7,3,1,1,0,0,3.50,2.00,1.50,.500,.500,3,1,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,146:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,17.25688604478013,2,99
2026-27,msoc,Northwest Conference (NWC),nwc,Linfield,Caleb Ishizaka,Caleb,Ishizaka,,1179,Caleb Ishizaka,"ISHIZAKA,CALEB",Linfield,LINFIELD,1262-11552,3,3,13,0,13,0,0,1,6,2,2,0,0,0,2.00,.33,.67,.000,.667,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,198:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,13.933368508315656,3,99
2026-27,msoc,Northwest Conference (NWC),nwc,Linfield,Ross Vargo,Ross,Vargo,,1179,Ross Vargo,"VARGO,ROSS",Linfield,LINFIELD,1262-11105,3,3,15,0,15,0,0,4,4,2,0,1,0,0,1.33,1.33,.67,.333,.000,3,0,0,0,1,1,0,.000,1,0,1,0,.33,.33,.00,.00,0,,191:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,10.166137514332972,4,98
2026-27,msoc,Northwest Conference (NWC),nwc,Linfield,Brody Dalgaard,Brody,Dalgaard,,1179,Brody Dalgaard,"DALGAARD,BRODY",Linfield,LINFIELD,1262-11797,3,2,32,0,32,0,0,2,3,2,0,1,0,0,1.00,.67,.67,.333,.000,1,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,136:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.80522236923599,5,98
2026-27,msoc,Northwest Conference (NWC),nwc,Whitman,"Chapko, Keegan",Keegan,Chapko,,780,"Chapko, Keegan","CHAPKO,KEEGAN",Whitman,WC,1269-3819,2,2,21,0,21,0,0,2,2,2,0,1,0,0,1.00,1.00,1.00,.500,.000,1,0,0,0,0,1,0,.000,1,0,2,0,.50,1.00,.00,.00,0,,114:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.80522236923599,6,98
2026-27,msoc,Northwest Conference (NWC),nwc,Willamette,Cody Stark,Cody,Stark,,785,Cody Stark,"STARK,CODY",Willamette,WILLAMET,0,2,1,14,0,14,0,0,2,2,2,0,1,0,0,1.00,1.00,1.00,.500,.000,1,0,0,0,0,0,0,.000,0,0,1,0,.00,.50,.00,.00,0,,57:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.80522236923599,7,97
2026-27,msoc,Northwest Conference (NWC),nwc,Whitworth,"Waarvick, Lucas",Lucas,Waarvick,,1454,"Waarvick, Lucas","WAARVICK,LUCAS",Whitworth,WU,1270-3672,2,2,25,0,25,0,0,2,2,2,0,1,0,0,1.00,1.00,1.00,.500,.000,1,0,0,0,0,0,1,.500,0,0,0,0,.00,.00,.00,.00,0,,115:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.80522236923599,8,97
2026-27,msoc,Northwest Conference (NWC),nwc,Linfield,Anderson Kelly,Anderson,Kelly,,1179,Anderson Kelly,"KELLY,ANDERSON",Linfield,LINFIELD,1262-11339,3,3,5,0,5,0,0,1,2,2,0,1,0,0,.67,.33,.67,.333,.000,0,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,270:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.124764796687499,9,97
2026-27,msoc,Northwest Conference (NWC),nwc,Whitworth,"Borromeo, Ralph",Ralph,Borromeo,,1454,"Borromeo, Ralph","BORROMEO,RALPH",Whitworth,WU,1270-3127,2,2,7,0,7,0,0,1,2,2,0,1,0,0,1.00,.50,1.00,.500,.000,0,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,107:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.124764796687499,10,96
