conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
nac,North Atlantic Conference (NAC),2025-26,Husson ,"Grissom,Jeremiah",Jeremiah,Grissom,0,G,1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
nac,North Atlantic Conference (NAC),2025-26,Husson ,"Smith,Christian",Christian,Smith,0,G,23,534.0,23.217391304347824,200.0,8.7,56.0,2.43,73.0,3.17,25.0,1.09,7.0,0.3,47.0,2.0434782608695654,72.0,151.0,0.48,25.0,62.0,0.4,31.0,45.0,0.69
nac,North Atlantic Conference (NAC),2025-26,Husson ,"Perkins,Nez",Nez,Perkins,0,G,6,14.0,2.3333333333333335,10.0,1.67,1.0,0.17,1.0,0.17,1.0,0.17,0.0,0.0,1.0,0.1666666666666666,5.0,7.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0
nac,North Atlantic Conference (NAC),2025-26,Husson ,"Ahlers,Eric",Eric,Ahlers,0,G,26,786.0,30.23076923076923,527.0,20.27,239.0,9.19,62.0,2.38,20.0,0.77,6.0,0.23,57.0,2.1923076923076925,180.0,393.0,0.46,66.0,177.0,0.37,101.0,123.0,0.82
nac,North Atlantic Conference (NAC),2025-26,Husson ,"Katsiaficas,Charlie",Charlie,Katsiaficas,0,G,16,116.0,7.25,41.0,2.56,9.0,0.56,5.0,0.31,2.0,0.13,0.0,0.0,2.0,0.125,15.0,43.0,0.35,11.0,39.0,0.28,0.0,0.0,0.0
nac,North Atlantic Conference (NAC),2025-26,Husson ,"Walston,Pierce",Pierce,Walston,0,G,16,223.0,13.9375,53.0,3.31,64.0,4.0,59.0,3.69,23.0,1.44,1.0,0.06,25.0,1.5625,21.0,43.0,0.49,4.0,10.0,0.4,7.0,11.0,0.64
nac,North Atlantic Conference (NAC),2025-26,Husson ,"Tackett,Bryce",Bryce,Tackett,0,G,11,62.0,5.636363636363637,11.0,1.0,10.0,0.91,5.0,0.45,4.0,0.36,0.0,0.0,0.0,0.0,4.0,18.0,0.22,3.0,16.0,0.19,0.0,1.0,0.0
nac,North Atlantic Conference (NAC),2025-26,Husson ,"Heald,Connor",Connor,Heald,0,G,26,817.0,31.423076923076923,387.0,14.88,97.0,3.73,73.0,2.81,34.0,1.31,3.0,0.12,41.0,1.5769230769230769,151.0,300.0,0.5,44.0,133.0,0.33,41.0,47.0,0.87
nac,North Atlantic Conference (NAC),2025-26,Husson ,"Leone,Christian",Christian,Leone,0,G,3,20.0,6.666666666666667,6.0,2.0,8.0,2.67,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.3333333333333333,3.0,9.0,0.33,0.0,6.0,0.0,0.0,0.0,0.0
nac,North Atlantic Conference (NAC),2025-26,Husson ,"Matondo,Gil",Gil,Matondo,0,F,26,739.0,28.423076923076923,302.0,11.62,164.0,6.31,62.0,2.38,21.0,0.81,39.0,1.5,54.0,2.076923076923077,122.0,257.0,0.47,12.0,46.0,0.26,46.0,62.0,0.74
