conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Fragoso, Viviana",0,,6,111,0,-.073,41,5,2,142,4,509,0,63,19,542,0,0,508,29,507,0,0,0,0,65,0,0.02,1.28,4.57,0.00,0.57,0.59
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Pringle, Hannah",0,,23,111,62,.284,1208,131,474,5,3,45,0,3,9,90,0,0,454,29,158,36,0,33,3,496.5,0,4.27,0.05,1.42,0.32,0.03,4.47
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Cooper, Grace",0,,2,105,48,.000,16,1,1,9,0,85,0,32,37,364,0,0,358,24,229,0,0,0,0,33,0,0.01,0.09,2.18,0.00,0.30,0.31
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Stone, Taylor",0,,12,30,7,.125,16,0,2,120,6,384,0,10,8,108,0,0,1,0,33,0,0,0,0,12,1,0.07,4.00,1.10,0.00,0.33,0.40
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Schreiber, Jessie",0,,22,108,52,.205,570,72,189,4,1,26,0,1,0,12,0,0,3,0,60,76,6,66,10,233,1,1.75,0.04,0.56,0.70,0.01,2.16
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Standford, Alexis",0,,13,105,10,.256,856,129,348,5,3,47,0,6,12,101,0,0,264,22,123,29,2,24,5,371,0,3.31,0.05,1.17,0.28,0.06,3.53
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Rogers, Kallie",0,,5,97,0,.147,34,4,9,452,5,1179,0,32,29,376,0,0,0,0,180,0,0,0,0,41,2,0.09,4.66,1.86,0.00,0.33,0.42
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Ciesielka, Emma",0,,1,59,0,.500,6,0,3,12,0,52,0,26,4,217,0,0,255,20,114,0,0,0,0,29,0,0.05,0.20,1.93,0.00,0.44,0.49
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Faber, Veronica",0,,3,111,62,.227,331,42,117,9,3,60,0,39,37,357,0,0,5,0,70,106,5,88,18,218,0,1.05,0.08,0.63,0.95,0.35,1.96
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Furey, Sarah",0,,4,105,59,.112,116,15,28,559,21,1511,0,34,34,311,0,0,11,1,193,7,2,6,1,66,4,0.27,5.32,1.84,0.07,0.32,0.63
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Johnson, Alanna",0,,10,20,0,.000,0,0,0,1,0,1,0,3,9,37,0,0,42,3,30,0,0,0,0,3,0,0.00,0.05,1.50,0.00,0.15,0.15
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Treasure, Anna",0,,11,4,0,-.333,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,0,0.00,0.25,0.00,0.25,0.00,0.13
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Orr, Carleigh",0,,15,10,0,.080,50,9,13,0,0,1,0,0,0,2,0,0,12,0,3,0,1,0,0,13,0,1.30,0.00,0.30,0.00,0.00,1.30
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Golia, Maddie",0,,20,107,62,.121,140,27,44,3,0,19,0,0,0,0,0,0,7,1,20,77,2,70,7,86,0,0.41,0.03,0.19,0.72,0.00,0.80
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Eastern,"Arezina, Josie",0,,21,109,10,.177,503,91,180,5,1,37,0,0,1,5,0,0,11,0,55,46,9,38,8,207,0,1.65,0.05,0.50,0.42,0.00,1.90
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Stevens,Raeann Baker,0,,03,69,0,.000,1,0,0,3,0,11,0,14,16,178,0,0,1,0,17,0,0,0,0,14,0,0.00,0.04,0.25,0.00,0.20,0.20
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Stevens,Lianna Schmieder,0,,04,113,3,.050,40,1,3,106,4,393,0,18,23,198,0,0,640,55,430,0,0,0,0,21,0,0.03,0.94,3.81,0.00,0.16,0.19
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Stevens,Mallory Eder,0,,05,31,3,.155,103,15,31,0,0,14,0,0,2,18,0,0,13,4,10,5,1,5,0,33.5,0,1.00,0.00,0.32,0.16,0.00,1.08
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Stevens,Alexa Brucculeri,0,,06,67,22,.239,109,9,35,444,13,1107,0,27,31,219,0,0,3,1,136,14,5,14,0,69,2,0.52,6.63,2.03,0.21,0.40,1.03
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Stevens,Vivian Lisboa,0,,07,105,52,.317,401,45,172,6,0,33,0,56,30,383,0,0,3,0,56,96,2,76,20,286,1,1.64,0.06,0.53,0.91,0.53,2.72
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Stevens,Ella Boland,0,,08,112,40,.252,717,81,262,7,2,64,0,16,11,200,0,0,141,7,108,57,5,54,3,308,0,2.34,0.06,0.96,0.51,0.14,2.75
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Stevens,Eva Tarolli,0,,10,98,49,.244,352,61,147,4,0,33,0,0,0,0,0,0,4,0,17,60,8,52,8,181,2,1.50,0.04,0.17,0.61,0.00,1.85
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Stevens,Sarah Bolduc,0,,11,96,28,.244,714,93,267,9,2,69,0,25,12,190,0,0,193,20,164,31,1,30,1,308,0,2.78,0.09,1.71,0.32,0.26,3.21
mac,Middle Atlantic Conferences (MAC),2025-26,wvball,Stevens,Kileen McNeill,0,,12,14,0,.250,20,5,10,0,0,1,0,0,0,1,0,0,3,0,1,6,1,5,1,13.5,0,0.71,0.00,0.07,0.43,0.00,0.96
