season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,wsoc,Atlantic East Conference (AEC),aec,Pratt Institute,"Tien, Chloe",Chloe,Tien,,2715,"Tien, Chloe","TIEN,CHLOE",Pratt Institute,PRATT,2097-1057,2,2,3,0,3,0,0,3,5,5,1,2,0,0,2.50,1.50,2.50,1.000,.500,1,0,0,0,0,1,0,.000,1,0,0,0,.50,.00,.00,.00,0,,159:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,19.661935178167074,1,99
2026-27,wsoc,Atlantic East Conference (AEC),aec,Pratt Institute,"Pratt, Emma",Emma,Pratt,,2715,"Pratt, Emma","PRATT,EMMA",Pratt Institute,PRATT,2097-928,2,2,18,0,18,0,0,4,10,4,2,1,0,0,5.00,2.00,2.00,.500,1.000,3,0,0,0,0,0,0,.000,5,0,0,0,2.50,.00,.00,.00,0,,170:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,18.776445147633698,2,99
2026-27,wsoc,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Anna Nicosia,Anna,Nicosia,,12399,Anna Nicosia,"NICOSIA,ANNA",Gwynedd Mercy Univ.,GWYNEDD,1305-2652,2,2,25,0,25,0,0,3,6,3,1,1,0,0,3.00,1.50,1.50,.500,.500,2,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,103:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,12.906659595093029,3,99
2026-27,wsoc,Atlantic East Conference (AEC),aec,Pratt Institute,"Nolan, Kate",Kate,Nolan,,2715,"Nolan, Kate","NOLAN,KATE",Pratt Institute,PRATT,2097-984,2,2,15,0,15,0,0,2,6,3,1,1,0,0,3.00,1.00,1.50,.500,.500,1,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,155:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,12.261019092648791,4,98
2026-27,wsoc,Atlantic East Conference (AEC),aec,Pratt Institute,"Trujillo, Alyssa",Alyssa,Trujillo,,2715,"Trujillo, Alyssa","TRUJILLO,ALYSSA",Pratt Institute,PRATT,2097-986,2,2,13,0,13,0,0,3,3,2,0,1,0,0,1.50,1.50,1.00,.500,.000,2,0,0,0,0,0,1,.500,2,0,0,0,1.00,.00,.00,.00,0,,154:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.682514544996593,5,98
2026-27,wsoc,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Michelina Soroka,Michelina,Soroka,,12399,Michelina Soroka,"SOROKA,MICHELINA",Gwynedd Mercy Univ.,GWYNEDD,1305-2825,2,0,17,0,17,0,0,2,5,2,0,1,0,0,2.50,1.00,1.00,.500,.000,1,0,0,0,1,1,1,.500,0,0,0,0,.00,.00,.00,.00,0,,91:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.036874042552355,6,98
2026-27,wsoc,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Casey Thomas,Casey,Thomas,,12399,Casey Thomas,"THOMAS,CASEY",Gwynedd Mercy Univ.,GWYNEDD,1305-2497,2,0,15,0,15,0,0,1,2,2,0,1,0,0,1.00,.50,1.00,.500,.000,0,0,0,0,1,0,1,.500,0,0,0,0,.00,.00,.00,.00,0,,70:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,6.391233540108117,7,97
2026-27,wsoc,Atlantic East Conference (AEC),aec,Pratt Institute,"Reed, Layan",Layan,Reed,,2715,"Reed, Layan","REED,LAYAN",Pratt Institute,PRATT,2097-1062,2,2,14,0,14,0,0,1,2,2,0,1,0,0,1.00,.50,1.00,.500,.000,0,0,0,0,1,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,75:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,6.391233540108117,8,97
2026-27,wsoc,Atlantic East Conference (AEC),aec,Pratt Institute,"Falk, Esme",Esme,Falk,,2715,"Falk, Esme","FALK,ESME",Pratt Institute,PRATT,2097-1061,2,2,10,0,10,0,0,1,1,1,1,0,0,0,.50,.50,.50,.000,.500,1,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,120:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,4.860103007130504,9,97
2026-27,wsoc,Atlantic East Conference (AEC),aec,Immaculata,"Husenica, Addi",Addi,Husenica,,303,"Husenica, Addi","HUSENICA,ADDI",Immaculata,IMM,1306-3466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,45:00,0,.00,.00,4,0,0,0,0,1.000,0.00,3,0,45:00,0,1,.00,1.000,.000,3.00,,,,,,1.1834856305258594,10,96
