conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Franz,Gwyenth",0,G,00,10,0,0,15,0,9,0,0,0,1,3,6,48,6,8,14,5,0,5,0,0,0.00,0.00,0.00,0.00,1.40,0.60,0.30,0.10
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Antione,Dani",0,G,01,26,26,59,175,18,71,46,32,168,1,43,41,573,22,53,75,69,0,46,3,0,0.34,0.25,0.70,6.46,2.88,1.58,1.65,0.04
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Heinberg,Jennifer",0,G,02,27,5,63,176,50,138,13,9,185,6,24,23,476,16,40,56,30,0,19,0,0,0.36,0.36,0.69,6.85,2.07,0.85,0.89,0.22
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Schuk,Courtney",0,G,03,26,0,27,66,24,60,6,5,83,1,9,13,226,10,14,24,26,0,16,0,0,0.41,0.40,0.83,3.19,0.92,0.50,0.35,0.04
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Petersen,Ava",0,G,04,10,0,3,10,2,5,2,2,10,0,6,1,39,0,4,4,3,0,1,0,0,0.30,0.40,1.00,1.00,0.40,0.10,0.60,0.00
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Eklund,Aurora",0,F,05,26,1,48,110,12,28,40,27,135,0,15,25,435,29,52,81,22,0,32,0,0,0.44,0.43,0.68,5.19,3.12,0.96,0.58,0.00
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Slaby,Sierra",0,G,10,10,0,3,6,2,3,4,4,12,1,4,3,42,4,5,9,2,0,6,0,0,0.50,0.67,1.00,1.20,0.90,0.30,0.40,0.10
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Manzanarez,Krystyna",0,G,11,27,27,171,407,53,166,102,76,471,11,108,79,834,37,72,109,62,1,68,0,0,0.42,0.32,0.75,17.44,4.04,2.93,4.00,0.41
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Geyrhalter,Paulina",0,G,12,17,0,9,31,5,23,6,5,28,0,8,13,80,11,14,25,8,0,9,0,0,0.29,0.22,0.83,1.65,1.47,0.76,0.47,0.00
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Eve,Chandler",0,F,13,7,0,0,2,0,0,0,0,0,0,5,1,22,3,9,12,0,0,5,0,0,0.00,0.00,0.00,0.00,1.71,0.14,0.71,0.00
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Abner,Tierra",0,G,14,5,0,1,8,0,2,4,3,5,0,3,3,24,2,1,3,2,0,2,0,0,0.13,0.00,0.75,1.00,0.60,0.60,0.60,0.00
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Fischbach,Kylie",0,F,15,27,27,141,282,23,75,74,65,370,7,57,81,695,65,81,146,93,0,58,7,0,0.50,0.31,0.88,13.70,5.41,3.00,2.11,0.26
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Doggett,Riley",0,G,21,25,24,73,182,30,98,37,26,202,8,56,44,621,49,78,127,59,0,42,4,0,0.40,0.31,0.70,8.08,5.08,1.76,2.24,0.32
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Oman,Jessica",0,G,22,20,0,17,42,15,36,2,1,50,1,7,9,134,5,8,13,16,0,12,0,0,0.40,0.42,0.50,2.50,0.65,0.45,0.35,0.05
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Anderson,Alina",0,F,23,25,24,82,176,32,77,25,18,214,17,49,61,663,50,96,146,42,1,32,0,0,0.47,0.42,0.72,8.56,5.84,2.44,1.96,0.68
