season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats
2025-26,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"Riter,Samantha",Samantha,Riter,,142,"Riter,Samantha","RITER,SAMANTHA",Claremont-Mudd-Scripps,CMS,1326-3970,108,22,2,0,2,0,.068,44,5,8,564,22,1438,0,30,19,396,0,0,1,0,217,0,3,0,0,38,1,0.07,5.22,2.01,0.00,0.28,0.35,,,,,,
2025-26,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"Delany,Shae",Shae,Delany,,142,"Delany,Shae","DELANY,SHAE",Claremont-Mudd-Scripps,CMS,1326-3959,106,55,4,0,4,0,.201,897,92,272,17,2,97,0,37,16,433,0,0,524,19,392,34,0,33,1,326.5,0,2.57,0.16,3.70,0.32,0.35,3.08,,,,,,
2025-26,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"Gajar,Stella",Stella,Gajar,,142,"Gajar,Stella","GAJAR,STELLA",Claremont-Mudd-Scripps,CMS,1326-7053,106,55,7,0,7,0,.252,337,35,120,11,3,49,0,17,22,186,0,0,11,0,56,113,2,101,12,199.5,0,1.13,0.10,0.53,1.07,0.16,1.88,,,,,,
2025-26,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"Eversoll,Solvej",Solvej,Eversoll,,142,"Eversoll,Solvej","EVERSOLL,SOLVEJ",Claremont-Mudd-Scripps,CMS,1326-3960,105,55,9,0,9,0,.312,362,41,154,4,3,28,0,0,0,0,0,0,11,4,20,111,8,100,11,215,0,1.47,0.04,0.19,1.06,0.00,2.05,,,,,,
2025-26,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"McKee,Brooke",Brooke,McKee,,142,"McKee,Brooke","MCKEE,BROOKE",Claremont-Mudd-Scripps,CMS,1326-3966,108,55,15,0,15,0,.232,1254,162,453,12,5,74,0,70,73,432,0,0,869,70,300,57,2,55,2,552.5,0,4.19,0.11,2.78,0.53,0.65,5.12,,,,,,
2025-26,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"Shorney,Phoebe",Phoebe,Shorney,,142,"Shorney,Phoebe","SHORNEY,PHOEBE",Claremont-Mudd-Scripps,CMS,1326-7044,91,49,22,0,22,0,.261,533,82,221,9,1,39,0,1,0,1,0,0,0,0,67,52,3,51,1,248.5,0,2.43,0.10,0.74,0.57,0.01,2.73,,,,,,
2025-26,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"Dunn,Skye",Skye,Dunn,,142,"Dunn,Skye","DUNN,SKYE",Claremont-Mudd-Scripps,CMS,1326-7043,60,0,1,0,1,0,.000,1,0,0,9,1,58,0,7,4,133,0,0,82,9,50,0,0,0,0,7,0,0.00,0.15,0.83,0.00,0.12,0.12,,,,,,
2025-26,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"Ryan,Anna",Anna,Ryan,,142,"Ryan,Anna","RYAN,ANNA",Claremont-Mudd-Scripps,CMS,1326-3971,74,6,3,0,3,0,.164,347,48,105,1,0,18,0,0,0,0,0,0,0,0,57,39,1,37,2,125.5,1,1.42,0.01,0.77,0.53,0.00,1.70,,,,,,
2025-26,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"Kemos,Sabine",Sabine,Kemos,,142,"Kemos,Sabine","KEMOS,SABINE",Claremont-Mudd-Scripps,CMS,1326-7066,6,0,5,0,5,0,.333,9,2,5,1,0,3,0,1,1,7,0,0,0,0,0,7,0,5,2,10.5,0,0.83,0.17,0.00,1.17,0.17,1.75,,,,,,
2025-26,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"Clarkson,Ari",Ari,Clarkson,,142,"Clarkson,Ari","CLARKSON,ARI",Claremont-Mudd-Scripps,CMS,1326-6908,47,0,6,0,6,0,.177,192,33,67,1,0,16,0,0,1,1,0,0,3,0,22,29,3,29,0,81.5,0,1.43,0.02,0.47,0.62,0.00,1.73,,,,,,
2025-26,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"Park,Josie",Josie,Park,,142,"Park,Josie","PARK,JOSIE",Claremont-Mudd-Scripps,CMS,1326-7067,10,0,8,0,8,0,.000,0,0,0,-18,-1,-42,0,0,3,8,0,0,0,0,-4,0,0,0,0,0,0,0.00,-1.80,-0.40,0.00,0.00,0.00,,,,,,
2025-26,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"Urosevic,Mia",Mia,Urosevic,,142,"Urosevic,Mia","UROSEVIC,MIA",Claremont-Mudd-Scripps,CMS,1326-6894,100,0,12,0,12,0,-.094,32,5,2,117,2,418,0,29,12,411,0,0,510,26,516,0,0,0,0,31,0,0.02,1.17,5.16,0.00,0.29,0.31,,,,,,
2025-26,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"Rodin,Quincy",Quincy,Rodin,,142,"Rodin,Quincy","RODIN,QUINCY",Claremont-Mudd-Scripps,CMS,1326-7026,4,0,13,0,13,0,.000,13,3,3,0,0,0,0,0,1,2,0,0,3,1,2,0,0,0,0,3,0,0.75,0.00,0.50,0.00,0.00,0.75,,,,,,
