conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Yocom,Connor",Connor,Yocom,0,G,5,25.0,5.0,9.0,1.8,3.0,0.6,2.0,0.4,2.0,0.4,0.0,0.0,3.0,0.6,3.0,11.0,0.27,1.0,4.0,0.25,2.0,3.0,0.67
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Coleman,Avant",Avant,Coleman,0,G,24,422.0,17.583333333333332,222.0,9.25,59.0,2.46,37.0,1.54,35.0,1.46,3.0,0.13,37.0,1.5416666666666667,78.0,151.0,0.52,4.0,20.0,0.2,62.0,74.0,0.84
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Jackson,Trey",Trey,Jackson,0,G,21,482.0,22.952380952380953,228.0,10.86,57.0,2.71,25.0,1.19,30.0,1.43,8.0,0.38,39.0,1.8571428571428572,75.0,163.0,0.46,15.0,53.0,0.28,63.0,91.0,0.69
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Ramey,Armonie",Armonie,Ramey,0,G,22,563.0,25.59090909090909,442.0,20.09,139.0,6.32,69.0,3.14,69.0,3.14,6.0,0.27,50.0,2.272727272727273,153.0,315.0,0.49,15.0,57.0,0.26,121.0,155.0,0.78
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Tomlin,Jackson",Jackson,Tomlin,0,G,26,375.0,14.423076923076923,118.0,4.54,26.0,1.0,29.0,1.12,13.0,0.5,2.0,0.08,23.0,0.8846153846153846,40.0,92.0,0.43,26.0,70.0,0.37,12.0,18.0,0.67
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Crosby,Braylon",Braylon,Crosby,0,G,23,517.0,22.47826086956522,162.0,7.04,93.0,4.04,52.0,2.26,25.0,1.09,2.0,0.09,45.0,1.9565217391304348,55.0,138.0,0.4,19.0,61.0,0.31,33.0,48.0,0.69
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Fragoza,Daniel",Daniel,Fragoza,0,G,2,4.0,2.0,3.0,1.5,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"May,Carter",Carter,May,0,F,26,410.0,15.76923076923077,108.0,4.15,124.0,4.77,11.0,0.42,12.0,0.46,19.0,0.73,23.0,0.8846153846153846,46.0,84.0,0.55,2.0,8.0,0.25,14.0,25.0,0.56
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"McClendon,Jordan",Jordan,McClendon,0,G,26,548.0,21.076923076923077,307.0,11.81,97.0,3.73,45.0,1.73,37.0,1.42,7.0,0.27,40.0,1.5384615384615383,117.0,232.0,0.5,19.0,53.0,0.36,54.0,73.0,0.74
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Eddy,Carter",Carter,Eddy,0,G,11,86.0,7.818181818181818,54.0,4.91,10.0,0.91,3.0,0.27,2.0,0.18,0.0,0.0,2.0,0.1818181818181818,17.0,32.0,0.53,14.0,26.0,0.54,6.0,7.0,0.86
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Bush,Jayden",Jayden,Bush,0,F,12,65.0,5.416666666666667,23.0,1.92,16.0,1.33,3.0,0.25,1.0,0.08,0.0,0.0,8.0,0.6666666666666666,10.0,22.0,0.45,3.0,12.0,0.25,0.0,0.0,0.0
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Phillip,Ben",Ben,Phillip,0,G,26,713.0,27.423076923076923,386.0,14.85,149.0,5.73,50.0,1.92,20.0,0.77,25.0,0.96,51.0,1.9615384615384617,129.0,315.0,0.41,61.0,167.0,0.37,67.0,78.0,0.86
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Scott,Nathan",Nathan,Scott,0,G,26,362.0,13.923076923076923,175.0,6.73,63.0,2.42,22.0,0.85,12.0,0.46,4.0,0.15,30.0,1.1538461538461535,66.0,129.0,0.51,11.0,34.0,0.32,32.0,38.0,0.84
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Jefferson,Will",Will,Jefferson,0,F,16,104.0,6.5,36.0,2.25,23.0,1.44,9.0,0.56,8.0,0.5,4.0,0.25,10.0,0.625,12.0,29.0,0.41,5.0,9.0,0.56,7.0,12.0,0.58
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Puentes,Jaime",Jaime,Puentes,0,G,25,336.0,13.44,103.0,4.12,37.0,1.48,25.0,1.0,13.0,0.52,2.0,0.08,17.0,0.68,38.0,88.0,0.43,23.0,60.0,0.38,4.0,4.0,1.0
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Sandlin,Caden",Caden,Sandlin,0,G,5,16.0,3.2,6.0,1.2,2.0,0.4,1.0,0.2,2.0,0.4,0.0,0.0,1.0,0.2,2.0,5.0,0.4,2.0,2.0,1.0,0.0,0.0,0.0
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Pilcher,Davonte",Davonte,Pilcher,0,F,4,11.0,2.75,1.0,0.25,3.0,0.75,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Duncan,Evan",Evan,Duncan,0,F,9,70.0,7.777777777777778,13.0,1.44,13.0,1.44,2.0,0.22,1.0,0.11,1.0,0.11,2.0,0.2222222222222222,6.0,12.0,0.5,0.0,0.0,0.0,1.0,5.0,0.2
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Ali,Ziyan",Ziyan,Ali,0,G,7,60.0,8.571428571428571,31.0,4.43,3.0,0.43,5.0,0.71,2.0,0.29,0.0,0.0,7.0,1.0,11.0,23.0,0.48,4.0,12.0,0.33,5.0,10.0,0.5
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Calloway,Sean",Sean,Calloway,0,G,6,17.0,2.8333333333333335,10.0,1.67,4.0,0.67,3.0,0.5,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,3.0,10.0,0.3,0.0,5.0,0.0,4.0,4.0,1.0
asc,American Southwest Conference (ASC),2025-26,Howard Payne,"Babineaux,Noah",Noah,Babineaux,0,F,3,14.0,4.666666666666667,5.0,1.67,4.0,1.33,0.0,0.0,0.0,0.0,1.0,0.33,1.0,0.3333333333333333,2.0,5.0,0.4,1.0,2.0,0.5,0.0,0.0,0.0
asc,American Southwest Conference (ASC),2025-26,Mary Hardin-Baylor,"Westbrook,Jacob",Jacob,Westbrook,0,G,4,12.0,3.0,2.0,0.5,1.0,0.25,4.0,1.0,0.0,0.0,1.0,0.25,2.0,0.5,1.0,3.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0
asc,American Southwest Conference (ASC),2025-26,Mary Hardin-Baylor,"Curry,Noah",Noah,Curry,0,F,13,65.0,5.0,26.0,2.0,26.0,2.0,3.0,0.23,2.0,0.15,0.0,0.0,6.0,0.4615384615384615,8.0,24.0,0.33,1.0,4.0,0.25,9.0,12.0,0.75
