season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,fumble_stats_number,fumble_stats_number_lost,defense_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,composite_score,global_rank,rating
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Methodist,"Webster,Cam'Ron",Cam'Ron,Webster,,412,"Webster,Cam'Ron","WEBSTER,CAM'RON",Methodist,MU,1180-6644,1,1,95,95,0,0,DE,0,,,,,,,,0,1,2,3,3,.5,.0,.0,0,1,2,0.5,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2369949542927174,31,93
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Law,Jay",Jay,Law,,263,"Law,Jay","LAW,JAY",Greensboro,GSO,1177-4087,1,1,5,5,0,0,LB,0,,,,,,,,0,4,3,7,7,1.0,.0,.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1790310602483154,32,93
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Belhaven,"Sutton,Terrell",Terrell,Sutton,,30197,"Sutton,Terrell","SUTTON,TERRELL",Belhaven,BU,952-5951,1,1,11,1S,0,0,LB,0,,,,,,,,0,4,3,7,7,1.0,.0,.0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1790310602483154,33,93
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,LaGrange,"Stillwell,Mychal",Mychal,Stillwell,,1162,"Stillwell,Mychal","STILLWELL,MYCHAL",LaGrange,LGC,1026-2510,1,0,18,18,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,89,0,49,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.968323507335279,34,93
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Southern Virginia,"Vanchiere,Jax",Jax,Vanchiere,,30164,"Vanchiere,Jax","VANCHIERE,JAX",Southern Virginia,SVU,857-4330,1,1,23,23,0,WR,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,62,1,62,62.0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8813965678560507,35,92
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Huntingdon,Landon Pace,Landon,Pace,,1130,Landon Pace,"PACE,LANDON",Huntingdon,HUNTING,0,1,1,1,1,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,1,9,7.7,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8317650047988452,36,92
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Colyer,Scoot",Scoot,Colyer,,263,"Colyer,Scoot","COLYER,SCOOT",Greensboro,GSO,1177-4798,1,1,26,26,0,0,DB,0,,,,,,,,0,6,0,6,6,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82977012977368,37,92
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Methodist,"Fuller,Fahron",Fahron,Fuller,,412,"Fuller,Fahron","FULLER,FAHRON",Methodist,MU,1180-7191,1,1,31,31,0,0,LB,0,,,,,,,,0,5,1,6,6,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82977012977368,38,92
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"McConico,Makel",Makel,McConico,,263,"McConico,Makel","MCCONICO,MAKEL",Greensboro,GSO,1177-4549,1,0,20,20,0,0,LB,0,,,,,,,,0,2,0,2,2,2.0,.0,.0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7409648061137466,39,92
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Brown,KJ",KJ,Brown,,263,"Brown,KJ","BROWN,KJ",Greensboro,GSO,1177-4289,1,1,3,C,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4,99,1,54,24.8,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,1,0,0,0,0,0,.0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7114027173042679,40,92
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Westmoreland,Kyjuan",Kyjuan,Westmoreland,,263,"Westmoreland,Kyjuan","WESTMORELAND,KYJUAN",Greensboro,GSO,1177-4581,1,1,6,D,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33,0,28,16.5,,,,,,,,,,,,,,,,,,10,84,85,1,0,36,8.4,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.681293884230961,41,92
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,LaGrange,"Harris,Austin",Austin,Harris,,1162,"Harris,Austin","HARRIS,AUSTIN",LaGrange,LGC,1026-2646,1,0,1,1,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4,65,1,36,16.3,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6301667515272082,42,92
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Belhaven,"Benoit,Reece",Reece,Benoit,,30197,"Benoit,Reece","BENOIT,REECE",Belhaven,BU,952-5740,1,1,0,0,0,0,DL,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6284916909886198,43,91
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,N.C. Wesleyan,"Resper,Tyson",Tyson,Resper,,491,"Resper,Tyson","RESPER,TYSON",N.C. Wesleyan,NCW,1181-2987,1,1,1,1,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,7,102,1,39,14.6,1,-54,0,0,-54.0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6135723396390849,44,91
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Fewell,Stone",Stone,Fewell,,263,"Fewell,Stone","FEWELL,STONE",Greensboro,GSO,1177-4525,1,0,92,92,0,0,DL,0,,,,,,,,0,3,2,5,5,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4805091992990442,45,91
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Methodist,"Graham,Bryan",Bryan,Graham,,412,"Graham,Bryan","GRAHAM,BRYAN",Methodist,MU,1180-6300,1,1,11,11,0,0,DE,0,,,,,,,,0,2,3,5,5,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4805091992990442,46,91
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,N.C. Wesleyan,"Randolph,Aarmon",Aarmon,Randolph,,491,"Randolph,Aarmon","RANDOLPH,AARMON",N.C. Wesleyan,NCW,1181-3027,1,1,11,11,0,0,DL,0,,,,,,,,0,4,1,5,5,1.0,.0,.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4805091992990442,47,91
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,N.C. Wesleyan,"Richardson-Battle,Tyquan",Tyquan,Richardson-Battle,,491,"Richardson-Battle,Tyquan","RICHARDSON-BATTLE,TYQUAN",N.C. Wesleyan,NCW,1181-3288,1,0,18,1C,0,0,LB,0,,,,,,,,0,3,2,5,5,1.0,.0,.0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4805091992990442,48,91
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,N.C. Wesleyan,"Waddell,Quin'sier",Quin'sier,Waddell,,491,"Waddell,Quin'sier","WADDELL,QUIN'SIER",N.C. Wesleyan,NCW,1181-3265,1,1,16,1B,0,0,CB,0,,,,,,,,0,4,1,5,5,1.0,.0,.0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4805091992990442,49,91
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Huntingdon,Noah Abrams,Noah,Abrams,,1130,Noah Abrams,"ABRAMS,NOAH",Huntingdon,HUNTING,0,1,0,F0,F0,0,0,0,0,,,,,,,,0,3,1,4,4,1.0,.0,.0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.131248268824409,50,91
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Belhaven,"Jones,Will",Will,Jones,,30197,"Jones,Will","JONES,WILL",Belhaven,BU,952-6268,1,0,30,30,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,0,61,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0533664419745428,51,91
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Methodist,"Slagel,Luke",Luke,Slagel,,412,"Slagel,Luke","SLAGEL,LUKE",Methodist,MU,1180-7152,1,0,48,48,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,321,60,0,0,0,1,3,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9918810822352668,52,90
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,LaGrange,"Brooks,Brandon",Brandon,Brooks,,1162,"Brooks,Brandon","BROOKS,BRANDON",LaGrange,LGC,1026-2457,1,0,7,7,0,0,DB,0,,,,,,,,0,1,1,2,2,.5,.0,.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9743724918693154,53,90
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,N.C. Wesleyan,"Courtney,Jayden",Jayden,Courtney,,491,"Courtney,Jayden","COURTNEY,JAYDEN",N.C. Wesleyan,NCW,1181-3244,1,1,1,1A,0,0,CB,0,,,,,,,,0,0,2,2,2,.5,.0,.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9743724918693154,54,90
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Belhaven,"Tabor,Julien",Julien,Tabor,,30197,"Tabor,Julien","TABOR,JULIEN",Belhaven,BU,952-6100,1,1,38,38,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1.0,,,,,,,,,,,,,,,,,,16,94,98,4,0,23,5.9,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9418986470915979,55,90
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,N.C. Wesleyan,"Williams,Tyeir",Tyeir,Williams,,491,"Williams,Tyeir","WILLIAMS,TYEIR",N.C. Wesleyan,NCW,1181-3065,1,1,81,81,0,0,DE,0,,,,,,,,0,3,4,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8707926620097065,56,90
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Belhaven,"Bullock,Brayden",Brayden,Bullock,,30197,"Bullock,Brayden","BULLOCK,BRAYDEN",Belhaven,BU,952-5895,1,1,45,45,0,0,LB,0,,,,,,,,0,3,2,5,5,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8263900001797401,57,90
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Southern Virginia,"Negahnquet,Zehner",Zehner,Negahnquet,,30164,"Negahnquet,Zehner","NEGAHNQUET,ZEHNER",Southern Virginia,SVU,857-3993,1,1,2,2,0,0,LB,0,,,,,,,,0,3,2,5,5,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8263900001797401,58,90
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,LaGrange,"Hays,Michael",Michael,Hays,,1162,"Hays,Michael","HAYS,MICHAEL",LaGrange,LGC,1026-2137,1,0,20,20,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,7,5.0,,,,,,,,,,,,,,,,,,10,80,81,1,0,40,8.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8072140169469076,59,90
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,LaGrange,"Buelow Jr.,Mark",Mark,Buelow Jr.,,1162,"Buelow Jr.,Mark","BUELOW JR.,MARK",LaGrange,LGC,1026-2459,1,0,16,16,0,0,LB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6695142232246465,60,89
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Croom,TJ",TJ,Croom,,263,"Croom,TJ","CROOM,TJ",Greensboro,GSO,1177-4517,1,1,1,1,0,0,DB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6695142232246465,61,89
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Belhaven,"Jackson,Quincy",Quincy,Jackson,,30197,"Jackson,Quincy","JACKSON,QUINCY",Belhaven,BU,952-6307,1,0,93,93,0,0,DL,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6695142232246465,62,89
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Huntingdon,Kevin Pinkard,Kevin,Pinkard,,1130,Kevin Pinkard,"PINKARD,KEVIN",Huntingdon,HUNTING,0,1,0,04,04,0,0,0,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6695142232246465,63,89
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Galardi III,Guy",Guy,Galardi III,,263,"Galardi III,Guy","GALARDI III,GUY",Greensboro,GSO,1177-4068,1,0,16,16,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49,49,0,0,0,0,1,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6141608922014365,64,89
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,LaGrange,"Miller,Amire",Amire,Miller,,1162,"Miller,Amire","MILLER,AMIRE",LaGrange,LGC,1026-2863,1,0,21,2B,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,52,54,2,0,19,5.8,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5628205702867102,65,89
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,LaGrange,"McLaughlin,Aaron",Aaron,McLaughlin,,1162,"McLaughlin,Aaron","MCLAUGHLIN,AARON",LaGrange,LGC,1026-2848,1,0,4,A4,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,5,19,21,2,1,15,3.8,19.0,0,0,49,0,90,0,4,3,264.0,22.50,30.00,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5469294818540671,66,89
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Southern Virginia,"Balser,Rylen",Rylen,Balser,,30164,"Balser,Rylen","BALSER,RYLEN",Southern Virginia,SVU,857-4634,1,0,47,47,0,QB,0,0,,,,,,,,0,4,2,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.521531731535071,67,89
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Belhaven,"Cacamo,Mathew",Mathew,Cacamo,,30197,"Cacamo,Mathew","CACAMO,MATHEW",Belhaven,BU,952-5885,1,1,3,3C,0,0,DB,0,,,,,,,,0,3,3,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.521531731535071,68,89
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Belhaven,"Norris,Kyle",Kyle,Norris,,30197,"Norris,Kyle","NORRIS,KYLE",Belhaven,BU,952-5758,1,0,19,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,320,57,0,2,1,1,1,45.7,4,196,1,2,49.0,,,,,,,,,,,,,,,,,,,,,,,0.43423464591681943,69,88
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,N.C. Wesleyan,"Green,Braxtyn",Braxtyn,Green,,491,"Green,Braxtyn","GREEN,BRAXTYN",N.C. Wesleyan,NCW,1181-2609,1,0,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,182,48,0,0,0,0,1,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42333002492987276,70,88
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Crumpler,Ja'Quavious",Ja'Quavious,Crumpler,,263,"Crumpler,Ja'Quavious","CRUMPLER,JA'QUAVIOUS",Greensboro,GSO,1177-4518,1,0,8,8,0,0,DB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.320253292750011,71,88
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Methodist,"Smith,Anthony",Anthony,Smith,,412,"Smith,Anthony","SMITH,ANTHONY",Methodist,MU,1180-6343,1,1,9,9,0,0,LB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.320253292750011,72,88
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,N.C. Wesleyan,"Somme,Cedric",Cedric,Somme,,491,"Somme,Cedric","SOMME,CEDRIC",N.C. Wesleyan,NCW,1181-3018,1,1,3,3,0,0,S,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.320253292750011,73,88
2026-27,football,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Thomas,Kielen",Kielen,Thomas,,263,"Thomas,Kielen","THOMAS,KIELEN",Greensboro,GSO,1177-4576,1,0,83,83,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,38,0,18,12.7,0.3,74,88
