season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Fouche, Hailey",Hailey,Fouche,,45,"Fouche, Hailey","FOUCHE, HAILEY",Babson,BAB,1133-2434,6,4,4,0,4,0,.429,35,3,18,0,0,1,0,0,0,1,0,0,0,0,2,2,0,2,0,19,0,3.00,0.00,0.33,0.33,0.00,3.17,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Molendyk, Allison",Allison,Molendyk,,45,"Molendyk, Allison","MOLENDYK, ALLISON",Babson,BAB,1133-2438,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Ackerman, Zoe",Zoe,Ackerman,,45,"Ackerman, Zoe","ACKERMAN, ZOE",Babson,BAB,1133-2436,6,4,1,0,1,0,-.200,5,2,1,60,1,114,0,4,5,21,0,0,0,0,11,2,0,2,0,6,1,0.17,10.00,1.83,0.33,0.67,1.00,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Whitehurst, Nora",Nora,Whitehurst,,45,"Whitehurst, Nora","WHITEHURST, NORA",Babson,BAB,1133-2439,2,0,16,0,16,0,.600,5,0,3,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,4,0,1.50,0.00,0.00,0.00,0.50,2.00,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Holm, Angelina",Angelina,Holm,,45,"Holm, Angelina","HOLM, ANGELINA",Babson,BAB,1133-2587,4,4,6,0,6,0,.333,12,2,6,0,0,1,0,1,2,6,0,0,0,0,2,4,1,3,1,9.5,0,1.50,0.00,0.50,1.00,0.25,2.38,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Frosk, Sabina",Sabina,Frosk,,45,"Frosk, Sabina","FROSK, SABINA",Babson,BAB,1133-2589,6,0,11,0,11,0,.000,3,1,1,7,0,21,0,4,5,28,0,0,24,1,22,0,0,0,0,5,0,0.17,1.17,3.67,0.00,0.67,0.83,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Watts, Emma",Emma,Watts,,45,"Watts, Emma","WATTS, EMMA",Babson,BAB,1133-2590,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Wasserman, Cate",Cate,Wasserman,,45,"Wasserman, Cate","WASSERMAN, CATE",Babson,BAB,1133-2591,1,0,17,0,17,0,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Harte, Misaki",Misaki,Harte,,45,"Harte, Misaki","HARTE, MISAKI",Babson,BAB,1133-2780,6,3,2,0,2,0,.000,1,0,0,0,0,1,0,8,3,34,0,0,15,1,7,0,0,0,0,8,0,0.00,0.00,1.17,0.00,1.33,1.33,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Powers, Harmony",Harmony,Powers,,45,"Powers, Harmony","POWERS, HARMONY",Babson,BAB,1133-2784,4,1,13,0,13,0,.000,0,0,0,1,0,3,0,1,2,5,0,0,10,0,2,0,0,0,0,1,0,0.00,0.25,0.50,0.00,0.25,0.25,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Gony, Nyapech",Nyapech,Gony,,45,"Gony, Nyapech","GONY, NYAPECH",Babson,BAB,1133-2592,1,0,19,0,19,0,.000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Munro, Ailsa",Ailsa,Munro,,45,"Munro, Ailsa","MUNRO, AILSA",Babson,BAB,1133-2785,4,4,20,0,20,0,.273,11,2,5,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,6,0,1.25,0.25,0.00,0.50,0.00,1.50,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Burke, Devon",Devon,Burke,,45,"Burke, Devon","BURKE, DEVON",Babson,BAB,1133-2782,4,1,21,0,21,0,.333,21,2,9,0,0,0,0,1,2,6,0,0,1,0,1,0,0,0,0,10,0,2.25,0.00,0.25,0.00,0.25,2.50,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"May, Liberty",Liberty,May,,45,"May, Liberty","MAY, LIBERTY",Babson,BAB,1133-2781,4,3,26,0,26,0,.409,22,2,11,0,0,0,0,7,3,22,0,0,1,0,1,1,0,1,0,18.5,0,2.75,0.00,0.25,0.25,1.75,4.63,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Kane, Quinn",Quinn,Kane,,45,"Kane, Quinn","KANE, QUINN",Babson,BAB,1133-2783,1,0,29,0,29,0,.000,0,0,0,2,0,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.00,2.00,0.00,0.00,0.00,0.00,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Garcia, Julia",Julia,Garcia,,45,"Garcia, Julia","GARCIA, JULIA",Babson,BAB,1133-2974,2,0,22,0,22,0,.800,5,0,4,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,2.00,0.00,0.50,0.00,0.00,2.00,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Warnke, Chloe",Chloe,Warnke,,45,"Warnke, Chloe","WARNKE, CHLOE",Babson,BAB,1133-2973,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Foley, Maya",Maya,Foley,,45,"Foley, Maya","FOLEY, MAYA",Babson,BAB,1133-2975,3,0,10,0,10,0,.308,13,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6.5,0,2.00,0.00,0.33,0.33,0.00,2.17,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Arango, Sara",Sara,Arango,,45,"Arango, Sara","ARANGO, SARA",Babson,BAB,1133-2972,6,0,12,0,12,0,.000,0,0,0,0,0,1,0,1,1,12,0,0,22,0,8,0,0,0,0,1,0,0.00,0.00,1.33,0.00,0.17,0.17,,,,,,
2026-27,wvball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,"Gonzalez, Lia",Lia,Gonzalez,,45,"Gonzalez, Lia","GONZALEZ, LIA",Babson,BAB,1133-2971,4,0,18,0,18,0,.625,24,2,17,0,0,3,0,0,0,5,0,0,7,2,5,1,0,1,0,17.5,0,4.25,0.00,1.25,0.25,0.00,4.38,,,,,,
