conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
asc,American Southwest Conference (ASC),2025-26,wbball,Howard Payne,"Peterson,BrookLynn",0,F,32,14,0,5,8,0,0,2,2,12,1,2,5,98,6,13,19,4,0,2,0,0,0.63,0.00,1.00,0.86,1.36,0.36,0.14,0.07
asc,American Southwest Conference (ASC),2025-26,wbball,Howard Payne,"Buchanan,Kate",0,F,40,25,22,48,130,1,14,44,28,125,10,29,11,594,49,78,127,41,0,33,0,0,0.37,0.07,0.64,5.00,5.08,0.44,1.16,0.40
asc,American Southwest Conference (ASC),2025-26,wbball,Howard Payne,"Hermesmeyer,Hope",0,,20,17,7,50,159,19,67,36,28,147,8,19,26,492,14,32,46,29,0,43,0,0,0.31,0.28,0.78,8.65,2.71,1.53,1.12,0.47
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"George,Sofia",0,G,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Atkinson,Kyley",0,F,02,15,2,5,22,1,6,4,3,14,1,3,3,99,6,12,18,13,0,8,0,0,0.23,0.17,0.75,0.93,1.20,0.20,0.20,0.07
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Welch,Amari",0,G,03,15,9,36,120,19,77,15,8,99,0,16,21,348,10,38,48,32,0,30,0,0,0.30,0.25,0.53,6.60,3.20,1.40,1.07,0.00
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Okoye,Rachel",0,G,05,24,19,100,232,3,35,102,80,283,7,66,75,691,58,92,150,64,0,90,2,0,0.43,0.09,0.78,11.79,6.25,3.13,2.75,0.29
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Solis,Madyson",0,G,08,26,12,15,60,1,13,6,1,32,0,13,8,422,41,42,83,54,0,31,2,0,0.25,0.08,0.17,1.23,3.19,0.31,0.50,0.00
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Levings,Abby",0,F,10,11,3,2,13,0,0,6,3,7,1,1,1,84,4,3,7,8,0,8,0,0,0.15,0.00,0.50,0.64,0.64,0.09,0.09,0.09
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Galvan,Natalia",0,G,11,25,11,55,156,31,75,29,24,165,9,30,30,525,21,43,64,38,0,41,1,0,0.35,0.41,0.83,6.60,2.56,1.20,1.20,0.36
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Bruder,Josie",0,F,21,23,20,88,235,46,126,52,42,264,10,29,35,674,21,84,105,35,0,42,1,0,0.37,0.37,0.81,11.48,4.57,1.52,1.26,0.43
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Fowler,Amillion",0,F,22,19,12,63,174,21,68,59,44,191,0,24,28,452,27,68,95,33,0,64,1,0,0.36,0.31,0.75,10.05,5.00,1.47,1.26,0.00
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Uzzell,Allie",0,F,23,13,4,26,75,3,9,12,8,63,0,11,6,170,24,19,43,20,0,20,0,0,0.35,0.33,0.67,4.85,3.31,0.46,0.85,0.00
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Cronk,Karlee",0,F,24,25,15,48,104,7,23,22,13,116,7,35,31,608,60,82,142,52,0,29,0,0,0.46,0.30,0.59,4.64,5.68,1.24,1.40,0.28
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Sheppler,Pierce",0,C,26,18,5,18,47,0,0,8,6,42,5,10,11,209,23,23,46,17,0,12,0,0,0.38,0.00,0.75,2.33,2.56,0.61,0.56,0.28
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Hernandez,Marissa",0,G,30,17,0,6,26,5,21,6,4,21,0,8,10,188,3,14,17,11,0,9,0,0,0.23,0.24,0.67,1.24,1.00,0.59,0.47,0.00
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Lozoya,Mia",0,G,32,20,4,23,69,14,45,6,2,62,1,7,8,191,8,13,21,12,0,12,0,0,0.33,0.31,0.33,3.10,1.05,0.40,0.35,0.05
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Brooks,Katelen",0,G,34,17,7,45,137,22,68,8,5,117,7,15,19,313,6,24,30,15,0,38,0,0,0.33,0.32,0.63,6.88,1.76,1.12,0.88,0.41
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Clements,Lexi",0,G,13,2,0,2,9,0,6,0,0,4,0,1,0,31,2,3,5,2,0,3,0,0,0.22,0.00,0.00,2.00,2.50,0.00,0.50,0.00
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Gonzalez,Danae",0,G,33,5,3,7,24,5,14,4,2,21,0,7,9,92,4,6,10,13,0,18,1,0,0.29,0.36,0.50,4.20,2.00,1.80,1.40,0.00
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Johns-McGarthy,Kayla",0,,15,-1,-2,5,7,0,0,1,1,11,0,-2,2,-7,2,-6,-4,-3,0,-6,0,0,0.71,0.00,1.00,-11.00,4.00,-2.00,2.00,0.00
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Johns-McGarity,Kayla",0,,15,6,4,11,24,0,0,13,6,28,3,3,0,111,16,22,38,17,0,14,0,0,0.46,0.00,0.46,4.67,6.33,0.00,0.50,0.50
