season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating
2026-27,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Benedict,Olivia Tautges,Olivia,Tautges,,595,Olivia Tautges,0,0SAINT BE,48,48,,,136,63,59,47,10,3,13,54,4,3,11,4,4,0,0,1,0,0,0,1,0,3,0,0.598,114,194,4,1.000,.434,.838,73,95,14,0,0,0,0,13,0,182,.923,0,.000,,4,6,32,29,"10,27",0.37,10,27,"31,76",0.41,31,76,"19,52",0.37,19,52,"7,13",0.54,7,13,"0,0",0,0,0,"19,27","10,16","67,97",14,0,0,0,"0,0",0,0,0,13,21,0,,Saint Benedict,SAINT BE,1111-7904,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.32194881972124,1,99
2026-27,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Whitney Myers,Whitney,Myers,,612,Whitney Myers,0,0SAINT MA,2,-1,,,2,2,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.333,4,3,0,.000,1.500,2.000,-1,-1,0,0,0,0,0,0,0,-2,1.000,0,.000,,0,0,0,2,"1,-1",-1.00,1,-1,"2,1",2.00,2,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,"1,1","0,1","3,1",0,0,0,0,24,0,0,0,0,2,0,,Saint Mary's,SAINT MA,1116-7269,True,0,1,0,0,0,0,0,0,0,0,2.0,0,0,1,3,0,0,0,0.00,7,8,1,0,0,0,0,0,0,0,.000,1,2,0,"0,1","0,2","0,2",0,"0,1",,,,16.26048851877186,2,99
2026-27,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Makayla Steffes,Makayla,Steffes,,612,Makayla Steffes,0,0SAINT MA,48,48,,,142,45,59,34,12,2,3,17,0,0,8,8,31,3,1,1,0,0,0,0,0,3,0,0.475,84,161,34,.912,.415,.592,19,64,4,0,0,8,3,4,0,87,.954,11,.727,,4,6,32,41,"20,48",0.42,20,48,"40,83",0.48,40,83,"30,58",0.52,30,58,"2,6",0.33,2,6,0,0,0,0,"10,29","16,24","55,90",88,0,0,0,"0,1",0,0,1,11,21,0,,Saint Mary's,SAINT MA,1116-6955,True,109,1,27,21,4,1,10,1,0,0,142.0,39,37,47,148,13,1,10,1.82,524,587,4,5,0,0,11,0,1,42,.208,157,109,0,"2,5","3,10","2,3",0,"3,7",,,,15.183205658165702,3,99
2026-27,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Caroline Pollard,Caroline,Pollard,,612,Caroline Pollard,0,0SAINT MA,3,-1,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.000,2,2,0,.000,1.000,2.000,-3,0,-1,0,0,0,0,0,0,-4,.750,0,.000,,1,0,3,2,"0,2",0,0,2,"0,3",0,0,3,"0,3",0,0,3,0,0,0,0,0,0,0,0,"1,0","1,1","0,2",0,0,0,0,4,0,0,0,2,4,0,,Saint Mary's,SAINT MA,1116-7263,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.659669563881007,4,98
2026-27,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,Lola Pilon,Lola,Pilon,,38,Lola Pilon,0,0AUGSBURG,38,38,,,105,28,46,30,10,0,12,14,0,1,12,2,0,0,1,0,0,0,0,3,0,3,0,0.508,92,121,0,.000,.438,.876,214,2,8,0,0,0,0,5,0,224,.964,0,.000,,3,1,19,26,"19,40",0.48,19,40,"18,46",0.39,18,46,"13,24",0.54,13,24,"2,10",0.20,2,10,0,0,0,0,"12,21","5,6","32,53",121,0,0,0,0,0,0,0,7,10,0,,Augsburg,AUGSBURG,1103-12994,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.072326693717343,5,98
2026-27,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,Abby Otterness,Abby,Otterness,,60,Abby Otterness,0,0BU1,40,38,,,130,47,52,24,8,7,8,21,1,1,15,1,17,0,0,1,0,3,0,0,0,1,0,0.484,98,156,17,1.000,.400,.754,55,13,5,0,0,20,0,0,0,73,.932,20,1.000,,8,6,17,37,"12,33",0.36,12,33,"19,49",0.39,19,49,"16,37",0.43,16,37,"6,10",0.60,6,10,"2,6",0.33,2,6,"24,49","2,4","32,55",0,0,0,0,0,0,0,0,2,15,0,,Bethel,BU1,1104-7720,True,36,1,3,0,3,0,1,0,0,0,26.1,23,11,9,16,3,0,1,2.92,119,135,2,0,0,1,5,0,0,3,.303,24,37,0,"3,4","4,17","3,5",0,"3,9",,,,10.692570379579989,6,98
2026-27,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,Kiah Helget,Kiah,Helget,,266,Kiah Helget,0,0GUST. AD,26,0,,,1,10,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1.000,1,1,5,.400,1.000,1.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,"1,1",1.00,1,1,0,0,0,,Gustavus,GUST. AD,1108-9499,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.23388355996564,7,97
2026-27,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Megan Mcginnis,Megan,Mcginnis,,612,Megan Mcginnis,0,0SAINT MA,48,49,,,141,38,58,35,14,2,4,14,0,2,9,2,15,1,3,3,0,0,0,1,0,2,0,0.463,88,163,16,.938,.411,.624,76,61,5,0,0,1,0,4,0,142,.965,1,1.000,,6,9,46,29,"18,42",0.43,18,42,"36,89",0.40,36,89,"22,57",0.39,22,57,"5,8",0.63,5,8,0,0,0,0,"16,25","11,17","61,98",51,0,0,0,66,0,0,0,19,25,0,,Saint Mary's,SAINT MA,1116-6951,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.104322024936396,8,97
2026-27,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,Van hemert Tessa,Van hemert,Tessa,,60,Van hemert Tessa,0,0BU1,5,0,,,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2,2,0,.000,1.000,1.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,"2,2",1.00,2,2,"2,2",1.00,2,2,"2,2",1.00,2,2,0,0,0,0,0,0,0,0,"1,1",0,"2,2",0,0,0,0,55,0,0,0,0,0,0,,Bethel,BU1,1104-8121,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.755657769932679,9,97
2026-27,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Peyton Berg,Peyton,Berg,,612,Peyton Berg,0,0SAINT MA,49,49,,,122,18,51,45,14,0,6,22,0,1,4,2,0,0,2,3,0,0,0,1,0,4,0,0.500,83,150,0,.000,.418,.680,204,9,5,0,0,0,0,8,0,218,.977,0,.000,,6,2,29,37,"18,47",0.38,18,47,"31,69",0.45,31,69,"27,55",0.49,27,55,"2,6",0.33,2,6,0,0,0,0,"13,22","15,18","51,77","0,1",0,0,1,92,0,0,0,17,22,0,,Saint Mary's,SAINT MA,1116-6801,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.723061677078881,10,96
