season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fumble_stats_number,fumble_stats_number_lost,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Washington and Lee,"Shallcross,Carter",Carter,Shallcross,,752,"Shallcross,Carter","SHALLCROSS,CARTER",Washington and Lee,WLU,1299-9187,1,1,17,17,0,RB,0,0,,,4,67,0,45,16.8,,,,,,,,,,,,,6,63,75,12,0,28,10.5,63.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,1.6727500750078494,35,92
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Guilford,"Reid,Simeon",Simeon,Reid,,1112,"Reid,Simeon","REID,SIMEON",Guilford,GUL,1290-3795,1,1,10,10,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,6,6,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1.6354335486832943,36,92
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Averett,"Suber,Tre'Sean",Tre'Sean,Suber,,44,"Suber,Tre'Sean","SUBER,TRE'SEAN",Averett,AUC,1169-4767,1,1,12,12,0,WR,0,0,,,3,32,1,16,10.7,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5881437372379152,37,92
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Washington and Lee,"Maynard,Parker",Parker,Maynard,,752,"Maynard,Parker","MAYNARD,PARKER",Washington and Lee,WLU,1299-9018,1,1,36,36,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1.4490136825377316,38,92
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Guilford,"Long,Josh",Josh,Long,,1112,"Long,Josh","LONG,JOSH",Guilford,GUL,1290-4119,1,1,5,5,0,WR,0,0,,,2,51,0,37,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3974489288345122,39,92
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Johnson,Ty",Ty,Johnson,,75,"Johnson,Ty","JOHNSON,TY",Bridgewater,BCE,1287-3441,1,1,4,4D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2818718160729121,40,92
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Deal,Grey",Grey,Deal,,578,"Deal,Grey","DEAL,GREY",Roanoke,RC,1296-3873,1,0,4,4,0,WR,0,0,,,3,47,0,21,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2106538289589563,41,92
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Mapstone,Ethan",Ethan,Mapstone,,578,"Mapstone,Ethan","MAPSTONE,ETHAN",Roanoke,RC,1296-3548,1,0,26,26,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,6,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1643279655060683,42,92
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Hicks,Terry",Terry,Hicks,,269,"Hicks,Terry","HICKS,TERRY",Hampden-Sydney,HSC,1291-2169,1,1,3,3,0,RB,0,0,,,1,2,0,2,2.0,,,,,,,,,,,,,22,156,158,2,0,54,7.1,156.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1.1542599835517793,43,91
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Bishop,James",James,Bishop,,269,"Bishop,James","BISHOP,JAMES",Hampden-Sydney,HSC,1291-2209,1,0,1,1,0,WR,0,0,,,2,22,1,16,11.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1211559875490256,44,91
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Washington and Lee,"Smith,Randolph",Randolph,Smith,,752,"Smith,Randolph","SMITH,RANDOLPH",Washington and Lee,WLU,1299-9027,1,1,84,84,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,6,6,1.0,.0,.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.115818306412631,45,91
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon,"Kyger,Jacob",Jacob,Kyger,,565,"Kyger,Jacob","KYGER,JACOB",Randolph-Macon,RMC,1294-5849,1,1,24,28,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,4,11,11,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0467841149392245,46,91
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Ladamus,Mitch",Mitch,Ladamus,,269,"Ladamus,Mitch","LADAMUS,MITCH",Hampden-Sydney,HSC,1291-2338,1,1,2,2D,0,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,6,11,11,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0467841149392245,47,91
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Washington and Lee,"Cruet,Zach",Zach,Cruet,,752,"Cruet,Zach","CRUET,ZACH",Washington and Lee,WLU,1299-9011,1,1,97,97,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0.9791546320597313,48,91
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Shenandoah,"Buchanan,Bryce",Bryce,Buchanan,,637,"Buchanan,Bryce","BUCHANAN,BRYCE",Shenandoah,SUH,1184-3391,1,0,14,14,0,RB,0,0,,,,,,,,,,,,,,,,,,,,12,47,50,3,1,9,3.9,47.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.970251168128665,49,91
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Galloway,Kyle",Kyle,Galloway,,75,"Galloway,Kyle","GALLOWAY,KYLE",Bridgewater,BCE,1287-3428,1,1,9,9,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9293984402670683,50,91
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon,"Etz,Jordan",Jordan,Etz,,565,"Etz,Jordan","ETZ,JORDAN",Randolph-Macon,RMC,1294-5010,1,0,37,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,142,56,0,1,0,1,2,47.3,2,119,0,0,59.5,,,,,,,,,,,,,,,,,,,,,,,,0.9062800547878012,51,91
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Averett,"Scott,Amontrae",Amontrae,Scott,,44,"Scott,Amontrae","SCOTT,AMONTRAE",Averett,AUC,1169-4409,1,0,6,6A,0,WR,0,0,,,2,40,0,26,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8837624041767338,52,90
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Averett,"Gee,Daniel",Daniel,Gee,,44,"Gee,Daniel","GEE,DANIEL",Averett,AUC,1169-4785,1,0,16,16,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,5,5,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.880888781173631,53,90
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon,"Dashiell,Jabril",Jabril,Dashiell,,565,"Dashiell,Jabril","DASHIELL,JABRIL",Randolph-Macon,RMC,1294-5833,1,1,34,34,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,7,10,10,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8118545897002245,54,90
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Averett,"Hatcher III,Charles",Charles,Hatcher III,,44,"Hatcher III,Charles","HATCHER III,CHARLES",Averett,AUC,1169-4872,1,1,2,2B,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,10,10,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8118545897002245,55,90
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Anderson,Brandon",Brandon,Anderson,,75,"Anderson,Brandon","ANDERSON,BRANDON",Bridgewater,BCE,1287-3930,1,1,0,0,0,WR,0,0,,,6,38,0,13,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7903648542389559,56,90
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Averett,"Samuel,Tyrek",Tyrek,Samuel,,44,"Samuel,Tyrek","SAMUEL,TYREK",Averett,AUC,1169-4657,1,0,30,3D,0,RB,0,0,,,,,,,,,,,,,,,,,,,,10,71,71,0,0,26,7.1,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76245629883403,57,90
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Grefe,Aiden",Aiden,Grefe,,75,"Grefe,Aiden","GREFE,AIDEN",Bridgewater,BCE,1287-3431,1,0,19,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,269,59,0,0,4,2,2,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7291153869702232,58,90
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Creech,Connor",Connor,Creech,,269,"Creech,Connor","CREECH,CONNOR",Hampden-Sydney,HSC,1291-2359,1,0,11,11,0,QB,0,0,,,,,,,,,,,,,,,,,,,,12,35,56,21,1,20,2.9,35.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,21,3,19,1,148,2,29,17,99.1,5.10,8.71,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7223246330476321,59,90
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Nicklas,Zach",Zach,Nicklas,,578,"Nicklas,Zach","NICKLAS,ZACH",Roanoke,RC,1296-3556,1,0,25,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,108,67,0,0,0,1,1,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.713835239556271,60,89
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Davis,Isaac",Isaac,Davis,,75,"Davis,Isaac","DAVIS,ISAAC",Bridgewater,BCE,1287-3961,1,1,59,59,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6944689150280683,61,89
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Guilford,"Johnson,Tylar",Tylar,Johnson,,1112,"Johnson,Tylar","JOHNSON,TYLAR",Guilford,GUL,1290-4279,1,1,2,2,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6944689150280683,62,89
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Washington and Lee,"Clemens,Ryan",Ryan,Clemens,,752,"Clemens,Ryan","CLEMENS,RYAN",Washington and Lee,WLU,1299-9339,1,1,25,25,0,RB,0,0,,,0,0,0,0,.0,,,,,,,,,,,,,19,69,69,0,1,11,3.6,69.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5814654358452991,63,89
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Shenandoah,"Heinrichs,Ace",Ace,Heinrichs,,637,"Heinrichs,Ace","HEINRICHS,ACE",Shenandoah,SUH,1184-4139,1,1,12,12,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,3,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5769250644612243,64,89
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Shank,Micah",Micah,Shank,,75,"Shank,Micah","SHANK,MICAH",Bridgewater,BCE,1287-3937,1,1,18,18,0,WR,0,0,,,3,32,0,14,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5101722044256222,65,89
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Gwashavanhu,Munashe",Munashe,Gwashavanhu,,75,"Gwashavanhu,Munashe","GWASHAVANHU,MUNASHE",Bridgewater,BCE,1287-3452,1,0,7,7C,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45953938978906816,66,89
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Swanson,Jackson",Jackson,Swanson,,578,"Swanson,Jackson","SWANSON,JACKSON",Roanoke,RC,1296-3865,1,0,2,2,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,42,0,19,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43713507102418125,67,89
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon,"Jackson,Brock",Brock,Jackson,,565,"Jackson,Brock","JACKSON,BROCK",Randolph-Macon,RMC,1294-6110,1,0,16,1J,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,84,0,36,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41833976341079104,68,89
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon,"Edmunds,Dex",Dex,Edmunds,,565,"Edmunds,Dex","EDMUNDS,DEX",Randolph-Macon,RMC,1294-6106,1,1,1,1,0,0,DB,0,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,0,3,4,7,7,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41506889616624454,69,88
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Brown,Zyair",Zyair,Brown,,578,"Brown,Zyair","BROWN,ZYAIR",Roanoke,RC,1296-3912,1,0,1,01,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,3,1.0,.0,.0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41102973069563103,70,88
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Meade,Jefferson",Jefferson,Meade,,269,"Meade,Jefferson","MEADE,JEFFERSON",Hampden-Sydney,HSC,1291-2545,1,1,8,8,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41102973069563103,71,88
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Shenandoah,"May,Eric",Eric,May,,637,"May,Eric","MAY,ERIC",Shenandoah,SUH,1184-4149,1,1,6,6,0,0,CB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34199553922222453,72,88
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Guilford,"Wilson,Garrett",Garrett,Wilson,,1112,"Wilson,Garrett","WILSON,GARRETT",Guilford,GUL,1290-4522,1,1,29,29,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34199553922222453,73,88
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Cyr,Ethan",Ethan,Cyr,,578,"Cyr,Ethan","CYR,ETHAN",Roanoke,RC,1296-3566,1,0,30,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,451,1,6,64.4,1,1,23,0,100.0,5,4,0,0,0,0,0,0,0,0,0,0,,,,,,,0.3333880306971949,74,88
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Shenandoah,"Gallant,Carson",Carson,Gallant,,637,"Gallant,Carson","GALLANT,CARSON",Shenandoah,SUH,1184-3600,1,0,5,5K,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,333,1,0,55.5,1,1,35,0,100.0,4,3,0,0,0,0,0,0,0,0,0,0,,,,,,,0.3333880306971949,75,88
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Guilford,"Andrews,Maurice",Maurice,Andrews,,1112,"Andrews,Maurice","ANDREWS,MAURICE",Guilford,GUL,1290-4480,1,0,22,22,0,RB,0,0,,,1,2,0,2,2.0,,,,,,,,,,,,,2,56,58,2,1,58,28.0,56.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3230340216993977,76,88
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Dube,Phillip",Phillip,Dube,,269,"Dube,Phillip","DUBE,PHILLIP",Hampden-Sydney,HSC,1291-2327,1,0,10,24,0,WR,0,0,,,2,26,0,16,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22997955461228858,77,87
