season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,receiving_stats,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,fumble_stats_number,fumble_stats_number_lost,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return
2026-27,football,Centennial Conference,centennial_conference,Franklin & Marshall,"Reilly,Tommy",Tommy,Reilly,,239,"Reilly,Tommy","REILLY,TOMMY",Franklin & Marshall,F&M,664-5452,1,0,91,91,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Franklin & Marshall,"Tulli,Joe",Joe,Tulli,,239,"Tulli,Joe","TULLI,JOE",Franklin & Marshall,F&M,664-5993,1,0,97,97,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Franklin & Marshall,"Baulch,Brady",Brady,Baulch,,239,"Baulch,Brady","BAULCH,BRADY",Franklin & Marshall,F&M,664-5931,1,0,98,98,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Olah,Kevin",Kevin,Olah,,322,"Olah,Kevin","OLAH,KEVIN",Johns Hopkins,JHU,667-6048,1,1,1,1,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,3,4,7,7,.0,.0,.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Baker,Luke",Luke,Baker,,322,"Baker,Luke","BAKER,LUKE",Johns Hopkins,JHU,667-6894,1,1,2,2,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,41,51,10,0,11,4.1,41.0,,,,,,,9,1,54,3,325,1,31,18,171.6,10.48,18.06,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Moore,Josh",Josh,Moore,,322,"Moore,Josh","MOORE,JOSH",Johns Hopkins,JHU,667-6047,1,1,4,4,0,WR,0,0,,,1,44,0,44,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Smith,Jackson",Jackson,Smith,,322,"Smith,Jackson","SMITH,JACKSON",Johns Hopkins,JHU,667-5490,1,1,5,5,0,0,LB,0,,,,,,,,,,,,,,,,,,,28,4,2,6,6,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,0,28,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Dasilva,Tyler",Tyler,Dasilva,,322,"Dasilva,Tyler","DASILVA,TYLER",Johns Hopkins,JHU,667-6044,1,1,6,6,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Anderson,Tyler",Tyler,Anderson,,322,"Anderson,Tyler","ANDERSON,TYLER",Johns Hopkins,JHU,667-6046,1,1,8,8,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Crotty,Cole",Cole,Crotty,,322,"Crotty,Cole","CROTTY,COLE",Johns Hopkins,JHU,667-5700,1,1,10,10,0,WR,0,0,,,5,101,2,35,20.2,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Enright,Robby",Robby,Enright,,322,"Enright,Robby","ENRIGHT,ROBBY",Johns Hopkins,JHU,667-5724,1,1,11,11,0,WR,0,0,,,6,68,1,18,11.3,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Orecchio,Alex",Alex,Orecchio,,322,"Orecchio,Alex","ORECCHIO,ALEX",Johns Hopkins,JHU,667-6899,1,0,12,12,0,WR,0,0,,,2,81,0,54,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Berube,Cooper",Cooper,Berube,,322,"Berube,Cooper","BERUBE,COOPER",Johns Hopkins,JHU,667-5715,1,0,15,15,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Yeskie,Jack",Jack,Yeskie,,322,"Yeskie,Jack","YESKIE,JACK",Johns Hopkins,JHU,667-6926,1,0,18,1D,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Register,Ryder",Ryder,Register,,322,"Register,Ryder","REGISTER,RYDER",Johns Hopkins,JHU,667-8802,1,0,18,18,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Jones,Parker",Parker,Jones,,322,"Jones,Parker","JONES,PARKER",Johns Hopkins,JHU,667-8803,1,0,19,19,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Dandridge,Brock",Brock,Dandridge,,322,"Dandridge,Brock","DANDRIDGE,BROCK",Johns Hopkins,JHU,667-6905,1,0,20,20,0,RB,0,0,,,1,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,61,63,2,0,28,5.1,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Hallal,David",David,Hallal,,322,"Hallal,David","HALLAL,DAVID",Johns Hopkins,JHU,667-5706,1,1,21,21,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Pugliano,Ty",Ty,Pugliano,,322,"Pugliano,Ty","PUGLIANO,TY",Johns Hopkins,JHU,667-5707,1,1,22,22,0,RB,0,0,,,3,31,0,17,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,37,37,0,0,8,3.4,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Powell,Cooper",Cooper,Powell,,322,"Powell,Cooper","POWELL,COOPER",Johns Hopkins,JHU,667-8805,1,0,24,24,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Callahan,Breydan",Breydan,Callahan,,322,"Callahan,Breydan","CALLAHAN,BREYDAN",Johns Hopkins,JHU,667-8806,1,0,26,26,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Viray,Braden",Braden,Viray,,322,"Viray,Braden","VIRAY,BRADEN",Johns Hopkins,JHU,667-8808,1,0,30,30,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Zwicker,Nick",Nick,Zwicker,,322,"Zwicker,Nick","ZWICKER,NICK",Johns Hopkins,JHU,667-6906,1,0,31,31,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Kramer,Spencer",Spencer,Kramer,,322,"Kramer,Spencer","KRAMER,SPENCER",Johns Hopkins,JHU,667-6050,1,1,33,33,0,0,DB,0,,,,,,,,,,,,,,,,,,,7,6,7,13,13,1.0,.0,.0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Petses,Mike",Mike,Petses,,322,"Petses,Mike","PETSES,MIKE",Johns Hopkins,JHU,667-8811,1,0,37,37,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Bryan,Clarkson",Clarkson,Bryan,,322,"Bryan,Clarkson","BRYAN,CLARKSON",Johns Hopkins,JHU,667-6908,1,0,38,38,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Kuennen,Trevor",Trevor,Kuennen,,322,"Kuennen,Trevor","KUENNEN,TREVOR",Johns Hopkins,JHU,667-8812,1,0,39,39,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Barry-Thouez,Mika",Mika,Barry-Thouez,,322,"Barry-Thouez,Mika","BARRY-THOUEZ,MIKA",Johns Hopkins,JHU,667-6911,1,0,43,43,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Davis,Wyatt",Wyatt,Davis,,322,"Davis,Wyatt","DAVIS,WYATT",Johns Hopkins,JHU,667-6912,1,0,44,44,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Strnad,Claude",Claude,Strnad,,322,"Strnad,Claude","STRNAD,CLAUDE",Johns Hopkins,JHU,667-6913,1,0,45,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Stup,Cole",Cole,Stup,,322,"Stup,Cole","STUP,COLE",Johns Hopkins,JHU,667-6915,1,0,47,47,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Scully,Justin",Justin,Scully,,322,"Scully,Justin","SCULLY,JUSTIN",Johns Hopkins,JHU,667-5717,1,1,48,48,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,8,6,14,14,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Wayt,Kaleb",Kaleb,Wayt,,322,"Wayt,Kaleb","WAYT,KALEB",Johns Hopkins,JHU,667-6916,1,0,49,49,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,435,0,4,62.1,3,3,44,0,100.0,3,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Linder,Marcus",Marcus,Linder,,322,"Linder,Marcus","LINDER,MARCUS",Johns Hopkins,JHU,667-6055,1,1,50,50,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Nicotera,Anthony",Anthony,Nicotera,,322,"Nicotera,Anthony","NICOTERA,ANTHONY",Johns Hopkins,JHU,667-5719,1,0,52,52,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,0,3,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Bowles,Cooper",Cooper,Bowles,,322,"Bowles,Cooper","BOWLES,COOPER",Johns Hopkins,JHU,667-8815,1,1,53,53,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Seibert,Will",Will,Seibert,,322,"Seibert,Will","SEIBERT,WILL",Johns Hopkins,JHU,667-5721,1,1,55,55,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,1,3,4,4,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Lindmark,Clay",Clay,Lindmark,,322,"Lindmark,Clay","LINDMARK,CLAY",Johns Hopkins,JHU,667-6918,1,0,56,56,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Bitz,Dominic",Dominic,Bitz,,322,"Bitz,Dominic","BITZ,DOMINIC",Johns Hopkins,JHU,667-6921,1,1,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Chairuangdej,Drew",Drew,Chairuangdej,,322,"Chairuangdej,Drew","CHAIRUANGDEJ,DREW",Johns Hopkins,JHU,667-6923,1,1,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Michalcik,Jack",Jack,Michalcik,,322,"Michalcik,Jack","MICHALCIK,JACK",Johns Hopkins,JHU,667-6056,1,1,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Reynoso,Isaiah",Isaiah,Reynoso,,322,"Reynoso,Isaiah","REYNOSO,ISAIAH",Johns Hopkins,JHU,667-6925,1,0,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Shapiro,Zach",Zach,Shapiro,,322,"Shapiro,Zach","SHAPIRO,ZACH",Johns Hopkins,JHU,667-6058,1,1,80,80,0,TE,0,0,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Semrad,Griffin",Griffin,Semrad,,322,"Semrad,Griffin","SEMRAD,GRIFFIN",Johns Hopkins,JHU,667-6927,1,0,83,83,0,WR,0,0,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,89,0,31,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Riney,Penn",Penn,Riney,,322,"Riney,Penn","RINEY,PENN",Johns Hopkins,JHU,667-5725,1,0,84,84,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Olson,Sawyer",Sawyer,Olson,,322,"Olson,Sawyer","OLSON,SAWYER",Johns Hopkins,JHU,667-5718,1,1,88,88,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,2,2,4,4,1.0,.0,.0,1,0,7,1,1,0,7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Hodge,Graham",Graham,Hodge,,322,"Hodge,Graham","HODGE,GRAHAM",Johns Hopkins,JHU,667-6061,1,1,90,90,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Sloan,Spencer",Spencer,Sloan,,322,"Sloan,Spencer","SLOAN,SPENCER",Johns Hopkins,JHU,667-8827,1,0,91,91,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
