season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,receiving_stats,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,fumble_stats_number,fumble_stats_number_lost,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Alley,Chase",Chase,Alley,,322,"Alley,Chase","ALLEY,CHASE",Johns Hopkins,JHU,667-5727,1,0,98,98,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,87,44,0,0,0,0,1,43.5,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Johns Hopkins,"Langin,Trace",Trace,Langin,,322,"Langin,Trace","LANGIN,TRACE",Johns Hopkins,JHU,667-6932,1,1,99,99,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Fjeldseth,Frederik",Frederik,Fjeldseth,,185,"Fjeldseth,Frederik","FJELDSETH,FREDERIK",Dickinson,DIC,663-2716,1,1,0,0,0,WR,0,0,,,1,9,0,9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Garcia,Juan Pablo",Juan Pablo,Garcia,,185,"Garcia,Juan Pablo","GARCIA,JUAN PABLO",Dickinson,DIC,663-2727,1,1,2,2,0,0,S,0,,,,,,,,,,,,,,,,,,,0,3,5,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Mulholland,Jimmy",Jimmy,Mulholland,,185,"Mulholland,Jimmy","MULHOLLAND,JIMMY",Dickinson,DIC,663-3070,1,1,3,3,0,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Mittendorfer,Moritz",Moritz,Mittendorfer,,185,"Mittendorfer,Moritz","MITTENDORFER,MORITZ",Dickinson,DIC,663-2883,1,1,4,4,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"White,Braden",Braden,White,,185,"White,Braden","WHITE,BRADEN",Dickinson,DIC,663-2892,1,0,5,5,0,WR,0,0,,,2,21,0,12,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Couvertiere,Sean",Sean,Couvertiere,,185,"Couvertiere,Sean","COUVERTIERE,SEAN",Dickinson,DIC,663-3054,1,1,6,6,0,0,S,0,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Faragalli,Zach",Zach,Faragalli,,185,"Faragalli,Zach","FARAGALLI,ZACH",Dickinson,DIC,663-3262,1,0,6,6F,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Campbell,Keesean",Keesean,Campbell,,185,"Campbell,Keesean","CAMPBELL,KEESEAN",Dickinson,DIC,663-2705,1,0,7,7,0,WR,0,0,,,4,35,0,14,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,13,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Ryan,Will",Will,Ryan,,185,"Ryan,Will","RYAN,WILL",Dickinson,DIC,663-2889,1,1,9,9,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,4,5,9,9,.5,.0,.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Klassen,Ben",Ben,Klassen,,185,"Klassen,Ben","KLASSEN,BEN",Dickinson,DIC,663-2879,1,1,11,11,0,QB,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,14,58,64,6,1,11,4.1,58.0,,,,,,,3,1,27,1,130,1,20,15,136.1,6.50,8.67,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Roane,Ellington",Ellington,Roane,,185,"Roane,Ellington","ROANE,ELLINGTON",Dickinson,DIC,663-3261,1,1,15,15,0,0,CB,0,,,,,,,,,,,,,,,,,,,0,5,3,8,8,.5,.0,.0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Schmidt,Kevin",Kevin,Schmidt,,185,"Schmidt,Kevin","SCHMIDT,KEVIN",Dickinson,DIC,663-2890,1,1,17,17,0,WR,0,0,,,2,31,1,27,15.5,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,.0,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Kilpatrick,Adam",Adam,Kilpatrick,,185,"Kilpatrick,Adam","KILPATRICK,ADAM",Dickinson,DIC,663-3264,1,0,18,18,0,0,S,0,,,,,,,,,,,,,,,,,,,0,1,3,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Sorensen,Dane",Dane,Sorensen,,185,"Sorensen,Dane","SORENSEN,DANE",Dickinson,DIC,663-2891,1,1,20,20,0,RB,0,0,,,2,14,0,9,7.0,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12,12,21,148,149,1,2,75,7.0,148.0,,1,18,0,18,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Williams,Jake",Jake,Williams,,185,"Williams,Jake","WILLIAMS,JAKE",Dickinson,DIC,663-3267,1,0,21,21,0,RB,0,0,,,3,15,0,8,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,69,72,3,0,19,4.9,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Echeverri,Dan",Dan,Echeverri,,185,"Echeverri,Dan","ECHEVERRI,DAN",Dickinson,DIC,663-3055,1,0,22,22,0,0,S,0,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Moses,Josh",Josh,Moses,,185,"Moses,Josh","MOSES,JOSH",Dickinson,DIC,663-3092,1,1,29,29,0,0,CB,0,,,,,,,,,,,,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Motivala,Sixten",Sixten,Motivala,,185,"Motivala,Sixten","MOTIVALA,SIXTEN",Dickinson,DIC,663-2884,1,0,35,35,0,0,S,0,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Crawley,Caleb",Caleb,Crawley,,185,"Crawley,Caleb","CRAWLEY,CALEB",Dickinson,DIC,663-3035,1,0,40,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,251,1,0,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Enghave,Valdemar",Valdemar,Enghave,,185,"Enghave,Valdemar","ENGHAVE,VALDEMAR",Dickinson,DIC,663-2714,1,0,43,43,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Acuna,Joaquin",Joaquin,Acuna,,185,"Acuna,Joaquin","ACUNA,JOAQUIN",Dickinson,DIC,663-2700,1,1,44,44,0,0,DE,0,,,,,,,,,,,,,,,,,,,0,1,4,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Reese,Hudson",Hudson,Reese,,185,"Reese,Hudson","REESE,HUDSON",Dickinson,DIC,663-3275,1,0,46,46,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,4,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Kaufman,Marco",Marco,Kaufman,,185,"Kaufman,Marco","KAUFMAN,MARCO",Dickinson,DIC,663-2878,1,1,47,47,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Berthiaume,Nathan",Nathan,Berthiaume,,185,"Berthiaume,Nathan","BERTHIAUME,NATHAN",Dickinson,DIC,663-2869,1,1,50,50,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"DeMario,Justin",Justin,DeMario,,185,"DeMario,Justin","DEMARIO,JUSTIN",Dickinson,DIC,663-2871,1,1,52,52,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Reitz,Nico",Nico,Reitz,,185,"Reitz,Nico","REITZ,NICO",Dickinson,DIC,663-2888,1,1,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Pellikka,Alexander",Alexander,Pellikka,,185,"Pellikka,Alexander","PELLIKKA,ALEXANDER",Dickinson,DIC,663-2729,1,1,75,75,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"McClellan,Coby",Coby,McClellan,,185,"McClellan,Coby","MCCLELLAN,COBY",Dickinson,DIC,663-2882,1,1,79,79,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Sullivan,Colin",Colin,Sullivan,,185,"Sullivan,Colin","SULLIVAN,COLIN",Dickinson,DIC,663-3076,1,1,82,82,0,TE,0,0,,,1,5,0,5,5.0,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Furlong,Michael",Michael,Furlong,,185,"Furlong,Michael","FURLONG,MICHAEL",Dickinson,DIC,663-2718,1,0,89,89,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Sow,Abdoulaye",Abdoulaye,Sow,,185,"Sow,Abdoulaye","SOW,ABDOULAYE",Dickinson,DIC,663-3288,1,0,90,90,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,0,4,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"White,Domani",Domani,White,,185,"White,Domani","WHITE,DOMANI",Dickinson,DIC,663-2893,1,1,92,92,0,0,DE,0,,,,,,,,,,,,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Devlin,Julien",Julien,Devlin,,185,"Devlin,Julien","DEVLIN,JULIEN",Dickinson,DIC,663-2711,1,1,95,95,0,0,DT,0,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Dickinson,"Martillotti,Michael",Michael,Martillotti,,185,"Martillotti,Michael","MARTILLOTTI,MICHAEL",Dickinson,DIC,663-2722,1,1,96,96,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Gettysburg,Jayden Lee,Jayden,Lee,,258,Jayden Lee,"LEE,JAYDEN",Gettysburg,GETTYSBU,665-6161,1,1,1,1,0,WR,0,0,,,3,39,0,22,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Gettysburg,Isaac Parks-Gill,Isaac,Parks-Gill,,258,Isaac Parks-Gill,"PARKS-GILL,ISAAC",Gettysburg,GETTYSBU,665-5947,1,0,1I,1I,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,282,1,2,56.4,0,2,0,0,.0,3,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Gettysburg,Alex Pavic,Alex,Pavic,,258,Alex Pavic,"PAVIC,ALEX",Gettysburg,GETTYSBU,665-5706,1,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,46,53,7,0,13,2.9,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Gettysburg,Ryan Weems,Ryan,Weems,,258,Ryan Weems,"WEEMS,RYAN",Gettysburg,GETTYSBU,665-5714,1,1,3,3,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,3,0,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Gettysburg,Edison Case,Edison,Case,,258,Edison Case,"CASE,EDISON",Gettysburg,GETTYSBU,665-5931,1,1,4,4,0,WR,0,0,,,1,7,0,7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Gettysburg,Danny Breheney,Danny,Breheney,,258,Danny Breheney,"BREHENEY,DANNY",Gettysburg,GETTYSBU,665-5927,1,0,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Gettysburg,Ty Can,Ty,Can,,258,Ty Can,"CAN,TY",Gettysburg,GETTYSBU,665-5929,1,1,7,7,0,0,FS,0,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Gettysburg,Scott Sabol,Scott,Sabol,,258,Scott Sabol,"SABOL,SCOTT",Gettysburg,GETTYSBU,665-5709,1,1,8,8,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Gettysburg,Danny Bonato,Danny,Bonato,,258,Danny Bonato,"BONATO,DANNY",Gettysburg,GETTYSBU,665-5926,1,0,11,11,0,0,0,0,,,2,19,1,11,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Gettysburg,Gabriel Diaz,Gabriel,Diaz,,258,Gabriel Diaz,"DIAZ,GABRIEL",Gettysburg,GETTYSBU,665-6155,1,1,13,13,0,WR,0,0,,,6,64,0,16,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Gettysburg,Nick Thomas,Nick,Thomas,,258,Nick Thomas,"THOMAS,NICK",Gettysburg,GETTYSBU,665-6314,1,0,15,15,0,0,0,0,,,1,10,0,10,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Centennial Conference,centennial_conference,Gettysburg,Collin Morrow,Collin,Morrow,,258,Collin Morrow,"MORROW,COLLIN",Gettysburg,GETTYSBU,665-5945,1,0,17,17,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
