season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,wlax,Southern Athletic Association (SAA),saa,Sewanee,Marlin Price,Marlin,Price,,652,Marlin Price,"PRICE,MARLIN",PRICEMARLINSEWANEE,18,18,,,Sewanee,SEWANEE,1321-3047,0,8,0,0,0,7,37,1,7,2,0,0,0,10,4,0,0,0,0,0,0,0,0,31,34,36,20,1080:00,0,0,1.000,,85,113,15,95,44,51,.752,5.28,,,,,,,,,,,,,,,,,,,15.048312412542092,1,99
2026-27,wlax,Southern Athletic Association (SAA),saa,Rhodes,Caroline Kardian,Caroline,Kardian,,573,Caroline Kardian,"KARDIAN,CAROLINE",KARDIANCAROLINERHODES,19,19,,,Rhodes,RHODES,1390-4508,0,7,0,0,0,3,16,2,8,4,0,0,0,5,4,0,0,0,0,0,0,0,0,26,143,44,15,1145:00,46,0,1.000,,82,100,9,80,29,51,.820,4.21,,,,,,,,,,,,,,,,,,,11.783189403257454,2,99
2026-27,wlax,Southern Athletic Association (SAA),saa,Rhodes,Delaney O'Mailey,Delaney,O'Mailey,,573,Delaney O'Mailey,"O'MAILEY,DELANEY",O'MAILEYDELANEYRHODES,19,17,,,Rhodes,RHODES,1390-4877,0,1,0,0,0,3,12,4,6,2,0,0,0,11,0,0,0,0,0,0,0,0,0,24,9,26,13,1025:00,46,0,1.000,,54,69,9,79,42,37,.783,4.16,,,,,,,,,,,,,,,,,,,11.662871908488171,3,99
2026-27,wlax,Southern Athletic Association (SAA),saa,Rhodes,Payton Stevens,Payton,Stevens,,573,Payton Stevens,"STEVENS,PAYTON",STEVENSPAYTONRHODES,19,19,,,Rhodes,RHODES,1390-4871,0,8,0,0,0,1,26,1,10,2,0,0,0,5,1,0,0,0,0,0,0,0,0,24,6,37,6,1145:00,46,0,1.000,,104,134,22,82,23,59,.776,4.32,,,,,,,,,,,,,,,,,,,11.043773747880254,4,98
2026-27,wlax,Southern Athletic Association (SAA),saa,Rhodes,Sadie McRae,Sadie,McRae,,573,Sadie McRae,"MCRAE,SADIE",MCRAESADIERHODES,19,1,,,Rhodes,RHODES,1390-5049,0,3,0,0,0,0,19,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,27,1,60:00,0,0,1.000,,49,58,8,82,55,27,.845,4.32,,,,,,,,,,,,,,,,,,,10.555043991635227,5,98
2026-27,wlax,Southern Athletic Association (SAA),saa,Sewanee,Ellen Lewis,Ellen,Lewis,,652,Ellen Lewis,"LEWIS,ELLEN",LEWISELLENSEWANEE,18,16,,,Sewanee,SEWANEE,1321-3622,0,5,0,0,0,1,18,2,6,5,0,0,0,6,3,0,0,0,0,0,0,0,0,20,69,29,10,960:00,0,0,1.000,,64,77,14,70,29,41,.831,3.89,,,,,,,,,,,,,,,,,,,9.55442895102033,6,98
2026-27,wlax,Southern Athletic Association (SAA),saa,Berry,Dani Taraska,Dani,Taraska,,973,Dani Taraska,"TARASKA,DANI",TARASKADANIBC,14,14,,,Berry,BC,838-3020,0,7,0,0,0,1,22,1,6,0,0,0,0,4,3,0,0,0,0,0,0,0,0,38,36,34,21,840:00,8,0,1.000,,46,65,11,53,17,36,.708,3.79,,,,,,,,,,,,,,,,,,,8.70623616146849,7,97
2026-27,wlax,Southern Athletic Association (SAA),saa,Rhodes,Sam Horowitz,Sam,Horowitz,,573,Sam Horowitz,"HOROWITZ,SAM",HOROWITZSAMRHODES,19,19,,,Rhodes,RHODES,1390-4506,0,7,0,0,0,2,14,2,6,1,0,0,0,7,2,0,0,0,0,0,0,0,0,42,47,18,24,1145:00,46,0,1.000,,49,60,10,45,10,35,.817,2.37,,,,,,,,,,,,,,,,,,,7.843020581020486,8,97
2026-27,wlax,Southern Athletic Association (SAA),saa,Oglethorpe,Anna Ramsden,Anna,Ramsden,,2713,Anna Ramsden,"RAMSDEN,ANNA",RAMSDENANNAOGL,16,15,,,Oglethorpe,OGL,1284-1714,0,2,0,0,0,1,13,3,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,26,26,35,17,865:00,126,0,1.000,,49,58,6,51,18,33,.845,3.19,,,,,,,,,,,,,,,,,,,7.4369888739613055,9,97
2026-27,wlax,Southern Athletic Association (SAA),saa,Rhodes,Maddie Bevier,Maddie,Bevier,,573,Maddie Bevier,"BEVIER,MADDIE",BEVIERMADDIERHODES,19,19,,,Rhodes,RHODES,1390-4690,0,8,0,0,0,0,15,2,4,3,0,0,0,6,2,0,0,0,0,0,0,0,0,57,45,33,32,1145:00,46,0,1.000,,51,72,14,31,4,27,.708,1.63,,,,,,,,,,,,,,,,,,,7.154362649284826,10,96
