season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Diehl, Izzy",Izzy,Diehl,,753,"Diehl, Izzy","DIEHL, IZZY",Washington College,WC,672-4024,7,2,7,0,7,0,.269,78,13,34,2,0,7,0,0,4,10,0,0,27,3,8,5,0,5,0,36.5,0,4.86,0.29,1.14,0.71,0.00,5.21,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Lynch, Kaysie",Kaysie,Lynch,,753,"Lynch, Kaysie","LYNCH, KAYSIE",Washington College,WC,672-4155,7,0,2,0,2,0,.429,7,1,4,39,0,87,0,2,3,23,0,0,0,0,13,0,0,0,0,6,0,0.57,5.57,1.86,0.00,0.29,0.86,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Stubbs, Alexis",Alexis,Stubbs,,753,"Stubbs, Alexis","STUBBS, ALEXIS",Washington College,WC,672-4154,7,2,5,0,5,0,.111,18,3,5,40,0,95,0,8,2,41,0,0,0,0,15,1,0,1,0,13.5,0,0.71,5.71,2.14,0.14,1.14,1.93,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Wessel, Lyndsey",Lyndsey,Wessel,,753,"Wessel, Lyndsey","WESSEL, LYNDSEY",Washington College,WC,672-4156,7,2,23,0,23,0,.462,26,2,14,2,0,4,0,1,2,13,0,0,1,0,2,8,0,8,0,19,0,2.00,0.29,0.29,1.14,0.14,2.71,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"DiNisio, Ella",Ella,DiNisio,,753,"DiNisio, Ella","DINISIO, ELLA",Washington College,WC,672-4730,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Salveron, Grace",Grace,Salveron,,753,"Salveron, Grace","SALVERON, GRACE",Washington College,WC,672-4728,7,1,8,0,8,0,.000,0,0,0,1,0,5,0,4,4,34,0,0,27,2,17,0,0,0,0,4,0,0.00,0.14,2.43,0.00,0.57,0.57,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Carr, Addison",Addison,Carr,,753,"Carr, Addison","CARR, ADDISON",Washington College,WC,672-4729,4,1,10,0,10,0,.600,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3.5,0,0.75,0.00,0.50,0.25,0.00,0.88,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Haughton, Bethany",Bethany,Haughton,,753,"Haughton, Bethany","HAUGHTON, BETHANY",Washington College,WC,672-4727,7,2,12,0,12,0,-.034,29,10,9,0,0,2,0,0,0,0,0,0,1,1,7,4,2,4,0,11,0,1.29,0.00,1.00,0.57,0.00,1.57,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Shaner, Emma",Emma,Shaner,,753,"Shaner, Emma","SHANER, EMMA",Washington College,WC,672-4731,5,1,14,0,14,0,.476,21,2,12,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,1,14.5,0,2.40,0.00,0.00,0.80,0.00,2.90,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Folke, Gianna",Gianna,Folke,,753,"Folke, Gianna","FOLKE, GIANNA",Washington College,WC,672-4726,7,1,16,0,16,0,.244,45,6,17,0,0,2,0,0,0,0,0,0,13,3,4,0,0,0,0,17,0,2.43,0.00,0.57,0.00,0.00,2.43,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Hartnett, Emily",Emily,Hartnett,,753,"Hartnett, Emily","HARTNETT, EMILY",Washington College,WC,672-4919,4,0,3,0,3,0,.000,0,0,0,1,0,1,0,3,2,15,0,0,2,0,2,0,0,0,0,3,0,0.00,0.25,0.50,0.00,0.75,0.75,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Lange, Vanessa",Vanessa,Lange,,753,"Lange, Vanessa","LANGE, VANESSA",Washington College,WC,672-4921,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Tyler, Georgia",Georgia,Tyler,,753,"Tyler, Georgia","TYLER, GEORGIA",Washington College,WC,672-4922,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Mack, Ava",Ava,Mack,,753,"Mack, Ava","MACK, AVA",Washington College,WC,672-4923,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Biddle, Nora",Nora,Biddle,,753,"Biddle, Nora","BIDDLE, NORA",Washington College,WC,672-4918,1,0,27,0,27,0,.000,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Washington College,"Jones, Lucy",Lucy,Jones,,753,"Jones, Lucy","JONES, LUCY",Washington College,WC,672-4920,7,0,11,0,11,0,.500,2,0,1,7,0,26,0,2,1,31,0,0,47,3,30,0,0,0,0,3,0,0.14,1.00,4.29,0.00,0.29,0.43,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Swarthmore,"Shimozono, Sakura",Sakura,Shimozono,,686,"Shimozono, Sakura","SHIMOZONO, SAKURA",Swarthmore,SWAT,670-5804,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Swarthmore,"Enache, Alexia",Alexia,Enache,,686,"Enache, Alexia","ENACHE, ALEXIA",Swarthmore,SWAT,670-5802,2,0,21,0,21,0,.000,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.50,0.00,0.00,0.00,0.00,0.50,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Swarthmore,"Moreno, Aleida",Aleida,Moreno,,686,"Moreno, Aleida","MORENO, ALEIDA",Swarthmore,SWAT,670-6475,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Swarthmore,"Adam, Isabel",Isabel,Adam,,686,"Adam, Isabel","ADAM, ISABEL",Swarthmore,SWAT,670-6476,4,1,10,0,10,0,.261,46,6,18,1,0,3,0,2,3,13,0,0,24,1,13,0,0,0,0,20.0,0,4.50,0.25,3.25,0.00,0.50,5.00,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Swarthmore,"Kim, Nicole",Nicole,Kim,,686,"Kim, Nicole","KIM, NICOLE",Swarthmore,SWAT,670-6477,4,0,11,0,11,0,.000,2,0,0,3,0,4,0,1,1,19,0,0,21,2,18,0,0,0,0,1.0,0,0.00,0.75,4.50,0.00,0.25,0.25,,,,,,
2026-27,wvball,Centennial Conference,centennial_conference,Swarthmore,"Miles, Keira",Keira,Miles,,686,"Miles, Keira","MILES, KEIRA",Swarthmore,SWAT,670-6478,4,1,13,0,13,0,.217,23,1,6,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,6.5,0,1.50,0.00,0.75,0.25,0.00,1.63,,,,,,
