conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points
ll,Liberty League (LL),2025-26,wvball,Ithaca,"Benedict, Ellie",0,,1,117,0,.308,26,1,9,112,2,449,0,55,38,455,0,0,629,26,634,0,0,0,0,64,0,0.08,0.96,5.42,0.00,0.47,0.55
ll,Liberty League (LL),2025-26,wvball,Ithaca,"Garcia, Karina",0,,2,114,32,-.167,12,2,0,8,0,75,0,32,48,447,0,0,297,23,263,0,0,0,0,32,0,0.00,0.07,2.31,0.00,0.28,0.28
ll,Liberty League (LL),2025-26,wvball,Ithaca,"Altland, Bridget",0,,14,87,17,.250,8,0,2,10,2,44,0,7,5,76,0,0,210,18,137,0,0,0,0,9,0,0.02,0.11,1.57,0.00,0.08,0.10
ll,Liberty League (LL),2025-26,wvball,Ithaca,"Graper, Ella",0,,21,117,50,.334,287,28,124,1,1,20,0,0,0,0,0,0,4,1,14,113,3,88,25,193,0,1.06,0.01,0.12,0.97,0.00,1.65
ll,Liberty League (LL),2025-26,wvball,Ithaca,"Parnell, Amaya",0,,22,6,0,.143,7,1,2,42,2,109,0,3,6,26,0,0,0,0,7,1,0,1,0,5.5,0,0.33,7.00,1.17,0.17,0.50,0.92
ll,Liberty League (LL),2025-26,wvball,Ithaca,"Gonzalez-Abreu, Gabriela",0,,12,117,47,.199,1193,175,413,28,3,142,0,31,36,440,0,0,719,46,330,33,1,28,5,463,0,3.53,0.24,2.82,0.28,0.26,3.96
ll,Liberty League (LL),2025-26,wvball,Ithaca,"Slavin, Wesley",0,,15,114,50,.241,158,11,49,1201,23,3125,0,64,70,465,0,0,3,0,244,31,3,30,1,129,1,0.43,10.54,2.14,0.27,0.56,1.13
ll,Liberty League (LL),2025-26,wvball,Ithaca,"Clauhs, Naomi",0,,4,114,21,.273,1266,116,462,4,3,54,0,0,0,3,0,0,10,1,71,34,1,28,6,482,0,4.05,0.04,0.62,0.30,0.00,4.23
ll,Liberty League (LL),2025-26,wvball,Ithaca,"Owen, Brianna",0,,6,95,25,.245,548,46,180,4,2,49,0,36,22,342,0,0,121,10,76,57,2,50,7,248,0,1.89,0.04,0.80,0.60,0.38,2.61
ll,Liberty League (LL),2025-26,wvball,Ithaca,"McGowan, Renee",0,,17,19,5,.500,2,0,1,2,0,8,0,0,3,12,0,0,53,12,38,0,0,0,0,1,0,0.05,0.11,2.00,0.00,0.00,0.05
ll,Liberty League (LL),2025-26,wvball,Ithaca,"Strachan, Zoe",0,,11,8,0,.400,25,3,13,0,1,2,0,0,0,0,0,0,0,0,1,5,0,5,0,15.5,0,1.63,0.00,0.13,0.63,0.00,1.94
ll,Liberty League (LL),2025-26,wvball,Ithaca,"Kelly, Julia",0,,3,6,0,-.400,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0.00,0.00,0.17,0.33,0.00,0.17
